Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BRA,0,11557.17046,32505.404,61727.34467,48517.0385,26622.82392,11838.10611,44469.1993,56828.89277,66221.42477,54266.32179,19601.74031,60000.5087,11664.62788,6922.987634,37263.31234,8499.929305,22784.09991,12128.84471
BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,0,5.887390885,26.99360673,167.8832033,3.078149976,3.807024136,0,2.117516151,29.6182358,0.566343194,3.23171765,0,0,0,11.08826734,20.28789347,0.200281702,0,0
CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHM,0,9116.245577,5064.219703,4823.325921,4871.639794,2475.527917,1804.330177,2168.135861,2986.636749,5600.700298,3486.446378,1954.668666,5168.854083,1947.50543,3016.730752,8582.783762,8499.667872,10402.87885,14031.13917
LKA,0,20.13494705,15.025341,21.0435189,50.9759457,11.10381396,30.12262097,0,222.2014814,28.51829229,11.54241355,69.21840658,0,0,317.8493728,0,0,0,0
COG,0,141.6568783,147.8660594,155.8240891,129.772925,394.3707154,400.8797954,238.8050793,74.15662615,305.9174831,101.1155467,226.4582986,68.49821439,78.55681128,49.25731958,213.6795763,342.1101223,186.367834,0
COD,0,7023.811223,7313.952457,7143.247,2693.368985,5307.719396,4779.647767,5231.684784,2735.919497,6930.919992,4743.894452,5404.414051,2789.382662,2031.722311,1861.864722,2790.675183,3533.404361,1289.195606,1381.927298
BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,0,2013.600164,1858.528728,4796.582575,2449.846371,1102.343544,529.8766534,237.8005599,1230.162809,3959.248034,1310.135045,589.9269133,1082.309809,1136.010761,1211.88682,3274.079661,213.7347018,495.3516354,153.40982
AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,0,1039.766745,2580.186474,1432.36517,2616.790964,1202.921822,2136.373854,629.0287795,19.59985427,850.888533,2014.886005,485.3887847,69.74314727,516.4595474,66.46468622,74.79788737,363.9830857,1.448377769,260.8678237
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,0,1264.790585,860.0218407,735.4712733,562.6471966,1180.061981,982.122663,134.45734,1568.79922,1659.332532,145.7905016,89.43697619,1803.954977,52.12005083,158.0120079,215.0486461,87.37993109,73.91843642,259.889607
CRI,0,21.03209929,10.34318322,17.21860782,6.016277899,14.44359469,45.13669025,61.69275045,32.4397608,30.21712662,3.799165734,0,0.248315485,14.43779563,17.48424124,0,1.922756217,12.04063372,7.969501235
CAF,0,1975.311077,1291.912744,2432.738057,1492.782973,2005.597526,143.775086,1569.61735,504.3364967,215.8947466,320.1946776,434.6232438,1840.828179,302.2383712,40.06308643,901.3234229,354.2909866,324.5079557,5.745167929
CUB,0,272.397799,110.8872404,336.056562,482.0909217,236.3456776,87.03834347,624.3312676,72.69709936,131.7607618,447.9062377,462.4089664,379.3981782,15.1184732,112.5599224,23.32893864,569.6165414,6.083459136,186.2085405
CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM,0,127.2947921,52.66877641,104.592758,54.45838734,71.98864768,591.788831,8.490360323,85.16533984,0,1750.614794,4.454019269,27.71995166,54.25780782,14.52421785,41.30598279,18.96663641,0.520564163,204.8435596
ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,23.73661526,11.33001869,13.48069038,8.629930244,18.32770735,3.561596594,0,0,50.39937343,4.196702466,0.262418379,0,7.427715193,0.631324487,0,0,5.005003505,98.2453838
ETH,0,676.279163,245.9407855,832.0070054,572.1252683,933.653358,188.8900392,312.7662206,903.1668703,348.3406908,669.6805012,308.6617873,305.4539223,898.5540949,188.1038214,303.1676946,436.031699,193.3277795,168.4200046
AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMB,0,3.38607185,2.03138403,2.816506521,0.401205146,3.213994908,5.525765129,3.813631713,5.066091225,2.155270852,5.54652133,7.967221401,0,0,0,8.92799525,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,0,354.412019,131.4231709,311.7820276,115.3460778,853.8577399,75.70112434,235.0862631,309.7799834,368.3097945,352.9880354,0,115.8143002,261.2724403,25.07825675,34.12445984,86.23751901,112.4696613,104.9981139
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,0,3262.077829,1215.426428,22386.82541,884.971677,8097.147813,53.04569433,628.5666804,7651.700038,65.87638882,4256.779453,84.4825764,1974.520349,704.6138662,2506.349861,170.2688419,746.337964,252.1246944,1381.416156
GIN,0,799.9083637,566.5124612,826.1436741,1196.223343,389.7906461,667.6877651,186.4899365,352.3049836,234.3565446,261.8246411,261.7218175,273.2287617,58.68260392,430.2872162,162.2508657,156.6651085,231.7634293,166.2156126
GUY,0,52.60152481,34.48505621,629.1805474,25.27529758,30.29899162,0,0,480.3247686,0,0,0,0.961543962,0,67.97592654,47.26593039,3.393799835,0,0
HTI,0,0.539841915,0.272667488,0.477950172,0.280960748,0.341021379,0,0,0,0,6.881738034,0,0,0,0,0.321381721,0,0,1.570531326
HND,0,691.3162718,172.7026437,3941.685697,245.3664709,554.364364,75.07127777,28.57821549,1797.635731,97.84855684,826.8999966,264.2298585,119.6855574,179.0140825,218.9019003,99.1260427,798.2332608,1.01740972,282.4889725
HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,0,1477.385184,500.9979543,1076.379974,2067.969878,1641.081216,200.785342,102.931024,140.491152,953.8212074,20.87475765,3455.68181,489.3329784,149.7096701,1456.440159,1336.801534,123.6251199,571.7052058,423.174946
IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV,0,623.1613636,609.8335025,1254.159499,267.7003679,900.0725021,1723.79625,432.0418608,261.9764075,140.693329,453.9355486,134.2394169,723.3314891,360.2461615,1.930816061,70.54070446,66.2486239,280.1569197,113.3152781
IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM,0,1.617297739,0.753055139,1.124542634,0.632087136,0.969892185,0,0,0,0,0,0,0,0,2.109905265,6.931633783,0,0,0
JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,0,242.2324587,104.4346737,128.7933646,449.9431236,273.0382965,31.67240619,11.10177753,348.139698,4.400109283,451.6518396,86.34783109,0,122.2428278,658.9246776,0.838482946,56.49888967,303.9477956,128.6221981
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAO,0,5206.215878,2787.073983,9047.116617,4838.086824,3413.765552,55.61299673,1279.037733,875.8061219,3237.057968,4334.108923,1277.940709,6571.705813,861.6394868,2389.221477,9164.415929,893.1960411,1978.406957,2996.966202
LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,0,55.48656953,33.44593127,292.7615082,60.41367332,29.63348142,44.99748719,0,0,19.87543462,0,3.979512511,25.01959799,0,491.1435282,0,0,12.66156794,0
SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,0,10.33986633,31.44720133,28.76067358,32.16741801,386.036374,1.761748268,24.57689159,33.88164566,86.92760736,95.06546696,16.79471753,4.755948359,12.70147559,19.07953766,36.95071745,12.83291172,60.66842739,7.055026006
MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,0,8193.751704,3888.370856,35080.88308,3200.579518,4712.149812,1982.951249,3107.06029,17515.18505,993.3117875,6719.935809,5697.343909,3606.907581,3440.861353,5879.539514,1075.082827,8955.68616,818.0538891,8271.457579
MYS,0,1186.011253,4713.580527,13173.88382,1664.280534,1272.037172,120.2716511,1637.543368,1047.561623,2039.569734,2300.527142,670.8961828,869.0768307,297.189647,3054.914893,1969.325682,1148.015878,825.6481549,793.67857
MOZ,0,8.333553278,5.645497761,8.095510436,6.254121295,9.42348786,0,285.032782,0,0,425.9691954,0,0,127.1290038,69.22177412,5.008393164,74.58652997,0,0
MWI,0,2.2317357,1.313372096,3.78616496,2.561315559,1.70528607,0,0,0,0,25.15392124,0,0,0,0,0,0,0,0
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,0,286.5997918,148.9151183,128.7306418,329.4760025,379.1156649,1.002649308,80.14937877,5.534729633,6.751663451,306.4397494,0,87.92682734,591.806337,15.89050718,95.62759302,43.06673701,0.546264113,0
NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,2.257311716,1.532002105,106.0031306,0.994763497,3.187035345,0,0,40.83062777,0,0,0,0,0,0,0,0,0,0
NIC,0,209.883425,73.59552367,3873.483416,59.75926962,94.8542518,12.83115721,35.67722579,411.5598648,103.9657785,427.0890317,220.8455952,18.67887903,161.2462828,69.62054096,69.05858465,84.57465254,12.88735919,231.5050202
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,0,425.9952705,1901.174466,1972.64548,5025.382343,1625.769254,2579.551345,4067.822161,2807.457666,2178.010182,5400.294467,1197.120344,12975.12484,792.7681242,579.458378,1842.670041,1454.927035,1004.652064,2054.774428
PER,0,1.622195751,0.541507658,1.31117572,0.917235772,1.253694492,0,0,0,0,0,0,0,0,6.354607885,0,0,0,0
PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,0,2.572107216,1.188324171,0.770051458,0.222784422,2.607388962,1.431813041,0,0,0,0,0,0.167678213,0,10.3150335,0,0,1.210670576,0
PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,159.6351662,6816.91863,812.0061325,1086.426668,1348.75316,972.8239358,2718.296458,1103.650462,3240.425094,554.3400737,1434.315819,1022.08777,2025.903233,462.6425833,2294.582028,656.0427376,232.2525412,993.0828824
GNB,0,470.7333512,336.2294899,89.59991889,536.3184787,65.34282181,322.781126,289.4008097,352.3300316,404.1112231,129.2856249,242.2337503,164.396839,177.4918915,201.0254468,62.58008565,429.070886,52.7114561,15.95364747
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHL,0,82.21767278,48.85544616,96.27405465,49.97056985,51.5408704,0,131.2016439,19.964345,21.26082673,62.93537691,69.88995308,25.02179972,11.03639212,0,440.0582364,35.61852761,1.323109045,8.177897857
PRI,0,0.010073967,0.004606501,0.01682289,0.005314193,0.014840567,0,0,0,0.370767087,0,0,0,0,0,0,0,0,0
RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,21.35370261,32.86282995,39.98320074,35.01789457,15.86336979,0,0,238.9268902,0,0,0,329.7961979,236.0315115,0.566151559,0,1.322650743,42.82501214,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,0,32.24002175,799.0117584,1.936538259,4.495112535,21.63480942,2.789422101,15.05233605,15.91646035,0.847482337,6.017725897,0,0.595292167,0.384898806,0.459820047,0.141936381,0.571374119,0.054464673,10.49341884
SEN,0,2.469018548,1.467249915,0,1.928916809,0,0,0,5.379711873,1.930898718,1.283537935,0,1.960328498,0,0,0,0,0,0
SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,302.95164,151.1833472,532.8543113,284.7353505,262.3812552,227.330453,153.5449407,188.3730061,57.89170146,19.33376156,130.7997653,67.59573445,72.5584384,546.0952161,42.35407439,46.02719043,108.1152658,137.9223603
SGP,0,0.159056425,0.152307778,2.057293318,0.13110543,0.11179174,0,0,0,0,0.276434659,0.706909211,0,0,0,0,0.110123401,0,0
SOM,0,2.401057609,1.534616438,1.468328794,1.919244922,3.762279516,0,0,9.554849089,0,0,0,0,0.740264873,0,0,0,0,0
ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,0,1002.897002,459.3086617,633.3903956,961.4334013,718.9886405,1218.460824,999.203538,1013.668154,358.3207842,1183.112213,827.8905698,2081.036404,494.0551928,2327.324705,1916.803282,859.3707302,500.5414321,225.0540448
SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,2.49975565,3.202181828,0.913008144,2.85142863,2.4256825,0,0,0,0,0,0,11.50635318,2.611445455,0,0,0,0,0
THA,0,1020.674832,400.7570998,1638.715732,841.1865853,575.1608357,79.2932304,1071.306085,379.1454125,1213.230462,1410.037907,172.1384058,2270.436401,254.6966687,573.5573705,1238.193448,258.1167632,590.5135764,530.0156991
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,0,156.4837033,127.8896067,133.1209772,98.75047597,135.756174,11.42224651,124.2850673,165.3104271,66.14614124,202.663867,108.5235833,54.29357093,7.8825124,128.7351168,158.2492006,122.1839204,13.19406691,122.1638605
UGA,0,151.689554,94.5070425,97.0903495,170.674982,17.31353301,45.57325484,208.9141216,281.8028874,171.4670541,266.4393053,69.24772274,57.84836093,9.431712058,53.26601001,3.505626567,93.71341773,88.00861321,4.760929654
GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,3274.647319,2024.939677,2332.995085,1706.558664,2028.103672,5220.64505,539.9304145,8349.027436,689.8672625,1815.398,823.5844277,3447.974346,1157.889758,782.3789665,5136.89175,395.3370529,302.4776846,1555.567603
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,1496.016586,844.0765578,2214.7694,1024.675062,892.637034,49.76483495,1008.940137,863.6405108,1211.168294,1263.061012,369.9493425,1836.608168,116.6971109,811.0254662,1716.757567,1466.454723,1889.981708,1071.345753
VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,0,0.355321609,0.262470475,0.268538908,0.269727404,0.265868703,0.380584418,0,1.455600938,0.115629174,0.191705768,0,0,0,0,0,0,0,0
WLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,0,13.35981413,37.85479314,51.57224439,45.73182944,74.11606995,28.00861074,16.26060515,0,28.26103501,387.0844568,107.0231973,14.52953872,28.61318386,16.77243375,33.55108891,66.10507911,0,42.04751915
ZWE,0,0.790862805,0.530442369,0.815262447,0.594270418,0.593340249,0,0,0,0,0,0,1.974787388,0,52.86858104,0,0,0,0
IDN,0,6063.465036,140867.5861,31916.73255,19105.56748,11862.36606,3370.423154,27300.59459,7621.835848,20901.34886,12514.7851,28803.89316,3822.362781,4406.582376,17676.39544,788.7538646,9180.035137,8985.800234,15482.97573
GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
