IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Annex_I,Canada,CAN,Canada,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05E-04,5.25E-03,3.94E-02,5.87E-02,7.47E-02,1.04E-01,1.22E-01,1.41E-01
Annex_I,USA,USA,United States,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61E-03,8.01E-02,6.02E-01,8.97E-01,1.14E+00,1.58E+00,1.87E+00,2.16E+00
Non-Annex_I,Mexico,MEX,Mexico,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02E-06,4.62E-04,3.60E-03,5.75E-03,7.71E-03,1.03E-02,1.22E-02,1.41E-02
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34E-08,3.19E-06,2.50E-05,3.96E-05,5.32E-05,7.09E-05,8.41E-05,9.72E-05
Non-Annex_I,Rest Central America,CRI,Costa Rica,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65E-07,1.87E-05,1.52E-04,2.35E-04,3.18E-04,4.23E-04,5.02E-04,5.80E-04
Non-Annex_I,Rest Central America,CUB,Cuba,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65E-07,3.81E-05,3.29E-04,5.33E-04,7.31E-04,9.61E-04,1.14E-03,1.32E-03
Non-Annex_I,Rest Central America,GTM,Guatemala,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51E-06,1.36E-04,1.11E-03,1.78E-03,2.47E-03,3.23E-03,3.84E-03,4.44E-03
Non-Annex_I,Rest Central America,JAM,Jamaica,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79E-07,1.50E-05,1.23E-04,1.92E-04,2.59E-04,3.45E-04,4.09E-04,4.72E-04
Non-Annex_I,Rest Central America,KNA,Saint Kitts and Nevis,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58E-09,2.52E-07,2.08E-06,3.73E-06,5.62E-06,6.95E-06,8.26E-06,9.57E-06
Non-Annex_I,Rest Central America,SLV,El Salvador,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.90E-07,2.91E-05,2.16E-04,3.13E-04,3.94E-04,5.52E-04,6.52E-04,7.53E-04
Non-Annex_I,Rest Central America,VCT,Saint Vincent and the Grenadines,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.70E-09,5.03E-07,3.94E-06,6.98E-06,9.33E-06,1.22E-05,1.45E-05,1.68E-05
Non-Annex_I,Brazil,BRA,Brazil,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20E-06,3.14E-04,3.08E-03,6.03E-03,9.27E-03,1.12E-02,1.34E-02,1.55E-02
