# Mapping iso to regions in building,
iso,region_bld
abw,developing
afg,developing
ago,Africa
aia,developing
alb,developing
and,industrialized
ant,developing
are,developing
arg,developing
arm,developing
asm,developing
atg,developing
aus,industrialized
aut,industrialized
aze,developing
bdi,Africa
bel,industrialized
ben,Africa
bfa,Africa
bgd,developing
bgr,developing
bhr,developing
bhs,developing
bih,developing
blr,developing
blz,developing
bmu,industrialized
bol,developing
bra,developing
brb,developing
brn,developing
btn,developing
bwa,Africa
caf,Africa
can,industrialized
cck,developing
che,industrialized
chi,industrialized
chl,developing
chn,developing
civ,Africa
cmr,Africa
cod,Africa
cog,Africa
cok,industrialized
col,developing
com,Africa
cpv,Africa
cri,developing
cub,developing
cym,developing
cyp,industrialized
cxr,developing
cze,developing
deu,industrialized
dji,Africa
dma,developing
dnk,industrialized
dom,developing
dza,Africa
ecu,developing
egy,Africa
eri,Africa
esh,Africa
esp,industrialized
est,developing
eth,Africa
fin,industrialized
fji,developing
flk,developing
fra,industrialized
fro,industrialized
fsm,developing
gab,Africa
gbr,industrialized
geo,developing
gha,Africa
gib,industrialized
gin,Africa
glp,developing
gmb,Africa
gnb,Africa
gnq,Africa
grc,industrialized
grd,developing
grl,industrialized
gtm,developing
guf,developing
gum,developing
guy,developing
hkg,developing
hnd,developing
hrv,developing
hti,developing
hun,developing
idn,developing
imn,industrialized
ind,India
irl,industrialized
irn,developing
irq,developing
isl,industrialized
isr,developing
ita,industrialized
jam,developing
jor,developing
jpn,industrialized
kaz,developing
ken,Africa
kgz,developing
khm,developing
kir,developing
kna,developing
kor,industrialized
kwt,developing
lao,developing
lbn,developing
lbr,Africa
lby,Africa
lca,developing
lie,industrialized
lka,developing
lso,Africa
ltu,developing
lux,industrialized
lva,developing
mac,developing
mar,Africa
mco,industrialized
mda,developing
mdg,Africa
mdv,developing
mex,developing
mhl,developing
mkd,developing
mli,Africa
mlt,industrialized
mmr,developing
mne,developing
mng,developing
mnp,developing
moz,Africa
mrt,Africa
msr,developing
mtq,industrialized
mus,Africa
mwi,Africa
mys,developing
myt,Africa
nam,Africa
ncl,developing
ner,Africa
nfk,industrialized
nga,Africa
nic,developing
niu,industrialized
nld,industrialized
nor,industrialized
npl,developing
nru,developing
nzl,industrialized
omn,developing
pak,developing
pan,developing
pci,developing
pcn,developing
per,developing
phl,developing
plw,developing
png,developing
pol,developing
pri,industrialized
prk,developing
prt,industrialized
pry,developing
pse,developing
pyf,developing
qat,developing
reu,Africa
rom,developing
rus,developing
rwa,Africa
sau,developing
scg,developing
sdn,Africa
sen,Africa
sgp,developing
shn,Africa
sjm,industrialized
slb,developing
sle,Africa
slv,developing
smr,industrialized
som,Africa
spm,industrialized
srb,developing
stp,Africa
sur,developing
svk,developing
svn,developing
swe,industrialized
swz,Africa
syc,Africa
syr,developing
tca,developing
tcd,Africa
tgo,Africa
tha,developing
tjk,developing
tkl,industrialized
tkm,developing
tls,developing
ton,developing
tto,developing
tun,Africa
tur,industrialized
tuv,developing
twn,developing
tza,Africa
uga,Africa
ukr,developing
ury,developing
usa,industrialized
uzb,developing
vat,industrialized
vct,developing
ven,developing
vgb,developing
vir,developing
vnm,developing
vut,developing
wlf,industrialized
wsm,developing
yem,developing
yug,developing
zaf,Africa
zmb,Africa
zwe,Africa
