INPUT_TABLE,,,,,,,,,,
Variable ID,,,,,,,,,,
GlobalIntTechBackup,,,,,,,,,,
,,,,,,,,,,
sector.name,subsector.name,technology,year,electric.sector.name,trial.market.name,backup.capital.cost,backup.capacity.factor,capacity.limit,minicam.energy.input,minicam.non.energy.input
electricity,offshore wind,offshore wind 4,1975,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,1990,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2005,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2010,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2015,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2020,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2025,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2030,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2035,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2040,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2045,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2050,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2055,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2060,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2065,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2070,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2075,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2080,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2085,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2090,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2095,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
electricity,offshore wind,offshore wind 4,2100,electricity,renewable,36,0.05,0.35,backup_electricity,backup-cap-cost
