INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
GlobalIntTechCapital,,,,,,,
,,,,,,,
sector.name,subsector.name,intermittent.technology,year,input.capital,capital.overnight,fixed.charge.rate,capacity.factor
electricity,offshore wind,offshore wind c4,1975,capital,1210.242285,0.13,0.255206899
electricity,offshore wind,offshore wind c4,1990,capital,1210.242285,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2005,capital,1210.242285,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2010,capital,1210.242285,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2015,capital,1210.242285,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2020,capital,1157.538186,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2025,capital,1114.594105,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2030,capital,1075.554031,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2035,capital,1044.321972,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2040,capital,1016.99392,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2045,capital,991.6178725,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2050,capital,972.0978357,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2055,capital,954.5298025,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2060,capital,938.913773,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2065,capital,925.2497472,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2070,capital,915.4897288,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2075,capital,905.7297103,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2080,capital,895.9696919,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2085,capital,890.1136809,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2090,capital,884.2576698,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2095,capital,878.4016587,0.13,0.255206899
electricity,offshore wind,offshore wind c4,2100,capital,874.4976514,0.13,0.255206899
