Latin America,industry,industry,industry,industrial feedstocks,1.061986007,1.573185913,,,,,,,,,,,,,,,,
Southeast Asia,industry,industry,industry,industrial feedstocks,0.838620227,1.996077834,,,,,,,,,,,,,,,,
Eastern Europe,industry,industry,industry,industrial feedstocks,0.558808009,0.683938901,,,,,,,,,,,,,,,,
Korea,industry,industry,industry,industrial feedstocks,0.292736869,1.399295549,,,,,,,,,,,,,,,,
India,industry,industry,industry,industrial feedstocks,0.48818088,1.33871674,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Coefficients,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,
,,,,,coefficient,,,,,,,,,,convergence year,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,2150,rate,,,,,,
USA,industry,industry,industry,industrial energy use,1,0.747663207,0.66302959,0.66302959,0.66302959,0.66302959,0.66302959,0.66302959,0.66302959,,0.66302959,1,,,,,,
Canada,industry,industry,industry,industrial energy use,1,0.786449023,0.729347891,0.729347891,0.729347891,0.729347891,0.729347891,0.729347891,0.729347891,,0.729347891,1,,,,,,
Western Europe,industry,industry,industry,industrial energy use,1,0.765357688,0.759289314,0.759289314,0.759289314,0.759289314,0.759289314,0.759289314,0.759289314,,0.759289314,1,,,,,,
Japan,industry,industry,industry,industrial energy use,1,0.766273343,0.733908983,0.733908983,0.733908983,0.733908983,0.733908983,0.733908983,0.733908983,,0.733908983,1,,,,,,
Australia_NZ,industry,industry,industry,industrial energy use,1,0.851057664,0.867324466,0.867324466,0.867324466,0.867324466,0.867324466,0.867324466,0.867324466,,0.867324466,1,,,,,,
Former Soviet Union,industry,industry,industry,industrial energy use,1,0.911541491,0.853505332,0.853505332,0.853505332,0.853505332,0.853505332,0.853505332,0.853505332,,0.853505332,1,,,,,,
China,industry,industry,industry,industrial energy use,1,0.865929557,0.856517226,0.838822547,0.82149342,0.804522293,0.78790177,0.771624609,0.755683715,,0.7,0.998609285,,,,,,
Middle East,industry,industry,industry,industrial energy use,1,0.6968175,0.64689792,0.64689792,0.64689792,0.64689792,0.64689792,0.64689792,0.64689792,,0.64689792,1,,,,,,
Africa,industry,industry,industry,industrial energy use,1,0.843239479,0.896761367,0.874073682,0.851959985,0.830405756,0.809396839,0.78891944,0.768960109,,0.7,0.998293117,,,,,,
Latin America,industry,industry,industry,industrial energy use,1,0.851219876,0.835317456,0.820184463,0.805325627,0.790735979,0.776410645,0.762344835,0.748533847,,0.7,0.998781905,,,,,,
Southeast Asia,industry,industry,industry,industrial energy use,1,0.801636321,0.751681272,0.751681272,0.751681272,0.751681272,0.751681272,0.751681272,0.751681272,,0.751681272,1,,,,,,
Eastern Europe,industry,industry,industry,industrial energy use,1,0.897459452,0.800946566,0.800946566,0.800946566,0.800946566,0.800946566,0.800946566,0.800946566,,0.800946566,1,,,,,,
Korea,industry,industry,industry,industrial energy use,1,0.781604544,0.557321985,0.557321985,0.557321985,0.557321985,0.557321985,0.557321985,0.557321985,,0.557321985,1,,,,,,
India,industry,industry,industry,industrial energy use,1,0.812056872,0.770393267,0.770393267,0.770393267,0.770393267,0.770393267,0.770393267,0.770393267,,0.770393267,1,,,,,,
USA,industry,industry,industry,industrial feedstocks,1,0.252336793,0.33697041,0.33697041,0.33697041,0.33697041,0.33697041,0.33697041,0.33697041,,,,,,,,,
Canada,industry,industry,industry,industrial feedstocks,1,0.213550977,0.270652109,0.270652109,0.270652109,0.270652109,0.270652109,0.270652109,0.270652109,,,,,,,,,
Western Europe,industry,industry,industry,industrial feedstocks,1,0.234642312,0.240710686,0.240710686,0.240710686,0.240710686,0.240710686,0.240710686,0.240710686,,,,,,,,,
Japan,industry,industry,industry,industrial feedstocks,1,0.233726657,0.266091017,0.266091017,0.266091017,0.266091017,0.266091017,0.266091017,0.266091017,,,,,,,,,
Australia_NZ,industry,industry,industry,industrial feedstocks,1,0.148942336,0.132675534,0.132675534,0.132675534,0.132675534,0.132675534,0.132675534,0.132675534,,,,,,,,,
Former Soviet Union,industry,industry,industry,industrial feedstocks,1,0.088458509,0.146494668,0.146494668,0.146494668,0.146494668,0.146494668,0.146494668,0.146494668,,,,,,,,,
China,industry,industry,industry,industrial feedstocks,1,0.134070443,0.143482774,0.161177453,0.17850658,0.195477707,0.21209823,0.228375391,0.244316285,,,,,,,,,
Middle East,industry,industry,industry,industrial feedstocks,1,0.3031825,0.35310208,0.35310208,0.35310208,0.35310208,0.35310208,0.35310208,0.35310208,,,,,,,,,
Africa,industry,industry,industry,industrial feedstocks,1,0.156760521,0.103238633,0.125926318,0.148040015,0.169594244,0.190603161,0.21108056,0.231039891,,,,,,,,,
Latin America,industry,industry,industry,industrial feedstocks,1,0.148780124,0.164682544,0.179815537,0.194674373,0.209264021,0.223589355,0.237655165,0.251466153,,,,,,,,,
Southeast Asia,industry,industry,industry,industrial feedstocks,1,0.198363679,0.248318728,0.248318728,0.248318728,0.248318728,0.248318728,0.248318728,0.248318728,,,,,,,,,
Eastern Europe,industry,industry,industry,industrial feedstocks,1,0.102540548,0.199053434,0.199053434,0.199053434,0.199053434,0.199053434,0.199053434,0.199053434,,,,,,,,,
Korea,industry,industry,industry,industrial feedstocks,1,0.218395456,0.442678015,0.442678015,0.442678015,0.442678015,0.442678015,0.442678015,0.442678015,,,,,,,,,
India,industry,industry,industry,industrial feedstocks,1,0.187943128,0.229606733,0.229606733,0.229606733,0.229606733,0.229606733,0.229606733,0.229606733,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Final demand elasticities,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,
,,2020 fillout,,,,,,,,,,,,,,,,,,,,
region,energy-final-demand,price-elasticity,,,,,,,,,,,,,,,,,,,,
ALL,industry,-0.65,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Base service,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,
,,base-service,,,,,,,,,,,,,,,,,,,,
region,energy-final-demand,1990,2005,,,,,,,,,,,,,,,,,,,
USA,industry,19.14830785,19.77952148,,,,,,,,,,,,,,,,,,,
Canada,industry,2.911885977,3.647306307,,,,,,,,,,,,,,,,,,,
Western Europe,industry,16.19010902,18.14240623,,,,,,,,,,,,,,,,,,,
Japan,industry,6.370948686,6.494337806,,,,,,,,,,,,,,,,,,,
Australia_NZ,industry,1.321517085,1.652718256,,,,,,,,,,,,,,,,,,,
Former Soviet Union,industry,20.77745178,14.20465749,,,,,,,,,,,,,,,,,,,
China,industry,13.33950611,26.86690104,,,,,,,,,,,,,,,,,,,
Middle East,industry,2.707601867,5.442049082,,,,,,,,,,,,,,,,,,,
Africa,industry,2.970412009,5.842455872,,,,,,,,,,,,,,,,,,,
Latin America,industry,7.137956204,9.552839513,,,,,,,,,,,,,,,,,,,
Southeast Asia,industry,4.227690435,8.038370083,,,,,,,,,,,,,,,,,,,
Eastern Europe,industry,5.449629644,3.435956307,,,,,,,,,,,,,,,,,,,
Korea,industry,1.340398171,3.160978184,,,,,,,,,,,,,,,,,,,
India,industry,2.597492576,5.83047683,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
