"SRES ""A2"" efficiencies",,,,,,,,,,,,,
,Heterogenous world,,,,,,,,,,,,
,"Assume that region can access world technology when income reaches $10,000/capita",,,,,,,,,,,,

,"Before this, assume max efficiency of 40% (or 1/2 diff between this and world eff)",,,,,,,,,,,,
,,(Ramp up one period before $10k/cap point),,,,,,,,,,,
,"Lower final efficiencies than in ""1"" series",,,,,,,,,,,,

"""GUILM"" IS A GENERATION EFFICIENCY COEFFICIENT -- THE RATIO OF JOULES OF ENERGY IN TO JOULES OF ELECTRICITY OUT.",,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
299,,,,,,Max low income eff:,2.5,=,40%,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,Max
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,Efficiency
1,3.277,2.773681766,2.68,2.59,2.51,2.43,2.22,2.14,2.14,1,USA     ,OIL,47%
1,3.569,2.704986722,2.63,2.55,2.48,2.41,2.20,2.13,2.12,2,Canada  ,OIL,47%
1,2.987,2.64889255,2.58,2.51,2.45,2.39,2.18,2.11,2.10,3,WEUR    ,OIL,48%
1,2.738,2.283527008,2.28,2.27,2.27,2.27,2.14,2.08,2.07,4,Japan   ,OIL,48%
1,3.034,2.598210237,2.55,2.50,2.45,2.41,2.20,2.13,2.12,5,Aus&NZ  ,OIL,47%
1,3.604,2.777777778,2.86,2.93,3.01,2.61,2.20,2.13,2.12,6,FSU     ,OIL,47%
1,4.394,3.309757872,3.18,3.05,2.92,2.79,2.66,2.39,2.12,7,ACENP   ,OIL,47%
1,3.504,3.258849686,3.18,3.09,3.01,2.61,2.21,2.13,2.10,8,MidEast ,OIL,48%
1,3.873,3.125,3.03,2.94,2.85,2.76,2.67,2.57,2.56,9,Africa  ,OIL,47%
1,4.143,3.348196361,3.14,2.92,2.71,2.50,2.26,2.16,2.14,10,LatAmer ,OIL,47%
1,3.505,3.353676234,3.22,3.09,2.96,2.83,2.70,2.57,2.56,11,SEAsia  ,OIL,48%
1,3.207,2.559427335,2.52,2.49,2.46,2.42,2.21,2.14,2.13,12,EEUR    ,OIL,47%
1,3.564,2.781279055,2.67,2.56,2.46,2.37,2.16,2.10,2.09,13,Korea   ,OIL,48%
1,4.807,2.911404383,2.86,2.80,2.74,2.69,2.63,2.57,2.56,14,India   ,OIL,48%

"""GUILM"" IS A GENERATION EFFICIENCY COEFFICIENT -- THE RATIO OF JOULES OF ENERGY IN TO JOULES OF ELECTRICITY OUT.",,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
299,,,,,,,,,,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,Max
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,Efficiency
2,3.277,2.945263002,2.77,2.61,2.47,2.34,2.12,1.70,1.69,1,USA     ,GAS,59%
2,3.569,2.142007508,2.13,2.13,2.12,2.11,2.10,1.68,1.68,2,Canada  ,GAS,60%
2,2.987,2.57784137,2.50,2.43,2.37,2.30,2.08,1.67,1.66,3,WEUR    ,GAS,60%
2,2.738,2.329825311,2.31,2.29,2.28,2.26,2.05,1.64,1.64,4,Japan   ,GAS,61%
2,3.034,2.672164403,2.58,2.49,2.40,2.32,2.10,1.68,1.68,5,Aus&NZ  ,GAS,60%
2,3.604,3.272989099,3.19,3.10,3.01,2.56,2.10,1.68,1.68,6,FSU     ,GAS,60%
2,4.394,2.462681576,2.50,2.54,2.58,2.62,2.66,2.17,1.67,7,ACENP   ,GAS,60%
2,3.504,2.980259316,2.99,3.00,3.01,2.56,2.11,1.68,1.66,8,MidEast ,GAS,60%
2,3.873,3.792907257,3.59,3.39,3.18,2.98,2.78,2.57,2.56,9,Africa  ,GAS,59%
2,4.143,3.97652631,3.58,3.19,2.80,2.41,2.16,1.71,1.69,10,LatAmer ,GAS,59%
2,3.505,3.986663868,3.75,3.52,3.28,3.04,2.81,2.57,2.56,11,SEAsia  ,GAS,60%
2,3.207,4.05970576,3.63,3.20,2.77,2.34,2.11,1.69,1.68,12,EEUR    ,GAS,59%
2,3.564,2.824752249,2.67,2.53,2.40,2.28,2.07,1.66,1.65,13,Korea   ,GAS,61%
2,4.807,4.779606729,4.41,4.04,3.68,3.31,2.94,2.57,2.56,14,India   ,GAS,60%

"""GUILM"" IS A GENERATION EFFICIENCY COEFFICIENT -- THE RATIO OF JOULES OF ENERGY IN TO JOULES OF ELECTRICITY OUT.",,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
299,,,,,,,,,,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,Max
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,Efficiency
3,3.502,2.959487221,2.95,2.93,2.92,2.91,2.48,2.16,2.15,1,USA     ,COAL,47%
3,3.247,3.022071077,2.99,2.96,2.93,2.90,2.46,2.14,2.13,2,Canada  ,COAL,47%
3,3.217,2.625892282,2.62,2.61,2.60,2.59,2.44,2.12,2.12,3,WEUR    ,COAL,47%
3,3.478,2.444725023,2.44,2.44,2.43,2.43,2.40,2.09,2.09,4,Japan   ,COAL,48%
3,4.293,3.015865726,2.99,2.96,2.93,2.90,2.46,2.14,2.13,5,Aus&NZ  ,COAL,47%
3,3.654,2.967475955,2.98,3.00,3.01,2.74,2.47,2.14,2.14,6,FSU     ,COAL,47%
3,4.317,3.467948727,3.31,3.15,2.98,2.82,2.66,2.40,2.13,7,ACENP   ,COAL,47%
3,3.03,3.015705957,3.01,3.01,3.01,2.74,2.47,2.14,2.12,8,MidEast ,COAL,47%
3,3.875,3.02492015,2.95,2.87,2.80,2.72,2.65,2.57,2.56,9,Africa  ,COAL,46%
3,4.877,3.467144587,3.35,3.24,3.12,3.01,2.53,2.18,2.15,10,LatAmer ,COAL,47%
3,4.903,2.727747471,2.70,2.68,2.65,2.62,2.60,2.57,2.56,11,SEAsia  ,COAL,47%
3,3.654,2.706023594,2.70,2.68,2.67,2.66,2.48,2.15,2.14,12,EEUR    ,COAL,47%
3,4.903,2.795454998,2.79,2.78,2.77,2.77,2.42,2.11,2.10,13,Korea   ,COAL,48%
