Unlimited Natural Gas,,,,,,,,,,,,,
Contains essentially unlimited CH4,,,,,,,,,,,,,

RIGISL--RESOURCES BY GRADE AND REGION (UNITS=EXAJOULES),,,,,,,,,,,,,
Global fossil values based on Rogner (1997),,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
17,,,,,,,,,,,,,
,,"RIGISL(IG,IS,L)",,,,,,,Total Resource,,,,
Grade,REGION,CONV OIL,CONV GAS,COAL,UNCON OIL,NUCLEAR,,,CONV OIL,CONV GAS,COAL,UNCON OIL,NUCLEAR
1,1,247,207,284,4397,105,US,1,"1,735",635,969,"1,884","2,221"
2,1,312,778,6851,8594,562,US,2,"2,273","5,401","30,861","14,068","11,855"
3,1,356,575,9469,82637,87084,US,3,"2,273","4,689","37,291","24,577","879,545"
4,1,226,1431,13456,247909,87084,US,4,"2,554","8,750","52,990","51,791","879,545"
5,1,236,716,18440,0,0,US,5,"3,517","5,778","72,618",0,0
6,1,343,100712,18440,0,0,US,6,"5,778","812,407","72,618",0,0
1,2,55,44,20,803,77,CANADA,Total,"18,129","837,660","267,347","92,319","1,773,168",EJ
2,2,115,279,293,1570,411,CANADA,,,,,,,
3,2,199,119,293,15095,34833,CANADA,,,,,,,
4,2,208,279,415,45285,34833,CANADA,,,,,,,
5,2,216,478,569,0,0,CANADA,,,,,,,
6,2,314,67141,569,0,0,CANADA,,,,,,,
1,3,121,78,117,1204,116,WEUR,,,,,,,
2,3,49,496,2633,2355,617,WEUR,,,,,,,
3,3,85,278,2632,22643,52250,WEUR,,,,,,,
4,3,89,647,3740,67928,52250,WEUR,,,,,,,
5,3,92,382,5125,0,0,WEUR,,,,,,,
6,3,134,53713,5125,0,0,WEUR,,,,,,,
1,4,0,1,2,146,10,JAPAN,,,,,,,
2,4,0,6,336,287,50,JAPAN,,,,,,,
3,4,0,23,496,2754,8708,JAPAN,,,,,,,
4,4,0,51,704,8263,8708,JAPAN,,,,,,,
5,4,0,239,965,0,0,JAPAN
6,4,0,33571,965,0,0,JAPAN
1,5,18,10,57,1320,84,AUS&NZ
2,5,5,67,1186,2578,449,AUS&NZ
3,5,6,46,1753,24791,78375,AUS&NZ
4,5,7,99,2491,74374,78375,AUS&NZ
5,5,9,478,3414,0,0,AUS&NZ
6,5,12,67141,3414,0,0,AUS&NZ
1,6,333,325,158,3874,205,FSU
2,6,305,2074,8728,7575,1092,FSU
3,6,569,1409,15404,72804,69271,FSU
4,6,551,1389,21890,218412,69271,FSU
5,6,572,478,29997,0,0,FSU
6,6,556,67141,29997,0,0,FSU
1,7,83,6,295,2012,123,ACENP
2,7,102,40,7032,3933,657,ACENP
3,7,98,171,4820,37820,87084,ACENP
4,7,137,379,6849,113461,87084,ACENP
5,7,136,239,9387,0,0,ACENP
6,7,187,33571,9387,0,0,ACENP
1,8,501,41,0,503,2,MIDEAST
2,8,657,810,2,983,12,MIDEAST
3,8,485,735,2,9455,87084,MIDEAST
4,8,452,2252,3,28366,87084,MIDEAST
5,8,1380,239,4,0,0,MIDEAST
6,8,1820,33571,4,0,0,MIDEAST
1,9,188,30,56,6009,426,AFR
2,9,296,194,1059,11745,2269,AFR
3,9,56,335,723,112937,87084,AFR
4,9,397,739,1026,338813,87084,AFR
5,9,393,716,1406,0,0,AFR
6,9,1298,100712,1406,0,0,AFR
1,10,222,37,11,3004,973,LA
2,10,261,236,116,5873,5188,LA
3,10,119,372,144,56469,87084,LA
4,10,348,783,205,169406,87084,LA
5,10,346,716,280,0,0,LA
6,10,475,100712,280,0,0,LA
1,11,73,45,6,1509,20,SEASIA
2,11,48,287,1018,2950,109,SEASIA
3,11,110,301,434,28366,87084,SEASIA
4,11,63,339,616,85096,87084,SEASIA
5,11,63,478,845,0,0,SEASIA
6,11,314,67141,845,0,0,SEASIA
1,12,8,16,86,151,53,EEUR
2,12,7,101,390,295,281,EEUR
3,12,13,25,689,2837,17813,EEUR
4,12,12,24,979,8510,17813,EEUR
5,12,13,48,1341,0,0,EEUR
6,12,12,6714,1341,0,0,EEUR
1,13,0,0,4,0,10,KOREA
2,13,0,0,17,0,50,KOREA
3,13,0,0,0,0,8708,KOREA
4,13,0,0,0,0,8708,KOREA
5,13,0,191,0,0,0,KOREA
6,13,0,26856,0,0,0,KOREA
1,14,21,5,55,1509,20,INDIA
2,14,48,32,1018,2950,109,INDIA
3,14,110,301,434,28366,87084,INDIA
4,14,63,339,616,85096,87084,INDIA
5,14,63,382,845,0,0,INDIA
6,14,314,53713,845,0,0,INDIA






CIGIS--MINIMUM EXTRACTION COSTS BY GRADE AND FUEL  (UNITS=1975 DOLLARS/GIGAJOULE),,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
18,,,,,,
,,"CIGIS(IG,IS)",,,,
Grade,CONV OIL,CONV GAS,COAL,UNCON OIL,NUCLEAR,
1,0.5,0.62,0.34,3.8,1.07,
2,0.55,0.68,0.37,4.1,2,Arbitrary jump from grade 1-2 corresponds (con fuels) to 75-90 in model
3,0.92,1.1,1.2,5.6,2.1,
4,1.3,1.7,1.7,6.7,2.5,
5,2.1,3.1,2,8,3,
6,2.7,3.7,2.3,9,4,
100,3.5,20,2.6,10,8,,Extraction price for last of grade 6 -- arbitarilly make twice grade six price
Values loosely based on Rogner (1997),,,,,,,

,,Much higher ultimate gas extraction cost since resource here is so much larger,,,,,

,,"Extraction cost other than last value are default values -- increase in resource, but not decrease in cost.",,,,,


xxx,,,,,,,
