NTAXMODE,,
INPUT_TABLE,,
Variable ID,,
75,,
,,NTAXMODE(L)
REGION,NTAXMODE,
1,4,
2,4,
3,4,
4,4,
5,4,
6,4,
7,4,
8,4,
9,4,,,,,,
10,4,,,,,,
11,4,,,,,,
12,4,,,,,,
13,4,,,,,,
14,4,,,,,,


CEMTARG,,,,,,,
INPUT_TABLE,,,-110.0%,from WRE550 toward 450,,,
Variable ID,,,,,,,
78,,ID = 78 is CO2 target,,,,,
,,"CEMTARGS(L,M)",,,,,
REGION,2005,2020,2035,2050,2065,2080,2095
1,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
2,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
3,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
4,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
5,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
6,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
7,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
8,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
9,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
10,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
11,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
12,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
13,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
14,-1,846.0,1300.5,1338.2,1213.1,1075.0,931.3
,SUM:,11843.6,18207.0,18734.7,16982.9,15050.6,13038.8
,,,,,,,
,,,,,,,




8371,9939,11844,13102,12628,11440,10280,9077,B2-550 Target
8371,9939,10979,8461,7076,6402,5943,5475,B2-450 Target
Diff:,0,-864.7,-4640.9,-5551.9,-5038.7,-4337.1,-3601.6,



8370.56471,9939.18078,11843.61824,13101.9991,12627.58947,11440.27374,10279.76661,9076.9931,B2-550 Target

8371,9969,12541,15065,16488,18681,21630,22871,B2 Base Case
,,,,,,,,
