Sequestration costs based on Jeremy David and Howard Herzog.,,,,,,,
"The Cost of Carbon Capture, MIT.",,,,,,,


Carbon Disposal Costs ($/TC),,,,,,,
INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
83,,37 $/TC is equal to 10 $/TCO2,,,,,
,"CARBDISP(L,M)",,,,,,
REGION,2005,2020,2035,2050,2065,2080,2095
1,5000,37,37,37,37,37,37
2,5000,37,37,37,37,37,37
3,5000,37,37,37,37,37,37
4,5000,37,37,37,37,37,37
5,5000,37,37,37,37,37,37
6,5000,37,37,37,37,37,37
7,5000,37,37,37,37,37,37,,
8,5000,37,37,37,37,37,37,,
9,5000,37,37,37,37,37,37,,
10,5000,37,37,37,37,37,37,,
11,5000,37,37,37,37,37,37,,
12,5000,37,37,37,37,37,37,,
13,5000,37,37,37,37,37,37,,
14,5000,37,37,37,37,37,37,,

,,,,,Technical change at 0.5% per year from 2035 to 2095.,,,,
Energy Penalty (% reduction on efficiency),,,2005,2020,2035,2050,2065,2080,2095
Oil - assume same as gas,,,n/a,13%,12%,11%,10%,10%,10%
Gas - NGCC,,,n/a,13%,12%,11%,10%,10%,10%
Coal - PC,,,n/a,25%,22%,18%,15%,15%,15%

"Did not include values for 2005, because the impact of capture would affect historical years.",,,,,,,,,
See David and Herzog:  The Cost of Carbon Capture,,,,,,,,,,,,,

Capital & O&M Penalty,,,,,Technical change at 0.5% per year from 2035 to 2095.,,,,,,,,
,,,2005,2020,2035,2050,2065,2080,2095,,,,
Oil - assume same as gas,,,n/a,0.89,0.833333333,0.776666667,0.72,0.72,0.72,,,,
Gas - NGCC,,,n/a,0.89,0.833333333,0.776666667,0.72,0.72,0.72,,,,
Coal - PC,,,n/a,0.88,0.796666667,0.713333333,0.63,0.63,0.63,,,,

"Did not include values for 2005, because the impact of capture would affect historical years.",,,,,,,,,,,,,
See David and Herzog:  The Cost of Carbon Capture,,,,,,,,,,,,,

"""GUILM"" IS A GENERATION EFFICIENCY COEFFICIENT -- THE RATIO OF JOULES OF ENERGY IN TO JOULES OF ELECTRICITY OUT.",,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,Costs from high efficiency base,,,,,,,,,
299,,,,"i.e., assume that if doing carbon capture have access to global technology",,,,,,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,Max
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,Efficiency
8,4.136,4.136,3.92,3.51347,2.93106,2.39633,2.10706,1.96118,1.96118,USA,1,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.46200,2.90643,2.39633,2.10706,1.96118,1.96118,CANADA,2,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.29653,2.82728,2.39633,2.10706,1.96118,1.96118,WEUR,3,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.06560,2.71672,2.39633,2.10706,1.96118,1.96118,JAPAN,4,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.52147,2.93502,2.39633,2.10706,1.96118,1.96118,AUS&NZ,5,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.70453,3.02260,2.39633,2.10706,1.96118,1.96118,FSU,6,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.90240,3.11732,2.39633,2.10706,1.96118,1.96118,ACENP,7,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.49667,2.92315,2.39633,2.10706,1.96118,1.96118,MIDEAST,8,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.49760,2.92353,2.39633,2.10706,1.96118,1.96118,AFR,9,COAL W/ CO2 CAPT,
8,4.136,4.136,3.92,3.92680,3.12906,2.39633,2.10706,1.96118,1.96118,LA,10,COAL W/ CO2 CAPT,
