# Domestic water use efficiency from Shiklomanov
# http://hydrologie.org/redbooks/a281/iahs_281_358.pdf
# http://webworld.unesco.org/water/ihp/db/shiklomanov/part'3/_Read'me.html
# Note continent names were changed to match manufacturing water's to avoid the need for more mapping files
# Units %
continent,1900,1940,1950,1960,1970,1980,1990,1995,2000,2010,2025
Europe,0.20,0.19,0.18,0.17,0.16,0.17,0.17,0.16,0.15,0.14,0.14
North America,0.21,0.22,0.22,0.17,0.22,0.21,0.14,0.16,0.16,0.17,0.17
Africa,0.23,0.18,0.16,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.12
Asia,0.23,0.21,0.19,0.19,0.17,0.16,0.14,0.14,0.13,0.12,0.11
West Asia,0.23,0.21,0.19,0.19,0.17,0.16,0.14,0.14,0.13,0.12,0.11
South America and Caribbean,0.29,0.23,0.17,0.15,0.15,0.14,0.13,0.13,0.12,0.11,0.10
Oceania,0.21,0.15,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.10,0.10
