Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,1996,507512,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,1997,509559,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,1998,465751,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,1999,469300,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,2000,478730,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,2001,497300,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,2002,514244,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,2003,535784,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,2004,565844,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,866,Cattle,2005,573260,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,1996,100,F,FAO estimate
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,1997,80,F,FAO estimate
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,1998,70,F,FAO estimate
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,1999,67,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,2000,67,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,2001,67,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,2002,538,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,2003,473,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,2004,392,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,946,Buffaloes,2005,402,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,976,Sheep,1996,590000,,Official data
QA,Live Animals,1,Armenia,5111,Stocks,976,Sheep,1997,500000,*,Unofficial figure
QA,Live Animals,1,Armenia,5111,Stocks,976,Sheep,1998,520000,*,Unofficial figure
