# File: EDGAR_HFC125.csv
# Title: EDGAR F fases trend
# Units: Kt
# Source: EDGAR v4.2
# Description: EDGAR inventory of F gases (1970 - 2008)
IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.66E-07,2.69E-06,5.71E-06,1.32E-05,2.55E-05,3.85E-05,8.07E-05,1.73E-04,3.54E-04,7.77E-04,1.42E-03,2.33E-03,3.21E-03,4.27E-03,5.27E-03,6.15E-03,7.02E-03
Non-Annex_I,Asia-Stan,UZB,Uzbekistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.00E-06,3.27E-05,8.91E-05,2.33E-04,5.31E-04,1.13E-03,2.26E-03,3.92E-03,6.21E-03,9.68E-03,1.37E-02,1.85E-02,2.60E-02,3.53E-02,4.18E-02,4.82E-02,5.46E-02
Non-Annex_I,Russia +,ARM,Armenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.44E-07,4.38E-06,1.44E-05,4.31E-05,1.05E-04,2.12E-04,4.47E-04,7.68E-04,1.30E-03,2.35E-03,4.21E-03,7.28E-03,1.16E-02,1.89E-02,2.10E-02,2.46E-02,2.83E-02
Non-Annex_I,Russia +,AZE,Azerbaijan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.80E-07,1.66E-06,3.29E-06,6.89E-06,1.58E-05,3.43E-05,7.73E-05,1.44E-04,2.63E-04,4.59E-04,7.39E-04,1.14E-03,1.68E-03,3.15E-03,3.31E-03,3.88E-03,4.45E-03
Non-Annex_I,Russia +,GEO,Georgia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.20E-07,3.38E-07,8.14E-07,2.27E-06,6.19E-06,1.45E-05,2.85E-05,4.88E-05,7.63E-05,1.25E-04,1.92E-04,3.12E-04,4.50E-04,6.72E-04,7.73E-04,9.01E-04,1.03E-03
Annex_I,Russia +,RUS,Russian Federation,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.24E-04,6.16E-04,1.49E-03,3.74E-03,7.84E-03,1.57E-02,2.65E-02,4.84E-02,8.67E-02,1.40E-01,2.04E-01,2.95E-01,4.13E-01,5.57E-01,6.65E-01,7.70E-01,8.74E-01
Non-Annex_I,Middle_East,ISR,Israel,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.59E-05,8.75E-05,2.70E-04,7.44E-04,1.81E-03,3.76E-03,7.46E-03,1.27E-02,2.05E-02,2.94E-02,3.82E-02,4.76E-02,5.89E-02,7.16E-02,8.82E-02,1.00E-01,1.12E-01
Non-Annex_I,Middle_East,JOR,Jordan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.09E-09,2.73E-08,8.26E-08,2.30E-07,1.24E-05,4.43E-05,1.14E-04,2.28E-04,5.87E-04,1.14E-03,1.89E-03,2.78E-03,4.22E-03,6.08E-03,7.10E-03,8.28E-03,9.47E-03
Non-Annex_I,Middle_East,KWT,Kuwait,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.11E-06,2.83E-05,7.40E-05,1.80E-04,3.96E-04,7.91E-04,1.57E-03,2.61E-03,4.40E-03,7.01E-03,1.08E-02,1.64E-02,2.26E-02,2.98E-02,3.62E-02,4.19E-02,4.77E-02
Non-Annex_I,Middle_East,OMN,Oman,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.44E-07,4.95E-06,1.42E-05,3.75E-05,7.37E-05,1.32E-04,2.22E-04,3.15E-04,2.56E-04,1.15E-03,2.47E-03,4.19E-03,6.56E-03,9.58E-03,1.13E-02,1.33E-02,1.53E-02
Non-Annex_I,Middle_East,SAU,Saudi Arabia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.36E-06,1.65E-05,4.55E-05,1.13E-04,2.58E-04,5.07E-04,9.59E-04,1.50E-03,2.39E-03,3.52E-03,4.72E-03,6.57E-03,8.67E-03,1.14E-02,1.36E-02,1.57E-02,1.77E-02
Non-Annex_I,Korea,PRK,"Korea, Democratic People's Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.26E-05,1.02E-04,2.74E-04,6.24E-04,2.81E-03,6.74E-03,1.51E-02,2.80E-02,6.36E-02,8.38E-02,1.07E-01,1.30E-01,1.53E-01,1.77E-01,2.22E-01,2.49E-01,2.77E-01
Non-Annex_I,China +,CHN,China,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Southeastern Asia,BRN,Brunei Darussalam,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.77E-07,3.40E-06,9.72E-06,2.52E-05,1.07E-04,2.93E-04,6.27E-04,1.19E-03,2.74E-03,4.32E-03,6.14E-03,8.28E-03,1.06E-02,1.32E-02,1.63E-02,1.87E-02,2.11E-02
Non-Annex_I,Southeastern Asia,SGP,Singapore,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.23E-05,6.88E-05,2.14E-04,5.88E-04,1.49E-03,3.24E-03,6.29E-03,1.11E-02,1.93E-02,2.75E-02,3.68E-02,4.63E-02,5.85E-02,7.11E-02,8.78E-02,9.99E-02,1.12E-01
Non-Annex_I,Indonesia +,PNG,Papua New Guinea,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.10E-06,7.54E-06,2.33E-05,5.45E-05,1.12E-04,1.59E-04,2.18E-04,3.24E-04,1.71E-05,2.84E-04,6.87E-04,1.27E-03,2.08E-03,3.15E-03,3.67E-03,4.34E-03,5.00E-03
Annex_I,Japan,JPN,Japan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,7.24E-04,3.72E-03,1.07E-02,2.80E-02,6.56E-02,1.32E-01,2.51E-01,4.16E-01,6.51E-01,9.36E-01,1.22E+00,1.53E+00,1.88E+00,2.26E+00,2.80E+00,3.18E+00,3.56E+00
Annex_I,Oceania,AUS,Australia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,7.20E-05,3.83E-04,1.14E-03,3.03E-03,7.18E-03,1.48E-02,2.95E-02,5.05E-02,7.87E-02,1.16E-01,1.55E-01,1.97E-01,2.42E-01,2.92E-01,3.64E-01,4.13E-01,4.63E-01
Annex_I,Oceania,NZL,New Zealand,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.42E-06,5.20E-05,1.57E-04,4.24E-04,1.01E-03,2.05E-03,3.95E-03,6.88E-03,1.07E-02,1.59E-02,2.16E-02,2.75E-02,3.41E-02,4.09E-02,5.12E-02,5.82E-02,6.53E-02
