# File: EDGAR_HFC152a.csv
# Title: EDGAR F gases trend
# Units: Kt
# Source: EDGAR v4.2
# Description: EDGAR inventory of F gases (1970 - 2008)
IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Western_Africa,COG,Congo,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.90E-08,5.88E-06,1.15E-05,1.59E-05,1.78E-05,2.60E-05,3.59E-05,4.14E-05,5.04E-05,5.23E-05,7.72E-05,1.06E-04,1.57E-04,1.98E-04,2.43E-04,3.25E-04,3.52E-04,3.99E-04,4.47E-04
Non-Annex_I,Western_Africa,GAB,Gabon,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.39E-07,2.54E-05,4.49E-05,6.72E-05,8.99E-05,1.35E-04,1.72E-04,2.10E-04,2.36E-04,2.26E-04,2.66E-04,3.12E-04,3.83E-04,4.63E-04,5.15E-04,5.75E-04,6.38E-04,6.99E-04,7.61E-04
Non-Annex_I,Western_Africa,GHA,Ghana,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.43E-07,1.50E-05,2.97E-05,4.58E-05,6.04E-05,8.60E-05,1.03E-04,1.18E-04,1.35E-04,1.53E-04,1.69E-04,2.07E-04,2.80E-04,3.62E-04,4.42E-04,5.36E-04,5.92E-04,6.65E-04,7.39E-04
Non-Annex_I,Western_Africa,LBR,Liberia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.52E-08,3.58E-06,7.01E-06,1.06E-05,1.46E-05,2.20E-05,3.17E-05,4.41E-05,6.06E-05,8.10E-05,1.17E-04,2.17E-04,3.81E-04,5.78E-04,7.61E-04,9.23E-04,1.08E-03,1.25E-03,1.41E-03
Non-Annex_I,Western_Africa,NGA,Nigeria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.83E-06,1.91E-04,3.77E-04,5.63E-04,7.09E-04,9.92E-04,2.10E-03,3.18E-03,4.19E-03,5.10E-03,8.80E-03,1.02E-02,1.26E-02,1.75E-02,2.11E-02,2.56E-02,2.79E-02,3.13E-02,3.47E-02
Non-Annex_I,Western_Africa,SLE,Sierra Leone,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,6.90E-08,6.89E-06,8.29E-06,1.20E-05,1.43E-05,1.58E-05,1.68E-05,1.06E-05,9.81E-06,7.95E-06,5.72E-06,2.29E-05,7.27E-05,1.37E-04,2.18E-04,3.25E-04,3.54E-04,4.18E-04,4.82E-04
Non-Annex_I,Eastern_Africa,COM,Comoros,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.84E-09,4.06E-07,8.79E-07,1.32E-06,1.48E-06,2.10E-06,1.98E-06,2.01E-06,1.93E-06,1.93E-06,1.14E-06,3.42E-06,6.76E-06,1.04E-05,1.33E-05,1.75E-05,2.02E-05,2.34E-05,2.67E-05
Non-Annex_I,Eastern_Africa,ETH,Ethiopia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,8.16E-08,6.57E-06,9.65E-06,1.77E-05,2.32E-05,3.41E-05,8.22E-05,1.25E-04,1.44E-04,1.94E-04,3.31E-04,3.95E-04,4.47E-04,4.52E-04,5.84E-04,7.05E-04,7.24E-04,7.91E-04,8.58E-04
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.62E-07,2.19E-05,4.16E-05,6.20E-05,7.77E-05,1.07E-04,1.31E-04,1.58E-04,1.86E-04,2.20E-04,2.77E-04,3.22E-04,2.79E-04,3.65E-04,4.15E-04,4.62E-04,4.78E-04,5.12E-04,5.46E-04
Non-Annex_I,Eastern_Africa,MUS,Mauritius,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.71E-07,1.83E-05,3.81E-05,6.17E-05,8.59E-05,1.26E-04,1.62E-04,2.01E-04,2.46E-04,2.95E-04,3.58E-04,4.39E-04,5.66E-04,6.92E-04,8.15E-04,9.48E-04,1.05E-03,1.17E-03,1.28E-03
Non-Annex_I,Eastern_Africa,RWA,Rwanda,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,7.03E-07,5.93E-05,1.12E-04,1.21E-04,3.34E-05,7.71E-05,9.85E-05,1.29E-04,1.58E-04,1.96E-04,1.95E-04,4.59E-04,1.07E-03,1.85E-03,2.92E-03,4.22E-03,4.60E-03,5.41E-03,6.21E-03
Non-Annex_I,Eastern_Africa,SOM,Somalia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,8.83E-09,8.13E-07,1.52E-06,2.25E-06,2.95E-06,4.08E-06,1.13E-05,1.79E-05,2.31E-05,3.04E-05,5.38E-05,5.55E-05,6.52E-05,7.43E-05,8.44E-05,8.77E-05,9.58E-05,1.03E-04,1.10E-04
Non-Annex_I,Southern_Africa,AGO,Angola,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.21E-08,1.11E-06,1.77E-06,1.41E-06,1.88E-06,3.05E-06,1.02E-05,1.88E-05,2.87E-05,3.76E-05,6.58E-05,1.56E-04,3.51E-04,5.33E-04,8.30E-04,1.46E-03,1.48E-03,1.74E-03,2.00E-03
Non-Annex_I,Southern_Africa,MOZ,Mozambique,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.54E-07,5.84E-05,9.18E-05,1.53E-04,2.29E-04,3.39E-04,4.83E-04,7.10E-04,1.05E-03,1.37E-03,1.71E-03,2.28E-03,3.03E-03,3.76E-03,4.38E-03,5.13E-03,5.76E-03,6.44E-03,7.11E-03
Non-Annex_I,Southern_Africa,ZAF,South Africa,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.23E-05,2.11E-03,3.84E-03,5.67E-03,7.59E-03,1.08E-02,1.35E-02,1.57E-02,1.73E-02,1.94E-02,2.32E-02,2.43E-02,2.85E-02,3.14E-02,3.35E-02,3.59E-02,3.85E-02,4.10E-02,4.34E-02
Non-Annex_I,Southern_Africa,ZMB,Zambia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.02E-08,9.57E-07,1.70E-06,2.73E-06,2.82E-06,3.49E-06,4.39E-06,4.95E-06,4.97E-06,5.39E-06,5.98E-06,8.13E-06,1.14E-05,1.55E-05,1.95E-05,2.41E-05,2.69E-05,3.05E-05,3.41E-05
Annex_I,OECD_Europe,AUT,Austria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.69E-05,3.94E-03,8.00E-03,1.21E-02,1.64E-02,2.32E-02,2.78E-02,3.18E-02,3.62E-02,4.08E-02,4.62E-02,4.77E-02,5.47E-02,5.98E-02,6.24E-02,6.45E-02,6.93E-02,7.29E-02,7.65E-02
Annex_I,OECD_Europe,BEL,Belgium,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,7.82E-05,8.21E-03,1.65E-02,2.46E-02,3.33E-02,4.72E-02,5.62E-02,6.52E-02,7.38E-02,8.36E-02,9.54E-02,9.91E-02,1.15E-01,1.25E-01,1.31E-01,1.35E-01,1.46E-01,1.54E-01,1.62E-01
Annex_I,OECD_Europe,CHE,Switzerland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.85E-05,3.97E-03,7.84E-03,1.18E-02,1.55E-02,2.16E-02,2.55E-02,2.90E-02,3.29E-02,3.66E-02,4.14E-02,4.30E-02,4.92E-02,5.34E-02,5.56E-02,5.76E-02,6.17E-02,6.48E-02,6.80E-02
Annex_I,OECD_Europe,DEU,Germany,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,6.05E-04,6.57E-02,1.33E-01,2.00E-01,2.71E-01,3.83E-01,4.55E-01,5.20E-01,5.88E-01,6.58E-01,7.45E-01,7.73E-01,8.81E-01,9.53E-01,9.91E-01,1.02E+00,1.09E+00,1.15E+00,1.20E+00
Annex_I,OECD_Europe,DNK,Denmark,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.00E-05,5.22E-03,1.05E-02,1.58E-02,2.18E-02,3.11E-02,3.75E-02,4.34E-02,4.93E-02,5.56E-02,6.33E-02,6.57E-02,7.55E-02,8.25E-02,8.60E-02,8.98E-02,9.62E-02,1.01E-01,1.07E-01
Annex_I,OECD_Europe,ESP,Spain,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.65E-04,1.74E-02,3.46E-02,5.13E-02,6.90E-02,9.84E-02,1.19E-01,1.39E-01,1.61E-01,1.87E-01,2.17E-01,2.32E-01,2.74E-01,3.08E-01,3.28E-01,3.48E-01,3.79E-01,4.05E-01,4.31E-01
Annex_I,OECD_Europe,FIN,Finland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.58E-05,1.54E-03,2.92E-03,4.34E-03,5.91E-03,8.46E-03,1.03E-02,1.22E-02,1.42E-02,1.61E-02,1.85E-02,1.92E-02,2.23E-02,2.47E-02,2.60E-02,2.70E-02,2.92E-02,3.09E-02,3.26E-02
Annex_I,OECD_Europe,FRA,France,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.96E-04,5.15E-02,1.03E-01,1.53E-01,2.05E-01,2.90E-01,3.44E-01,3.95E-01,4.52E-01,5.12E-01,5.85E-01,6.11E-01,7.05E-01,7.73E-01,8.10E-01,8.39E-01,9.05E-01,9.55E-01,1.01E+00
Annex_I,OECD_Europe,GBR,United Kingdom,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.50E-04,3.57E-02,7.07E-02,1.09E-01,1.48E-01,2.11E-01,2.54E-01,2.94E-01,3.37E-01,3.81E-01,4.36E-01,4.56E-01,5.30E-01,5.86E-01,6.16E-01,6.39E-01,6.92E-01,7.32E-01,7.73E-01
Annex_I,OECD_Europe,GRC,Greece,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.43E-05,2.59E-03,5.16E-03,7.63E-03,1.03E-02,1.47E-02,1.79E-02,2.12E-02,2.46E-02,2.82E-02,3.28E-02,3.55E-02,4.20E-02,4.74E-02,5.07E-02,5.34E-02,5.85E-02,6.26E-02,6.67E-02
Annex_I,OECD_Europe,IRL,Ireland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.89E-05,1.97E-03,4.01E-03,6.19E-03,8.66E-03,1.33E-02,1.71E-02,2.15E-02,2.59E-02,3.12E-02,3.71E-02,4.01E-02,4.81E-02,5.42E-02,5.78E-02,6.14E-02,6.73E-02,7.21E-02,7.70E-02
Annex_I,OECD_Europe,ISL,Iceland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,8.96E-07,9.23E-05,1.78E-04,2.70E-04,3.64E-04,5.07E-04,6.18E-04,7.22E-04,8.38E-04,9.55E-04,1.09E-03,1.15E-03,1.32E-03,1.46E-03,1.57E-03,1.66E-03,1.79E-03,1.90E-03,2.01E-03
Annex_I,OECD_Europe,ITA,Italy,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.03E-04,4.21E-02,8.37E-02,1.25E-01,1.68E-01,2.39E-01,2.83E-01,3.25E-01,3.67E-01,4.13E-01,4.71E-01,4.93E-01,5.65E-01,6.14E-01,6.38E-01,6.53E-01,7.04E-01,7.40E-01,7.76E-01
Annex_I,OECD_Europe,LUX,Luxembourg,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.55E-06,3.84E-04,7.73E-04,1.20E-03,1.62E-03,2.29E-03,2.75E-03,3.20E-03,3.69E-03,4.22E-03,4.83E-03,5.07E-03,5.90E-03,6.51E-03,6.83E-03,7.13E-03,7.71E-03,8.16E-03,8.62E-03
Annex_I,OECD_Europe,NLD,Netherlands,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.18E-04,1.25E-02,2.49E-02,3.78E-02,5.09E-02,7.24E-02,8.73E-02,1.01E-01,1.16E-01,1.32E-01,1.50E-01,1.56E-01,1.79E-01,1.94E-01,2.02E-01,2.09E-01,2.25E-01,2.36E-01,2.48E-01
Annex_I,OECD_Europe,NOR,Norway,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,6.07E-06,6.43E-04,1.30E-03,2.00E-03,2.72E-03,3.88E-03,4.73E-03,5.50E-03,6.25E-03,7.01E-03,7.92E-03,8.29E-03,9.56E-03,1.05E-02,1.10E-02,1.14E-02,1.23E-02,1.29E-02,1.36E-02
Annex_I,OECD_Europe,PRT,Portugal,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.27E-05,2.45E-03,4.86E-03,7.06E-03,9.38E-03,1.37E-02,1.70E-02,2.02E-02,2.39E-02,2.78E-02,3.24E-02,3.43E-02,3.98E-02,4.29E-02,4.49E-02,4.64E-02,5.01E-02,5.28E-02,5.55E-02
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.34E-05,2.40E-03,4.71E-03,6.99E-03,9.55E-03,1.37E-02,1.63E-02,1.87E-02,2.14E-02,2.44E-02,2.78E-02,2.88E-02,3.34E-02,3.67E-02,3.87E-02,4.04E-02,4.35E-02,4.60E-02,4.85E-02
Non-Annex_I,Central Europe,ALB,Albania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,6.32E-07,6.04E-05,1.25E-04,2.46E-04,3.99E-04,6.59E-04,8.61E-04,7.31E-04,9.71E-04,1.24E-03,1.54E-03,1.88E-03,2.39E-03,3.09E-03,3.81E-03,4.60E-03,5.04E-03,5.65E-03,6.26E-03
Annex_I,Central Europe,BGR,Bulgaria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.53E-06,7.12E-04,1.53E-03,2.52E-03,3.70E-03,5.70E-03,5.49E-03,5.50E-03,6.58E-03,7.58E-03,9.30E-03,1.08E-02,1.42E-02,1.75E-02,2.08E-02,2.45E-02,2.69E-02,2.99E-02,3.30E-02
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.54E-07,5.91E-05,1.17E-04,1.78E-04,2.94E-04,5.98E-04,2.16E-03,4.10E-03,4.59E-03,6.44E-03,8.39E-03,1.05E-02,1.53E-02,2.11E-02,2.80E-02,3.36E-02,3.78E-02,4.29E-02,4.81E-02
Non-Annex_I,Central Europe,CYP,Cyprus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.19E-06,5.14E-04,1.10E-03,1.63E-03,2.26E-03,3.32E-03,3.93E-03,4.47E-03,5.18E-03,5.92E-03,6.79E-03,7.52E-03,9.03E-03,1.03E-02,1.12E-02,1.22E-02,1.33E-02,1.44E-02,1.55E-02
Annex_I,Central Europe,CZE,Czech Republic,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.16E-05,1.84E-03,4.59E-03,7.92E-03,1.17E-02,1.88E-02,2.31E-02,2.55E-02,2.79E-02,3.11E-02,3.58E-02,3.94E-02,4.76E-02,5.57E-02,6.21E-02,7.02E-02,7.60E-02,8.28E-02,8.96E-02
Annex_I,Central Europe,EST,Estonia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.55E-07,5.68E-05,9.14E-05,1.37E-04,1.83E-04,2.83E-04,3.44E-04,4.50E-04,5.22E-04,5.65E-04,7.07E-04,8.49E-04,1.16E-03,1.49E-03,1.83E-03,2.29E-03,2.49E-03,2.80E-03,3.12E-03
Annex_I,Central Europe,HRV,Croatia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,7.72E-07,9.81E-05,1.99E-04,2.94E-04,4.68E-04,7.75E-04,9.93E-04,1.23E-03,1.40E-03,1.50E-03,1.71E-03,1.93E-03,2.47E-03,2.99E-03,3.35E-03,3.78E-03,4.19E-03,4.60E-03,5.02E-03
Annex_I,Central Europe,HUN,Hungary,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.09E-05,1.67E-03,4.01E-03,6.88E-03,1.04E-02,1.58E-02,1.90E-02,2.29E-02,2.74E-02,3.21E-02,3.86E-02,4.38E-02,5.45E-02,6.39E-02,7.25E-02,8.05E-02,8.88E-02,9.72E-02,1.06E-01
Annex_I,Central Europe,LTU,Lithuania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.03E-05,1.75E-03,2.97E-03,3.70E-03,4.33E-03,6.62E-03,8.18E-03,1.01E-02,1.23E-02,1.28E-02,1.48E-02,1.75E-02,2.31E-02,3.07E-02,3.66E-02,4.34E-02,4.82E-02,5.40E-02,5.98E-02
Annex_I,Central Europe,LVA,Latvia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.22E-05,1.81E-03,2.22E-03,3.37E-03,4.88E-03,6.83E-03,8.23E-03,1.03E-02,1.19E-02,1.36E-02,1.71E-02,2.12E-02,2.86E-02,3.72E-02,4.68E-02,5.93E-02,6.44E-02,7.27E-02,8.10E-02
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.28E-06,3.80E-04,8.46E-04,1.26E-03,1.75E-03,2.53E-03,2.99E-03,3.39E-03,3.94E-03,4.61E-03,5.45E-03,5.29E-03,6.30E-03,7.40E-03,8.41E-03,9.47E-03,1.00E-02,1.09E-02,1.17E-02
Non-Annex_I,Central Europe,MLT,Malta,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.80E-06,1.90E-04,3.84E-04,5.94E-04,8.21E-04,1.21E-03,1.45E-03,1.68E-03,1.90E-03,2.14E-03,2.46E-03,2.66E-03,3.23E-03,3.56E-03,3.75E-03,4.10E-03,4.43E-03,4.74E-03,5.06E-03
Annex_I,Central Europe,POL,Poland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.18E-05,1.93E-03,5.01E-03,9.10E-03,1.41E-02,2.31E-02,2.97E-02,3.69E-02,4.38E-02,5.13E-02,6.00E-02,6.48E-02,7.79E-02,9.24E-02,1.06E-01,1.17E-01,1.28E-01,1.39E-01,1.51E-01
Annex_I,Central Europe,ROU,Romania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.99E-06,8.63E-04,1.80E-03,3.16E-03,4.81E-03,7.96E-03,9.83E-03,9.62E-03,9.55E-03,1.01E-02,1.15E-02,1.36E-02,1.77E-02,2.20E-02,2.73E-02,3.12E-02,3.47E-02,3.87E-02,4.27E-02
Non-Annex_I,Central Europe,SCG,Serbia and Montenegro,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,7.91E-05,7.66E-03,1.71E-02,2.80E-02,4.10E-02,6.31E-02,8.30E-02,1.03E-01,1.24E-01,1.57E-01,2.25E-01,2.70E-01,3.61E-01,3.85E-01,4.17E-01,4.48E-01,5.06E-01,5.49E-01,5.92E-01
Annex_I,Central Europe,SVK,Slovakia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.27E-06,4.75E-04,1.06E-03,1.70E-03,2.69E-03,4.33E-03,5.54E-03,6.62E-03,7.76E-03,8.65E-03,9.77E-03,1.10E-02,1.38E-02,1.64E-02,1.87E-02,2.13E-02,2.34E-02,2.57E-02,2.80E-02
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.20E-06,6.95E-04,1.61E-03,2.88E-03,4.43E-03,6.83E-03,8.33E-03,9.84E-03,1.13E-02,1.32E-02,1.51E-02,1.66E-02,2.03E-02,2.33E-02,2.58E-02,2.84E-02,3.10E-02,3.37E-02,3.63E-02
Annex_I,Turkey,TUR,Turkey,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,7.11E-06,6.90E-04,1.43E-03,2.35E-03,2.67E-03,4.06E-03,1.44E-02,2.70E-02,3.90E-02,4.46E-02,8.59E-02,7.88E-02,1.06E-01,1.30E-01,1.58E-01,1.87E-01,2.00E-01,2.21E-01,2.42E-01
Annex_I,Ukraine +,BLR,Belarus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.66E-06,8.47E-04,1.74E-03,2.53E-03,2.81E-03,3.29E-03,3.99E-03,5.42E-03,6.91E-03,7.97E-03,9.67E-03,1.12E-02,1.44E-02,1.84E-02,2.39E-02,2.97E-02,3.19E-02,3.59E-02,3.99E-02
