# File: EDGAR_C2F6.csv
# Title: C2F6 Emissions by country and main source category
# Units: Gg
# Comments: Date calculated December 15 2011 3:12 pm 
# Years: years 1970 to 2008
# Source:  European Commission Joint Research Centre (JRC)/PBL Netherlands Environmental Assessment Agency. Emission Database for Global Atmospheric Research (EDGAR) release version 4.2.
IPCC_Annex,World_Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Annex_I,OECD_Europe,DNK,Denmark,2F9,Other F-gas use,,2.00E-07,4.00E-07,6.00E-07,8.00E-07,1.00E-06,1.20E-06,1.40E-06,1.60E-06,1.80E-06,2.00E-06,2.00E-06,2.50E-06,2.50E-06,3.00E-06,3.00E-06,3.00E-06,3.50E-06,3.50E-06,4.00E-06,4.00E-06,4.00E-06,4.50E-06,4.50E-06,5.00E-06,5.00E-06,5.00E-06,5.50E-06,5.50E-06,6.00E-06,6.00E-06,6.00E-06,6.50E-06,6.50E-06,7.00E-06,7.00E-06,7.30E-06,7.53E-06,7.76E-06
Annex_I,OECD_Europe,ESP,Spain,2C,Production of metals,1.09E-02,1.06E-02,1.20E-02,1.38E-02,1.56E-02,1.64E-02,1.67E-02,1.68E-02,1.68E-02,5.91E-02,8.63E-02,8.87E-02,8.22E-02,8.03E-02,8.55E-02,8.32E-02,8.02E-02,2.72E-02,5.50E-02,8.09E-02,8.20E-02,8.06E-02,7.96E-02,7.73E-02,7.21E-02,7.02E-02,6.58E-02,5.97E-02,5.51E-02,4.92E-02,4.33E-02,3.72E-02,3.03E-02,3.08E-02,3.12E-02,3.10E-02,2.88E-02,2.89E-02,2.89E-02
Annex_I,OECD_Europe,ESP,Spain,2F7,Semiconductor/Electronics Manufacture,,,,,,,,,,,,,,,,,,,,,,,,,,3.54E-06,3.36E-06,3.23E-06,3.23E-06,3.60E-06,3.60E-06,3.60E-06,3.64E-05,4.24E-05,5.79E-05,5.00E-05,7.24E-05,8.38E-05,9.53E-05
Annex_I,OECD_Europe,ESP,Spain,2F9,Other F-gas use,,8.00E-07,1.60E-06,2.40E-06,3.20E-06,4.00E-06,4.80E-06,5.60E-06,6.40E-06,7.20E-06,8.00E-06,9.00E-06,9.50E-06,1.05E-05,1.10E-05,1.20E-05,1.30E-05,1.35E-05,1.45E-05,1.50E-05,1.60E-05,1.70E-05,1.75E-05,1.85E-05,1.90E-05,2.00E-05,2.10E-05,2.15E-05,2.25E-05,2.35E-05,2.40E-05,2.50E-05,2.55E-05,2.65E-05,2.75E-05,2.80E-05,2.89E-05,2.97E-05,3.06E-05
Annex_I,OECD_Europe,FIN,Finland,2C,Production of metals,,,,,,,,,,,,,,,,,1.08E-05,8.45E-06,9.79E-05,2.05E-04,2.46E-04,2.12E-04,2.25E-04,1.86E-04,2.15E-04,2.33E-04,2.66E-04,1.91E-03,2.03E-03,2.16E-03,2.24E-03,1.72E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03
Annex_I,OECD_Europe,FIN,Finland,2F9,Other F-gas use,,6.00E-07,1.20E-06,1.80E-06,2.40E-06,3.00E-06,3.60E-06,4.20E-06,4.80E-06,5.40E-06,6.00E-06,6.50E-06,7.00E-06,8.00E-06,8.50E-06,9.00E-06,9.50E-06,1.00E-05,1.10E-05,1.15E-05,1.20E-05,1.25E-05,1.30E-05,1.40E-05,1.45E-05,1.50E-05,1.55E-05,1.60E-05,1.70E-05,1.75E-05,1.80E-05,1.85E-05,1.90E-05,2.00E-05,2.05E-05,2.10E-05,2.17E-05,2.23E-05,2.30E-05
Annex_I,OECD_Europe,FRA,France,2C,Production of metals,1.09E-01,1.04E-01,1.07E-01,1.02E-01,9.75E-02,9.43E-02,9.61E-02,1.00E-01,9.89E-02,1.00E-01,1.09E-01,1.09E-01,1.00E-01,9.18E-02,8.72E-02,5.26E-02,5.73E-02,6.67E-02,5.97E-02,4.07E-02,3.81E-02,2.82E-02,3.74E-02,3.52E-02,3.75E-02,2.89E-02,1.64E-02,2.67E-02,2.54E-02,2.38E-02,2.20E-02,1.95E-02,1.68E-02,1.61E-02,1.62E-02,1.61E-02,1.56E-02,1.50E-02,1.43E-02
Annex_I,OECD_Europe,FRA,France,2F7,Semiconductor/Electronics Manufacture,,1.26E-04,2.43E-04,6.03E-04,9.09E-04,1.16E-03,1.63E-03,1.75E-03,2.33E-03,3.14E-03,3.84E-03,3.96E-03,4.16E-03,5.27E-03,7.69E-03,6.39E-03,7.92E-03,9.80E-03,1.36E-02,1.46E-02,1.48E-02,1.63E-02,1.79E-02,1.97E-02,2.17E-02,2.39E-02,3.80E-02,5.00E-02,4.37E-02,3.39E-02,4.26E-02,4.10E-02,4.10E-02,3.63E-02,3.53E-02,2.37E-02,2.50E-02,2.17E-02,1.84E-02
Annex_I,OECD_Europe,FRA,France,2F9,Other F-gas use,,2.60E-06,5.20E-06,7.80E-06,1.04E-05,1.30E-05,1.56E-05,1.82E-05,2.08E-05,2.34E-05,2.60E-05,2.85E-05,3.15E-05,3.40E-05,3.65E-05,3.90E-05,4.15E-05,4.45E-05,4.70E-05,4.95E-05,5.20E-05,5.45E-05,5.75E-05,6.00E-05,6.25E-05,6.50E-05,6.80E-05,7.05E-05,7.30E-05,7.55E-05,7.80E-05,8.10E-05,8.35E-05,8.60E-05,8.85E-05,9.10E-05,9.37E-05,9.62E-05,9.88E-05
Annex_I,OECD_Europe,GBR,United Kingdom,2C,Production of metals,1.35E-02,1.44E-02,3.03E-02,4.06E-02,4.53E-02,4.56E-02,5.03E-02,5.19E-02,5.10E-02,5.17E-02,5.28E-02,4.57E-02,3.30E-02,3.50E-02,3.97E-02,3.75E-02,3.70E-02,3.91E-02,3.92E-02,3.70E-02,3.64E-02,3.43E-02,3.73E-02,3.67E-02,3.31E-02,3.31E-02,3.00E-02,2.81E-02,2.52E-02,2.54E-02,2.45E-02,2.06E-02,1.53E-02,1.53E-02,1.56E-02,1.57E-02,1.56E-02,1.57E-02,1.51E-02
Annex_I,OECD_Europe,GBR,United Kingdom,2F7,Semiconductor/Electronics Manufacture,,4.50E-05,8.10E-05,2.07E-04,3.15E-04,3.96E-04,5.49E-04,5.85E-04,7.83E-04,1.06E-03,1.30E-03,1.33E-03,1.40E-03,1.76E-03,2.57E-03,2.14E-03,2.66E-03,3.29E-03,4.56E-03,4.90E-03,4.99E-03,5.66E-03,6.50E-03,7.54E-03,8.92E-03,1.02E-02,1.26E-02,1.55E-02,1.51E-02,1.65E-02,2.01E-02,1.36E-02,9.15E-03,8.62E-03,7.74E-03,6.83E-03,2.58E-03,1.62E-04,1.61E-04
Annex_I,OECD_Europe,GBR,United Kingdom,2F9,Other F-gas use,,5.20E-06,1.04E-05,1.56E-05,2.08E-05,2.60E-05,3.12E-05,3.64E-05,4.16E-05,4.68E-05,5.20E-05,5.75E-05,6.25E-05,6.80E-05,7.30E-05,7.80E-05,8.35E-05,8.85E-05,9.40E-05,9.90E-05,1.05E-04,1.10E-04,1.15E-04,1.20E-04,1.25E-04,1.31E-04,1.36E-04,1.41E-04,1.46E-04,1.51E-04,1.57E-04,1.62E-04,1.67E-04,1.72E-04,1.77E-04,1.83E-04,1.88E-04,1.93E-04,1.98E-04
Annex_I,OECD_Europe,GRC,Greece,2C,Production of metals,3.08E-02,4.11E-02,4.45E-02,4.79E-02,5.07E-02,4.62E-02,4.56E-02,4.45E-02,4.96E-02,5.71E-02,6.26E-02,6.32E-02,6.02E-02,5.37E-02,6.43E-02,5.95E-02,5.98E-02,5.53E-02,5.68E-02,4.79E-02,4.43E-02,2.64E-02,2.53E-02,2.35E-02,2.16E-02,1.93E-02,1.43E-02,1.16E-02,1.07E-02,1.00E-02,7.46E-03,5.00E-03,2.63E-03,2.62E-03,2.66E-03,2.62E-03,2.59E-03,2.64E-03,2.54E-03
Annex_I,OECD_Europe,IRL,Ireland,2F7,Semiconductor/Electronics Manufacture,,,,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,1.03E-05,8.89E-04,1.77E-03,3.52E-03,5.28E-03,8.79E-03,1.19E-02,1.50E-02,6.56E-03,2.37E-02,3.73E-02,3.53E-02,2.40E-02,2.40E-02,2.03E-02,1.85E-02,1.26E-02,8.64E-03,4.66E-03
Annex_I,OECD_Europe,IRL,Ireland,2F9,Other F-gas use,,4.00E-07,8.00E-07,1.20E-06,1.60E-06,2.00E-06,2.40E-06,2.80E-06,3.20E-06,3.60E-06,4.00E-06,4.50E-06,5.00E-06,5.00E-06,5.50E-06,6.00E-06,6.50E-06,7.00E-06,7.00E-06,7.50E-06,8.00E-06,8.50E-06,9.00E-06,9.00E-06,9.50E-06,1.00E-05,1.05E-05,1.10E-05,1.10E-05,1.15E-05,1.20E-05,1.25E-05,1.30E-05,1.30E-05,1.35E-05,1.40E-05,1.43E-05,1.47E-05,1.50E-05
Annex_I,OECD_Europe,ISL,Iceland,2C,Production of metals,1.29E-02,1.39E-02,1.55E-02,2.42E-02,2.33E-02,2.01E-02,2.22E-02,2.40E-02,2.50E-02,2.41E-02,2.48E-02,2.50E-02,2.56E-02,2.59E-02,2.73E-02,2.50E-02,2.58E-02,2.84E-02,2.79E-02,3.02E-02,2.95E-02,2.94E-02,1.79E-03,1.42E-03,9.93E-04,9.38E-04,9.10E-04,9.99E-04,1.30E-03,1.51E-03,1.40E-03,1.36E-03,1.32E-03,1.33E-03,1.36E-03,1.36E-03,1.60E-03,1.99E-03,3.94E-03
Annex_I,OECD_Europe,ITA,Italy,2C,Production of metals,5.73E-02,5.37E-02,5.01E-02,6.14E-02,7.01E-02,6.10E-02,6.79E-02,8.44E-02,8.74E-02,8.80E-02,8.96E-02,8.96E-02,7.77E-02,6.91E-02,7.89E-02,7.72E-02,8.35E-02,8.24E-02,8.25E-02,8.15E-02,3.53E-02,3.29E-02,2.09E-02,1.96E-02,2.05E-02,2.23E-02,2.04E-02,2.37E-02,2.65E-02,2.64E-02,2.96E-02,3.00E-02,3.05E-02,3.07E-02,3.07E-02,3.07E-02,3.07E-02,3.06E-02,3.06E-02
Annex_I,OECD_Europe,ITA,Italy,2F7,Semiconductor/Electronics Manufacture,,,,,,,,,,,4.04E-07,4.62E-07,5.20E-07,9.82E-07,1.27E-06,1.32E-06,1.76E-06,2.21E-06,3.09E-06,3.53E-06,4.41E-06,5.74E-06,7.06E-06,7.50E-06,9.71E-06,4.83E-03,4.34E-03,4.83E-03,6.88E-03,9.17E-03,1.15E-02,1.39E-02,1.51E-02,1.37E-02,9.56E-03,1.17E-02,1.13E-02,1.09E-02,1.05E-02
Annex_I,OECD_Europe,ITA,Italy,2F9,Other F-gas use,,1.00E-06,2.00E-06,3.00E-06,4.00E-06,5.00E-06,6.00E-06,7.00E-06,8.00E-06,9.00E-06,1.00E-05,1.10E-05,1.20E-05,1.30E-05,1.40E-05,1.50E-05,1.60E-05,1.70E-05,1.80E-05,1.90E-05,2.00E-05,2.10E-05,2.20E-05,2.30E-05,2.40E-05,2.50E-05,2.60E-05,2.70E-05,2.80E-05,2.90E-05,3.00E-05,3.10E-05,3.20E-05,3.30E-05,3.40E-05,3.50E-05,3.60E-05,3.70E-05,3.80E-05
Annex_I,OECD_Europe,NLD,Netherlands,2C,Production of metals,2.55E-02,4.06E-02,5.75E-02,6.58E-02,8.72E-02,9.05E-02,8.90E-02,8.40E-02,9.09E-02,8.97E-02,9.04E-02,9.16E-02,8.78E-02,8.28E-02,8.77E-02,8.85E-02,9.53E-02,9.89E-02,1.00E-01,1.01E-01,9.45E-02,8.97E-02,8.04E-02,7.81E-02,7.83E-02,6.76E-02,6.08E-02,5.41E-02,3.41E-02,3.04E-02,2.51E-02,7.65E-03,7.42E-03,7.39E-03,7.63E-03,7.63E-03,7.56E-03,7.51E-03,7.51E-03
Annex_I,OECD_Europe,NLD,Netherlands,2F7,Semiconductor/Electronics Manufacture,,1.80E-05,2.70E-05,6.30E-05,9.90E-05,1.26E-04,1.80E-04,1.89E-04,2.52E-04,3.42E-04,4.14E-04,4.23E-04,4.41E-04,5.58E-04,8.10E-04,6.75E-04,8.37E-04,1.04E-03,1.44E-03,1.55E-03,1.57E-03,1.84E-03,2.17E-03,2.55E-03,2.95E-03,3.32E-03,4.81E-03,9.93E-03,1.07E-02,1.29E-02,1.78E-02,1.49E-02,1.02E-02,1.48E-02,1.48E-02,1.41E-02,1.30E-02,1.26E-02,1.22E-02
Annex_I,OECD_Europe,NLD,Netherlands,2F9,Other F-gas use,,8.00E-07,1.60E-06,2.40E-06,3.20E-06,4.00E-06,4.80E-06,5.60E-06,6.40E-06,7.20E-06,8.00E-06,9.00E-06,9.50E-06,1.05E-05,1.10E-05,1.20E-05,1.30E-05,1.35E-05,1.45E-05,1.50E-05,1.60E-05,1.70E-05,1.75E-05,1.85E-05,1.90E-05,2.00E-05,2.10E-05,2.15E-05,2.25E-05,2.35E-05,2.40E-05,2.50E-05,2.55E-05,2.65E-05,2.75E-05,2.80E-05,2.89E-05,2.97E-05,3.06E-05
Annex_I,OECD_Europe,NOR,Norway,2C,Production of metals,7.28E-02,6.94E-02,7.26E-02,8.08E-02,8.30E-02,7.61E-02,7.93E-02,7.82E-02,7.55E-02,8.11E-02,7.99E-02,7.56E-02,7.28E-02,8.12E-02,8.72E-02,8.47E-02,8.27E-02,8.57E-02,8.99E-02,8.71E-02,8.76E-02,6.73E-02,3.96E-02,4.05E-02,3.68E-02,3.72E-02,3.70E-02,3.89E-02,3.91E-02,4.54E-02,4.91E-02,4.86E-02,4.31E-02,4.51E-02,4.85E-02,4.98E-02,4.88E-02,4.96E-02,4.96E-02
Annex_I,OECD_Europe,NOR,Norway,2F7,Semiconductor/Electronics Manufacture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14E-09,1.29E-06,7.64E-06,1.43E-05,1.34E-05,1.62E-05,1.89E-05
Annex_I,OECD_Europe,NOR,Norway,2F9,Other F-gas use,,2.00E-07,4.00E-07,6.00E-07,8.00E-07,1.00E-06,1.20E-06,1.40E-06,1.60E-06,1.80E-06,2.00E-06,2.00E-06,2.50E-06,2.50E-06,3.00E-06,3.00E-06,3.00E-06,3.50E-06,3.50E-06,4.00E-06,4.00E-06,4.00E-06,4.50E-06,4.50E-06,5.00E-06,5.00E-06,5.00E-06,5.50E-06,5.50E-06,6.00E-06,6.00E-06,6.00E-06,6.50E-06,6.50E-06,7.00E-06,7.00E-06,7.30E-06,7.53E-06,7.76E-06
Annex_I,OECD_Europe,PRT,Portugal,2C,Production of metals,3.15E-05,1.42E-05,1.42E-05,3.04E-05,3.55E-05,3.35E-05,1.07E-04,1.16E-04,1.54E-04,1.88E-04,1.34E-04,9.32E-05,9.29E-05,1.19E-04,1.19E-04,1.24E-04,1.04E-04,1.17E-04,1.24E-04,2.01E-04,4.67E-04,4.04E-04,4.22E-04,3.82E-04,1.50E-04,1.50E-04,8.00E-04,8.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04
Annex_I,OECD_Europe,PRT,Portugal,2F9,Other F-gas use,,2.00E-07,4.00E-07,6.00E-07,8.00E-07,1.00E-06,1.20E-06,1.40E-06,1.60E-06,1.80E-06,2.00E-06,2.00E-06,2.50E-06,2.50E-06,3.00E-06,3.00E-06,3.00E-06,3.50E-06,3.50E-06,4.00E-06,4.00E-06,4.00E-06,4.50E-06,4.50E-06,5.00E-06,5.00E-06,5.00E-06,5.50E-06,5.50E-06,6.00E-06,6.00E-06,6.00E-06,6.50E-06,6.50E-06,7.00E-06,7.00E-06,7.30E-06,7.53E-06,7.76E-06
Annex_I,OECD_Europe,SWE,Sweden,2C,Production of metals,5.49E-03,6.21E-03,6.42E-03,6.90E-03,6.98E-03,6.53E-03,6.98E-03,6.98E-03,6.87E-03,6.94E-03,6.85E-03,7.00E-03,7.04E-03,7.13E-03,7.34E-03,7.38E-03,7.02E-03,7.17E-03,7.48E-03,7.42E-03,7.21E-03,1.94E-02,5.49E-03,5.53E-03,5.56E-03,6.07E-03,6.49E-03,6.48E-03,6.41E-03,6.55E-03,6.68E-03,6.67E-03,6.74E-03,6.87E-03,6.86E-03,6.92E-03,6.86E-03,6.70E-03,6.54E-03
Annex_I,OECD_Europe,SWE,Sweden,2F7,Semiconductor/Electronics Manufacture,,,,,,,,,,,,,,,,5.67E-07,7.56E-07,9.45E-07,1.32E-06,1.51E-06,1.89E-06,3.89E-05,3.95E-05,2.53E-04,3.03E-04,8.02E-04,1.13E-03,1.20E-03,1.13E-03,8.19E-04,5.39E-04,6.03E-04,1.04E-03,7.35E-04,3.40E-04,,1.64E-04,5.61E-05,
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,,1.40E-06,2.80E-06,4.20E-06,5.60E-06,7.00E-06,8.40E-06,9.80E-06,1.12E-05,1.26E-05,1.40E-05,1.55E-05,1.70E-05,1.80E-05,1.95E-05,2.10E-05,2.25E-05,2.40E-05,2.55E-05,2.65E-05,2.80E-05,2.95E-05,3.10E-05,3.25E-05,3.35E-05,3.50E-05,3.65E-05,3.80E-05,3.95E-05,4.05E-05,4.20E-05,4.35E-05,4.50E-05,4.65E-05,4.75E-05,4.90E-05,5.04E-05,5.18E-05,5.32E-05
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,2C,Production of metals,3.81E-03,1.01E-02,5.78E-03,7.24E-03,1.17E-02,1.34E-02,1.57E-02,1.01E-02,1.02E-02,1.33E-02,1.29E-02,1.37E-02,1.88E-02,2.21E-02,2.41E-02,2.33E-02,2.04E-02,1.96E-02,2.08E-02,2.01E-02,1.76E-02,1.55E-02,9.64E-03,4.68E-03,3.02E-03,2.69E-03,2.35E-03,3.01E-03,4.67E-03,9.32E-03,9.43E-03,6.27E-03,3.24E-03,3.50E-03,3.81E-03,4.13E-03,4.28E-03,3.84E-03,3.87E-03
Annex_I,Central Europe,CZE,Czech Republic,2F7,Semiconductor/Electronics Manufacture,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99E-04,2.99E-04,4.98E-05,6.81E-04,4.70E-04,8.46E-04,1.88E-04,4.23E-04,5.64E-04,3.91E-04,3.51E-04,3.11E-04
Annex_I,Central Europe,CZE,Czech Republic,2F9,Other F-gas use,,4.00E-07,8.00E-07,1.20E-06,1.60E-06,2.00E-06,2.40E-06,2.80E-06,3.20E-06,3.60E-06,4.00E-06,4.50E-06,5.00E-06,5.00E-06,5.50E-06,6.00E-06,6.50E-06,7.00E-06,7.00E-06,7.50E-06,8.00E-06,8.50E-06,9.00E-06,9.00E-06,9.50E-06,1.00E-05,1.05E-05,1.10E-05,1.10E-05,1.15E-05,1.20E-05,1.25E-05,1.30E-05,1.30E-05,1.35E-05,1.40E-05,1.43E-05,1.47E-05,1.50E-05
Annex_I,Central Europe,EST,Estonia,2F9,Other F-gas use,,2.00E-07,4.00E-07,6.00E-07,8.00E-07,1.00E-06,1.20E-06,1.40E-06,1.60E-06,1.80E-06,2.00E-06,2.00E-06,2.50E-06,2.50E-06,3.00E-06,3.00E-06,3.00E-06,3.50E-06,3.50E-06,4.00E-06,4.00E-06,4.00E-06,4.50E-06,4.50E-06,5.00E-06,5.00E-06,5.00E-06,5.50E-06,5.50E-06,6.00E-06,6.00E-06,6.00E-06,6.50E-06,6.50E-06,7.00E-06,7.00E-06,7.30E-06,7.53E-06,7.76E-06
Annex_I,Central Europe,HRV,Croatia,2C,Production of metals,4.76E-03,1.27E-02,7.24E-03,9.04E-03,1.47E-02,1.68E-02,1.97E-02,1.27E-02,1.28E-02,1.67E-02,1.61E-02,1.72E-02,2.38E-02,2.59E-02,2.74E-02,2.85E-02,2.93E-02,2.78E-02,2.54E-02,2.48E-02,2.54E-02,1.80E-02,9.32E-03,8.11E-03,7.86E-03,8.30E-03,8.92E-03,7.03E-03,2.67E-03,1.86E-03,1.49E-03,1.05E-03,,,,,,,
Annex_I,Central Europe,HUN,Hungary,2C,Production of metals,4.62E-03,4.69E-03,4.77E-03,4.75E-03,4.83E-03,4.91E-03,4.94E-03,4.99E-03,5.00E-03,5.03E-03,5.15E-03,5.20E-03,5.19E-03,5.18E-03,5.93E-03,5.82E-03,5.78E-03,5.70E-03,5.63E-03,5.69E-03,5.48E-03,4.36E-03,1.85E-03,1.99E-03,2.11E-03,2.41E-03,5.26E-03,5.57E-03,5.61E-03,5.04E-03,5.08E-03,6.14E-03,6.16E-03,6.16E-03,6.09E-03,5.89E-03,6.09E-03,3.75E-03,3.75E-03
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2C,Production of metals,,,,,,,,,,,,,,,3.00E-07,,,,,,,,,,,,,,,,,,,,,,,,
Annex_I,Central Europe,POL,Poland,2C,Production of metals,6.92E-03,7.00E-03,7.14E-03,7.14E-03,7.14E-03,7.21E-03,7.21E-03,7.28E-03,7.00E-03,6.76E-03,6.66E-03,4.62E-03,2.99E-03,3.11E-03,3.22E-03,3.29E-03,3.31E-03,3.30E-03,3.31E-03,3.30E-03,3.17E-03,3.16E-03,3.00E-03,3.23E-03,3.41E-03,3.82E-03,3.58E-03,3.72E-03,3.72E-03,3.51E-03,3.23E-03,3.08E-03,3.38E-03,3.13E-03,3.17E-03,3.79E-03,4.00E-03,4.07E-03,4.00E-03
Annex_I,Central Europe,POL,Poland,2F9,Other F-gas use,,6.00E-07,1.20E-06,1.80E-06,2.40E-06,3.00E-06,3.60E-06,4.20E-06,4.80E-06,5.40E-06,6.00E-06,6.50E-06,7.00E-06,8.00E-06,8.50E-06,9.00E-06,9.50E-06,1.00E-05,1.10E-05,1.15E-05,1.20E-05,1.25E-05,1.30E-05,1.40E-05,1.45E-05,1.50E-05,1.55E-05,1.60E-05,1.70E-05,1.75E-05,1.80E-05,1.85E-05,1.90E-05,2.00E-05,2.05E-05,2.10E-05,2.17E-05,2.23E-05,2.30E-05
Annex_I,Central Europe,ROU,Romania,2C,Production of metals,3.43E-02,3.77E-02,4.15E-02,4.79E-02,6.36E-02,6.94E-02,7.04E-02,7.11E-02,7.24E-02,7.38E-02,8.28E-02,8.32E-02,7.17E-02,7.69E-02,8.40E-02,8.49E-02,8.68E-02,8.92E-02,9.11E-02,9.21E-02,5.77E-02,5.27E-02,3.64E-02,3.51E-02,3.64E-02,3.80E-02,3.33E-02,3.28E-02,2.91E-02,2.32E-02,1.79E-02,1.19E-02,6.06E-03,6.38E-03,7.39E-03,8.08E-03,8.52E-03,9.40E-03,9.53E-03
Annex_I,Central Europe,ROU,Romania,2F9,Other F-gas use,,2.00E-07,4.00E-07,6.00E-07,8.00E-07,1.00E-06,1.20E-06,1.40E-06,1.60E-06,1.80E-06,2.00E-06,2.00E-06,2.50E-06,2.50E-06,3.00E-06,3.00E-06,3.00E-06,3.50E-06,3.50E-06,4.00E-06,4.00E-06,4.00E-06,4.50E-06,4.50E-06,5.00E-06,5.00E-06,5.00E-06,5.50E-06,5.50E-06,6.00E-06,6.00E-06,6.00E-06,6.50E-06,6.50E-06,7.00E-06,7.00E-06,7.30E-06,7.53E-06,7.76E-06
Non-Annex_I,Central Europe,SCG,Serbia and Montenegro,2C,Production of metals,4.69E-03,1.25E-02,7.14E-03,8.94E-03,1.45E-02,1.65E-02,1.94E-02,1.25E-02,1.26E-02,1.65E-02,1.58E-02,1.70E-02,2.32E-02,2.73E-02,2.98E-02,2.87E-02,2.52E-02,2.42E-02,2.56E-02,2.48E-02,2.18E-02,2.16E-02,2.15E-02,8.02E-03,1.32E-03,4.54E-03,8.68E-03,1.33E-02,1.00E-02,9.72E-03,8.75E-03,6.55E-03,3.52E-03,3.53E-03,3.62E-03,3.69E-03,3.84E-03,4.25E-03,3.78E-03
Annex_I,Central Europe,SVK,Slovakia,2C,Production of metals,9.24E-04,1.11E-03,1.28E-03,1.43E-03,1.49E-03,1.30E-03,1.08E-03,1.10E-03,1.10E-03,1.11E-03,1.15E-03,9.81E-04,1.01E-03,1.09E-03,2.67E-03,2.67E-03,2.64E-03,2.67E-03,2.74E-03,2.81E-03,2.89E-03,2.08E-03,6.72E-04,3.35E-04,4.20E-05,2.35E-04,9.71E-04,8.94E-04,1.10E-03,7.49E-04,8.55E-04,7.52E-04,7.35E-04,1.41E-03,1.46E-03,1.38E-03,1.49E-03,1.54E-03,1.54E-03
Annex_I,Central Europe,SVN,Slovenia,2C,Production of metals,6.14E-04,1.64E-03,9.38E-04,1.17E-03,1.89E-03,2.16E-03,2.54E-03,1.64E-03,1.65E-03,2.16E-03,2.08E-03,2.22E-03,3.03E-03,2.72E-03,3.05E-03,3.26E-03,3.50E-03,6.00E-03,1.45E-02,1.64E-02,1.68E-02,1.69E-02,1.52E-02,1.43E-02,1.27E-02,8.44E-03,7.70E-03,6.61E-03,6.80E-03,5.67E-03,4.65E-03,2.85E-03,1.67E-03,2.09E-03,2.30E-03,2.65E-03,2.25E-03,2.11E-03,2.09E-03
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,,2.00E-07,4.00E-07,6.00E-07,8.00E-07,1.00E-06,1.20E-06,1.40E-06,1.60E-06,1.80E-06,2.00E-06,2.00E-06,2.50E-06,2.50E-06,3.00E-06,3.00E-06,3.00E-06,3.50E-06,3.50E-06,4.00E-06,4.00E-06,4.00E-06,4.50E-06,4.50E-06,5.00E-06,5.00E-06,5.00E-06,5.50E-06,5.50E-06,6.00E-06,6.00E-06,6.00E-06,6.50E-06,6.50E-06,7.00E-06,7.00E-06,7.30E-06,7.53E-06,7.76E-06
Annex_I,Turkey,TUR,Turkey,2C,Production of metals,,,,,1.33E-04,1.27E-03,2.63E-03,3.59E-03,2.26E-03,2.23E-03,2.35E-03,2.83E-03,2.54E-03,2.13E-03,2.65E-03,3.79E-03,4.19E-03,2.90E-03,3.93E-03,3.95E-03,4.13E-03,3.86E-03,4.22E-03,4.03E-03,4.11E-03,4.24E-03,4.13E-03,4.27E-03,4.27E-03,4.27E-03,4.20E-03,4.25E-03,4.34E-03,4.34E-03,4.13E-03,4.13E-03,4.13E-03,4.48E-03,4.48E-03
Annex_I,Turkey,TUR,Turkey,2F9,Other F-gas use,,8.00E-07,1.60E-06,2.40E-06,3.20E-06,4.00E-06,4.80E-06,5.60E-06,6.40E-06,7.20E-06,8.00E-06,9.00E-06,9.50E-06,1.05E-05,1.10E-05,1.20E-05,1.30E-05,1.35E-05,1.45E-05,1.50E-05,1.60E-05,1.70E-05,1.75E-05,1.85E-05,1.90E-05,2.00E-05,2.10E-05,2.15E-05,2.25E-05,2.35E-05,2.40E-05,2.50E-05,2.55E-05,2.65E-05,2.75E-05,2.80E-05,2.89E-05,2.97E-05,3.06E-05
Annex_I,Ukraine +,UKR,Ukraine,2C,Production of metals,1.78E-03,1.91E-03,2.02E-03,2.20E-03,3.22E-03,3.38E-03,3.49E-03,3.56E-03,3.61E-03,3.79E-03,3.87E-03,4.00E-03,4.15E-03,5.69E-03,6.16E-03,6.63E-03,7.03E-03,7.43E-03,7.38E-03,7.32E-03,6.96E-03,8.28E-03,7.96E-03,6.59E-03,6.24E-03,5.74E-03,5.05E-03,3.00E-03,6.28E-03,7.99E-03,8.47E-03,8.05E-03,7.59E-03,7.60E-03,7.59E-03,7.60E-03,7.59E-03,7.59E-03,7.59E-03
