# File: GFED_Deforest_SO2.csv
# Title: SO2 Emissions from deforestation by country
# Units: Gg(?)
# Comments: Data processed by Yannick Le Page from gridded data
# years 1996 to 2013
# Source:  GFED v3 (https://daac.ornl.gov/VEGETATION/guides/global_fire_emissions_v3.1.html)
# Citation:  van der Werf et al. (2010). ""Global fire emissions and the contrbution of deforestation, savanna, forest, agriculture, and peat fires (1997-2009)."" Atmos. Chem. Phys., 10, 11707-11735."
# Column types: cinnnnnnnnnnnnnnnnnn 
# ----------
Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BOL,0,171.5413564,2339.094925,1855.008434,4901.614053,962.0609872,274.7242111,1248.368655,375.4410538,6363.333465,2127.481099,1118.693732,3406.372547,1565.971526,484.5446314,4285.129876,2702.760484,505.2191986,387.2315167
MMR,0,5011.917453,1848.090893,4734.56047,3128.883318,3039.000759,1233.330179,998.1056878,1433.517397,11233.68579,3933.539394,2259.916783,5624.929028,1333.64459,4050.627544,5709.689807,2491.798957,1851.452428,2496.777854
BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,0,8890.13112,25004.15692,47482.57283,37320.79885,20479.09532,9106.235469,34207.07639,43714.5329,50939.55751,41743.32445,15078.26178,46154.23746,8972.790674,5325.375103,28664.08641,6538.407158,17526.2307,9329.880547
BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,0,4.528762219,20.76431287,129.1409256,2.367807673,2.928480105,0,1.628858577,22.78325831,0.435648611,2.485936654,0,0,0,8.529436418,15.6060719,0.154062848,0,0
CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHM,0,7012.496597,3895.553617,3710.250708,3747.415226,1904.252244,1387.94629,1667.796816,2297.412884,4308.230999,2681.881829,1503.591282,3976.041603,1498.0811,2320.562117,6602.141355,6538.206055,8002.214499,10793.18397
LKA,0,15.48842081,11.55795461,16.18732223,39.21226592,8.54139535,23.1712469,0,170.9242164,21.93714791,8.878779654,53.24492814,0,0,244.4995175,0,0,0,0
COG,0,108.9668294,113.7431226,119.8646839,99.82532689,303.3620887,308.3690734,183.6962149,57.04355858,235.3211408,77.78118977,174.1986913,52.69093414,60.42831637,37.89024583,164.3689048,263.1616325,143.3598723,0
COD,0,5402.93171,5626.117275,5494.805385,2071.822296,4082.861074,3676.652128,4024.372911,2104.55346,5331.476917,3649.149578,4157.241577,2145.678971,1562.863316,1432.203633,2146.673217,2718.003355,991.6889278,1063.020999
BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,0,1548.923203,1429.637483,3689.678904,1884.497209,847.956572,407.5974257,182.9235076,946.2790842,3045.57541,1007.796189,453.7899333,832.5460067,873.8544313,932.2206307,2518.522816,164.411309,381.0397196,118.0075539
AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,0,799.8205731,1984.758826,1101.819362,2012.916126,925.3244781,1643.364503,483.8682919,15.07681098,654.5296408,1549.912311,373.3759882,53.64857483,397.2765749,51.12668171,57.53683644,279.986989,1.114136746,200.6675567
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,0,972.9158343,661.5552621,565.7471333,432.8055359,907.7399855,755.4789715,103.428723,1206.768631,1276.40964,112.1465397,68.79767399,1387.657674,40.09234679,121.5476984,165.4220355,67.21533161,56.86033571,199.9150823
CRI,0,16.17853792,7.956294784,13.24508294,4.627906076,11.11045745,34.72053096,47.45596188,24.95366215,23.24394355,2.92243518,0,0.191011911,11.10599664,13.44941634,0,1.479043244,9.262025938,6.130385566
CAF,0,1519.470059,993.7790335,1871.336967,1148.294595,1542.767328,110.59622,1207.397962,387.9511513,166.072882,246.3035981,334.3255722,1416.021676,232.4910548,30.81775879,693.3257099,272.5315281,249.6215044,4.419359945
CUB,0,209.5367685,85.29787722,258.5050477,370.8391706,181.8043674,66.9525719,480.2548212,55.92084566,101.3544321,344.5432598,355.699205,291.8447524,11.62959477,86.58455566,17.94533742,438.1665703,4.679583951,143.2373389
CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM,0,97.91907082,40.5144434,80.45596771,41.89106718,55.37588283,455.2221777,6.531046402,65.51179987,0,1346.626764,3.426168668,21.32303974,41.73677525,11.17247527,31.77383292,14.58972031,0.400433972,157.5719689
ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,18.25893482,8.71539899,10.36976183,6.63840788,14.09823642,2.739689688,0,0,38.76874879,3.228232666,0.201860291,0,5.713627071,0.485634221,0,0,3.850002696,75.57337216
ETH,0,520.2147408,189.1852196,640.0053888,440.0963602,718.1948908,145.3000301,240.5894005,694.7437464,267.9543775,515.1388471,237.4321441,234.9645556,691.1954576,144.6952472,233.2059189,335.4089992,148.7136766,129.5538497
AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMB,0,2.604670654,1.5626031,2.166543478,0.308619343,2.472303775,4.250588561,2.933562856,3.89699325,1.657900655,4.266554869,6.128631847,0,0,0,6.867688653,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,0,272.62463,101.0947468,239.8323289,88.72775215,656.8136461,58.2316341,180.835587,238.2922949,283.3152266,271.529258,0,89.08792323,200.9788002,19.29096673,26.24958449,66.33655308,86.51512406,80.76777992
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,0,2509.290637,934.943406,17220.63493,680.7474438,6228.575241,40.80438026,483.5128311,5885.923106,50.67414525,3274.445733,64.98659723,1518.861807,542.0106663,1927.961432,130.9760323,574.1061261,193.9420726,1062.627813
GIN,0,615.3141259,435.7788163,635.4951339,920.1718025,299.8389585,513.6059732,143.4537973,271.0038335,180.2742651,201.40357,201.324475,210.1759705,45.14046455,330.9901663,124.8083582,120.5116219,178.279561,127.8581635
GUY,0,40.46271139,26.52696631,483.9850364,19.4425366,23.30691663,0,0,369.4805912,0,0,0,0.739649201,0,52.28917426,36.35840799,2.610615258,0,0
HTI,0,0.415263012,0.209744221,0.367653979,0.216123652,0.262324138,0,0,0,0,5.293644641,0,0,0,0,0.247216709,0,0,1.20810102
HND,0,531.7817475,132.8481874,3032.06592,188.7434391,426.4341261,57.74713675,21.98324268,1382.796716,75.26812065,636.0769204,203.2537373,92.0658134,137.7031404,168.3860772,76.25080207,614.0255852,0.782622861,217.2992096
HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,0,1136.450142,385.3830418,827.9845954,1590.74606,1262.370166,154.4502631,79.17771079,108.0701169,733.7086211,16.05750588,2658.216777,376.4099834,115.1612847,1120.338584,1028.308873,95.09624609,439.7732352,325.5191892
IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV,0,479.3548951,469.1026942,964.7380761,205.9233599,692.3634631,1325.997115,332.3398929,201.5203134,108.2256377,349.1811912,103.2610899,556.4088378,277.1124319,1.485243124,54.26208036,50.96047992,215.5053229,87.16559851
IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM,0,1.244075184,0.579273184,0.865032796,0.486220874,0.746070911,0,0,0,0,0,0,0,0,1.62300405,5.332025987,0,0,0
JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,0,186.3326605,80.3343644,99.07181889,346.1100951,210.0294588,24.36338938,8.539828872,267.7997677,3.384699449,347.424492,66.42140853,0,94.03294446,506.8651366,0.644986882,43.46068436,233.8059966,98.94015237
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAO,0,4004.781445,2143.903064,6959.320474,3721.605249,2625.973502,42.77922825,983.8751796,673.6970168,2490.044591,3333.929941,983.0313149,5055.158318,662.7996052,1837.862674,7049.550715,687.0738778,1521.851505,2305.358617
LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,0,42.68197656,25.72763944,225.2011602,46.4720564,22.79498571,34.61345169,0,0,15.28879586,0,3.06116347,19.24584461,0,377.802714,0,0,9.739667647,0
SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,0,7.953743329,24.19015487,22.12359506,24.7441677,296.951057,1.355190976,18.90530123,26.06280435,66.86739028,73.12728227,12.91901348,3.658421815,9.770365836,14.67656743,28.42362881,9.871470557,46.66802107,5.426943081
MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,0,6302.885926,2991.054504,26985.29468,2461.984244,3624.730625,1525.347115,2390.046377,13473.21927,764.0859904,5169.181391,4382.572238,2774.544293,2646.816426,4522.722703,826.98679,6888.989353,629.2722224,6362.659676
MYS,0,912.3163484,3625.831175,10133.75679,1280.215795,978.4901321,92.5166547,1259.648744,805.8166333,1568.899795,1769.636263,516.0739868,668.520639,228.6074207,2349.934533,1514.865909,883.0891366,635.1139653,610.521977
MOZ,0,6.410425599,4.342690585,6.22731572,4.810862535,7.248836815,0,219.2559862,0,0,327.6686119,0,0,97.79154141,53.24751855,3.852610126,57.37425382,0,0
MWI,0,1.71671977,1.010286228,2.912434584,1.970242738,1.311758515,0,0,0,0,19.34917018,0,0,0,0,0,0,0,0
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,0,220.4613783,114.550091,99.02357065,253.4430788,291.6274346,0.771268699,61.65336829,4.257484333,5.19358727,235.7228842,0,67.63602103,455.2356438,12.22346706,73.55968694,33.12825924,0.420203164,0
NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,1.736393628,1.178463158,81.54086971,0.76520269,2.45156565,0,0,31.40817521,0,0,0,0,0,0,0,0,0,0
NIC,0,161.4487884,56.61194128,2979.602628,45.96866894,72.96480907,9.870120931,27.44401984,316.5845114,79.97367575,328.5300244,169.8812271,14.36836849,124.0356022,53.55426228,53.12198819,65.05742503,9.913353226,178.0807848
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,0,327.6886696,1462.441897,1517.4196,3865.678725,1250.591734,1984.270266,3129.09397,2159.58282,1675.392447,4154.072667,920.8618027,9980.865261,609.821634,445.7372138,1417.438493,1119.174642,772.8092797,1580.595714
PER,0,1.247842885,0.416544353,1.008596708,0.705565978,0.964380378,0,0,0,0,0,0,0,0,4.888159912,0,0,0,0
PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,0,1.978544013,0.914095516,0.592347275,0.171372632,2.005683817,1.101394647,0,0,0,0,0,0.128983241,0,7.934641152,0,0,0.931285059,0
PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,122.7962817,5243.783561,624.6201019,835.7128212,1037.502431,748.3261045,2090.997275,848.9618941,2492.634688,426.4154413,1103.319861,786.2213617,1558.387102,355.8789102,1765.063098,504.6482597,178.6558009,763.9099095
GNB,0,362.1025778,258.6380692,68.92301453,412.5526759,50.26370908,248.2931738,222.6160075,271.0231013,310.854787,99.45048066,186.3336541,126.4591069,136.5322242,154.6349591,48.13852742,330.0545277,40.54727393,12.27203651
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHL,0,63.24436368,37.58111243,74.05696511,38.43889989,39.64682339,0,100.9243415,15.35718846,16.3544821,48.41182839,53.76150237,19.24753825,8.489532397,0,338.5063357,27.39886739,1.017776189,6.290690659
PRI,0,0.007749205,0.003543462,0.012940685,0.004087841,0.011415821,0,0,0,0.285205451,0,0,0,0,0,0,0,0,0
RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,16.42592509,25.27909996,30.75630826,26.93684198,12.20259215,0,0,183.7899155,0,0,0,253.689383,181.5627012,0.435501199,0,1.017423649,32.94231703,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,0,24.80001673,614.6244296,1.489644815,3.457778873,16.64216109,2.145709309,11.57872004,12.24343104,0.65190949,4.629019921,0,0.457917052,0.296076004,0.353707728,0.109181832,0.439518553,0.041895902,8.071860643
SEN,0,1.899245037,1.128653781,0,1.48378216,0,0,0,4.138239903,1.485306706,0.987336873,0,1.507944998,0,0,0,0,0,0
SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,233.0397231,116.2948825,409.8879318,219.0271927,201.8317348,174.8695792,118.1114928,144.9023124,44.53207804,14.87212427,100.6152041,51.99671881,55.81418338,420.0732432,32.58005722,35.4055311,83.16558906,106.0941233
SGP,0,0.122351096,0.117159829,1.582533322,0.100850331,0.085993646,0,0,0,0,0.212642045,0.543776317,0,0,0,0,0.084710308,0,0
SOM,0,1.846967391,1.180474183,1.129483688,1.476342248,2.894061166,0,0,7.349883915,0,0,0,0,0.569434517,0,0,0,0,0
ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,0,771.4592323,353.3143552,487.2233812,739.5641548,553.068185,937.2775573,768.6181062,779.7447336,275.6313724,910.0863177,636.8388999,1600.797234,380.042456,1790.249773,1474.464063,661.0544078,385.0318709,173.118496
SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,1.922888961,2.463216791,0.702313957,2.193406639,1.865909615,0,0,0,0,0,0,8.851040907,2.008804196,0,0,0,0,0
THA,0,785.1344861,308.2746921,1260.550563,647.0666041,442.4314121,60.99479261,824.081604,291.6503173,933.2542017,1084.644544,132.4141583,1746.489539,195.9205144,441.1979773,952.4564985,198.5513563,454.2412126,407.7043839
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,0,120.3720795,98.37662051,102.4007517,75.96190459,104.4278261,8.78634347,95.60389795,127.161867,50.88164711,155.8952823,83.47967947,41.76428533,6.063471077,99.02701291,121.7301543,93.98763107,10.14928224,93.97220041
UGA,0,116.6842723,72.697725,74.68488423,131.2884477,13.31810232,35.05634988,160.7031705,216.7714518,131.8977339,204.9533118,53.26747903,44.49873918,7.255163122,40.97385385,2.696635821,72.08724441,67.69893324,3.66225358
GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,2518.959476,1557.645906,1794.611604,1312.737434,1560.079748,4015.880808,415.3310881,6422.328797,530.667125,1396.46,633.5264828,2652.287958,890.6844294,601.8299743,3951.455193,304.1054253,232.675142,1196.590464
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,1150.781989,649.2896599,1703.668769,788.2115862,686.6438723,38.28064227,776.1077976,664.3388545,931.6679187,971.5853938,284.5764173,1412.775514,89.76700837,623.8657432,1320.582744,1128.042094,1453.832083,824.1121178
VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,0,0.273324315,0.201900365,0.206568391,0.207482618,0.204514387,0.292757245,0,1.11969303,0.088945518,0.147465975,0,0,0,0,0,0,0,0
WLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,0,10.2767801,29.11907165,39.67095722,35.17833034,57.0123615,21.54508518,12.50815781,0,21.7392577,297.7572745,82.3255364,11.17656824,22.01014143,12.90187212,25.80852993,50.85006086,0,32.3442455
ZWE,0,0.608356004,0.408032592,0.627124959,0.457131091,0.456415576,0,0,0,0,0,0,1.519067222,0,40.66813926,0,0,0,0
IDN,0,4664.203874,108359.6816,24551.33273,14696.59037,9124.896966,2592.633195,21000.45738,5862.950652,16077.96066,9626.757772,22156.84089,2940.279063,3389.678751,13597.22726,606.733742,7061.56549,6912.154027,11909.98133
GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
