# File: GFED_Deforest_CO.csv
# Title: CO Emissions from deforestation by country
# Units: Gg(?)
# Comments: Data processed by Yannick Le Page from gridded data
# years 1996 to 2013
# Source:  GFED v3 (https://daac.ornl.gov/VEGETATION/guides/global_fire_emissions_v3.1.html)
# Citation:  van der Werf et al. (2010). ""Global fire emissions and the contrbution of deforestation, savanna, forest, agriculture, and peat fires (1997-2009)."" Atmos. Chem. Phys., 10, 11707-11735."
# Column types: cinnnnnnnnnnnnnnnnnn 
# ----------
Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BOL,0,39883.36537,543839.5701,431289.4608,1139625.267,223679.1795,63873.37908,290245.7122,87290.04501,1479475.031,494639.3555,260096.2927,791981.6171,364088.3797,112656.6268,996292.6962,628391.8126,117463.4637,90031.32763
MMR,0,1165270.808,429681.1327,1100785.309,727465.3715,706567.6765,286749.2667,232059.5724,333292.7948,2611831.946,914547.9091,525430.652,1307795.999,310072.3671,941770.9041,1327502.88,579343.2576,430462.6895,580500.851
BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,0,2066955.485,5813466.484,11039698.18,8677085.732,4761389.663,2117199.746,7953145.26,10163628.9,11843447.12,9705322.935,3505695.863,10730860.21,2086173.832,1238149.711,6664400.091,1520179.664,4074848.638,2169197.227
BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,0,1052.937216,4827.702742,30025.2652,550.5152841,680.8716244,0,378.7096193,5297.107556,101.288302,577.9802721,0,0,0,1983.093967,3628.411717,35.81961217,0,0
CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHM,0,1630405.459,905716.216,862633.2897,871274.04,442738.6468,322697.5125,387762.7598,534148.4955,1001663.707,623537.5252,349584.973,924429.6726,348303.8557,539530.6922,1534997.865,1520132.908,1860514.871,2509415.274
LKA,0,3601.057838,2687.224448,3763.552419,9116.851827,1985.874419,5387.314905,0,39739.88032,5100.38689,2064.31627,12379.44579,0,0,56846.13783,0,0,0,0
COG,0,25334.78785,26445.27602,27868.53902,23209.3885,70531.68563,71695.80956,42709.36995,13262.62737,54712.16524,18084.12662,40501.19572,12250.64219,14049.58356,8809.482156,38215.77037,61185.07956,33331.17031,0
COD,0,1256181.623,1308072.266,1277542.252,481698.6839,949265.1997,854821.6198,935666.7018,489308.6793,1239568.383,848427.277,966558.6667,498870.3608,363365.7209,332987.3446,499101.5231,631935.78,230567.6757,247152.3822
BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,0,360124.6448,332390.7148,857850.3452,438145.601,197149.903,94766.40148,42529.71552,220009.8871,708096.2829,234312.6139,105506.1595,193566.9466,203171.1553,216741.2966,585556.5548,38225.62935,88591.7348,27436.75627
AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,0,185958.2832,461456.427,256173.0016,468002.9994,215137.9412,382082.2469,112499.3779,3505.358552,152178.1415,360354.6123,86809.91726,12473.29365,92366.80367,11886.9535,13377.31447,65096.97494,259.0367934,46655.20693
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,0,226202.9315,153811.5984,131536.2085,100627.2871,211049.5466,175648.8609,24047.17811,280573.7067,296765.2414,26074.07047,15995.4592,322630.4093,9321.470628,28259.83988,38460.62325,15627.5646,13220.02805,46480.25663
CRI,0,3761.510066,1849.838537,3079.481783,1075.988163,2583.181358,8072.523449,11033.51114,5801.726451,5404.216876,679.4661793,0,44.41026941,2582.144218,3126.989299,0,343.8775543,2153.421031,1425.314644
CAF,0,353276.7888,231053.6253,435085.8448,266978.4933,358693.4038,25713.62116,280720.0261,90198.64268,38611.94507,57265.58656,77730.69553,329225.0397,54054.17024,7165.12892,161198.2276,63363.58029,58036.99977,1027.501187
CUB,0,48717.29867,19831.75645,60102.42358,86220.10715,42269.51541,15566.47297,111659.2459,13001.59662,23564.90547,80106.3079,82700.06515,67853.90494,2703.880784,20130.90919,4172.29095,101873.7276,1088.003269,33302.68128
CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM,0,22766.18397,9419.608089,18706.01249,9739.67312,12874.89276,105839.1563,1518.468289,15231.49347,0,313090.7227,796.5842154,4957.606738,9703.800245,2597.6005,7387.416154,3392.109972,93.10089842,36635.48277
ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,4245.202345,2026.330265,2410.969626,1543.429832,3277.839969,636.9778524,0,0,9013.734094,750.5640948,46.93251776,0,1328.418294,112.9099563,0,0,895.1256268,17570.80903
ETH,0,120949.9272,43985.56356,148801.2529,102322.4037,166980.3121,33782.257,55937.03561,161527.921,62299.39278,119769.782,55202.9735,54629.25919,160702.9439,33641.64498,54220.37616,77982.59232,34575.9298,30121.27005
AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMB,0,605.5859271,363.3052207,503.7213586,71.75399727,574.8106277,988.2618404,682.053364,906.0509307,385.4619024,991.974007,1424.906904,0,0,0,1596.737612,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,0,63385.22648,23504.52864,55761.01647,20629.20237,152709.1727,13538.85493,42044.27397,55402.95857,65870.79018,63130.55248,0,20712.94215,46727.57105,4485.149765,6103.028395,15423.24859,20114.76634,18778.50883
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,0,583410.0732,217374.3419,4003797.622,158273.7807,1448143.744,9487.01841,112416.7332,1368477.122,11781.73877,761308.6329,15109.38386,353135.3701,126017.4799,448251.0329,30451.9275,133479.6743,45091.53189,247060.9664
GIN,0,143060.5343,101318.5748,147752.6186,213939.9441,69712.55785,119413.3888,33353.00787,63008.39129,41913.76663,46826.33003,46807.94043,48865.91315,10495.15801,76955.21367,29017.94328,28018.9521,41449.99794,29727.02301
GUY,0,9407.580399,6167.519668,112526.521,4520.389759,5418.858116,0,0,85904.23746,0,0,0,171.9684393,0,12157.23302,8453.329858,606.9680474,0,0
HTI,0,96.54865019,48.76553143,85.47955001,50.24874911,60.990362,0,0,0,0,1230.772379,0,0,0,0,57.47788476,0,0,280.8834872
HND,0,123639.2563,30887.20358,704955.3265,43882.8496,99145.93433,13426.20929,5111.103924,321500.2365,17499.83805,147887.884,47256.49392,21405.30162,32015.98014,39149.76294,17728.31148,142760.9486,181.9598153,50522.06623
HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,0,264224.6579,89601.55721,192506.4184,369848.4589,293501.0637,35909.68616,18408.81776,25126.30219,170587.2544,3733.370117,618035.4007,87515.32113,26774.99869,260478.7207,239081.8129,22109.87722,102247.2772,75683.21149
IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV,0,111450.0131,109066.3764,224301.6027,47877.18118,160974.5052,308294.3293,77269.0251,46853.47287,25162.46077,81184.62695,24008.20341,129365.0548,64428.64042,345.3190263,12615.93368,11848.31158,50104.98757,20266.00165
IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM,0,289.2474803,134.6810152,201.120125,113.0463531,173.4614869,0,0,0,0,0,0,0,0,377.3484417,1239.696042,0,0,0
JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,0,43322.34358,18677.73972,23034.19789,80470.5971,48831.84918,5664.488031,1985.510213,62263.44598,786.9426218,80776.19438,15442.97748,0,21862.65959,117846.1443,149.95945,10104.60911,54359.89422,23003.58543
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAO,0,931111.6859,498457.4623,1618042.01,865273.2205,610538.8391,9946.170568,228750.9793,156634.5564,578935.3674,775138.7113,228554.7807,1175324.309,154100.9082,427303.0718,1639020.541,159744.6766,353830.4749,535995.8785
LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,0,9923.559551,5981.67617,52359.26974,10804.75311,5299.834177,8047.627517,0,0,3554.645037,0,711.7205067,4474.658872,0,87839.131,0,0,2264.472728,0
SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,0,1849.245324,5624.211007,5143.735852,5753.01899,69041.12074,315.0819018,4395.482535,6059.602012,15546.66824,17002.09313,3003.670635,850.5830719,2271.610057,3412.301927,6608.493698,2295.116904,10850.3149,1261.764266
MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,0,1465420.978,695420.1723,6274081.012,572411.3368,842749.8703,354643.2042,555685.7826,3132523.48,177649.9928,1201834.674,1018948.045,645081.5481,615384.819,1051533.028,192274.4287,1601690.025,146305.7917,1479318.375
MYS,0,212113.551,843005.7481,2356098.453,297650.1724,227498.9557,21510.12222,292868.3331,187352.3672,364769.2024,411440.4312,119987.2019,155431.0486,53151.22532,546359.7789,352206.3239,205318.2243,147663.9969,141946.3596
MOZ,0,1490.423952,1009.675561,1447.850905,1118.525539,1685.35456,0,50977.01679,0,0,76182.95226,0,0,22736.53338,12380.04806,895.7318544,13339.51401,0,0
MWI,0,399.1373464,234.891548,677.1410409,458.0814365,304.9838548,0,0,0,0,4498.682068,0,0,0,0,0,0,0,0
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,0,51257.27045,26632.89616,23022.98018,58925.51583,67803.37854,179.3199724,14334.40813,989.8651075,1207.50904,54805.57057,0,15725.37489,105842.2872,2841.956091,17102.62721,7702.320273,97.69723562,0
NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,403.7115185,273.9926842,18958.25221,177.9096254,569.9890137,0,0,7302.400737,0,0,0,0,0,0,0,0,0,0
NIC,0,37536.84331,13162.27635,692757.6109,10687.71553,16964.31811,2294.803117,6380.734613,73605.8989,18593.87961,76383.23067,39497.38529,3340.645673,28838.27751,12451.36598,12350.86226,15125.85132,2304.854625,41403.78246
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,0,76187.61568,340017.741,352800.057,898770.3037,290762.5781,461342.8367,727514.348,502103.0057,389528.744,965821.895,214100.3691,2320551.173,141783.5299,103633.9022,329554.4497,260208.1044,179678.1575,367488.5035
PER,0,290.1234708,96.84656197,234.4987346,164.04409,224.218438,0,0,0,0,0,0,0,0,1136.497179,0,0,0,0
PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,0,460.0114829,212.5272075,137.7207415,39.844137,466.3214874,256.0742554,0,0,0,0,0,29.98860351,0,1844.804068,0,0,216.5237762,0
PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,28550.13549,1219179.678,145224.1737,194303.2309,241219.3152,173985.8193,486156.8665,197383.6404,579537.5649,99141.59011,256521.8676,182796.4666,362325.0013,82741.84662,410377.1704,117330.7204,41537.47371,177609.054
GNB,0,84188.84934,60133.35109,16024.60088,95918.49715,11686.31236,57728.16291,51758.22173,63012.87104,72273.73798,23122.23675,43322.57457,29401.74236,31743.74214,35952.62798,11192.20763,76737.67769,9427.241188,2853.24849
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHL,0,14704.31455,8737.60864,17218.24439,8937.044223,9217.886437,0,23464.90939,3570.546317,3802.417089,11255.7501,12499.5493,4475.052643,1973.816282,0,78702.72304,6370.236668,236.6329639,1462.585578
PRI,0,1.801690197,0.823854921,3.008709171,0.950422958,2.65417835,0,0,0,66.31026743,0,0,0,0,0,0,0,0,0
RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,3819.027583,5877.390742,7150.841671,6262.81576,2837.102674,0,0,42731.15536,0,0,0,58982.78156,42213.32802,101.2540288,0,236.5509983,7659.08871,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,0,5766.003889,142900.1799,346.3424194,803.9335879,3869.302453,498.8774143,2692.052409,2846.597716,151.5689565,1076.247132,0,106.4657145,68.83767105,82.23704681,25.3847759,102.1880636,9.740797223,1876.707599
SEN,0,441.5744712,262.4120041,0,344.9793523,0,0,0,962.1407774,345.3338092,229.555823,0,350.5972121,0,0,0,0,0,0
SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,54181.73562,27038.56018,95298.94413,50923.82231,46925.87833,40657.17717,27460.92208,33689.78762,10353.70815,3457.768894,23393.03496,12089.23712,12976.79764,97667.02904,7574.863304,8231.78598,19335.99946,24666.88367
SGP,0,28.4466298,27.23966028,367.9389973,23.44770187,19.99352267,0,0,0,0,49.43927557,126.4279936,0,0,0,0,19.6951467,0,0
SOM,0,429.4199185,274.4602475,262.6049574,343.2495726,672.8692212,0,0,1708.84801,0,0,0,0,132.3935253,0,0,0,0,0
ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,0,179364.2715,82145.58758,113279.4361,171948.666,128588.353,217917.0321,178703.7097,181290.6506,64084.29409,211595.0689,148065.0442,372185.3569,88359.87102,416233.0722,342812.8947,153695.1498,89519.90997,40250.05032
SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,447.0716835,572.6979038,163.287995,509.9670435,433.8239856,0,0,0,0,0,0,2057.867011,467.0469756,0,0,0,0,0
THA,0,182543.768,71673.86592,293078.006,150442.9855,102865.3033,14181.28928,191598.9729,67808.69877,216981.6019,252179.8564,30786.2918,406058.8178,45551.5196,102578.5297,221446.1359,46163.19034,105611.0819,94791.26926
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,0,27986.50847,22872.56427,23808.17478,17661.14282,24279.46958,2042.824857,22227.90627,29565.13408,11829.98295,36245.65314,19409.02548,9710.19634,1409.757025,23023.7805,28302.26088,21852.12422,2359.70812,21848.5366
UGA,0,27129.09331,16902.22106,17364.23558,30524.5641,3096.458789,8150.601347,37363.48713,50399.36255,30666.22314,47651.64498,12384.68887,10345.95686,1686.825426,9526.421021,626.9678283,16760.28433,15740.00198,851.4739574
GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,585658.0783,362152.6731,417247.198,305211.4535,362718.5414,933692.2879,96564.47798,1493191.445,123380.1066,324676.9499,147294.9073,616656.9503,207084.1298,139925.469,918713.3323,70704.51138,54096.97052,278207.2829
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,267556.8125,150959.8459,396102.9888,183259.1938,159644.7003,8900.249328,180445.0629,154458.7837,216612.7911,225893.6041,66164.01702,328470.3069,20870.82945,145048.7853,307035.4879,262269.787,338015.9594,191606.0674
VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,0,63.5479032,46.9418349,48.02715091,48.2397088,47.549595,68.06605939,0,260.3286294,20.67983295,34.28583929,0,0,0,0,0,0,0,0
WLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,0,2389.351374,6770.184159,9223.497554,8178.961804,13255.37405,5009.232305,2908.14669,0,5054.377415,69228.56631,19140.68721,2598.552116,5117.357883,2999.685268,6000.483209,11822.63915,0,7520.037079
ZWE,0,141.442771,94.86757759,145.806553,106.2829785,106.1166214,0,0,0,0,0,0,353.1831291,0,9455.342378,0,0,0,0
IDN,0,1084427.401,25193625.98,5708184.86,3416957.26,2121538.545,602787.2178,4882606.341,1363136.027,3738125.854,2238221.182,5151465.508,683614.882,788100.3096,3161355.337,141065.595,1641813.976,1607075.811,2769070.66
GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
