# Information about resources in each region,,,,,,,,,,
# Prices from GCAM 3.1 model input. 2010 estimated.,,,,,,,,,,
resource,resource_type,market,output-unit,price-unit,capacity.factor,1971,1975,1990,2005,2010
misc emissions sources,unlimited-resource,global,NA,NA,0,0,0,0,0,0
