AgSupplySector,AgSupplySubsector,AgProductionTechnology,SO2_AWB,NOx_AWB,CO_AWB,BC_AWB,OC_AWB,NMVOC_AWB
biomass,biomassAEZ01,biomassAEZ01,60,60,60,60,60,60
biomass,biomassAEZ02,biomassAEZ02,60,60,60,60,60,60
biomass,biomassAEZ03,biomassAEZ03,60,60,60,60,60,60
biomass,biomassAEZ04,biomassAEZ04,60,60,60,60,60,60
biomass,biomassAEZ05,biomassAEZ05,60,60,60,60,60,60
biomass,biomassAEZ06,biomassAEZ06,60,60,60,60,60,60
biomass,biomassAEZ07,biomassAEZ07,60,60,60,60,60,60
biomass,biomassAEZ08,biomassAEZ08,60,60,60,60,60,60
biomass,biomassAEZ09,biomassAEZ09,60,60,60,60,60,60
biomass,biomassAEZ10,biomassAEZ10,60,60,60,60,60,60
biomass,biomassAEZ11,biomassAEZ11,60,60,60,60,60,60
biomass,biomassAEZ12,biomassAEZ12,60,60,60,60,60,60
biomass,biomassAEZ13,biomassAEZ13,60,60,60,60,60,60
biomass,biomassAEZ14,biomassAEZ14,60,60,60,60,60,60
biomass,biomassAEZ15,biomassAEZ15,60,60,60,60,60,60
biomass,biomassAEZ16,biomassAEZ16,60,60,60,60,60,60
biomass,biomassAEZ17,biomassAEZ17,60,60,60,60,60,60
biomass,biomassAEZ18,biomassAEZ18,60,60,60,60,60,60
FiberCrop,FiberCropAEZ01,FiberCropAEZ01,60,60,60,60,60,60
FiberCrop,FiberCropAEZ02,FiberCropAEZ02,60,60,60,60,60,60
FiberCrop,FiberCropAEZ03,FiberCropAEZ03,60,60,60,60,60,60
FiberCrop,FiberCropAEZ04,FiberCropAEZ04,60,60,60,60,60,60
FiberCrop,FiberCropAEZ05,FiberCropAEZ05,60,60,60,60,60,60
FiberCrop,FiberCropAEZ06,FiberCropAEZ06,60,60,60,60,60,60
FiberCrop,FiberCropAEZ07,FiberCropAEZ07,60,60,60,60,60,60
FiberCrop,FiberCropAEZ08,FiberCropAEZ08,60,60,60,60,60,60
FiberCrop,FiberCropAEZ09,FiberCropAEZ09,60,60,60,60,60,60
FiberCrop,FiberCropAEZ10,FiberCropAEZ10,60,60,60,60,60,60
FiberCrop,FiberCropAEZ11,FiberCropAEZ11,60,60,60,60,60,60
FiberCrop,FiberCropAEZ12,FiberCropAEZ12,60,60,60,60,60,60
FiberCrop,FiberCropAEZ13,FiberCropAEZ13,60,60,60,60,60,60
FiberCrop,FiberCropAEZ14,FiberCropAEZ14,60,60,60,60,60,60
FiberCrop,FiberCropAEZ15,FiberCropAEZ15,60,60,60,60,60,60
FiberCrop,FiberCropAEZ16,FiberCropAEZ16,60,60,60,60,60,60
FiberCrop,FiberCropAEZ17,FiberCropAEZ17,60,60,60,60,60,60
FiberCrop,FiberCropAEZ18,FiberCropAEZ18,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ04,FodderGrassAEZ04,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ08,FodderGrassAEZ08,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ09,FodderGrassAEZ09,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ14,FodderGrassAEZ14,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ16,FodderGrassAEZ16,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ17,FodderGrassAEZ17,60,60,60,60,60,60
FodderGrass,FodderGrassAEZ18,FodderGrassAEZ18,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ04,FodderHerbAEZ04,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ08,FodderHerbAEZ08,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ09,FodderHerbAEZ09,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ14,FodderHerbAEZ14,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ16,FodderHerbAEZ16,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ17,FodderHerbAEZ17,60,60,60,60,60,60
FodderHerb,FodderHerbAEZ18,FodderHerbAEZ18,60,60,60,60,60,60
MiscCrop,MiscCropAEZ01,MiscCropAEZ01,60,60,60,60,60,60
MiscCrop,MiscCropAEZ02,MiscCropAEZ02,60,60,60,60,60,60
MiscCrop,MiscCropAEZ03,MiscCropAEZ03,60,60,60,60,60,60
MiscCrop,MiscCropAEZ04,MiscCropAEZ04,60,60,60,60,60,60
MiscCrop,MiscCropAEZ05,MiscCropAEZ05,60,60,60,60,60,60
MiscCrop,MiscCropAEZ06,MiscCropAEZ06,60,60,60,60,60,60
MiscCrop,MiscCropAEZ07,MiscCropAEZ07,60,60,60,60,60,60
MiscCrop,MiscCropAEZ08,MiscCropAEZ08,60,60,60,60,60,60
MiscCrop,MiscCropAEZ09,MiscCropAEZ09,60,60,60,60,60,60
MiscCrop,MiscCropAEZ10,MiscCropAEZ10,60,60,60,60,60,60
MiscCrop,MiscCropAEZ11,MiscCropAEZ11,60,60,60,60,60,60
MiscCrop,MiscCropAEZ12,MiscCropAEZ12,60,60,60,60,60,60
MiscCrop,MiscCropAEZ13,MiscCropAEZ13,60,60,60,60,60,60
MiscCrop,MiscCropAEZ14,MiscCropAEZ14,60,60,60,60,60,60
MiscCrop,MiscCropAEZ15,MiscCropAEZ15,60,60,60,60,60,60
MiscCrop,MiscCropAEZ16,MiscCropAEZ16,60,60,60,60,60,60
MiscCrop,MiscCropAEZ17,MiscCropAEZ17,60,60,60,60,60,60
MiscCrop,MiscCropAEZ18,MiscCropAEZ18,60,60,60,60,60,60
OilCrop,OilCropAEZ01,OilCropAEZ01,60,60,60,60,60,60
OilCrop,OilCropAEZ02,OilCropAEZ02,60,60,60,60,60,60
OilCrop,OilCropAEZ03,OilCropAEZ03,60,60,60,60,60,60
OilCrop,OilCropAEZ04,OilCropAEZ04,60,60,60,60,60,60
OilCrop,OilCropAEZ05,OilCropAEZ05,60,60,60,60,60,60
OilCrop,OilCropAEZ06,OilCropAEZ06,60,60,60,60,60,60
OilCrop,OilCropAEZ07,OilCropAEZ07,60,60,60,60,60,60
OilCrop,OilCropAEZ08,OilCropAEZ08,60,60,60,60,60,60
OilCrop,OilCropAEZ09,OilCropAEZ09,60,60,60,60,60,60
OilCrop,OilCropAEZ10,OilCropAEZ10,60,60,60,60,60,60
OilCrop,OilCropAEZ11,OilCropAEZ11,60,60,60,60,60,60
OilCrop,OilCropAEZ12,OilCropAEZ12,60,60,60,60,60,60
OilCrop,OilCropAEZ13,OilCropAEZ13,60,60,60,60,60,60
OilCrop,OilCropAEZ14,OilCropAEZ14,60,60,60,60,60,60
OilCrop,OilCropAEZ15,OilCropAEZ15,60,60,60,60,60,60
OilCrop,OilCropAEZ16,OilCropAEZ16,60,60,60,60,60,60
OilCrop,OilCropAEZ17,OilCropAEZ17,60,60,60,60,60,60
OilCrop,OilCropAEZ18,OilCropAEZ18,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ03,OtherGrainAEZ03,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ04,OtherGrainAEZ04,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ08,OtherGrainAEZ08,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ09,OtherGrainAEZ09,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ11,OtherGrainAEZ11,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ14,OtherGrainAEZ14,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ16,OtherGrainAEZ16,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ17,OtherGrainAEZ17,60,60,60,60,60,60
OtherGrain,OtherGrainAEZ18,OtherGrainAEZ18,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ03,PalmFruitAEZ03,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ04,PalmFruitAEZ04,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ08,PalmFruitAEZ08,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ09,PalmFruitAEZ09,60,60,60,60,60,60
