# File: A_biocrops_R_AEZ,,,,,,,,,,,,,,
# Description: Sets the name of the bioenergy crop in regions and AEZs,,,,,,,,,,,,,,
# Original source: Patrick Luckow's biomass work,,,,,,,,,,,,,,
region,old_AgSupplySector,old_AgSupplySubsector,old_AgProductionTechnology,old_LandNode2,old_LandNode3,old_LandNode4,old_LandLeaf,AgSupplySector,AgSupplySubsector,AgProductionTechnology,LandNode2,LandNode3,LandNode4,LandLeaf
Africa_Northern,biomass,biomassAEZ01,biomassAEZ01IRR,AgroForest_NonPastureAEZ01,CropLandAEZ01,biomassAEZ01,biomassAEZ01IRR,biomassOil,JatrophaAEZ01,JatrophaAEZ01IRR,AgroForest_NonPastureAEZ01,CropLandAEZ01,JatrophaAEZ01,JatrophaAEZ01IRR
Africa_Northern,biomass,biomassAEZ01,biomassAEZ01RFD,AgroForest_NonPastureAEZ01,CropLandAEZ01,biomassAEZ01,biomassAEZ01RFD,biomassOil,JatrophaAEZ01,JatrophaAEZ01RFD,AgroForest_NonPastureAEZ01,CropLandAEZ01,JatrophaAEZ01,JatrophaAEZ01RFD
India,biomass,biomassAEZ01,biomassAEZ01IRR,AgroForest_NonPastureAEZ01,CropLandAEZ01,biomassAEZ01,biomassAEZ01IRR,biomassOil,JatrophaAEZ01,JatrophaAEZ01IRR,AgroForest_NonPastureAEZ01,CropLandAEZ01,JatrophaAEZ01,JatrophaAEZ01IRR
India,biomass,biomassAEZ01,biomassAEZ01RFD,AgroForest_NonPastureAEZ01,CropLandAEZ01,biomassAEZ01,biomassAEZ01RFD,biomassOil,JatrophaAEZ01,JatrophaAEZ01RFD,AgroForest_NonPastureAEZ01,CropLandAEZ01,JatrophaAEZ01,JatrophaAEZ01RFD
