# File: A_agUnlimitedRscrCurves.csv,,,,,,,,,
# Description: sets the characteristics and supply curves of OtherMeat_Fish,,,,,,,,,
# Original source: NA,,,,,,,,,
# ----------,,,,,,,,,
unlimited.resource,market,output-unit,price-unit,capacity.factor,1971,1975,1990,2005,2010
OtherMeat_Fish,global,Mt,1975$/kg,1,1,1,1,1,1
