Input drivers,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
10000,,,,,,

transportation,air,refined liquids,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
transportation,rail,coal,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
transportation,rail,refined liquids,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
transportation,road,gas,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
transportation,road,refined liquids,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
transportation,domestic ship,coal,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
transportation,domestic ship,refined liquids,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
transportation,international ship,refined liquids,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
urban processes,urban processes,landfills,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
industry,industrial processes,solvents,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0
industry,industrial processes,other industrial processes,1990,NMVOC,34.6,26.7,16.6,30.6,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.3,10.0


GDP range from 10% to 90% of maximum control value,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
10040,,,,,,,,,,,,,,,,,,
,,,,,gdp-control-range,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India
regional natural gas,regional natural gas,regional natural gas,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
regional crude oil,regional crude oil,regional crude oil,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
regional shale oil,regional shale oil,regional shale oil,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids industrial,biomass liquids,biomass liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids industrial,shale oil refining,shale oil refining,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids industrial,coal to liquids,coal to liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids industrial,gas to liquids,gas to liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids enduse,biomass liquids,biomass liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids enduse,shale oil refining,shale oil refining,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids enduse,coal to liquids,coal to liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
refined liquids enduse,gas to liquids,gas to liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,coal,Coal (existing),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,coal,Coal (conv pul),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,coal,Coal (IGCC),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,coal,Coal (IGCC)_CCS,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,gas,Gas (existing),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,gas,Gas (peak load conv),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,gas,Gas (CC),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,gas,Gas (CC)_CCS,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,oil,Oil (existing),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,oil,Oil (peak load conv),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,oil,Oil (IGCC),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,oil,Oil (IGCC)_CCS,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,biomass,Biomass (existing),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,biomass,Biomass (conv),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,biomass,Biomass (IGCC),1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
electricity,biomass,Biomass (IGCC)_CCS,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
H2 Central Production,coal chemical,coal chemical,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
H2 Central Production,coal chemical,coal chemical CCS,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
H2 Central Production,biomass to H2,biomass to H2,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
H2 Central Production,biomass to H2,biomass to H2 CCS,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
building,gas,gas,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
building,coal,coal,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
building,biomass,biomass,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
building,refined liquids,refined liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
building,trad biomass,trad biomass,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
industry,energy-use,biomass,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
industry,energy-use,gas,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
industry,energy-use,coal,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
industry,energy-use,refined liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,air,refined liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,rail,coal,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,rail,refined liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,road,gas,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,road,refined liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,domestic ship,coal,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,domestic ship,refined liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
transportation,international ship,refined liquids,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
urban processes,urban processes,landfills,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
industry,industrial processes,solvents,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5
industry,industrial processes,other industrial processes,1990,NMVOC,26.0,20.0,12.5,22.9,15.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.2,7.5


Diffusional lowering of gdp-mid-control over time,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
10041,,,,,,,,,,,,,,,,,,
,,,,,tech-diffusion,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India
regional natural gas,regional natural gas,regional natural gas,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
regional crude oil,regional crude oil,regional crude oil,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
regional shale oil,regional shale oil,regional shale oil,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids industrial,biomass liquids,biomass liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids industrial,shale oil refining,shale oil refining,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids industrial,coal to liquids,coal to liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids industrial,gas to liquids,gas to liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids enduse,biomass liquids,biomass liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids enduse,shale oil refining,shale oil refining,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids enduse,coal to liquids,coal to liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
refined liquids enduse,gas to liquids,gas to liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,coal,Coal (existing),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,coal,Coal (conv pul),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,coal,Coal (IGCC),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,coal,Coal (IGCC)_CCS,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,gas,Gas (existing),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,gas,Gas (peak load conv),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,gas,Gas (CC),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,gas,Gas (CC)_CCS,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,oil,Oil (existing),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,oil,Oil (peak load conv),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,oil,Oil (IGCC),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,oil,Oil (IGCC)_CCS,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,biomass,Biomass (existing),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,biomass,Biomass (conv),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,biomass,Biomass (IGCC),1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
electricity,biomass,Biomass (IGCC)_CCS,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
H2 Central Production,coal chemical,coal chemical,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
H2 Central Production,coal chemical,coal chemical CCS,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
H2 Central Production,biomass to H2,biomass to H2,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
H2 Central Production,biomass to H2,biomass to H2 CCS,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
building,gas,gas,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
building,coal,coal,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
building,biomass,biomass,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
building,refined liquids,refined liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
building,trad biomass,trad biomass,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
industry,energy-use,biomass,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
industry,energy-use,gas,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
industry,energy-use,coal,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
industry,energy-use,refined liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,air,refined liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,rail,coal,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,rail,refined liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,road,gas,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,road,refined liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,domestic ship,coal,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,domestic ship,refined liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
transportation,international ship,refined liquids,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
urban processes,urban processes,landfills,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
industry,industrial processes,solvents,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
industry,industrial processes,other industrial processes,1990,NMVOC,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5


Final emissions coefficient,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
10050,,,,,,,,,,,,,,,,,,
,,,,,final-emiss-coef,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India
regional natural gas,regional natural gas,regional natural gas,1990,NMVOC,0.008553109,0.029552849,0.001881971,0.026253899,0.020330534,0.002651885,0.021225104,0.021571591,0.039524112,0.013759666,0.000150589,0.027531586,0.00047335,0.002341371
regional crude oil,regional crude oil,regional crude oil,1990,NMVOC,0.000243537,0.077198247,0.020456565,0.000788222,0.045744719,0.009152837,0.062980982,0.560242089,0.451240297,0.129987323,0.000372962,0.025140385,0.001302396,0.004288395
regional shale oil,regional shale oil,regional shale oil,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids industrial,biomass liquids,biomass liquids,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids industrial,shale oil refining,shale oil refining,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids industrial,coal to liquids,coal to liquids,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids industrial,gas to liquids,gas to liquids,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids enduse,biomass liquids,biomass liquids,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids enduse,shale oil refining,shale oil refining,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids enduse,coal to liquids,coal to liquids,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
refined liquids enduse,gas to liquids,gas to liquids,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,coal,Coal (existing),1990,NMVOC,0.000321607,0.00036282,0.000342823,0.002265059,0.000787582,6.94924E-05,0.001026415,0.000573927,0.00108292,0.000393637,4.5032E-06,0.000973962,1.8578E-05,8.21747E-05
electricity,coal,Coal (conv pul),1990,NMVOC,0.000321607,0.00036282,0.000342823,0.002265059,0.000787582,6.94924E-05,0.001026415,0.000573927,0.00108292,0.000393637,4.5032E-06,0.000973962,1.8578E-05,8.21747E-05
electricity,coal,Coal (IGCC),1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,coal,Coal (IGCC)_CCS,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,gas,Gas (existing),1990,NMVOC,0.000228911,0.000258245,0.000244012,0.001612206,0.000560579,4.94628E-05,0.000730573,0.000408505,0.000770792,0.00028018,3.20525E-06,0.000693239,1.32233E-05,5.84896E-05
electricity,gas,Gas (peak load conv),1990,NMVOC,0.000228911,0.000258245,0.000244012,0.001612206,0.000560579,4.94628E-05,0.000730573,0.000408505,0.000770792,0.00028018,3.20525E-06,0.000693239,1.32233E-05,5.84896E-05
electricity,gas,Gas (CC),1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,gas,Gas (CC)_CCS,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,oil,Oil (existing),1990,NMVOC,0.001300213,0.001466832,0.001385987,0.009157317,0.003184083,0.000280948,0.004149652,0.002320307,0.004378092,0.001591419,1.82058E-05,0.003937594,7.51084E-05,0.000332221
electricity,oil,Oil (peak load conv),1990,NMVOC,0.001300213,0.001466832,0.001385987,0.009157317,0.003184083,0.000280948,0.004149652,0.002320307,0.004378092,0.001591419,1.82058E-05,0.003937594,7.51084E-05,0.000332221
electricity,oil,Oil (IGCC),1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,oil,Oil (IGCC)_CCS,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,biomass,Biomass (existing),1990,NMVOC,0.001552999,0.000744954,0.004723031,0.070806599,0.029730351,0.001723946,0.001685388,-1,0.392428993,0.07203766,0.000479308,0.027226403,0.007723927,0.011187428
electricity,biomass,Biomass (conv),1990,NMVOC,0.001552999,0.000744954,0.004723031,0.070806599,0.029730351,0.001723946,0.001685388,-1,0.392428993,0.07203766,0.000479308,0.027226403,0.007723927,0.011187428
electricity,biomass,Biomass (IGCC),1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
electricity,biomass,Biomass (IGCC)_CCS,1990,NMVOC,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
H2 Central Production,coal chemical,coal chemical,1990,NMVOC,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
H2 Central Production,coal chemical,coal chemical CCS,1990,NMVOC,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
H2 Central Production,biomass to H2,biomass to H2,1990,NMVOC,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
H2 Central Production,biomass to H2,biomass to H2 CCS,1990,NMVOC,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
building,gas,gas,1990,NMVOC,0.002464562,0.005480887,0.005654317,0.00068059,0.010021408,0.001554055,0.001891357,0.001051669,0.002286612,0.00078797,0.01621343,0.003112253,0.000761375,9.46023E-05
building,coal,coal,1990,NMVOC,0.063652457,0.05122631,0.22130156,0.008901881,0.134463943,0.027098772,0.045564778,0,0.042137422,0.013190743,0.027787449,0.068125288,0.173112159,0.001417769
building,biomass,biomass,1990,NMVOC,0.662988495,0.759354519,0.344447308,0.443417272,0.808318834,0.406167491,0.087683828,3.971656697,0.671629065,0.748984382,2.847840513,0.120649245,0.221816228,1.433923717
building,refined liquids,refined liquids,1990,NMVOC,0.006451141,0.015336048,0.019851006,0.00213052,0.033424764,0.009762501,0.003113447,0.00989086,0.010781148,0.002523903,0.018575537,0.012943379,0.016165881,0.000311634
building,trad biomass,trad biomass,1990,NMVOC,-1,-1,-1,-1,-1,-1,0.175879579,-1,0.252555692,0.111775019,0.45680718,-1,-1,0.271583176
industry,energy-use,biomass,1990,NMVOC,0.022748508,0.001491528,0.018974301,0.002988362,0.042092446,0.032408098,0.003390997,0.028217345,0.033543191,0.124177219,0.399714957,0.040894884,0.763648134,0.269382197
industry,energy-use,gas,1990,NMVOC,0.02153905,0.016918607,0.010203426,0.001564077,0.026117714,0.021403764,0.021959241,0.002833749,0.000888363,0.019484735,0.046856537,0.005576146,0.027043187,0.027043301
industry,energy-use,coal,1990,NMVOC,0.043127475,0.033875999,0.020430242,0.003131739,0.052295301,0.042856594,0.043968821,0.005673994,0.001778762,0.039014136,0.093820487,0.011165075,0.054148368,0.054148596
