DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUELRFG,BTUELFZZ,BTUELDWH,BTUELCDR
1762,11469,9,3,6,0,1206,3568,2,0,0,16579,56568,476,48937,0,0,0,0,0,48937,0,0,0,15650,0,0,0,0,23073,0,0,0,0,12026,5819,0,0,0
1763,13499,9,3,6,0,1206,3568,5,0,0,13360,45584,0,0,0,0,0,0,12917,0,0,0,0,10644,0,0,0,0,13619,0,0,0,0,4325,4079,0,0,0
1764,12664,9,3,6,0,1833,2565,2,0,0,9162,31261,431,44350,0,0,0,0,3583,38044,0,0,0,4144,0,0,0,0,15206,6306,0,0,0,3020,5308,0,878,0
1765,16771,9,3,7,0,2604,1718,3,0,0,3581,12218,321,33031,0,0,0,0,0,17388,0,0,0,0,9651,0,0,0,6095,5992,0,0,0,0,6123,0,0,0
1766,11466,9,4,8,0,346,7418,5,0,0,4930,16822,0,0,0,0,0,0,8140,0,0,0,0,3779,0,0,0,0,3565,0,0,0,0,0,1338,0,0,0
1767,21252,9,2,3,0,849,5936,2,0,0,2451,8363,1239,127493,0,0,0,0,0,103519,0,0,0,0,18824,0,0,0,6010,5150,0,0,0,0,2353,0,0,1638
1768,19246,9,2,3,0,849,5936,2,0,0,5116,17456,1088,111955,0,0,0,0,0,80907,0,0,0,0,22668,0,0,0,10965,8380,0,0,0,3561,2930,0,0,1194
1769,21252,9,2,3,0,849,5936,2,0,0,3251,11091,1547,159221,0,0,0,0,0,138007,0,0,0,0,16657,0,0,0,7700,4557,0,0,0,0,3391,0,0,2778
1770,28716,9,2,4,0,922,7153,2,0,0,6229,21253,724,74500,0,0,0,0,0,53384,0,0,0,0,13756,0,0,0,11962,7360,0,0,0,4400,4891,0,936,0
1771,17888,9,2,4,0,922,7153,2,0,0,5248,17906,978,100636,0,0,0,0,1456,77320,0,0,0,0,16668,0,0,0,12032,6648,0,0,0,0,4418,2176,0,0
1772,27627,9,3,5,0,1301,3885,2,0,0,17314,59075,0,0,0,0,0,0,24667,0,0,0,0,5932,0,0,0,0,16201,0,0,0,0,9008,3267,0,0,2812
1773,25020,9,3,5,0,1301,3885,2,0,0,11544,39388,0,0,361,50067,0,0,0,0,50067,0,0,8751,0,0,0,0,21960,0,0,0,0,3755,4922,3952,0,5632
1774,14440,9,4,8,0,5161,1093,5,0,0,7997,27285,0,0,0,0,0,0,2138,0,0,0,0,3745,0,0,0,0,7346,0,0,0,0,10139,3917,0,1219,0
1775,20375,9,4,9,2,1314,1258,4,0,0,2983,10179,194,19953,0,0,0,0,0,9015,0,0,0,0,6709,0,0,0,6563,4229,0,0,0,0,3616,0,0,0
1776,20375,9,4,9,2,1314,1258,3,0,0,20977,71574,794,81703,0,0,0,0,0,24385,0,0,0,0,28176,0,0,0,49142,29142,0,0,0,5706,16726,6945,0,0
1777,8416,9,1,1,0,777,5312,2,0,0,9769,33332,0,0,675,91125,0,0,0,0,72856,0,0,0,0,18269,0,0,29200,0,0,0,0,0,4132,5448,2020,3925
1778,22217,9,1,1,0,903,5053,3,0,0,5372,18329,797,81981,0,0,0,0,0,47751,0,0,0,0,24897,0,0,0,13894,9333,0,0,0,1204,3231,3061,0,0
1779,12920,9,1,1,0,903,5053,2,25,3375,27747,94673,0,0,0,0,0,0,29611,0,0,0,3375,17457,0,0,0,0,31377,0,0,0,0,5121,11107,5079,0,3259
1780,17773,9,1,2,0,608,5826,5,0,0,12774,43585,0,0,0,0,0,0,17990,0,0,0,0,7406,0,0,0,0,15214,0,0,0,0,0,2975,0,0,2197
1781,20470,9,1,2,0,608,5826,2,0,0,8843,30172,1106,113807,0,0,0,0,0,86168,0,0,0,0,23150,0,0,0,20701,4489,0,0,0,0,9471,0,2017,0
1782,17000,9,1,2,0,714,5631,2,0,0,11919,40668,1035,106506,0,0,0,0,0,77864,0,0,0,0,28642,0,0,0,28676,0,0,0,0,7661,4331,3974,2003,2335
1783,28535,9,2,3,0,1083,4889,4,0,0,6338,21625,0,0,0,0,0,0,8205,0,0,0,0,4793,0,0,0,0,4852,0,0,0,0,1765,2010,0,0,0
1784,33290,9,2,3,0,620,6215,3,0,0,4398,15006,615,63284,0,0,0,0,0,47842,0,0,0,0,15442,0,0,0,9507,0,0,0,0,1822,3677,0,0,2706
1785,23036,9,3,5,4,3308,522,5,0,0,12270,41865,0,0,0,0,0,0,3712,0,0,0,0,5247,0,0,0,0,18977,0,0,0,0,6926,7003,0,2416,2816
1786,23803,9,3,5,0,1936,2164,2,0,0,19384,66138,0,0,0,0,0,0,8655,0,0,0,0,14638,0,0,0,0,29682,0,0,0,0,8659,4504,5523,842,2350
1787,40833,9,3,5,4,2628,1061,4,0,0,28546,97399,0,0,0,0,0,0,3645,0,0,0,0,15093,0,0,0,0,44364,0,0,0,0,22579,11718,0,0,12449
1788,25212,9,3,5,4,2628,1061,2,0,0,4567,15583,248,25519,0,0,0,0,0,11963,0,0,0,0,13556,0,0,0,6306,0,0,0,0,6577,2700,0,889,1295
1789,39144,9,3,5,4,2723,1010,2,0,0,10570,36065,369,37970,0,0,0,0,0,16154,0,0,0,0,21816,0,0,0,13577,0,0,0,0,16821,5667,0,2353,2743
1790,17999,9,3,6,0,1315,3649,1,0,0,21167,72222,0,0,0,0,0,0,20605,0,0,0,0,14707,0,0,0,0,25737,0,0,0,0,5561,5612,0,0,8100
1791,11469,9,3,6,0,1626,3836,2,0,0,19546,66691,915,94154,0,0,0,0,0,75137,0,0,0,0,19017,0,0,0,48523,0,0,0,0,10554,7614,7580,0,11873
1792,11469,9,3,6,0,1626,3836,2,0,0,14549,49639,1228,126398,0,0,0,0,0,98709,0,0,0,0,21488,0,0,0,37904,6201,0,0,0,7092,4643,9244,0,10428
1793,20154,9,3,7,3,2642,2294,4,0,0,6094,20793,360,37062,0,0,0,0,0,24395,0,0,0,0,8139,0,0,0,9208,4528,0,0,0,8654,2931,0,0,0
1794,24950,9,3,7,3,2995,1542,2,0,0,12293,41944,0,0,0,0,550,50232,0,0,0,27511,0,0,0,0,16733,0,34836,0,0,5988,0,0,7108,16185,0,0
1795,24950,9,3,7,3,2995,1542,1,0,0,14130,48212,0,0,0,0,300,27399,3239,0,0,12191,0,0,0,0,11577,0,35460,0,0,3631,0,3378,6135,3711,0,5679
1796,16795,9,3,7,3,1937,3402,2,0,0,11306,38576,1154,118747,0,0,0,0,0,82928,0,0,0,0,23532,0,0,0,21426,12287,0,0,0,12953,4197,2700,1685,0
1797,18518,9,3,7,0,2704,1437,2,0,0,5766,19674,194,19963,0,0,0,0,0,10303,0,0,0,0,7426,0,0,0,10457,2234,0,0,0,6377,2840,3841,503,1801
1798,18518,9,3,7,0,2704,1437,1,0,0,6325,21581,192,19757,0,0,0,0,0,16536,0,0,0,2928,0,0,0,0,8891,3221,0,0,0,6258,3504,0,0,3801
1799,19740,9,3,7,0,2704,1437,1,0,0,22545,76924,0,0,0,0,0,0,5932,0,0,0,0,16061,0,0,0,0,32687,0,0,0,0,16717,5527,4952,1840,6861
1800,11726,9,4,8,0,3509,1692,5,0,0,8177,27900,0,0,0,0,0,0,3177,0,0,0,0,4759,0,0,0,0,8244,0,0,0,0,9025,2695,0,1095,0
1801,26416,9,1,2,0,515,5831,2,0,0,7759,26474,1540,158466,0,0,0,0,1700,123642,0,0,0,0,22537,0,0,0,16647,12287,0,0,0,2740,5387,4100,2145,0
1802,17776,9,2,3,0,1149,5046,5,0,0,7112,24266,144,14860,0,0,0,0,15197,0,0,0,0,0,9419,0,0,0,4613,5441,0,0,0,1983,2473,0,0,0
1803,25040,9,2,3,0,1149,5046,2,0,0,11525,39324,883,90861,0,0,0,0,0,60429,0,0,0,0,22449,0,0,0,24614,7983,0,0,0,10004,4706,4139,0,4666
1804,17942,9,2,4,0,1114,4873,2,0,0,24151,82403,0,0,0,0,0,0,23454,0,0,0,0,10477,0,0,0,0,33892,0,0,0,0,6169,8411,5702,3013,4684
1805,15698,9,2,4,0,1114,4873,2,0,0,17131,58451,0,0,0,0,725,66214,0,0,0,66214,0,12668,0,0,0,0,30178,0,0,0,0,7528,8077,4985,3210,0
1806,11287,9,2,4,0,777,7988,2,0,0,9606,32778,0,0,0,0,1128,103010,1500,0,0,103010,0,5135,0,0,0,0,19511,0,0,0,0,2223,4409,3878,0,4713
1807,11287,9,2,4,0,777,7988,2,0,0,10738,36638,0,0,0,0,1212,110713,0,0,0,73391,0,0,0,0,30510,0,29008,0,0,6812,0,3417,4213,4219,3380,4551
1808,11287,9,2,4,0,777,7988,2,0,0,15132,51630,0,0,0,0,420,38332,0,0,0,34612,0,15094,0,0,0,0,26029,0,0,3720,0,4959,5548,0,2559,5956
1810,59549,9,3,5,0,1422,3175,2,0,0,11524,39320,428,44041,0,0,0,0,0,44041,0,0,0,5620,0,0,0,0,19083,0,0,0,0,6994,7623,2907,0,2664
1811,22464,9,3,7,0,2078,3287,2,0,0,17511,59748,0,0,0,0,607,55423,0,0,0,45600,0,0,0,0,9823,0,44256,0,0,0,0,6750,8742,4813,2591,6455
1812,12647,9,1,1,0,820,5247,5,0,0,2086,7117,146,15015,0,0,0,0,0,11280,0,0,0,0,3735,0,0,0,3400,0,0,0,0,1439,2278,0,0,0
1813,10504,9,1,1,0,820,5247,5,0,0,1912,6524,215,22113,0,0,0,0,0,17334,0,0,0,0,4779,0,0,0,3183,0,0,0,0,1473,1868,0,0,0
1814,27244,9,1,2,1,1216,4298,5,0,0,6522,22253,552,56760,0,0,0,0,0,32497,0,0,0,0,18221,0,0,0,11051,6042,0,0,0,5597,5605,0,0,0
1815,17525,9,1,2,0,596,5508,2,0,0,7565,25812,1128,116071,0,0,0,0,0,99044,0,0,0,0,17027,0,0,0,14790,0,0,0,0,1107,9915,4576,0,2951
1816,23754,9,2,4,0,922,7153,3,0,0,3326,11348,514,52891,0,0,0,0,0,39587,0,0,0,0,13304,0,0,0,7532,0,0,0,0,1375,2441,0,0,1969
1817,19729,9,2,4,0,922,7153,3,0,0,5092,17374,508,52273,0,0,0,0,0,42189,0,0,0,0,10084,0,0,0,10779,0,0,0,0,1955,4640,0,667,1862
1818,20288,9,2,4,0,1713,4249,3,0,0,10472,35730,423,43527,0,0,0,0,901,30437,0,0,0,0,10052,0,0,0,17255,3038,0,0,0,8875,8699,0,1137,2832
1819,44630,9,3,5,0,1125,4263,2,0,0,8590,29309,864,88906,0,0,0,0,1208,67610,0,0,0,0,21296,0,0,0,19837,0,0,0,0,3985,4279,0,1523,2219
1820,89260,9,3,5,0,1072,4394,3,0,0,11610,39613,964,99196,0,0,0,0,0,67734,0,0,0,0,25110,0,0,0,25650,6352,0,0,0,11627,2336,1888,1796,5358
1821,21840,9,3,7,3,2642,2294,5,0,0,15329,52303,0,0,0,0,0,0,7282,0,0,0,0,9144,0,0,0,0,19381,0,0,0,0,12283,4213,0,751,0
1822,28878,9,4,8,0,5161,1093,2,0,0,6259,21356,204,20992,0,0,0,0,0,10709,0,0,0,0,10283,0,0,0,6119,0,0,0,0,12319,2918,0,420,1503
1823,18308,9,4,8,0,5161,1093,4,0,0,15739,53703,0,0,0,0,0,0,3292,0,0,0,0,8096,0,0,0,0,13344,0,0,0,0,22152,6819,0,758,0
1824,23510,9,4,9,2,1050,1290,5,0,0,5017,17118,63,6483,0,0,0,0,0,1375,0,0,0,0,3134,0,0,0,11728,1974,0,0,0,0,5390,0,0,0
1825,19933,9,4,9,2,544,1413,2,0,0,4413,15058,746,76755,0,0,0,0,0,33245,0,0,0,0,31748,0,0,0,13289,11762,0,0,0,0,1769,2170,0,2602
1826,11108,9,1,1,0,777,5312,2,0,0,10536,35949,1648,169566,0,0,0,0,2123,80638,0,0,0,0,30728,0,0,0,29103,58200,0,0,0,783,3940,0,2764,0
1827,15403,9,1,2,0,961,4850,2,0,0,16072,54836,0,0,0,0,0,0,19914,0,0,0,0,4693,0,0,0,0,18425,0,0,0,0,4422,7382,2065,2161,2519
1828,16110,9,1,2,1,653,6217,5,0,0,5363,18299,394,40543,0,0,0,0,1132,25412,0,0,0,0,15131,0,0,0,12365,0,0,0,0,2308,2494,0,0,0
1829,17788,9,1,2,1,653,6217,2,0,0,7680,26204,949,97652,0,0,0,0,0,79098,0,0,0,0,18554,0,0,0,17495,0,0,0,0,1517,7192,0,1295,4635
1830,17219,9,1,2,0,1027,4807,2,0,0,10078,34386,0,0,0,0,0,0,9595,0,0,0,0,6130,0,0,0,0,16081,0,0,0,0,0,2580,2787,1313,1530
1831,46951,9,2,3,0,713,6796,2,0,0,8884,30312,958,98578,0,0,0,0,0,82767,0,0,0,5695,15811,0,0,0,15505,0,0,0,0,7138,1974,0,533,1909
1832,25040,9,2,3,0,620,6215,3,0,0,11107,37897,879,90449,0,0,0,0,0,55727,0,0,0,0,26183,0,0,0,28766,8539,0,0,0,5150,3981,2084,1537,0
1833,25040,9,2,3,0,537,6019,2,0,0,7829,26712,819,84275,0,0,0,0,0,61637,0,0,0,0,17120,0,0,0,22374,5518,0,0,0,1330,3008,0,0,4563
1834,14148,9,4,8,0,592,6074,3,0,0,6214,21202,1233,126837,0,0,0,0,0,92641,0,0,0,0,24980,0,0,0,18790,9216,0,0,0,0,2412,0,1653,2408
1835,5594,9,4,9,0,0,10045,5,0,0,12177,41549,0,0,0,0,0,0,18382,0,0,0,0,8213,0,0,0,0,13571,0,0,0,0,0,1383,0,0,4123
1836,22443,9,1,1,0,447,6822,2,0,0,3435,11720,0,0,1215,168508,53,4814,0,0,133341,0,0,0,0,35167,0,0,9343,0,0,4814,0,0,2377,0,0,2170
1837,22443,9,1,1,0,447,6822,2,0,0,10851,37024,0,0,826,114558,0,0,0,0,114558,0,0,9307,0,0,0,0,24299,0,0,0,0,0,3418,0,2141,4161
1838,10329,9,1,1,0,590,6433,2,0,0,6600,22518,84,8687,498,69073,0,0,0,0,48275,0,0,0,0,20798,0,0,17208,8687,0,0,0,1316,3994,0,0,2908
1839,19869,9,1,2,0,515,5831,2,0,0,7776,26532,1060,109074,0,0,0,0,0,81596,0,0,0,0,21486,0,0,0,21049,5992,0,0,0,2516,2967,3476,0,6781
1840,15257,9,1,2,1,1251,4242,2,0,0,6571,22420,0,0,476,66016,43,3927,0,0,66016,0,0,8399,0,0,0,0,9892,0,0,3927,0,1182,2947,0,0,0
1841,13054,9,1,2,1,1251,4242,2,0,0,14136,48232,0,0,117,16227,59,5388,0,0,16227,0,0,14286,0,0,0,0,29317,0,0,5388,0,0,4629,3997,0,4687
1842,12206,9,1,2,1,1251,4242,2,0,0,7966,27180,0,0,951,131894,53,4840,0,0,96186,0,0,0,0,35708,0,0,18818,0,0,4840,0,0,8362,4474,1539,0
1843,19654,9,2,3,0,567,7038,2,0,0,6071,20714,756,77792,0,0,0,0,0,55448,0,0,0,0,22344,0,0,0,15945,0,0,0,0,2359,2410,0,1413,3520
1844,14740,9,2,3,0,693,6877,2,0,0,12605,43008,0,0,805,111645,0,0,1515,0,111645,0,0,6583,0,0,0,0,24595,0,0,0,0,2655,7660,8266,0,2171
1845,19654,9,2,3,0,693,6877,2,0,0,5836,19912,953,98064,0,0,0,0,1329,80878,0,0,0,0,11002,0,0,0,16070,6184,0,0,0,0,2513,3886,0,0
1846,19070,9,2,4,0,980,5771,5,0,0,6220,21223,0,0,0,0,0,0,10303,0,0,0,0,2697,0,0,0,0,4995,0,0,0,0,983,2245,0,0,0
1847,17271,9,2,4,0,980,5771,5,0,0,9154,31233,0,0,0,0,0,0,11535,0,0,0,0,6875,0,0,0,0,8376,0,0,0,0,1095,3352,0,0,0
1848,16119,9,2,4,0,980,5771,2,0,0,1369,4671,1205,124009,0,0,0,0,0,118994,0,0,0,765,0,0,0,0,3116,5015,0,0,0,395,395,1036,0,535
1849,13817,9,2,4,0,980,5771,2,0,0,36776,125480,0,0,0,0,0,0,46986,0,0,0,0,16079,0,0,0,0,44712,0,0,0,0,9730,7973,2615,2726,6345
1850,16119,9,2,4,0,980,5771,2,0,0,16471,56199,745,76661,0,0,0,0,0,76661,0,0,0,15241,0,0,0,0,28929,0,0,0,0,6774,5255,4308,4036,6967
1851,21492,9,2,4,0,980,5771,2,0,0,8774,29937,1059,108971,0,0,0,0,0,90161,0,0,0,0,18810,0,0,0,14425,0,0,0,0,10447,5065,0,0,2364
1852,16119,9,2,4,0,980,5771,2,0,0,14202,48457,0,0,0,0,0,0,4949,0,0,0,0,13872,0,0,0,0,23953,0,0,0,0,1320,4363,0,0,6685
1853,21492,9,2,4,0,980,5771,1,0,0,8210,28012,714,73471,0,0,0,0,1339,59001,0,0,0,0,14470,0,0,0,17018,0,0,0,0,4816,4839,0,0,4207
1854,22576,9,2,4,0,1114,4873,2,0,0,10631,36273,0,0,0,0,400,36532,0,0,0,25536,0,0,0,0,7591,0,22913,0,0,3405,0,7229,6131,7003,1480,0
1855,11287,9,2,4,0,777,7988,2,0,0,17507,59734,0,0,0,0,400,36532,1498,0,0,36532,0,10428,0,0,0,0,37234,0,0,0,0,2730,7844,5709,2362,4708
1856,11287,9,2,4,0,777,7988,2,0,0,15833,54022,0,0,0,0,415,37902,0,0,0,35522,0,7708,0,0,0,0,31487,0,0,2380,0,7934,6893,8390,0,3446
1857,15051,9,2,4,0,711,8122,1,0,0,17034,58120,0,0,0,0,819,74799,0,0,0,74799,0,18423,0,0,0,0,33760,0,0,0,0,0,5937,9557,0,0
1858,11861,9,2,4,0,777,7988,2,0,0,12354,42152,0,0,722,100134,0,0,0,0,100134,0,0,9818,0,0,0,0,21187,0,0,0,0,4303,6844,2200,0,2592
1859,39557,9,3,5,0,1422,3175,2,0,0,8007,27320,0,0,0,0,0,0,9073,0,0,0,0,2523,0,0,0,0,7814,0,0,0,0,3843,4067,0,0,1915
1860,13837,9,3,6,0,1907,2760,2,0,0,8019,27362,207,21300,0,0,0,0,6964,10486,0,0,0,0,8387,0,0,0,10131,2427,0,0,0,7014,3253,0,0,0
1861,26031,9,3,6,0,1907,2760,1,0,0,11977,40866,0,0,0,0,300,27399,1737,0,0,21161,0,9524,0,0,0,0,22048,0,0,6238,0,3518,4039,3498,0,0
1862,15629,9,3,6,0,1907,2760,1,0,0,5627,19201,236,24284,0,0,0,0,0,24284,0,0,0,3851,0,0,0,0,6842,0,0,0,0,3495,5013,0,0,0
1863,14372,9,3,6,0,1206,3568,2,0,0,6953,23724,0,0,0,0,328,29956,1552,0,0,29956,0,3756,0,0,0,0,12124,0,0,0,0,2564,3728,0,0,2851
1864,11892,9,1,1,0,820,5247,3,0,0,4681,15972,1445,148691,0,0,0,0,0,88826,0,0,0,0,43900,0,0,0,12797,15965,0,0,0,0,3175,0,0,0
1865,16410,9,1,1,0,820,5247,3,0,0,8557,29197,0,0,0,0,0,0,10317,0,0,0,0,6087,0,0,0,0,10246,0,0,0,0,0,2547,0,0,2040
1866,19026,9,1,1,0,769,5549,2,0,0,13224,45120,0,0,419,58111,0,0,0,0,58111,0,0,9454,0,0,0,0,31193,0,0,0,0,1143,3330,0,2384,4752
1867,20434,9,1,2,1,1251,4242,5,0,0,5253,17923,25,2573,0,0,0,0,0,1005,0,0,0,0,1115,0,0,0,13794,453,0,0,0,1216,2913,0,0,0
1868,18050,9,1,2,1,1216,4298,5,0,0,5102,17408,61,6277,346,47922,0,0,0,0,33818,0,0,0,0,14104,0,0,10146,6277,0,0,0,2493,4769,0,0,0
1869,19246,9,2,3,0,849,5936,2,0,0,2209,7537,1586,163199,0,0,0,0,0,144080,0,0,0,0,12180,0,0,0,4375,6939,0,0,0,1551,1611,0,0,0
1870,17867,9,2,4,0,922,7153,3,0,0,5189,17705,653,67194,0,0,0,0,889,67194,0,0,0,3045,0,0,0,0,10092,0,0,0,0,1295,2384,0,1402,2180
1871,30993,9,3,5,0,1424,3687,2,0,0,11725,40006,705,72545,0,0,0,0,1469,49823,0,0,0,0,17061,0,0,0,24212,5661,0,0,0,5729,8596,3157,754,2105
1872,30993,9,3,5,0,1424,3687,2,0,0,12132,41394,693,71310,0,0,0,0,0,49816,0,0,0,0,16095,0,0,0,28739,5399,0,0,0,7128,5527,10472,0,3063
1873,26153,9,4,8,0,5161,1093,2,0,0,7732,26382,314,32311,0,0,0,0,1104,14839,0,0,0,0,17472,0,0,0,6994,0,0,0,0,11115,7169,0,0,0
1874,11471,9,4,8,0,5161,1093,2,0,0,10127,34553,253,26034,0,0,0,0,0,15271,0,0,0,0,10763,0,0,0,16252,0,0,0,0,14620,3681,2975,1532,2232
1875,11809,9,4,8,0,663,5576,2,0,0,9684,33042,620,63798,0,0,0,0,0,45363,0,0,0,0,18435,0,0,0,28601,0,0,0,0,0,4441,0,0,7311
1876,17632,9,4,9,2,1704,1359,5,0,0,1526,5207,31,3190,0,0,0,0,0,973,0,0,0,0,1362,0,0,0,2937,855,0,0,0,958,1312,0,0,0
1877,33959,9,4,9,2,1058,1281,3,0,0,11697,39912,613,63044,0,0,0,0,0,24928,0,0,0,0,23733,0,0,0,26476,14383,0,0,0,9747,3689,0,4174,0
1878,17148,9,1,1,0,903,5053,5,0,0,1715,5852,27,2796,72,9935,0,0,0,0,5394,0,0,0,0,4541,0,0,2311,2796,0,0,0,965,2576,0,437,0
1879,16110,9,1,2,1,638,5957,2,0,0,3594,12264,926,95247,0,0,0,0,0,69588,0,0,0,0,17907,0,0,0,7861,7752,0,0,0,0,4403,0,0,0
1880,21480,9,1,2,1,638,5957,4,0,0,4877,16641,1420,146131,0,0,0,0,0,110533,0,0,0,0,22681,0,0,0,13383,12917,0,0,0,0,3258,0,0,0
1881,15026,9,1,2,0,801,5235,2,0,0,9821,33509,0,0,678,94032,0,0,0,0,94032,0,0,6612,0,0,0,0,16419,0,0,0,0,6193,4285,0,0,3549
1882,15026,9,1,2,0,801,5235,2,0,0,9703,33107,0,0,297,41191,0,0,0,0,41191,0,0,5946,0,0,0,0,14984,0,0,0,0,5437,6740,0,2191,3191
1883,18780,9,2,3,0,713,6796,2,0,0,13555,46250,910,93639,0,0,0,0,0,71894,0,0,0,0,21745,0,0,0,38621,0,0,0,0,2942,4687,0,0,5759
1884,17776,9,2,3,0,713,6796,5,0,0,8132,27746,0,0,0,0,0,0,15888,0,0,0,0,2546,0,0,0,0,5389,0,0,0,0,1638,2285,0,540,0
1885,17776,9,2,3,0,713,6796,5,0,0,7673,26180,0,0,0,0,0,0,16519,0,0,0,0,2076,0,0,0,0,3706,0,0,0,0,1396,2483,0,1082,0
1886,16755,9,2,3,0,715,5590,2,0,0,7290,24873,0,0,0,0,700,63931,0,0,0,63931,0,8382,0,0,0,0,12127,0,0,0,0,0,4364,0,0,0
1887,17606,9,2,3,0,715,5590,2,0,0,6954,23727,205,21134,498,69068,0,0,887,0,69068,0,0,0,21134,0,0,0,18785,0,0,0,0,1487,2568,1553,1398,1629
1888,18780,9,2,3,0,537,6019,2,0,0,8289,28282,1456,149822,0,0,0,0,0,113632,0,0,0,0,27978,0,0,0,19410,8212,0,0,0,869,8003,0,0,2333
1889,22536,9,2,3,0,1072,5409,2,0,0,11925,40688,931,95800,0,0,0,0,0,68898,0,0,0,0,17270,0,0,0,26229,9632,0,0,0,6302,8157,5798,1741,0
1890,53594,9,3,5,4,4151,224,1,0,0,6894,23522,0,0,0,0,22,2037,1614,0,0,0,0,5156,0,0,0,0,8326,0,0,2037,0,4098,4328,0,0,2444
1891,24133,9,3,5,4,2726,992,2,0,0,26777,91363,0,0,0,0,0,0,6507,0,0,0,0,20428,0,0,0,0,36536,0,0,0,0,20335,7557,3673,0,7953
1892,24755,9,3,5,0,1133,4591,2,0,0,22978,78401,2227,229158,0,0,0,0,26387,62742,0,0,0,0,48721,0,0,0,38445,117695,0,0,0,10301,3268,0,1661,4956
1893,30714,9,3,5,4,2628,1061,4,0,0,12332,42077,0,0,0,0,0,0,3816,0,0,0,0,7397,0,0,0,0,16503,0,0,0,0,11192,3169,0,565,3462
1894,23036,9,3,5,4,2225,1480,2,0,0,26869,91677,0,0,0,0,0,0,12969,0,0,0,0,17473,0,0,0,0,37115,0,0,0,0,19804,4316,6673,4875,5620
1895,17999,9,3,6,0,1315,3649,2,0,0,21195,72317,0,0,0,0,0,0,19831,0,0,0,0,10160,0,0,0,0,30219,0,0,0,0,8405,3702,2984,0,4755
1896,16885,9,3,6,0,1626,3836,2,0,0,15393,52521,526,54125,0,0,0,0,0,37665,0,0,0,0,10524,0,0,0,34749,5936,0,0,0,9084,8688,0,3632,0
1897,11469,9,3,6,0,1626,3836,2,0,0,11343,38702,1164,119776,0,0,0,0,0,82376,0,0,0,0,27432,0,0,0,27015,9968,0,0,0,7043,4644,2952,0,4837
1898,13499,9,3,6,0,2716,1291,1,0,0,11592,39552,0,0,0,0,0,0,4420,0,0,0,0,11687,0,0,0,0,8534,0,0,0,0,8205,6706,0,0,0
1899,11469,9,3,6,0,2716,1291,2,0,0,10207,34826,401,41263,0,0,0,0,0,17608,0,0,0,0,16194,0,0,0,15435,7461,0,0,0,13386,6005,0,2450,0
1900,37036,9,3,7,0,2374,3348,2,0,0,17275,58942,615,63284,0,0,0,0,0,57286,0,0,0,7559,0,0,0,0,35424,5998,0,0,0,4295,11664,12600,1603,5738
1901,12598,9,4,9,0,35,5821,1,0,0,24604,83949,0,0,0,0,0,0,23514,0,0,0,0,21269,0,0,0,0,36394,0,0,0,0,287,2485,0,2840,8476
1902,5594,9,4,9,0,0,10045,4,0,0,7085,24174,1214,124921,0,0,0,0,0,90040,0,0,0,0,26172,0,0,0,22229,8709,0,0,0,0,1945,0,0,4342
1903,11444,9,1,1,0,590,6433,2,0,0,3305,11277,0,0,478,66357,0,0,0,0,66357,0,0,3652,0,0,0,0,5307,0,0,0,0,0,2318,0,0,0
1904,18780,9,2,3,0,697,5598,4,0,0,10644,36317,720,74059,0,0,0,0,0,58404,0,0,0,0,15655,0,0,0,23344,0,0,0,0,6911,6062,0,0,3868
1905,18780,9,2,3,0,697,5598,2,0,0,8891,30336,1570,161571,0,0,0,0,1348,140273,0,0,0,0,21298,0,0,0,17675,0,0,0,0,4467,6846,0,0,2478
1906,31300,9,2,3,0,697,5598,2,0,0,9363,31947,1324,136281,0,0,0,0,0,106667,0,0,0,0,29614,0,0,0,18598,0,0,0,0,6970,6379,0,3163,1663
1907,25040,9,2,3,0,1149,5046,2,0,0,8447,28822,1165,119879,0,0,0,0,0,72465,0,0,0,0,47414,0,0,0,22353,0,0,0,0,3386,3083,0,2336,6971
1908,17799,9,2,4,0,980,5771,2,0,0,9440,32209,754,77587,0,0,0,0,0,74240,0,0,0,6095,0,0,0,0,17444,3347,0,0,0,3843,4827,2378,0,2889
1909,21430,9,2,4,0,980,5771,2,0,0,10150,34632,778,80056,0,0,0,0,0,56067,0,0,0,0,17635,0,0,0,23111,6354,0,0,0,4170,7351,8826,3385,0
1910,16119,9,2,4,0,980,5771,2,0,0,17111,58383,506,52067,0,0,0,0,0,52067,0,0,0,14814,0,0,0,0,29964,0,0,0,0,8996,4609,2585,3541,6112
1911,17799,9,2,4,0,980,5771,2,0,0,3919,13372,905,93125,0,0,0,0,0,82109,0,0,0,0,11016,0,0,0,8076,0,0,0,0,1248,4048,0,0,0
1912,16119,9,2,4,0,980,5771,2,0,0,13522,46137,1071,110206,0,0,0,0,0,75511,0,0,0,0,34695,0,0,0,34643,0,0,0,0,2086,9408,13369,4175,2815
