HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,WOODAMT,CORDPLUS,BURNHRS,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,FODEL,NFODELNC,NDIFFOCO,QUANTFO,LPGDELV,NLPDELNC,NDIFLPCO,KERODEL,NOKRDEL,NDIFKRCO,KEROCASH,NOKRCASH,NKRGALNC,TOTPAYKR,MONEYPY,LPGWATER,LPGWARM,LPGCOOL,LPGFOOD,LPGOUT,LPGOTHER,FOIWATER,FOILWARM,FOILFOOD,KERWATER,KERWARM,KERFOOD,HEATED,AREA1980,GALLONKR,BTUKER,GALLONFO,BTUFO,GALLONLP,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
3472,14873,4,8,04,01,03,1,999,5,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,652,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3473,20762,1,2,02,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1860,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3474,14384,4,9,05,01,03,4,999,3,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,0,0,1552,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3475,29654,1,2,01,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,1440,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3476,13635,2,4,05,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,09,0,0,0,0,0,0,0,0,0,0,0,0,526,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3477,10772,1,1,01,03,03,9,999,9,01,9,9,05,1,9,1,4,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,1,0,0,0,0,280,2,999999,9999999,669,92784,999999,9999999,63570,9999999,9999999,92784,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3478,10351,1,1,01,03,02,9,999,9,03,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,1,1,0,0,0,0,495,1,999999,9999999,396,53425,999999,9999999,52843,9999999,9999999,37324,9999999,9999999,16101,9999999,9999999,9999999,9999999,9999999
3479,19776,3,5,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,629,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3480,20464,4,9,03,01,07,9,999,9,01,0,1,05,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,0,0,0,0,0,1398,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3481,14088,4,9,05,07,09,1,999,2,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,0,0,601,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3482,19071,3,5,05,01,03,9,999,9,05,9,9,05,9,99,9,9,9,99,9,0,99,9,1,12,3,600,14,0,0,0,0,0,0,0,0,0,0,1,0,1014,4,60,8100,999999,9999999,999999,9999999,9999999,9999999,4075,9999999,9999999,8100,9999999,9999999,9999999,9999999,9999999,9999999
3483,9679,4,8,03,01,03,9,999,9,05,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,0,0,0,0,0,1840,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3484,8729,4,8,06,01,03,5,20,2,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,2712,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3485,7961,1,1,04,03,01,9,999,9,05,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,1,0,0,1,0,0,0,0,1211,1,999999,9999999,411,55513,999999,9999999,75941,9999999,9999999,55513,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3486,22826,3,5,04,01,03,9,999,9,01,1,1,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,21,0,0,0,0,1,0,0,0,0,0,0,0,1674,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3487,39550,3,6,03,05,05,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,2500,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3488,28662,3,7,05,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,567,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3489,14420,4,8,07,01,03,2,999,5,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,1548,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3490,17194,3,7,05,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,1519,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3491,21579,3,7,05,05,10,9,999,9,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,720,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3492,16734,1,2,06,05,05,5,13,1,05,0,1,05,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,2430,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3493,20762,1,2,01,01,03,9,999,9,01,1,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,1920,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3494,7726,2,4,03,01,03,9,999,9,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,2010,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3495,47088,3,5,05,05,03,9,999,9,05,1,0,05,9,99,9,9,8,99,9,0,99,9,1,40,3,99999,24,0,0,0,0,1,0,0,0,0,0,1,0,1922,2,200,27000,999999,9999999,999999,9999999,9999999,9999999,2038,9999999,9999999,27000,9999999,9999999,9999999,9999999,9999999,9999999
3496,17022,4,9,01,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,21,0,0,0,0,0,0,0,0,0,0,0,0,755,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3497,19307,3,7,05,01,03,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,1404,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3498,18173,2,3,01,01,02,1,999,5,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,1764,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3499,11536,4,8,06,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,0,0,0,0,0,0,0,0,840,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3500,8942,4,8,07,01,03,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,1629,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3501,21579,3,7,05,01,03,9,999,9,05,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,10,0,0,0,0,0,0,0,0,0,0,0,0,841,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3502,15398,1,2,01,03,02,9,999,9,01,0,1,01,1,6,1,2,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,1,0,0,0,0,2268,1,999999,9999999,728,100966,999999,9999999,80775,9999999,9999999,100966,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3503,16330,3,5,02,01,07,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,1218,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3504,10212,2,4,01,01,02,9,999,9,01,0,1,05,9,99,9,9,9,99,9,0,99,9,1,1,3,99999,12,0,0,0,0,0,0,0,0,0,0,1,0,1614,1,5,675,999999,9999999,999999,9999999,9999999,9999999,2038,9999999,9999999,675,9999999,9999999,9999999,9999999,9999999,9999999
3505,29284,1,2,04,03,02,9,999,9,01,0,1,01,1,5,1,3,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,1,0,0,0,0,2421,2,999999,9999999,1387,192363,999999,9999999,73687,9999999,9999999,192363,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3506,29016,1,2,04,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3507,15398,1,2,01,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,840,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3508,25889,2,3,01,01,07,1,999,5,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,0,0,0,0,0,0,0,0,1050,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3509,14621,3,6,03,05,04,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,1440,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3510,15485,2,3,01,07,03,5,60,1,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,3234,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3511,29284,1,2,01,03,03,9,999,9,01,0,1,01,1,5,1,3,9,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,0,0,0,1,0,0,0,0,1298,2,999999,9999999,608,84324,999999,9999999,83936,9999999,9999999,84324,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3512,22156,4,9,01,01,03,3,999,3,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,1488,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3513,22716,2,3,01,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,0,0,0,0,0,0,0,0,1148,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3514,8736,2,4,08,01,06,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,369,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3515,7726,2,4,03,01,03,1,999,5,01,1,0,05,9,99,9,9,9,99,9,0,99,9,1,1,3,99996,24,0,0,0,0,0,0,0,0,0,0,1,1,2328,2,5,675,999999,9999999,999999,9999999,9999999,9999999,1985,9999999,9999999,629,9999999,9999999,9999999,9999999,9999999,46
3516,35678,2,3,02,01,03,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,1443,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3517,7767,2,4,05,01,03,9,999,9,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,1,0,0,0,0,0,0,0,1978,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3518,8729,4,8,06,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,07,0,0,0,0,0,0,0,0,0,0,0,0,720,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3519,31420,4,9,01,01,06,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,1726,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3520,7625,2,4,05,01,03,3,999,4,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,1,0,0,0,0,0,0,0,2580,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3521,27661,4,9,08,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,1943,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3522,34609,2,3,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,1006,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3523,20548,2,3,03,01,03,9,999,9,05,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,1,0,0,0,0,0,0,0,2184,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3524,11490,1,1,01,03,02,9,999,9,03,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,1,1,0,0,0,0,957,2,999999,9999999,534,72024,999999,9999999,99715,9999999,9999999,53433,9999999,9999999,18591,9999999,9999999,9999999,9999999,9999999
3525,18477,1,1,10,07,08,5,25,1,03,9,9,02,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,1,1,0,1,1,0,0,0,0,2438,4,999999,9999999,381,52841,73,6654,80113,5948,9999999,36150,9999999,9999999,16691,9999999,9999999,9999999,6654,9999999
3526,21963,1,2,03,01,03,3,999,4,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,4836,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3527,10488,4,8,02,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,2500,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3528,26368,3,5,03,05,05,1,999,5,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,0,0,0,0,0,1024,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3529,17635,3,7,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,1342,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3530,11490,1,1,04,01,02,5,50,3,01,0,1,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,2758,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3531,14130,3,6,01,07,08,5,50,1,05,9,9,02,9,99,9,9,1,2,1,9,99,9,9,99,9,99999,18,0,0,0,1,0,0,0,0,0,0,0,0,1380,4,999999,9999999,999999,9999999,96,8768,9999999,4206,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,8768,9999999
3532,15585,1,2,05,03,02,9,999,9,03,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,1,1,0,0,0,0,1274,2,999999,9999999,349,47101,999999,9999999,54058,9999999,9999999,26873,9999999,9999999,20228,9999999,9999999,9999999,9999999,9999999
3533,16471,3,6,05,07,08,5,30,1,05,0,1,05,9,99,9,9,9,99,9,0,99,9,1,6,3,99999,08,0,0,0,0,0,0,0,0,0,0,1,0,1088,4,30,4050,999999,9999999,999999,9999999,9999999,9999999,12302,9999999,9999999,4050,9999999,9999999,9999999,9999999,9999999,9999999
3534,36063,4,9,06,01,03,9,999,9,01,1,0,01,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,2020,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3535,19254,4,9,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,630,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3536,17304,2,3,02,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,857,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3537,7961,1,1,01,03,02,9,999,9,01,0,1,01,1,5,1,4,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,1,0,0,0,0,2184,1,999999,9999999,800,110952,999999,9999999,94818,9999999,9999999,110952,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3538,15398,1,2,01,01,02,2,999,5,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,2400,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3539,15585,1,2,01,03,02,9,999,9,03,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,1,1,0,0,0,0,717,2,999999,9999999,453,61185,999999,9999999,50444,9999999,9999999,34978,9999999,9999999,26207,9999999,9999999,9999999,9999999,9999999
3540,11796,3,6,01,01,02,2,999,4,01,1,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,4050,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3541,20892,3,7,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,734,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3542,23414,2,3,05,01,03,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,3024,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3543,8626,1,1,01,03,02,9,999,9,99,9,9,00,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,0,0,0,1,0,0,0,0,196,1,999999,9999999,163,22021,999999,9999999,25672,9999999,9999999,22021,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3544,8726,1,1,01,01,07,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,02,0,0,0,0,0,0,0,0,0,0,0,0,476,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3545,15398,1,2,02,01,01,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,1400,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3546,19695,3,5,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,09,0,0,0,0,0,0,0,0,0,0,0,0,345,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3547,19307,3,7,09,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,21,0,0,0,0,0,0,0,0,0,0,0,0,2236,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3548,18114,2,3,03,01,03,9,999,9,01,0,1,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,0,0,2000,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3549,12807,3,6,05,05,05,9,999,9,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,07,0,0,0,0,0,0,0,0,0,0,0,0,1176,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3550,9776,1,1,03,01,03,9,999,9,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,3744,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3551,18542,3,5,01,03,03,9,999,9,05,1,1,05,1,2,1,2,9,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,0,0,0,1,0,0,0,0,2012,4,999999,9999999,385,53370,999999,9999999,37923,9999999,9999999,53370,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3552,11635,1,1,01,03,01,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,1,0,0,0,0,1269,1,999999,9999999,512,69059,999999,9999999,100341,9999999,9999999,69059,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3553,48783,4,9,01,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,0,0,0,0,0,0,0,0,1258,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3554,47088,3,5,05,05,03,2,999,3,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1710,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3555,24999,2,3,04,05,05,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,887,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3556,20702,2,3,09,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,0,0,0,0,0,0,0,0,1344,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
