HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,MONEYPY,ELWATER,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWATER,UGWARM,UGCOOL,UGFOOD,UGOUTSID,UGOTHER,HEATED,TYPEHOME,AREA1980,CDD65,CDD70,CDD75,HDD50,HDD55,HDD60,HDD65,HDD70,HUMIDITY,KWH,BTUEL,CUFEETNG,BTUNG,BTUCONV,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ
5283,20440,4,8,3,1,3,5,9,9,5,23,1,1,0,1,1,0,1,0,0,0,0,720,21,2,261,57,4,3047,4123,5357,6745,8366,52,12903,44025,1042,106986,1027,52520,48093,8119,106986,10298,9999999,21531,9999999,9999999,9999999,4077,3676
5284,7172,2,4,1,2,6,2,0,1,5,10,0,1,1,1,1,0,0,0,0,0,0,1872,21,4,1443,872,443,2170,3016,3999,5109,6377,68,7303,24918,999999,9999999,1027,15549,9999999,1725,9999999,9999999,9999999,15495,9999999,1894,9999999,5804,9999999
5285,15257,4,9,3,7,9,2,9,9,2,23,0,0,0,1,1,0,0,0,0,0,0,1044,21,2,422,114,4,2033,3048,4114,5413,6927,66,6632,22628,999999,9999999,1027,12796,9999999,9999999,9999999,9999999,9999999,19290,9999999,9999999,9999999,3338,9999999
5286,10966,3,6,4,5,4,5,1,0,5,22,1,1,1,1,1,0,0,0,0,0,0,1595,21,1,2061,1257,631,467,938,1635,2521,3550,73,17056,58195,999999,9999999,1027,77129,9999999,16113,9999999,11298,9999999,15760,9999999,7572,9999999,7452,9999999
5287,21066,3,5,2,1,7,5,9,9,5,13,1,0,0,1,1,0,1,0,0,0,0,708,21,2,1471,756,255,512,1070,1819,2742,3866,72,8891,30336,306,31390,1027,19713,35119,9999999,31390,13953,9999999,10547,9999999,9999999,9999999,5836,9999999
5288,16044,2,3,3,3,3,5,0,1,5,1,1,1,1,1,1,0,0,0,0,0,0,2016,21,4,643,262,74,2596,3529,4600,5861,7293,70,9961,33987,999999,9999999,1027,38419,9999999,1370,9999999,9560,9999999,13505,9999999,5534,9999999,4018,2147
5289,17710,4,9,4,1,6,1,1,0,5,12,0,0,1,1,1,1,1,0,0,0,0,706,41,2,1413,694,248,450,947,1605,2475,3527,77,1776,6060,353,36269,1027,11286,37165,9999999,12978,9999999,23291,2641,9999999,1809,9999999,1610,9999999
5290,29807,4,8,5,1,3,1,9,9,1,17,0,0,0,1,1,1,1,0,1,0,0,840,11,2,788,340,98,2406,3312,4363,5575,6953,52,2535,8648,1017,104415,1027,13275,79902,9999999,70627,9999999,27441,7947,6347,9999999,9999999,701,9999999
5291,15710,4,9,5,1,3,1,9,9,5,25,0,1,0,1,1,1,1,0,0,0,1,2502,21,1,1056,299,28,13,103,397,1051,2263,74,5520,18834,329,33746,1027,16319,54830,1638,20110,9999999,11540,12037,2096,9999999,9999999,5159,9999999
5292,26087,3,5,5,1,7,5,9,9,1,16,1,0,0,1,1,0,1,0,1,0,0,415,21,2,5041,3198,1606,0,0,5,32,137,74,2447,8349,60,6155,1027,11191,5398,9999999,2465,2422,9999999,1156,3690,9999999,9999999,4771,9999999
5293,9001,1,1,2,3,2,3,9,9,5,1,0,0,0,1,1,0,0,0,0,0,0,428,31,1,338,104,9,3659,4753,5997,7444,9079,70,3339,11393,999999,9999999,1027,6444,9999999,9999999,9999999,9999999,9999999,5671,9999999,9999999,9999999,5722,9999999
5294,24999,2,3,1,1,3,1,1,0,1,22,0,0,1,1,1,1,1,0,1,0,1,1008,21,1,768,340,95,2473,3411,4494,5711,7091,69,3438,11730,947,97225,1027,14175,92538,9999999,73614,9999999,17697,5977,5914,3983,9999999,1770,9999999
5295,18731,2,3,6,1,3,1,1,0,5,1,0,0,1,1,1,1,1,0,0,0,0,1678,22,2,738,301,78,2443,3399,4483,5696,7092,71,5752,19626,580,59579,1027,30316,83092,9999999,40366,9999999,19213,14316,9999999,2376,9999999,2934,2362
5296,14635,4,9,9,1,3,1,1,0,1,25,0,1,1,1,1,1,1,0,1,1,1,2861,21,2,385,33,0,25,138,589,1542,3037,72,11372,38801,655,67249,1027,29842,90976,2362,38963,9999999,22233,27846,6053,4169,9999999,4424,9999999
5297,18173,2,3,5,1,3,1,9,9,1,14,0,0,0,1,1,1,1,0,1,0,0,882,11,4,589,219,58,2466,3399,4495,5753,7196,70,4814,16425,1517,155784,1027,20028,109086,9999999,110377,9999999,37131,13269,8276,9999999,9999999,3156,9999999
5298,8942,4,8,5,1,3,1,9,9,5,13,0,0,0,1,1,1,1,0,0,0,0,900,31,2,1271,748,352,2307,3178,4197,5367,6663,39,3337,11384,865,88880,1027,17280,66945,9999999,56937,9999999,31943,8176,9999999,9999999,9999999,3208,9999999
5299,17920,2,3,1,1,3,1,9,9,1,7,0,0,0,0,1,1,1,0,1,0,0,342,41,1,772,312,87,2364,3294,4338,5530,6903,70,2348,8010,754,77390,1027,9583,68397,9999999,34283,9999999,35235,4040,7872,9999999,9999999,3970,9999999
5300,9812,3,6,3,1,3,1,1,0,1,19,0,0,1,1,1,1,1,0,1,0,0,912,31,1,2271,1403,729,99,271,619,1193,1924,75,9363,31947,700,71875,1027,40083,57416,9999999,32366,9999999,30785,12436,8724,14085,9999999,5426,9999999
5301,16612,3,6,3,2,7,5,0,1,5,3,1,0,1,1,1,0,0,0,0,0,0,928,21,4,1409,827,400,1040,1686,2392,3377,4534,71,5648,19271,999999,9999999,1027,19977,9999999,9999999,9999999,3848,9999999,10193,9999999,1317,9999999,3913,4509
5302,9613,4,8,4,1,7,1,9,9,1,4,0,0,0,1,1,1,1,0,1,0,1,576,21,4,2288,1423,742,626,1103,1721,2566,3576,38,5302,18090,727,74644,1027,16511,61950,9999999,33216,9999999,30504,11301,10924,9999999,9999999,6789,3627
5303,7660,2,4,5,1,3,1,0,1,5,24,0,0,1,1,1,1,1,0,0,1,0,2112,21,1,990,509,175,2805,3688,4723,5913,7237,73,13656,46594,1086,111573,1027,46716,97538,9999999,75906,9999999,35503,33628,164,1602,9999999,11364,9999999
5304,19637,4,9,4,1,6,1,0,1,1,9,0,0,1,0,1,1,1,0,1,0,0,608,41,1,1711,926,397,141,407,879,1634,2707,66,1796,6128,347,35597,1027,12638,36502,9999999,7989,9999999,21746,2177,5862,1859,9999999,2092,9999999
5305,23030,2,3,3,1,1,1,9,9,1,9,0,0,0,1,1,1,1,0,1,0,0,861,31,2,1001,524,194,1987,2862,3881,5033,6354,69,8375,28576,1993,204726,1027,24241,123836,9999999,125513,9999999,63314,22726,15899,9999999,9999999,5850,9999999
5306,22716,2,3,1,1,3,1,9,9,1,16,0,0,0,1,1,1,1,0,1,0,1,2001,21,4,772,288,75,2253,3212,4248,5437,6800,70,6940,23679,1289,132380,1027,24405,169985,9999999,91885,9999999,30044,20461,10451,9999999,9999999,3218,3728
5307,25176,3,7,5,5,3,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,3242,21,4,3011,1882,982,56,182,452,947,1718,78,27959,95396,999999,9999999,1027,73925,9999999,17745,9999999,6755,9999999,28104,9999999,16939,9999999,25853,10368
5308,13358,1,2,1,3,2,3,0,1,5,24,0,1,1,1,1,0,0,0,0,0,0,1770,21,2,692,248,32,2049,2946,4036,5282,6665,69,8702,29693,999999,9999999,1027,41414,9999999,1611,9999999,9999999,9999999,22713,9999999,899,9999999,4470,9999999
5309,9239,1,1,5,5,5,5,9,9,5,17,1,1,0,1,1,0,0,0,0,0,0,724,31,4,312,81,3,3098,4165,5380,6784,8381,70,13293,45356,999999,9999999,1027,33736,9999999,23139,9999999,12676,9999999,7515,9999999,9999999,9999999,2026,9999999
5310,10145,4,8,6,5,5,5,0,1,5,20,1,1,1,1,1,0,0,0,0,0,0,1728,21,4,908,442,154,2957,3957,5109,6394,7792,49,25309,86354,999999,9999999,1027,58411,9999999,22686,9999999,20958,9999999,30382,9999999,5545,9999999,6783,3624
5311,18225,1,2,1,1,2,1,9,9,1,5,0,0,0,0,1,1,1,0,1,0,0,428,41,1,549,185,21,2449,3396,4510,5790,7251,73,972,3317,562,57697,1027,4642,61080,9999999,39242,9999999,15347,1500,3108,9999999,9999999,1817,9999999
5312,35270,3,7,1,1,3,1,0,1,5,12,0,0,1,1,1,1,1,0,0,0,0,1474,21,1,2759,1897,1183,377,700,1162,1868,2735,66,18137,61883,605,62101,1027,49754,83975,9999999,41832,9999999,20269,43472,9999999,4730,9999999,13681,11222
5313,16946,1,1,10,3,3,2,0,1,2,16,0,1,1,1,1,0,0,0,0,0,0,2028,21,4,185,35,0,4223,5394,6698,8165,9814,70,4371,14914,999999,9999999,1027,15916,9999999,1086,9999999,9999999,9999999,10938,9999999,333,9999999,2557,2023
5314,16620,1,2,1,1,3,1,0,1,1,19,0,0,1,1,1,1,1,0,1,0,1,3900,22,1,1272,687,243,1230,1962,2840,3904,5144,67,5060,17266,741,76104,1027,14013,164255,9999999,67630,9999999,5027,8517,3447,3015,9999999,5734,9999999
5315,14596,4,9,5,5,5,1,9,9,5,25,0,1,0,1,1,1,0,0,0,0,0,786,41,2,708,204,51,334,784,1459,2450,3601,77,5887,20086,518,53161,1027,19662,27150,4454,9999999,9999999,53161,12511,9999999,9999999,9999999,3121,9999999
5316,13803,1,2,4,3,3,5,1,0,5,24,1,0,1,1,1,0,0,0,0,0,0,1456,21,2,1149,527,135,1186,1851,2750,3925,5247,67,11307,38579,999999,9999999,1027,53201,9999999,9999999,9999999,8994,9999999,17208,9999999,3342,9999999,9035,2862
5317,16330,3,5,4,1,3,5,1,0,5,19,1,0,1,1,1,0,1,0,0,0,0,1734,21,1,1875,1125,496,424,906,1575,2418,3447,70,14857,50692,672,68998,1027,39761,62163,9999999,68998,6910,9999999,23074,9999999,10984,9999999,9724,9999999
5318,21315,3,5,6,5,3,5,0,1,5,20,1,1,1,1,1,0,0,0,0,0,0,1194,21,4,364,78,3,1516,2449,3415,4560,6126,73,8036,27419,999999,9999999,1027,46381,9999999,11353,9999999,5346,9999999,7322,9999999,923,9999999,2475,9999999
5319,13220,4,8,3,1,3,1,9,9,1,17,0,0,0,1,1,1,1,0,1,1,1,1830,21,1,1255,723,333,2252,3087,4081,5245,6548,39,4383,14955,882,90630,1027,20515,97848,9999999,64500,9999999,18767,11126,7363,9999999,9999999,3829,3083
5320,15398,1,2,2,1,3,1,9,9,1,1,0,0,0,0,1,1,1,0,1,0,0,900,31,1,1275,687,251,1137,1876,2756,3812,5034,66,2066,7051,801,82221,1027,11143,79393,9999999,45360,9999999,28829,4448,8032,9999999,9999999,2603,9999999
5321,13831,4,9,4,1,3,1,9,9,5,23,0,0,0,1,1,1,1,0,0,0,0,2502,21,2,383,140,34,1318,2221,3396,4763,6347,65,10972,37436,1466,150586,1027,25805,148707,9999999,122360,9999999,28226,31056,9999999,9999999,9999999,6380,9999999
5322,16898,2,3,1,5,5,5,0,1,5,19,1,1,1,1,1,0,0,0,0,0,0,1993,21,1,794,321,90,2349,3273,4311,5496,6860,70,24344,83062,999999,9999999,1027,83006,9999999,40789,9999999,13267,9999999,17222,9999999,3807,9999999,7977,2912
5323,17194,3,7,3,1,7,1,9,9,1,8,0,0,0,0,1,1,1,0,1,0,0,1136,21,1,2276,1437,770,592,1091,1766,2600,3581,59,5168,17633,694,71300,1027,23038,72544,9999999,34236,9999999,29430,15227,7634,9999999,9999999,2406,9999999
5324,15336,4,9,5,1,3,1,9,9,5,16,0,0,0,1,1,1,1,0,0,0,0,934,22,1,680,196,49,346,811,1508,2525,3627,77,3560,12145,496,50960,1027,10619,61901,9999999,29257,9999999,21703,9261,9999999,9999999,9999999,2884,9999999
5325,12657,3,6,1,1,3,1,1,0,5,20,0,0,1,1,1,1,1,0,0,0,0,2176,21,2,2012,1203,615,342,741,1361,2213,3231,73,8980,30640,603,61920,1027,52728,61413,9999999,43726,9999999,18194,11975,9999999,11107,9999999,7558,2028
5326,17698,2,3,1,7,8,2,9,9,2,19,0,0,0,1,1,0,0,0,0,0,0,3056,21,4,1075,518,167,1688,2479,3409,4512,5779,71,7100,24225,999999,9999999,1027,22919,9999999,9999999,9999999,9999999,9999999,19446,9999999,9999999,9999999,4779,5620
5327,7961,1,1,1,3,2,3,9,9,1,22,0,1,0,1,1,0,0,0,1,0,0,2138,31,1,789,371,114,1771,2639,3670,4874,6244,70,3926,13394,61,6273,1027,17395,5441,1256,9999999,9999999,9999999,9062,6273,9999999,9999999,3076,9999999
5328,21315,3,5,5,5,5,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,1179,22,4,1176,547,141,930,1611,2452,3476,4676,68,18584,63409,999999,9999999,1027,51401,9999999,22145,9999999,9667,9999999,17731,9999999,8044,9999999,5822,9999999
5329,10539,2,4,5,1,2,1,0,1,5,20,1,0,1,1,1,1,1,0,0,0,0,1229,41,4,713,284,74,3554,4550,5667,6919,8316,70,2397,8180,603,61895,1027,11812,61398,9999999,50381,1314,11514,5475,9999999,9999999,9999999,1391,9999999
5330,19908,3,5,3,1,3,1,1,0,1,23,0,0,1,1,1,1,1,0,1,0,0,731,41,1,2087,1251,595,280,662,1258,2070,3059,73,6027,20564,610,62647,1027,22864,47806,9999999,25660,9999999,29414,6556,7573,10314,9999999,3694,9999999
5331,10446,1,1,5,5,5,5,9,9,5,15,1,1,0,1,1,0,0,0,0,0,0,685,31,4,368,95,3,2735,3836,5104,6549,8089,70,5196,17729,999999,9999999,1027,31430,9999999,7935,9999999,4355,9999999,4817,9999999,9999999,9999999,622,9999999
5332,19153,2,3,5,2,3,2,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,980,11,2,751,314,70,3290,4283,5443,6737,8146,70,4401,15017,999999,9999999,1027,23634,9999999,9999999,9999999,9999999,9999999,12179,9999999,9999999,9999999,2838,2261
5333,8667,2,4,1,5,3,5,1,0,5,20,1,1,1,1,1,0,0,0,0,0,0,2320,21,1,1249,700,322,2496,3429,4488,5674,6964,71,25903,88381,999999,9999999,1027,88892,9999999,38962,9999999,12210,9999999,20587,9999999,7822,9999999,8800,4069
5334,26909,3,5,2,5,10,2,9,9,2,12,0,1,0,1,1,0,0,0,0,0,0,1202,21,2,3598,2282,1147,0,0,6,43,183,74,9338,31861,999999,9999999,1027,24032,9999999,2362,9999999,9999999,9999999,26298,9999999,9999999,9999999,3201,11285
5335,27806,1,2,5,3,2,3,1,0,1,25,0,0,1,1,1,0,0,0,1,0,0,757,41,1,1201,628,212,1189,1919,2813,3898,5154,66,6264,21373,22,2287,1027,16202,3590,9999999,9999999,9999999,9999999,9178,2287,7977,9999999,4218,9999999
5336,28532,3,5,4,1,3,1,1,0,5,22,0,0,1,1,1,1,1,0,0,0,1,1087,21,2,3585,2101,975,1,6,50,212,593,77,7392,25222,222,22834,1027,35002,20517,9999999,10602,9999999,9983,7095,2249,13555,9999999,4572,9999999
5337,16533,3,7,2,1,6,1,0,1,1,21,0,0,1,1,1,1,1,0,1,0,1,1544,21,1,3104,2020,1151,111,257,543,1061,1795,79,18533,63235,758,77850,1027,47771,70476,9999999,26445,9999999,34292,27002,17113,22296,9999999,13937,8287
5338,15821,2,3,2,3,3,1,0,1,1,16,0,0,1,1,1,1,1,0,1,0,0,2496,21,1,950,436,127,1782,2600,3566,4698,6007,73,6764,23079,732,75132,1027,22868,75472,9999999,37053,9999999,31172,15287,6907,2148,9999999,5644,4404
5339,15710,4,9,5,1,3,1,9,9,5,25,0,0,0,1,1,1,1,0,0,1,1,2016,21,1,1016,288,27,13,108,416,1100,2282,74,7552,25767,909,93396,1027,36617,105053,9999999,31850,9999999,22797,19109,38749,9999999,9999999,6658,9999999
5340,40556,2,3,5,5,4,5,1,0,5,25,1,1,1,1,1,0,0,0,0,0,0,2066,21,1,820,376,110,1898,2712,3664,4826,6171,73,28962,98818,999999,9999999,1027,102531,9999999,21484,9999999,21860,9999999,41188,9999999,10214,9999999,4072,4843
5341,9679,4,8,4,1,3,1,9,9,5,25,0,1,0,1,1,1,1,0,0,0,0,3600,21,1,584,186,39,2589,3555,4637,5904,7338,53,11194,38194,1410,144796,1027,45591,168009,2055,112312,9999999,32484,29916,9999999,9999999,9999999,6223,1753
5342,15515,4,9,2,7,8,5,9,9,5,17,1,1,0,1,1,0,0,0,0,0,0,1362,21,4,518,230,75,1536,2405,3435,4587,6055,53,18779,64074,999999,9999999,1027,50938,9999999,9999999,9999999,21230,9999999,38867,9999999,9999999,9999999,3977,4729
5343,7862,1,1,1,3,2,3,0,1,5,24,0,1,1,1,1,0,0,0,0,0,0,3285,21,2,880,377,81,1767,2624,3626,4785,6088,67,4587,15651,999999,9999999,1027,21576,9999999,1017,9999999,9999999,9999999,9877,9999999,1537,9999999,3220,9999999
5344,21359,4,9,4,1,3,1,9,9,1,14,0,0,0,1,1,1,1,0,1,0,0,720,11,2,359,69,12,326,775,1477,2527,4133,77,4270,14569,413,42413,1027,8921,52333,9999999,28002,9999999,11579,9466,2832,9999999,9999999,5103,9999999
5345,7767,2,4,2,1,2,1,9,9,1,23,0,0,0,1,1,1,1,0,1,0,1,2017,21,4,781,326,92,3511,4494,5596,6822,8208,70,5561,18974,1266,129989,1027,16677,141434,9999999,98670,9999999,23766,15516,7553,9999999,9999999,3458,5942
5346,21831,3,7,3,1,3,5,1,0,5,20,1,0,1,1,1,0,1,0,0,1,0,2809,21,4,3343,2268,1229,160,363,766,1382,2165,77,16150,55104,181,18544,1027,54677,48704,9999999,18483,3732,9999999,16263,61,18705,9999999,16404,5196
5347,24335,3,5,4,5,4,5,1,0,5,20,1,1,1,1,1,0,0,0,0,0,0,1428,21,1,1855,1100,481,441,930,1597,2439,3474,70,32748,111736,999999,9999999,1027,85771,9999999,18402,9999999,18022,9999999,58620,9999999,11673,9999999,5019,8898
5348,19939,3,7,3,5,3,5,0,1,5,24,1,1,1,1,1,0,0,0,0,0,0,2736,21,1,2639,1785,1056,428,786,1345,2126,3099,66,13018,44417,999999,9999999,1027,79222,9999999,12798,9999999,4168,9999999,14218,9999999,7498,9999999,5735,4704
5349,12399,3,6,4,5,3,5,1,0,5,14,1,1,1,1,1,0,0,0,0,0,0,1148,22,1,2192,1398,788,511,967,1611,2485,3512,70,26050,88883,999999,9999999,1027,55816,9999999,24266,9999999,12256,9999999,18047,9999999,23839,9999999,10475,9999999
5350,11459,3,6,9,1,3,1,1,0,5,25,0,0,1,1,1,1,1,0,0,0,1,3941,21,4,2062,1238,582,339,729,1351,2183,3187,72,26184,89340,843,86613,1027,61462,113612,9999999,46433,9999999,22345,50367,17835,28745,9999999,10228,12276
5351,24564,2,3,3,1,3,1,1,0,1,22,0,0,1,1,1,1,1,0,1,0,1,1774,21,2,609,241,58,3216,4213,5345,6609,8055,69,5415,18476,1370,140651,1027,16274,138497,9999999,98519,9999999,30700,11480,11432,3837,9999999,3159,9999999
5352,10870,4,8,2,1,3,1,9,9,5,3,0,0,0,1,1,1,1,0,0,0,0,654,31,4,125,12,0,4057,5033,6407,8141,10203,50,2372,8093,787,80828,1027,8766,80722,9999999,68981,9999999,11847,6064,9999999,9999999,9999999,2029,9999999
5353,17920,2,3,1,1,3,1,9,9,5,8,0,1,0,1,1,1,1,0,0,0,0,2253,21,1,638,260,68,2620,3541,4615,5863,7301,71,11390,38863,1573,161553,1027,36789,120894,2636,111347,9999999,50206,28624,9999999,9999999,9999999,7603,2785
5354,11879,1,1,1,1,2,1,9,9,5,5,0,1,0,1,1,1,1,0,0,0,0,1115,31,1,309,75,9,2912,3952,5140,6518,8114,67,6273,21403,1114,114387,1027,10866,109836,3308,84491,9999999,29896,13482,9999999,9999999,9999999,4613,9999999
5355,15961,2,3,6,2,3,5,0,1,2,21,1,0,1,1,1,0,0,0,0,0,0,672,11,2,389,100,13,4017,5036,6195,7543,9080,72,5410,18459,999999,9999999,1027,27312,9999999,9999999,9999999,7262,9999999,9432,9999999,9999999,9999999,1765,1371
5356,21327,3,7,4,1,3,1,1,0,1,12,0,0,1,1,1,1,1,0,1,0,0,1986,21,2,2991,1925,1068,96,261,593,1153,1908,76,13121,44769,594,61050,1027,51421,54832,9999999,39264,9999999,16459,17903,5327,20966,9999999,5900,7083
5357,8617,1,1,3,1,3,1,0,1,1,20,0,1,1,0,1,1,1,0,1,0,0,2519,21,2,813,362,108,2037,2916,3953,5142,6501,66,4800,16378,697,71587,1027,19596,102597,1211,57478,9999999,10442,10905,3667,562,9999999,3700,9999999
5358,23414,2,3,4,1,3,1,1,0,5,25,0,1,1,1,1,1,1,0,0,0,0,2688,21,2,675,275,71,2556,3489,4567,5802,7224,71,12173,41534,1653,169785,1027,47312,130646,1687,134770,9999999,35015,23954,9999999,8529,9999999,7364,5792
5359,7767,2,4,1,1,3,5,0,1,5,18,1,0,1,1,1,0,1,0,0,0,0,1293,21,4,623,249,64,3644,4666,5811,7094,8528,70,11025,37617,754,77462,1027,46317,75302,9999999,77462,10945,9999999,22168,9999999,909,9999999,3595,1921
5360,9557,2,4,3,1,3,1,9,9,5,14,0,0,0,1,1,1,1,0,0,0,0,475,31,4,791,377,122,3305,4241,5273,6520,7909,70,2181,7442,510,52408,1027,8986,70409,9999999,38965,9999999,13443,5194,9999999,9999999,9999999,2248,9999999
5361,18252,3,5,5,5,3,5,1,0,5,16,1,1,1,1,1,0,0,0,0,0,0,1000,22,1,2357,1426,728,155,439,918,1617,2511,72,11597,39569,999999,9999999,1027,54262,9999999,6825,9999999,5571,9999999,14370,9999999,9877,9999999,2926,9999999
5362,13452,4,8,3,3,3,5,0,1,5,22,1,0,1,1,1,0,0,0,0,0,0,1792,21,4,1019,597,291,2299,3165,4206,5420,6805,41,31459,107338,999999,9999999,1027,41745,9999999,9999999,9999999,36509,9999999,56639,9999999,9999999,9999999,14190,9999999
5363,40998,1,2,3,3,2,3,1,0,5,25,0,0,1,1,1,0,0,0,0,0,0,3156,21,2,981,477,148,1397,2189,3159,4310,5650,71,13680,46676,999999,9999999,1027,31880,9999999,9999999,9999999,9999999,9999999,25422,9999999,16481,9999999,4773,6077
5364,8617,1,1,2,3,2,3,0,1,5,20,0,0,1,1,1,0,0,0,0,0,0,2584,21,2,649,246,60,1945,2855,3943,5208,6634,67,7230,24669,999999,9999999,1027,23899,9999999,9999999,9999999,9999999,9999999,14889,9999999,2341,9999999,7439,9999999
5365,9744,1,1,3,3,2,3,0,1,5,9,0,0,1,1,1,0,0,0,0,0,0,1972,21,2,488,137,15,2372,3359,4517,5825,7321,67,2816,9608,999999,9999999,1027,10831,9999999,9999999,9999999,9999999,9999999,4583,9999999,1438,9999999,3587,9999999
5366,15996,1,2,4,3,3,5,9,9,2,22,1,0,0,1,1,0,0,0,0,0,0,1100,21,4,640,188,14,2060,2938,3979,5171,6561,68,20948,71475,999999,9999999,1027,44362,9999999,9999999,9999999,16814,9999999,41392,9999999,9999999,9999999,13269,9999999
5367,21579,3,7,6,5,4,5,1,0,5,10,1,1,1,1,1,0,0,0,0,0,0,761,31,4,1984,1241,651,737,1297,2048,2961,4028,70,10141,34601,999999,9999999,1027,31730,9999999,8337,9999999,10411,9999999,6096,9999999,5358,9999999,4399,9999999
5368,12807,3,6,5,5,5,5,0,1,5,10,1,1,1,1,1,0,0,0,0,0,0,720,11,4,1972,1167,549,345,738,1367,2208,3225,72,8934,30483,999999,9999999,1027,61432,9999999,6454,9999999,5741,9999999,11274,9999999,4144,9999999,2870,1663
5369,28088,3,5,1,1,2,1,1,0,1,24,0,1,1,1,1,1,1,0,1,0,1,2919,21,2,1061,491,117,1166,1866,2755,3833,5073,68,13000,44356,1316,135173,1027,43261,158638,1698,110905,9999999,17757,22105,6511,9659,9999999,10894,9999999
5370,10772,1,1,5,1,3,1,1,0,5,25,0,1,1,1,1,1,1,0,0,1,0,1391,21,2,993,433,107,1566,2448,3493,4647,5943,66,8858,30223,1002,102887,1027,36622,99434,2059,66127,9999999,36603,23679,157,9999999,9999999,4485,9999999
5371,17635,3,7,4,1,3,1,1,0,5,23,0,0,1,1,1,1,1,0,0,0,0,1630,22,1,3124,2148,1339,336,624,1084,1770,2644,66,13615,46454,708,72696,1027,36645,60675,9999999,51377,9999999,21319,16714,9999999,21652,9999999,8088,9999999
5372,23097,3,7,7,5,3,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,1723,21,1,2306,1533,925,823,1389,2123,3011,4047,69,38672,131949,999999,9999999,1027,92018,9999999,28354,9999999,22977,9999999,37191,9999999,29012,9999999,14415,7931
5373,22924,3,7,4,1,6,1,9,9,1,12,0,1,0,1,1,1,1,0,1,0,0,1128,21,1,2539,1618,867,522,962,1558,2294,3213,59,6893,23519,1141,117200,1027,31291,84430,1683,63500,9999999,42517,14842,11183,9999999,9999999,6994,3807
5374,7660,2,4,5,1,3,1,1,0,1,22,0,0,1,1,1,1,1,0,1,0,0,980,11,1,1960,1294,768,1606,2360,3269,4295,5449,65,8704,29698,785,80661,1027,35207,74964,9999999,51547,9999999,23894,15505,5220,10809,9999999,3384,5999
5375,25407,3,5,4,1,3,1,1,0,1,16,0,0,1,1,1,1,1,0,1,0,0,880,41,2,1560,871,358,827,1471,2260,3225,4372,68,2665,9093,190,19517,1027,14408,37931,9999999,10184,9999999,7568,3832,1765,3783,9999999,1478,9999999
5376,16819,1,2,3,1,3,1,9,9,1,22,0,0,0,1,1,1,1,0,1,0,1,3442,21,1,445,164,27,2657,3659,4810,6109,7633,73,3226,11007,1502,154255,1027,15400,126075,9999999,112357,9999999,30481,8117,11417,9999999,9999999,2890,9999999
5377,17304,2,3,1,1,2,1,1,0,1,24,0,1,1,1,1,1,1,0,1,0,1,6791,21,1,1163,568,195,1939,2847,3934,5179,6469,69,8292,28292,2713,278658,1027,48260,338517,7613,241370,9999999,26489,13506,10799,5195,9999999,1978,9999999
5378,16555,1,2,3,3,2,3,0,1,5,5,0,0,1,1,1,0,0,0,0,0,0,2704,21,2,798,340,66,1559,2395,3406,4585,5928,71,5033,17173,999999,9999999,1027,11973,9999999,9999999,9999999,9999999,9999999,12025,9999999,928,9999999,4220,9999999
5379,7767,2,4,3,1,3,5,0,1,1,21,1,0,1,1,1,0,1,0,1,0,0,1896,21,4,248,43,7,3931,4981,6459,8075,9857,73,8722,29759,895,91945,1027,30741,94277,9999999,87301,12666,9999999,13123,4644,585,9999999,3385,9999999
5380,16610,1,2,1,1,3,1,1,0,1,22,0,0,1,1,1,1,1,0,1,0,0,1193,21,2,699,243,37,1868,2703,3715,4911,6288,70,3608,12309,1940,199205,1027,13504,99916,9999999,144715,9999999,44970,5573,9520,2896,9999999,3840,9999999
5381,8453,2,4,7,1,3,1,1,0,5,15,0,0,1,1,1,1,1,0,0,0,0,1664,31,4,943,445,153,2881,3815,4844,6017,7350,70,5476,18684,759,77933,1027,17426,77328,9999999,64617,9999999,13316,12019,9999999,2528,9999999,4137,3331
5382,19878,2,3,1,1,3,5,9,9,5,24,1,0,0,1,1,0,1,0,0,0,0,3164,21,4,735,284,83,2006,2884,3919,5110,6487,69,11153,38053,1398,143526,1027,44395,93604,9999999,143526,12173,9999999,22943,9999999,9999999,9999999,2937,7606
5383,24101,3,5,1,5,5,5,0,1,5,4,1,1,1,1,1,0,0,0,0,0,0,459,31,4,664,165,11,1037,1733,2616,3719,5051,69,10245,34957,999999,9999999,1027,26879,9999999,13938,9999999,5676,9999999,5093,9999999,2445,9999999,7805,9999999
5384,18173,2,3,1,1,3,5,1,0,5,23,1,0,1,1,1,0,1,0,0,0,0,1998,21,4,1104,544,185,1718,2510,3450,4545,5816,71,7634,26047,1224,125664,1027,36664,134995,9999999,125664,7914,9999999,14674,9999999,9999999,9999999,3459,4067
