HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUELCOK,BTUELDWH,BTUELCDR,BTUELLGT 
4338,  5683,9,1,2,1, 871, 5931,3,     0,     0,  7482, 25529,   805, 82754,     0,     0,     0,     0,     0, 55064,     0,     0,     0,     0, 27690,     0,     0,     0, 19315,     0,     0,     0,     0, 3755,    0, 2459,    0, 1163, 1078, 2711, 3859
4339, 13012,9,3,6,0,1631, 4006,2,     0,     0, 25780, 87961,     0,     0,     0,     0,     0,     0, 17980,     0,     0,     0,     0, 14601,     0,     0,     0,     0, 37071,     0,     0,     0,     0,12705,    0, 5604, 2853, 1425, 2383, 3815, 5676
4340,  4174,9,2,4,0, 506, 8089,3,     0,     0,  9522, 32488,   870, 89410,     0,     0,     0,     0,     0, 89410,     0,     0,     0,  6938,     0,     0,     0,     0, 17838,     0,     0,     0,     0, 5307,    0, 2405,    0, 2113, 1129, 2263, 5172
4341, 11996,9,2,4,0, 324, 9120,4,     0,     0,  3238, 11048,   831, 85439,     0,     0,     0,     0,     0, 71696,     0,     0,     0,     0, 13743,     0,     0,     0,  6991,     0,     0,     0,     0,  741,    0, 3316, 2464, 1260,    0,    0,  919
4342, 15098,9,2,4,0, 597, 6624,2,     0,     0,  7208, 24594,  1780,182984,     0,     0,     0,     0,     0,146446,     0,     0,     0,     0, 36538,     0,     0,     0, 19155,     0,     0,     0,     0, 3302,    0, 2137, 2131,  982, 1642, 2630, 3250
4343, 15625,9,1,2,0, 546, 6385,2,     0,     0, 12271, 41869,   806, 82857,     0,     0,     0,     0,     0, 54263,     0,     0,     0,     0, 22880,     0,     0,     0, 33494,  5714,     0,     0,     0,    0,    0, 8375,    0,    0, 2341, 6468, 5170
4344, 20874,9,3,5,4,3227,  537,2,     0,     0, 12038, 41074,     0,     0,     0,     0,     0,     0,  3613,     0,     0,     0,     0,  5477,     0,     0,     0,     0, 16502,     0,     0,     0,     0,12482,    0, 3000,    0,  800,    0, 1866, 3016
4345, 22317,9,4,9,0, 146, 7081,4,     0,     0, 10762, 36720,     0,     0,     0,     0,     0,     0, 16709,     0,     0,     0,     0, 10335,     0,     0,     0,     0,  7754,     0,     0,     0,     0,    0,    0, 1922,    0, 1998,    0,    0, 2097
4346,  7072,9,4,9,2,1223, 2848,5,     0,     0,  3100, 10576,   430, 44227,     0,     0,     0,     0,     0, 13358,     0,     0,     0,     0, 23918,     0,     0,     0,  5440,  6951,     0,     0,     0, 2009,    0, 3127,    0,    0,  389,    0, 1305
4347,  5023,9,1,2,0, 942, 5841,2,     0,     0, 18866, 64371,     0,     0,     0,     0,     0,     0, 30004,     0,     0,     0,     0, 11169,     0,     0,     0,     0, 20496,     0,     0,     0,     0,    0,    0, 2702,    0, 2284,  863, 2170, 3745
4348, 18140,9,1,2,1,1082, 5023,2,     0,     0,  8356, 28511,    39,  4009,  1056,146457,     0,     0,     0,     0,109571,     0,     0,     0,     0, 36886,     0,     0, 19073,  4009,     0,     0,     0, 1512,    0, 7926,    0, 2304, 2093,    0, 3508
4349, 23573,9,2,3,0, 948, 5957,2,     0,     0,  9745, 33250,  1250,128500,     0,     0,     0,     0,     0, 85031,     0,     0,     0,     0, 32414,     0,     0,     0, 18622, 11055,     0,     0,     0, 9024,    0, 5604,    0,    0,    0,    0, 3861
4350,  7817,1,2,3,0, 637, 6836,2,     0,     0,  5397, 18415,  1683,173012,     0,     0,     0,     0,     0,105924,     0,     0,     0,     0, 48573,     0,     0,     0, 11910, 18515,     0,     0,     0, 3435,    0, 3070, 1725,    0,  258,    0, 3041
4351,  7188,9,1,1,0, 682, 6267,4,     0,     0,  4561, 15562,     0,     0,   889,123312,     0,     0,     0,     0,109236,     0,     0,     0,     0, 14076,     0,     0, 11215,     0,     0,     0,     0,    0,    0, 4347,    0, 2172,    0,    0, 1539
4352, 23568,9,3,5,0, 815, 5868,2,     0,     0,  8971, 30609,     0,     0,     0,     0,     0,     0, 13201,     0,     0,     0,     0,  6584,     0,     0,     0,     0,  7856,     0,     0,     0,     0,    0,    0, 2968,    0,  738,    0, 1370, 1457
4353, 22924,9,2,3,0, 805, 6308,2,    10,  1347, 11814, 40309,   880, 90464,     0,     0,     0,     0,  1166, 66829,     0,     0,  1347,     0, 23635,     0,     0,     0, 29942,     0,     0,     0,     0, 3292,    0, 5909, 3702, 1302,  429, 2629, 5526
4354,  4102,9,3,6,0,2534, 1629,2,     0,     0, 21402, 73024,     0,     0,     0,     0,     0,     0, 10810,     0,     0,     0,     0, 10183,     0,     0,     0,     0, 32820,     0,     0,     0,     0,15172,    0, 4039, 3970, 2556, 2012, 3222, 6069
4355,  7817,9,2,3,0, 616, 6919,2,     0,     0,  4457, 15207,  1220,125416,     0,     0,     0,     0,     0, 92629,     0,     0,     0,     0, 32063,     0,     0,     0, 10946,   724,     0,     0,     0,    0,    0, 4261,    0,  766,  710,    0, 3140
4356,  4291,9,2,3,0, 891, 5976,2,     0,     0,  2262,  7718,  1862,191414,     0,     0,     0,     0,     0,166458,     0,     0,     0,     0, 18938,     0,     0,     0,  4080,  6018,     0,     0,     0,    0,    0, 3638,    0,    0,    0,    0, 1074
4357, 26284,9,3,7,0,1700, 4512,3,     0,     0, 27653, 94352,     0,     0,     0,     0,     0,     0, 27620,     0,     0,     0,     0, 17261,     0,     0,     0,     0, 25388,     0,     0,     0,     0,13951,    0,10132,    0, 1685, 1913, 3832, 7129
4358, 10950,9,4,9,2,1170,  990,5,     0,     0,  1172,  4000,   272, 27911,     0,     0,     0,     0,     0,  6078,     0,     0,     0,     0, 16505,     0,     0,     0,  3036,  5328,     0,     0,     0,    0,    0,  964,    0,    0,    0,    0,  596
4359,  4338,9,1,1,0, 705, 5783,2,     0,     0,  4618, 15757,   699, 71851,     0,     0,     0,     0,     0, 50250,     0,     0,     0,     0, 21601,     0,     0,     0, 10545,     0,     0,     0,     0, 3627,    0, 1585,    0,  793,  735, 1473, 2716
4360, 16286,9,3,6,0,1222, 4403,2,     0,     0, 36575,124794,     0,     0,     0,     0,     0,     0, 39903,     0,     0,     0,     0, 24229,     0,     0,     0,     0, 31148,     0,     0,     0,     0,19045,    0,10469,    0, 3000,    0, 5570, 5154
4361,  7554,9,1,1,0, 759, 5680,2,     0,     0,  6823, 23280,     0,     0,   804,111507,     0,     0,     0,     0, 90764,     0,     0,     0,     0, 20743,     0,     0, 20432,     0,     0,     0,     0,  717,    0, 2131,    0,  870,  406, 1980, 2226
4362,  3873,9,4,8,0, 384, 6238,2,     0,     0,  9517, 32472,  1143,117500,     0,     0,     0,     0,     0, 81690,     0,     0,     0,     0, 35810,     0,     0,     0, 27570,     0,     0,     0,     0, 1746,    0, 3156, 2642, 1417, 1138, 2863, 5099
4363, 18587,9,3,5,4,4309,   80,2,     0,     0, 22335, 76207,     0,     0,     0,     0,     0,     0,  6833,     0,     0,     0,     0, 12541,     0,     0,     0,     0, 34205,     0,     0,     0,     0,11687,    0,10941,    0, 1896,    0, 4539, 7268
4364, 17519,9,3,7,0,2562, 2033,2,     0,     0, 10678, 36433,   568, 58390,     0,     0,     0,     0,     0, 35925,     0,     0,     0,     0, 17561,     0,     0,     0, 19349,  4904,     0,     0,     0, 7698,    0, 9386, 9760,    0,    0, 2445, 1176
4365, 15209,9,4,9,0,  79, 5090,2,     0,     0, 22379, 76357,     0,     0,     0,     0,     0,     0, 34132,     0,     0,     0,     0, 13180,     0,     0,     0,     0, 26493,     0,     0,     0,     0,    0,    0, 2552,    0, 3381, 1475, 3710, 4745
4366, 23786,9,2,3,0, 712, 6823,4,     0,     0,  9717, 33154,  1651,169723,     0,     0,     0,     0,     0,100053,     0,     0,     0,     0, 55546,     0,     0,     0, 24096, 14124,     0,     0,     0, 4617,    0, 4441,    0,    0, 2582, 3117, 3932
4367, 15098,9,2,4,0,1159, 5573,2,     0,     0, 10926, 37280,  1496,153789,     0,     0,     0,     0,     0,117464,     0,     0,     0,     0, 27978,     0,     0,     0, 14804,  8347,     0,     0,     0,12507,    0, 9969,    0,    0,  514,    0, 4700
4368,  7477,9,4,9,0, 126, 4666,3,     0,     0,  2976, 10154,   790, 81256,     0,     0,     0,     0,     0, 50467,     0,     0,     0,     0, 24602,     0,     0,     0,  8045,  6187,     0,     0,     0,    0,    0, 2109,    0,    0,  481,    0, 3250
4369, 29265,9,3,5,0,1785, 4153,3,     0,     0, 10796, 36836,  1000,102800,     0,     0,     0,     0,  1169, 66381,     0,     0,     0,     0, 36419,     0,     0,     0, 18517,     0,     0,     0,     0,12546,    0, 4604,    0, 2776,  430,    0, 6213
4370,  5924,9,3,6,0,1427, 4202,2,   470, 63450, 22875, 78049,     0,     0,     0,     0,     0,     0, 25366,     0,     0,     0, 63450, 15817,     0,     0,     0,     0, 23979,     0,     0,     0,     0, 1869,    0,11018,    0, 1644,    0, 2643, 5976
4371,  5502,9,3,7,3,2633, 2522,3,     0,     0, 13024, 44438,   323, 33204,     0,     0,     0,     0,     0, 22832,     0,     0,     0,     0, 10372,     0,     0,     0, 15731,     0,     0,     0,     0,18054,    0,10653,    0, 1013,  668, 3257, 2729
4372, 28134,9,1,2,0,1496, 4507,4,     0,     0, 15220, 51931,  1031,105984,     0,     0,     0,     0,     0, 53506,     0,     0,     0,     0, 37500,     0,     0,     0, 23144, 14978,     0,     0,     0,15327,    0,13460,    0,    0, 1924,    0, 3423
4373,  4074,9,3,6,0,1258, 4126,2,    25,  3361, 13203, 45049,     0,     0,     0,     0,   305, 27856,     0,     0,     0, 27856,  3361, 12864,     0,     0,     0,     0, 20100,     0,     0,     0,     0, 8775,    0, 3310, 4649, 1059,    0, 2836, 2334
4374,  7232,9,3,5,0,1398, 4428,2,     0,     0, 35939,122624,     0,     0,     0,     0,     0,     0, 36128,     0,     0,     0,     0, 18429,     0,     0,     0,     0, 42763,     0,     0,     0,     0,18577,    0, 6727, 3779, 1718, 2568, 4114, 9582
4375, 17814,9,3,7,3,2502, 1887,2,     0,     0, 25511, 87044,   545, 56026,     0,     0,     0,     0,     0, 36839,     0,     0,     0,     0, 19187,     0,     0,     0, 46554,     0,     0,     0,     0,29947,    0,10543, 7044, 5160, 2251, 4510,10255
4376, 13402,9,3,6,0,1394, 4229,2,     0,     0,  9439, 32206,     0,     0,   584, 80934,     0,     0,     0,     0, 80934,     0,     0,  3621,     0,     0,     0,     0, 15489,     0,     0,     0,     0,10112,    0, 2984,    0,  750,    0, 2415, 5008
4377, 10406,9,4,9,2, 771,  957,4,     0,     0,  2472,  8434,   225, 23130,     0,     0,     0,     0,     0, 14456,     0,     0,     0,  4113,     0,     0,     0,     0,  3256,  8674,     0,     0,     0,    0,    0, 1065,    0,    0,    0,    0,  577
4378, 20447,9,1,2,0, 825, 5973,2,     0,     0, 38727,132137,     0,     0,     0,     0,     0,     0, 46658,     0,     0,     0,     0, 21111,     0,     0,     0,     0, 45731,     0,     0,     0,     0, 8496,    0,10141, 8449, 3907, 3075, 3713,10618
4379, 21095,9,4,9,2, 303, 1181,2,     0,     0,  7781, 26549,   817, 83988,     0,     0,     0,     0,     0, 46297,     0,     0,     0,     0, 26673,     0,     0,     0, 16955, 11018,     0,     0,     0, 3078,    0, 6516,    0,    0, 1133,    0, 4408
4380,  6226,9,2,3,0, 414, 8103,5,     0,     0,  2469,  8425,   395, 40569,     0,     0,     0,     0,     0, 28301,     0,     0,     0,     0, 12268,     0,     0,     0,  4678,     0,     0,     0,     0, 1183,    0, 2564,    0, 1491,    0,    0,  811
4381, 19690,9,2,4,0, 743, 7174,2,     0,     0, 13713, 46789,   815, 83782,     0,     0,     0,     0,     0, 83782,     0,     0,     0, 10474,     0,     0,     0,     0, 26600,     0,     0,     0,     0, 6493,    0, 3222, 3935, 1078,  503, 3080, 3550
4382, 23573,9,2,3,0, 611, 6539,2,     0,     0, 10709, 36539,   811, 83371,     0,     0,     0,     0,  1328, 47232,     0,     0,     0,     0, 27320,     0,     0,     0, 25205,  8819,     0,     0,     0, 5575,    0, 4431, 3293,    0, 2481,    0, 4899
4383, 29249,9,1,2,0, 584, 6386,2,     0,     0,  7799, 26610,  1427,146696,     0,     0,     0,     0,  1031,123756,     0,     0,     0,     0, 17994,     0,     0,     0, 11049,  4946,     0,     0,     0, 6774,    0, 7756,    0,  576,  379,    0, 1875
4384, 11168,9,2,4,0,1175, 5524,4,     0,     0,  4409, 15044,   692, 71138,     0,     0,     0,     0,     0, 60830,     0,     0,     0,     0, 10308,     0,     0,     0,  7704,     0,     0,     0,     0, 4165,    0, 3175,    0, 1382,    0, 2092,  761
4385, 21095,9,4,9,2, 257, 5193,2,     0,     0,  6380, 21769,   780, 80162,     0,     0,     0,     0,     0, 55803,     0,     0,     0,     0, 19663,     0,     0,     0, 17826,  4696,     0,     0,     0,    0,    0, 3943,    0,    0,  437, 2680, 4232
4386,  3692,9,4,9,2, 769,  958,5,     0,     0,  4624, 15777,   200, 20560,     0,     0,     0,     0,  2296,     0,     0,     0,     0,     0, 15413,     0,     0,     0,  7122,  5147,     0,     0,     0, 2147,    0, 4212,    0,    0,    0,    0, 2599
4387, 12145,9,3,5,0,1610, 3412,2,     0,     0,  4742, 16180,     0,     0,     0,     0,   610, 55711,     0,     0,     0, 52652,     0,  3373,     0,     0,     0,     0,  9374,     0,     0,  3059,     0,  989,    0, 2444,    0,    0,    0,    0, 3679
4388,  3893,9,2,3,0, 788, 6125,2,     0,     0, 11102, 37880,   838, 86146,     0,     0,     0,     0,     0, 55589,     0,     0,     0,     0, 28112,     0,     0,     0, 28930,  2445,     0,     0,     0, 4407,    0, 4543,    0, 1471, 1180,    0, 3231
4389,  8664,9,2,3,0, 455, 7624,2,     0,     0, 11829, 40361,     0,     0,     0,     0,  1885,172157,     0,     0,     0,119643,     0,     0,     0,     0, 52514,     0, 31013,     0,     0,     0,     0, 7119,    0, 2229, 2613, 1736, 2053, 5669, 2846
4390, 18632,9,3,7,0,2494, 1837,2,     0,     0, 15738, 53698,   394, 40503,     0,     0,     0,     0,     0, 31371,     0,     0,     0,     0,  9132,     0,     0,     0, 40605,     0,     0,     0,     0, 7958,    0, 5135, 5596, 3284,  719, 4412, 9814
4391, 16328,9,3,5,0,2194, 2424,3,     0,     0, 13185, 44987,     0,     0,     0,     0,     0,     0,  6721,     0,     0,     0,     0,  9360,     0,     0,     0,     0, 17364,     0,     0,     0,     0, 7668,    0, 3874,    0, 1038,    0, 1668, 3424
4392, 18632,9,3,7,0,2508, 1833,2,     0,     0,  6646, 22676,   526, 54073,     0,     0,     0,     0,     0, 32060,     0,     0,     0,     0, 16667,     0,     0,     0, 15189,  5346,     0,     0,     0, 2730,    0, 4757, 2046,    0,  309, 1895, 3508
4393,  5431,9,1,1,0, 528, 6114,5,     0,     0,  4973, 16968,   684, 70315,     0,     0,     0,     0,  1270, 31334,     0,     0,     0,     0, 38981,     0,     0,     0,  9502,     0,     0,     0,     0, 3903,    0, 2293,    0, 1228, 1139,    0, 2378
4394, 17851,9,3,7,3,1466, 4023,2,     0,     0, 12003, 40954,  1440,148032,     0,     0,     0,     0,     0, 97010,     0,     0,     0,     0, 40021,     0,     0,     0, 28194, 11001,     0,     0,     0, 7456,    0, 5304, 6190,    0,  630, 3857, 4210
4395, 12011,9,1,1,0, 724, 5746,2,     0,     0, 16347, 55776,     0,     0,     0,     0,     0,     0, 20939,     0,     0,     0,     0, 13223,     0,     0,     0,     0, 18200,     0,     0,     0,     0,    0,    0, 3414,    0, 1066,    0, 4924, 1627
4396, 11445,9,4,8,0,  35, 9315,2,     0,     0, 27354, 93332,     0,     0,   700, 94500,     0,     0,     0,     0, 94500,     0,     0, 32420,     0,     0,     0,     0, 52500,     0,     0,     0,     0,    0,    0, 8412, 6110, 3008,    0, 4047, 7635
4397,  8744,9,4,8,0, 592, 5728,1,     0,     0, 14485, 49423,     0,     0,     0,     0,     0,     0, 21900,     0,     0,     0,     0,  9087,     0,     0,     0,     0, 14104,     0,     0,     0,     0,    0,    0, 4332,    0, 1060,    0, 3027, 1937
4398,  6234,9,4,8,0, 251, 7842,2,     0,     0, 14112, 48150,     0,     0,     0,     0,     0,     0,  4763,     0,     0,     0,     0, 12930,     0,     0,     0,     0, 23988,     0,     0,     0,     0,    0,    0, 6469,    0, 3202,    0, 3044, 3494
4399,  8978,9,1,2,0, 768, 6304,5,     0,     0,  4612, 15736,   600, 61680,     0,     0,     0,     0,  1485, 32078,     0,     0,     0,     0, 21373,     0,     0,     0, 10148,  8229,     0,     0,     0,    0,    0, 4103,    0,    0,    0,    0, 2295
4400,  7936,9,2,4,0,1137, 5639,2,     0,     0,  9176, 31309,  2309,237365,     0,     0,     0,     0,     0,217449,     0,     0,     0,     0, 15073,     0,     0,     0,  8126,  4843,     0,     0,     0,10807,    0,12376,    0,    0,    0,    0, 3028
4401,  9940,9,4,8,0, 493, 6332,5,     0,     0,  2880,  9827,   583, 59892,     0,     0,     0,     0,     0, 30333,     0,     0,     0,     0, 29559,     0,     0,     0,  6084,     0,     0,     0,     0, 2348,    0, 1395,    0, 1866,    0,    0,  924
4402, 11360,9,3,7,3,2217, 3254,2,     0,     0, 43149,147224,     0,     0,     0,     0,     0,     0, 38430,     0,     0,     0,     0, 13101,     0,     0,     0,     0, 51980,     0,     0,     0,     0,33847,    0, 9866,    0, 1625,  757, 3697, 5281
4403, 19829,9,3,7,0,2105, 3714,1,     0,     0, 21407, 73041,     0,     0,     0,     0,   248, 22667, 15865,     0,     0, 22667,     0, 12964,     0,     0,     0,     0, 21972,     0,     0,     0,     0,18173,    0, 4067, 3406, 1211,    0, 3746, 4094
4404,  8277,9,4,9,2,1470, 2411,5,     0,     0,  2762,  9424,   333, 34232,     0,     0,     0,     0,   514,  8041,     0,     0,     0,     0, 20417,     0,     0,     0,  4227,  5774,     0,     0,     0, 2707,    0, 1976,    0,    0,    0,    0, 1463
4405,  4719,9,2,3,0,1075, 5440,5,     0,     0,  6928, 23638,   545, 56026,     0,     0,     0,     0,     0, 32202,     0,     0,     0,     0, 18999,     0,     0,     0, 16076,  4825,     0,     0,     0, 3224,    0, 4338,    0,    0, 1181, 2971, 4757
4406,  7554,9,1,1,0, 688, 5815,2,     0,     0,  3818, 13027,     0,     0,   563, 78082,     0,     0,     0,     0, 51756,     0,     0,     0,     0, 26326,     0,     0, 10594,     0,     0,     0,     0,  630,    0, 1803,    0, 1455,  260, 2118, 1756
4407, 16878,9,2,4,0, 288, 8688,2,     0,     0, 21830, 74484,     0,     0,     0,     0,     0,     0, 35403,     0,     0,     0,     0, 11498,     0,     0,     0,     0, 20223,     0,     0,     0,     0,    0,    0, 7360,    0, 2945,    0, 3956, 3738
4408,  9348,9,1,1,0, 286, 7502,2,     0,     0,  4493, 15330,     0,     0,  1247,172946,     0,     0,   879,     0,149845,     0,     0,     0,     0, 23101,     0,     0, 12894,     0,     0,     0,     0,    0,    0, 1557,    0, 1475,    0, 1578, 3513
4409, 17391,9,3,5,0,2239, 2414,1,     0,     0, 21782, 74320,     0,     0,     0,     0,     0,     0, 22279,     0,     0,     0,     0, 13606,     0,     0,     0,     0, 22493,     0,     0,     0,     0,10657,    0, 5285,    0, 1932,    0, 3589, 1648
4410,  3815,9,3,6,0,1216, 4663,2,     0,     0, 18916, 64541,   849, 87277,     0,     0,     0,     0,     0, 58460,     0,     0,     0,     0, 28817,     0,     0,     0, 38435,     0,     0,     0,     0,17406,    0, 8700,    0, 3269, 2572, 7105, 3418
4411, 11567,9,3,6,0,1710, 3718,4,     0,     0,  4614, 15743,     0,     0,     0,     0,     0,     0,  7643,     0,     0,     0,     0,  2240,     0,     0,     0,     0,  2514,     0,     0,     0,     0, 2032,    0, 1314,    0,  701,    0,    0,  462
4412,  4378,9,4,8,0, 490, 5926,2,     0,     0, 15792, 53882,     0,     0,     0,     0,     0,     0, 20679,     0,     0,     0,     0,  8827,     0,     0,     0,     0, 18743,     0,     0,     0,     0, 2423,    0, 3210,    0, 1020, 1158, 2320, 4322
4413, 11784,9,4,8,0,  65, 8285,5,     0,     0,  4312, 14713,     0,     0,     0,     0,     0,     0,  5290,     0,     0,     0,     0,  3969,     0,     0,     0,     0,  4336,     0,     0,     0,     0,    0,    0, 1118,    0, 1034,    0,    0, 1650
4414, 34961,9,3,7,0,1706, 4270,2,     0,     0,  9446, 32230,   584, 60009,     0,     0,     0,     0,     0, 35029,     0,     0,     0,     0, 19901,     0,     0,     0, 19697,  5079,     0,     0,     0, 9094,    0, 3439,    0,    0,    0, 3104, 5878
4415,  3869,9,2,3,0, 733, 6568,2,     0,     0,  4707, 16060,     0,     0,     0,     0,   698, 63748,     0,     0,     0, 55595,     0,  4556,     0,     0,     0,     0,  9301,     0,     0,  8153,     0, 1174,    0, 1029, 1306,    0,  467,    0, 1599
4416,  7424,9,1,1,0, 818, 5818,3,     0,     0,  3034, 10352,   746, 76645,     0,     0,     0,     0,     0, 55368,     0,     0,     0,     0, 17098,     0,     0,     0,  5273,  4179,     0,     0,     0,    0,    0, 5079,    0,    0,    0,    0, 1854
4417, 17814,9,3,7,3,3118, 1576,2,     0,     0,  3637, 12409,   756, 77717,     0,     0,     0,     0,     0, 30098,     0,     0,     0,     0, 35884,     0,     0,     0,  8828, 11735,     0,     0,     0,    0,    0, 3581,    0,    0,    0,    0, 3332
4418, 19690,9,2,4,0, 833, 6569,2,     0,     0, 13195, 45021,  1169,120173,     0,     0,     0,     0,  1372,108857,     0,     0,     0, 15251,     0,     0,     0,     0, 22807, 11316,     0,     0,     0, 1823,    0, 3768,    0,    0,    0, 3094, 5403
4419, 19690,9,2,4,0, 409, 8768,2,     0,     0,  7539, 25723,   941, 96735,     0,     0,     0,     0,     0, 66660,     0,     0,     0,     0, 22016,     0,     0,     0, 19886,  8059,     0,     0,     0, 3091,    0, 2746, 2558,    0,    0,    0, 6669
4420, 19995,9,1,2,1, 765, 6236,5,     0,     0,  8005, 27314,     0,     0,     0,     0,     0,     0, 13251,     0,     0,     0,     0,  3242,     0,     0,     0,     0,  4738,     0,     0,     0,     0, 1472,    0, 4611,    0,  699,  461,    0,  543
4421,  4481,9,2,4,0,1245, 5413,2,     0,     0, 11721, 39992,   956, 98277,     0,     0,     0,     0,  1055, 72904,     0,     0,     0,     0, 25373,     0,     0,     0, 25338,     0,     0,     0,     0, 8342,    0, 5257,    0, 1771, 1971, 1895, 4854
4422, 19690,9,2,4,0, 625, 7974,2,     0,     0, 16191, 55244,   446, 45849,     0,     0,     0,     0,     0, 43099,     0,     0,     0, 15571,     0,     0,     0,     0, 32786,  2750,     0,     0,     0, 2124,    0, 4763, 5641,    0,    0, 7140, 5135
4423,  9861,9,3,5,0,1788, 3535,5,     0,     0,  5383, 18367,   450, 46240,     0,     0,     0,     0,     0, 22581,     0,     0,     0,     0, 23659,     0,     0,     0,  5593,     0,     0,     0,     0, 6368,    0, 6406,    0,  836,    0,    0, 1581
4424, 15098,9,2,4,0, 587, 7041,2,     0,     0,  7920, 27023,  1105,113594,     0,     0,     0,     0,     0, 83026,     0,     0,     0,     0, 30568,     0,     0,     0, 18289,     0,     0,     0,     0, 1405,    0, 7329,    0, 1120,    0, 4240, 4392
4425, 10939,9,3,5,0,1956, 3173,4,     0,     0,  6438, 21966,   203, 20912,     0,     0,     0,     0,  7542,     0,     0,     0,     0,     0, 20912,     0,     0,     0,  7900,     0,     0,     0,     0, 3621,    0, 2903,    0, 1482,    0, 1587,  962
4426, 12759,9,1,1,0, 780, 6215,4,     0,     0,  2841,  9695,    56,  5719,  1563,216787,     0,     0,     0,     0,170159,     0,     0,     0,     0, 46628,     0,     0,  7604,  5719,     0,     0,     0,    0,    0, 2091,    0,    0,    0, 1252, 1721
4427, 19829,9,3,7,0,2050, 3855,2,     0,     0,  2036,  6947,     0,     0,     0,     0,     0,     0,  3425,     0,     0,     0,     0,  1462,     0,     0,     0,     0,  1345,     0,     0,     0,     0,    0,    0,  715,    0,  230,    0,    0,  201
4428,  3471,9,4,8,0,  71, 8128,2,     0,     0, 18204, 62112,     0,     0,     0,     0,     0,     0, 24056,     0,     0,     0,     0, 11421,     0,     0,     0,     0, 23946,     0,     0,     0,     0,    0,    0, 2689, 1659, 1049,  842, 2119, 2881
4429,  5986,9,2,3,0, 747, 6501,3,     0,     0,  5613, 19152,  1507,154920,     0,     0,     0,     0,     0,112818,     0,     0,     0,     0, 32983,     0,     0,     0,  8936,  9119,     0,     0,     0, 6550,    0, 3666,    0,    0,  501,    0, 3083
4430,  4628,9,4,8,0,   0,11454,5,     0,     0,  3396, 11589,   394, 40515,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0, 40515,     0,     0,     0,  8849,     0,     0,     0,     0,    0,    0, 2740,    0, 1985,    0,    0, 3402
4431,  3869,9,2,3,0, 717, 6713,2,     0,     0, 12816, 43728,     0,     0,     0,     0,  1095,100006,     0,     0,     0, 81284,     0,     0,     0,     0, 18722,     0, 25390,     0,     0,     0,     0,12518,    0, 5820,    0, 1219,  567, 3480, 6520
4432, 11657,9,1,1,0, 736, 5826,3,     0,     0,  4675, 15951,     0,     0,   879,118665,    27,  2466,     0,     0, 96345,     0,     0,     0,     0, 22320,     0,     0, 11377,     0,     0,  2466,     0, 1078,    0, 3496,    0,    0,    0, 2016, 3606
4433, 56791,9,3,5,4,2761, 1343,2,     0,     0, 17988, 61375,     0,     0,     0,     0,     0,     0, 10322,     0,     0,     0,     0, 10160,     0,     0,     0,     0, 24985,     0,     0,     0,     0,12523,    0, 3385,    0, 1486, 1193, 3001, 4428
4434, 35786,9,1,2,0,1088, 5109,3,     0,     0,  1468,  5009,   626, 64353,     0,     0,     0,     0,     0, 51085,     0,     0,     0,     0, 10012,     0,     0,     0,  3330,  3256,     0,     0,     0,    0,    0, 1679,    0,    0,    0,  912,  918
4435,  4063,9,1,1,0, 235, 8092,2,     0,     0,  9096, 31036,     0,     0,   412, 57140,    24,  2192,     0,     0, 57140,     0,     0, 10386,     0,     0,     0,     0, 17804,     0,     0,  2192,     0,    0,    0, 2846, 2391,    0,    0, 2161, 3098
4436, 50930,9,3,5,0,1710, 3286,2,     0,     0,  5658, 19305,     0,     0,     0,     0,   280, 25572,     0,     0,     0, 25572,     0,  3771,     0,     0,     0,     0, 12522,     0,     0,     0,     0,    0,    0, 3012, 5566, 1402,    0, 1501,  885
4437, 16146,9,3,7,3,1246, 5614,2,     0,     0,  9581, 32690,  1030,105884,     0,     0,     0,     0,     0, 77628,     0,     0,     0,     0, 28256,     0,     0,     0, 20515,     0,     0,     0,     0, 6718,    0, 5457, 2728,  780,    0, 2228, 1019
4438, 19091,9,4,9,0, 235, 4712,2,     0,     0,  8005, 27313,   959, 98585,     0,     0,     0,     0,     0, 72369,     0,     0,     0,     0, 26216,     0,     0,     0, 23805,     0,     0,     0,     0,    0,    0, 3508, 2936, 2513, 1096, 2758, 4339
4439, 12525,9,2,3,0, 516, 7303,2,     0,     0,  4723, 16115,  1055,108454,     0,     0,     0,     0,     0, 91500,     0,     0,     0,     0, 13593,     0,     0,     0, 10732,  3361,     0,     0,     0,    0,    0, 5383,    0,    0,    0, 3337, 1334
