HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,GSTATE,CDD65,HDD65,TYPEHUQ,STORIES,ZSTORIES,URBRUR,ZURBRUR,SHARELQT,LIVEATSP,DIRACC,KOWNRENT,KOWNCOND,ZKOWNCON,HUPROJ,ZHUPROJ,RENTHELP,ZRENTHEL,YEARMADE,ZYEARMAD,OCCUPY,OCCUPYY,OCCUPYM,BEDROOMS,ZBEDROOM,NCOMBATH,ZNCOMBAT,NHAFBATH,ZNHAFBAT,OTHROOMS,ZOTHROOM,WALLTYPE,ZWALLTYP,UGASHERE,ZUGASHER,HEATED,UNHEATED,HOMEAREA
2362, 10494,9,3,6,0,1473, 4165,3,1,0,4,0,0,9,9,3,0,0,0,0,0,0, 5,0,1,2, 2,1,0,1,0,0,0,2,0, 2,0,0,0,  859,    0,  859
2363,  6969,9,4,8,0,1892, 2712,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,2,0, 4,0,1,0, 1290,    0, 1290
2364,  3202,9,4,8,0,1875, 2778,2,1,0,2,0,0,9,9,3,0,0,0,0,0,0, 7,0,1,1, 7,3,0,2,0,0,0,3,0, 1,0,1,0, 1550,  625, 2175
2365,  3815,9,3,6,0,1693, 4389,2,1,0,3,0,0,9,9,1,2,0,9,0,9,0,13,0,1,1,12,3,0,3,0,0,0,3,0, 1,0,1,0, 4351,    0, 4351
2366,  7461,9,3,6,0,1790, 2931,1,9,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,0,0,2,0, 3,0,1,0,  672,    0,  672
2367,  7232,9,3,5,0, 973, 4844,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 6,0,8,9,99,2,0,1,0,0,0,2,0, 3,0,0,1,  798,    0,  798
2368, 15182,9,3,7,3,3430, 1943,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 7,0,1,2,10,1,0,1,0,0,0,3,0, 2,0,1,0,  826,    0,  826
2369, 22069,9,3,5,0,1640, 3353,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,0,0,2,0, 5,0,0,0,  440,  936, 1376
2370,  9116,9,1,1,0, 425, 8135,1,9,0,4,1,0,9,9,1,0,0,9,0,9,0, 9,0,0,9,99,2,0,1,0,0,0,2,0, 3,0,0,0,  938,    0,  938
2371,  5120,9,2,3,0,1040, 5844,2,4,0,3,0,0,9,9,1,0,0,9,0,9,0,13,0,1,2, 1,4,0,2,0,0,0,3,0, 1,0,1,0, 2496,    0, 2496
2372, 19831,9,4,9,2,1472, 2408,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 3,0,1,2, 4,3,0,2,0,0,0,3,0, 4,1,1,0, 1344,    0, 1344
2373,  4063,9,1,1,0, 315, 7167,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 9,0,0,9,99,3,0,2,0,0,0,4,0, 2,0,0,0, 3534,  600, 4134
2374,  3592,9,4,8,0,  66, 8553,2,4,0,1,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,4,0,1,0,0,0,4,0, 2,0,1,0, 2016,  528, 2544
2375, 10853,9,1,2,1, 866, 5475,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 2,0,0,9,99,3,0,1,0,0,0,6,0, 3,0,1,0, 2355,    0, 2355
2376, 13804,9,4,9,2, 137, 7159,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,2,0,1,0,0,0,2,0, 3,0,0,0,  550,    0,  550
2377, 10027,9,3,5,4,3166,  557,5,9,0,2,0,0,9,9,1,1,0,9,0,9,0,14,0,1,2, 2,2,0,2,0,0,0,3,0, 3,0,0,0,  839,  517, 1356
2378,  8401,9,1,1,0, 616, 5949,4,9,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,2,0,0,0,3,0, 6,0,1,0,  937,    0,  937
2379,  4849,9,1,1,0, 653, 5879,5,9,0,2,0,0,9,9,2,0,0,0,0,0,0, 7,1,1,2,11,2,0,1,0,0,0,1,0, 2,0,0,0,  748,    0,  748
2380,  4094,9,4,9,2,1689, 2042,4,9,0,1,1,8,9,9,2,0,0,0,0,0,0, 9,1,1,2,11,2,0,1,0,1,0,2,0, 2,0,0,0, 1016,  506, 1522
2381, 17061,9,3,5,0,1082, 4686,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 2,0,0,9,99,3,0,2,0,1,0,5,0, 2,0,0,0, 3662,    0, 3662
2382, 21095,9,4,9,2, 276, 1315,2,1,0,2,0,0,9,9,2,0,0,0,0,0,0, 4,0,0,9,99,3,0,2,0,0,0,2,0, 2,0,1,0, 1472,  440, 1912
2383, 23797,9,3,5,0,1639, 3355,4,9,0,2,0,0,9,9,2,0,0,1,0,9,0, 5,0,0,9,99,1,0,1,0,0,0,3,0, 1,0,0,0,  596,  117,  713
2384, 21099,9,1,2,0,1526, 4464,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,2,0,2,0,0,0,3,0, 3,0,1,0, 2165,    0, 2165
2385,  3530,9,4,8,0,1820, 2986,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 8,0,0,9,99,3,0,2,0,0,0,2,0, 4,0,1,0, 1700,  340, 2040
2386, 15519,9,3,7,3,2919, 2418,2,2,0,2,0,0,9,9,2,0,0,0,0,0,0, 4,1,1,2,98,3,0,2,0,0,0,2,0, 1,0,0,0, 1598,    0, 1598
2387, 10304,9,1,1,0, 291, 7448,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,0,0,3,0, 2,0,0,0, 2912,    0, 2912
2388, 22622,9,4,9,2,1666, 2106,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 2,0,0,9,99,2,0,1,0,0,0,3,0, 4,0,1,0, 1227,    0, 1227
2389,  8878,9,3,5,0,1785, 3222,5,9,0,1,1,0,9,9,2,2,0,1,0,9,0, 9,1,8,9,99,4,0,2,0,1,0,2,0, 2,0,1,0, 1463,    0, 1463
2390,  4481,9,2,4,0,1156, 5813,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0,10,0,0,9,99,4,0,3,0,0,0,5,0, 2,0,1,0, 4206,  462, 4668
2391,  5009,9,3,5,4,3329,  503,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 6,0,1,1, 4,3,0,1,0,1,0,4,0, 1,0,0,0, 1416,  441, 1857
2392, 24354,9,4,9,2,1336, 2482,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 6,0,0,9,99,2,0,1,0,0,0,2,0, 2,0,1,0,  789,    0,  789
2393, 21095,9,4,9,2,1382,  728,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,2,0,0,0,7,0, 4,1,1,0, 2105,  295, 2400
2394, 25347,9,4,9,2, 796, 2073,2,1,0,3,0,0,9,9,2,0,0,0,0,0,0, 3,0,1,2, 2,3,0,1,0,0,0,2,0, 4,0,1,0, 1016,    0, 1016
2395, 23057,9,3,5,4,3455,  211,5,9,0,1,0,0,9,9,1,1,0,9,0,9,0, 5,0,0,9,99,1,0,1,0,0,0,3,0, 7,0,0,0,  780,    0,  780
2396, 23987,9,2,3,0, 735, 6616,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 4,0,1,3, 1,1,0,1,0,0,0,2,0, 1,0,1,1,  509,    0,  509
2397, 21099,9,1,2,0, 925, 5699,2,3,0,4,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,2,11,2,0,2,0,0,0,4,0, 6,0,0,1, 2479,    0, 2479
2398, 20722,9,3,5,0,2216, 2531,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,2,0,1,0,0,0,3,0, 3,0,1,0, 1029,    0, 1029
2399, 20831,9,3,5,4,2618, 1327,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,2,0,2,0,0,0,3,0, 7,0,0,0, 1536,  418, 1954
2400, 22305,9,2,3,0, 722, 6669,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,3,0,0,0,2,0, 3,0,0,0, 3312,  572, 3884
2401,  9348,9,1,1,0, 162, 9476,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,5,0,2,0,1,0,3,0, 2,0,0,0, 3504,  656, 4160
2402, 16589,9,1,2,0, 913, 5929,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0,11,0,0,9,99,4,0,2,0,0,0,3,0, 1,0,1,0, 2646,    0, 2646
2403, 20337,9,4,9,2, 199, 5801,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,2,0,1,0,0,0,2,0, 2,0,0,0,  625,    0,  625
2404, 21099,9,1,2,0,1267, 4611,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,1,0,2,0, 5,0,1,0, 2378,    0, 2378
2405,  5297,9,3,5,0, 695, 6525,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,4,0,1,0,1,0,3,0, 3,0,0,0, 2448, 1264, 3712
2406,  3790,9,4,9,0,  59, 5379,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,2,0,1,0,3,0, 3,0,0,0, 4332,    0, 4332
2407,  7409,9,3,7,0,2388, 1866,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,2,0, 1,0,1,0, 1726,   72, 1798
2408,  4481,9,2,4,0,1224, 5505,2,2,0,4,0,0,9,9,1,2,0,9,0,9,0, 6,0,0,9,99,4,0,2,0,1,0,4,0, 2,0,0,0, 4179,    0, 4179
2409, 16705,9,2,4,0,1085, 6034,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,1, 9,2,0,2,0,0,0,2,0, 1,0,1,0, 1300,    0, 1300
2410, 24572,9,3,5,4,2940, 1155,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0,11,0,0,9,99,3,0,2,0,1,0,4,0, 1,0,0,0, 2196,  506, 2702
2411, 16647,9,3,7,0,2643, 1591,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,0,0,5,0, 2,0,0,0,  996,    0,  996
2412,  7199,9,2,4,0,1154, 5591,2,1,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,2,0,1,0,1,0,3,0, 2,0,1,0,  945,  234, 1179
2413,  8350,9,3,7,0,2009, 3798,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,2,0, 2,0,1,0,  976,    0,  976
2414, 14054,9,2,4,0, 332, 8158,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,4,0,2,0,0,0,4,0, 3,0,0,0, 3168,  888, 4056
2415, 23443,9,3,5,0,2590, 2452,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 2,0,1,2,11,3,0,2,0,0,0,5,0, 1,0,1,0, 1680,    0, 1680
2416, 19952,9,2,3,0,1167, 5863,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,1,1, 4,3,0,2,0,0,0,3,0, 2,0,1,0, 2564,  686, 3250
2417,  3865,9,3,6,0,2071, 2725,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1,12,3,0,2,0,0,0,4,0, 1,0,0,0, 4458,    0, 4458
2418,  4165,9,3,6,0,1936, 3160,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,2,0,0,0,3,0, 3,0,0,0, 1440,    0, 1440
2419,  4923,9,2,4,0,1136, 5645,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1, 7,2,0,2,0,0,0,2,0, 3,0,1,1, 1008,    0, 1008
2420, 11148,9,1,2,1, 343, 8474,1,9,0,4,0,0,9,9,2,0,0,1,1,9,0, 1,1,1,1, 7,2,0,1,0,0,0,3,0, 3,0,0,0,  625,   75,  700
2421, 12159,9,3,6,0,1542, 4108,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,0,0,2,0, 3,0,0,0,  833,    0,  833
2422, 11083,9,3,6,0,1554, 4098,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,4,0,1,0,0,0,5,0, 3,0,1,0, 2212,    0, 2212
2423,  9067,9,3,5,4,2545, 1366,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,0,0,2,0, 7,0,1,0,  932,    0,  932
2424, 12597,9,3,6,0,2598, 1592,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,1,0,3,0, 1,0,1,0, 1652,    0, 1652
2425, 14790,9,3,6,0,3231, 1219,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 1,0,1,0, 1782,  360, 2142
2426,  7554,9,1,1,0, 633, 5514,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,3,0, 2,0,1,0, 1820,  144, 1964
2427, 20031,9,3,5,0, 861, 5615,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,4,0,2,0,1,0,6,0, 1,0,1,0, 3888,  528, 4416
2428,  8811,9,4,8,0,3129, 1370,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 6,0,1,2,10,2,0,1,0,0,0,2,0, 4,0,0,0,  592,    0,  592
2429,  4488,9,3,6,0,1298, 4616,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0,13,0,1,2, 4,3,0,2,0,0,0,4,0, 1,0,1,0, 1464, 2016, 3480
2430, 16152,9,3,6,0,1653, 4412,2,2,0,3,0,0,9,9,2,0,0,0,1,0,1, 6,0,0,9,99,3,0,1,0,0,0,3,0, 1,0,1,1, 1768, 1160, 2928
2431,  6104,9,3,5,0,2150, 3116,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,1,2, 5,4,0,2,0,1,0,6,0, 1,0,1,0, 3762, 1296, 5058
2432, 21099,9,1,2,0,1083, 5387,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,2,0,1,0,4,0, 3,0,0,1, 3108,  336, 3444
2433,  7104,9,4,8,0, 353, 6332,1,9,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,8,9,99,3,0,1,0,0,0,2,0, 3,0,1,0,  840,    0,  840
2434, 19169,9,3,5,0,2127, 2440,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,0,0,1,0, 3,0,0,0, 1040,    0, 1040
2435, 19516,9,2,3,0, 414, 7890,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,4,0,1,0,0,0,4,0, 3,0,1,0, 3075,    0, 3075
2436, 24129,9,1,2,1,1297, 4612,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 2,0,0,9,99,1,0,1,0,0,0,2,0, 1,0,1,0,  292,    0,  292
2437, 32933,9,3,5,0, 990, 4811,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 1,0,1,1,12,1,0,1,0,0,0,2,0, 2,0,0,0,  826,    0,  826
2438, 17285,9,3,6,0,1675, 4399,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 6,0,1,1,12,3,0,1,0,0,0,2,0, 1,0,1,0, 1118,    0, 1118
2439, 20237,9,3,7,3,3845, 1503,1,9,0,1,0,0,9,9,1,0,0,9,0,9,0, 7,0,1,2, 5,1,0,1,0,0,0,1,0, 5,0,1,0,  560,    0,  560
2440, 10259,9,4,8,0, 535, 5928,1,9,0,2,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,1,0,4,0, 3,0,1,0, 1568,    0, 1568
2441, 25182,9,3,7,3,2497, 1797,3,2,0,1,0,0,9,9,2,2,0,0,0,0,0, 5,0,0,9,99,2,0,1,0,1,0,2,0, 1,0,0,0, 1020,    0, 1020
2442,  3711,9,1,1,0, 960, 5965,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 6,0,8,9,99,3,0,3,0,0,0,5,0, 2,0,0,0, 3037,  545, 3582
2443, 16557,9,3,7,3,2585, 1738,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 1,0,1,0, 1491,  550, 2041
2444, 11172,9,1,2,0,1040, 5538,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,1,0,3,0, 6,0,0,0, 3877,  505, 4382
2445, 17851,9,3,7,3,1526, 3993,2,1,0,1,1,0,9,9,2,0,0,0,0,0,0, 3,0,1,1, 3,2,0,1,0,0,0,3,0, 2,0,1,0, 1020,    0, 1020
2446, 20523,9,4,9,2,1483, 2392,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 2,1,1,0, 1489,  609, 2098
2447, 15209,9,4,9,0,  77, 5122,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,3,0, 2,0,1,0,  992,  504, 1496
2448, 21405,9,3,5,0,2020, 3154,5,9,0,1,0,0,9,9,2,0,1,1,0,9,0, 4,0,1,2, 9,1,0,1,0,0,0,2,0, 1,1,1,0,  612,    0,  612
2449,  4721,9,4,8,0, 411, 6160,2,2,0,1,0,0,9,9,1,0,1,9,0,9,0, 2,1,0,9,99,2,0,1,0,0,0,3,0, 2,0,1,1, 1913,  308, 2221
2450, 11952,9,1,2,0, 719, 6165,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 1,0,1,0, 2775,    0, 2775
2451,  4989,9,2,3,0, 474, 7877,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,4,0, 2,0,1,0, 2143, 2373, 4516
2452, 15062,9,1,2,0, 938, 5845,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,2,0,0,0,3,1, 1,1,1,0, 2194,    0, 2194
2453, 18929,9,3,6,0,1400, 4224,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,2,0,1,0,4,0, 1,1,1,0, 1820, 1884, 3704
2454, 15625,9,1,2,0,1027, 5540,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,0,1,4,0, 3,0,1,0, 1976,    0, 1976
2455, 18069,9,4,9,0,  79, 5091,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 2,0,0,9,99,4,0,1,0,1,0,3,0, 2,0,1,0, 2576,    0, 2576
2456, 17964,9,2,3,0, 265, 8683,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,1,2, 7,2,0,1,0,0,0,2,0, 3,0,0,0,  600,    0,  600
2457, 23952,9,2,3,0, 927, 5619,2,2,0,4,1,0,9,9,1,0,0,9,0,9,0, 1,0,1,8,98,3,0,2,0,0,0,4,0, 2,0,1,0, 3040,  576, 3616
2458,  6735,9,1,1,0, 876, 5630,3,2,0,1,0,0,9,9,2,0,0,1,0,9,0, 4,0,0,9,99,4,0,2,0,0,0,2,0, 1,0,1,0, 1409,  931, 2340
2459,  8494,9,3,6,0,1717, 4375,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,0,0,2,0, 1,0,1,0,  925,    0,  925
2460, 15257,9,1,2,0, 770, 6300,2,2,0,3,0,1,8,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,0,0,3,0, 3,1,1,0, 1368, 1064, 2432
2461,  7817,9,2,3,0, 663, 6731,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,4,0,2,0,1,0,5,0, 3,0,1,0, 3122,  486, 3608
2462,  9441,9,2,3,0,1306, 5427,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,1,1,2, 9,2,0,1,0,0,0,2,0, 1,0,1,0, 1043,    0, 1043
2463,  3902,9,3,7,0,2439, 2071,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1,11,3,0,2,0,0,0,3,0, 1,0,1,0, 2752,    0, 2752
2464,  4683,1,2,3,0, 465, 7911,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0,10,0,0,9,99,2,0,1,0,0,0,2,0, 1,0,1,0, 1416,    0, 1416
2465, 23952,9,2,3,0, 963, 5575,2,1,0,1,0,1,8,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,1,0,5,0, 1,0,1,0, 2125,  500, 2625
2466,  4410,9,3,7,3,2188, 3287,3,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,3,0,0,0,3,0, 1,0,1,0, 3234,  513, 3747
2467, 13012,9,3,6,0,1279, 4184,2,1,0,4,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,2, 9,4,0,1,0,0,0,2,0, 2,0,0,0,  860,    0,  860
2468, 22305,9,2,3,0, 797, 6304,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,2,0,0,0,4,0, 1,0,1,0, 1525,  400, 1925
2469,  4398,9,3,7,3,2720, 2145,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,1,0,2,0, 1,0,0,0, 1692,    0, 1692
2470, 14767,9,2,4,0, 376, 8905,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,2,0,0,0,4,0, 2,0,0,0, 1053,  595, 1648
2471, 12773,9,3,5,0,1693, 3319,2,1,0,2,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,2,0,1,0,0,0,3,0, 2,0,1,0,  720, 1009, 1729
2472, 17925,9,1,2,1, 572, 6960,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,0,0,2,0, 1,0,1,0, 1976,    0, 1976
2473, 14634,9,4,9,2,1051, 3047,5,9,0,2,0,0,9,9,2,0,0,0,0,0,0, 6,0,1,1, 7,2,0,1,0,1,0,2,0, 4,0,1,0, 3060,    0, 3060
2474,  4229,9,3,6,0,1235, 4306,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,1,0,4,0, 2,0,0,0,  827,  575, 1402
2475,  3592,9,4,8,0,   0,13725,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0,12,0,1,8,98,4,0,3,0,1,0,5,0, 4,0,1,0, 5000,  600, 5600
2476,  3349,9,1,2,0, 964, 5957,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,0,0,2,0, 3,0,0,0, 2160,    0, 2160
2477, 20711,9,3,6,0,2875, 1429,5,9,0,1,0,0,9,9,3,0,0,0,0,0,0,13,1,1,2,12,1,0,1,0,0,0,2,0, 3,0,1,0,  667,    0,  667
2478,  3971,9,3,5,0, 852, 5665,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,1,0,9,99,4,0,2,0,0,0,3,0, 2,0,1,0, 1040,  336, 1376
2479,  9899,9,2,4,0,1666, 4748,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 6,0,0,9,99,2,0,1,0,1,0,2,0, 1,0,1,0, 1166,    0, 1166
2480, 32940,9,3,7,0,2258, 2128,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,1,0,1,0,3,0, 1,0,1,0, 1176,  400, 1576
2481, 15062,9,1,2,0,1047, 5313,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,2,0,1,0,1,0,3,0, 2,0,1,0, 1420,    0, 1420
2482, 13646,9,2,4,0, 559, 7638,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,4,0,1,0,1,0,4,0, 2,0,1,0, 2160, 1080, 3240
2483, 18250,9,4,9,2, 688,  978,5,9,0,1,0,1,0,9,2,0,0,0,0,0,0, 5,0,0,9,99,2,0,1,0,1,0,2,0, 4,0,1,0, 1284,    0, 1284
2484, 19962,9,4,9,0, 272, 4534,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,1,3, 1,2,0,1,0,1,0,3,0, 2,0,1,0, 2100, 1050, 3150
2485, 23573,9,2,3,0, 814, 6120,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,0,0,2,0, 3,0,1,0, 1685,  982, 2667
2486,  6091,9,3,5,0,2044, 3147,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 8,0,0,9,99,3,0,2,0,1,0,4,0, 2,0,1,0, 2419,    0, 2419
2487, 11125,9,3,5,0,1264, 4360,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,3,0,2,0,0,0,3,0, 3,0,1,0, 1344,    0, 1344
2488, 12293,9,4,9,0,  77, 5247,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0,11,0,0,9,99,3,0,2,0,0,0,3,0, 2,0,1,0, 1668,  458, 2126
2489, 11060,9,3,6,0,1631, 4006,2,2,0,2,0,1,0,9,1,0,0,9,0,9,0, 2,0,0,9,99,3,0,2,0,0,0,4,0, 6,0,1,0, 2952, 1808, 4760
2490, 10405,9,1,2,0, 911, 5935,2,3,0,4,1,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,2,0,4,0, 6,0,0,0, 1986,  880, 2866
2491,  3283,9,1,1,0,1170, 5170,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 8,0,0,9,99,5,0,3,0,1,0,7,0, 2,0,0,0, 6622,    0, 6622
2492, 11371,9,1,2,1, 266, 8897,4,9,0,4,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,3, 1,2,0,1,0,0,0,3,0, 3,0,0,0,  925,    0,  925
2493,  9784,9,1,2,1, 669, 6954,4,9,0,1,0,0,9,9,2,0,0,1,0,9,0, 1,1,1,2, 9,1,0,1,0,0,0,2,0, 2,0,0,0,  737,    0,  737
2494,  4402,9,3,5,0,1244, 4553,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 6,1,0,9,99,3,0,2,0,0,0,2,0, 1,0,0,0, 1824,    0, 1824
2495, 16528,9,2,4,0,1338, 5184,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,2,0,1,0,3,0, 2,0,1,0, 3300,  572, 3872
2496,  4492,9,3,5,0,1659, 3388,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,3,0,2,0,1,0,4,0, 2,0,1,0, 1204,  360, 1564
2497,  4874,9,4,9,2,1610, 2086,2,1,0,2,0,1,0,9,1,0,0,9,0,9,0, 6,0,1,2, 6,3,0,2,0,0,0,4,0, 2,0,0,0, 1510,  256, 1766
2498, 14566,9,3,6,0,2285, 2914,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0,13,1,1,1,11,5,0,3,0,1,0,5,0, 1,0,1,0, 3325,    0, 3325
2499, 16784,9,3,7,3,2532, 2210,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,1,0,5,0, 5,0,1,0, 2394,    0, 2394
