HHID,NWEIGHT,REGIONC,DIVISION,TYPEHUQ,STORIES,DIRACC,YEARMADE,HOTH2O,HEATWATR,HINATTIC,ROOFPCT,ATTIC3YR,WALLINS,WALLS3YR,DUCTS,PIPEINS,WATERINS,STRIP,CAULKADD,BASEMENT,BASEINS,FLOOREXT,DOORS,STORMSO,INDOWS,PANESINS,CHANGES,SAMEFEET,SAMEHEAT,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,INSIDE,LINEARFL,PREHEAT,PREUN,PREHOME,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE,TYPEHOME,UNITS,FLOORS,OCCUP
3587,13089,1,1,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,13,13,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,03,2,99999,99999,99999,2192,0,2192,999,2,31,999,99,1
3588,25176,3,7,2,1,9,06,1,9,1,4,0,6,9,1,1,1,1,1,0,9,9,03,00,9,9,0,9,9,3,2,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1656,536,2192,999,0,21,999,99,1
3589,37851,3,5,2,1,9,04,1,9,1,4,1,2,1,0,1,0,1,1,0,9,9,02,01,17,6,1,1,1,4,2,1,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,2126,675,2801,999,0,21,999,99,1
3590,17635,3,7,2,1,9,01,1,9,6,9,9,6,9,0,0,0,0,0,1,0,9,02,00,14,0,0,9,9,2,1,0,2,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,616,0,616,999,0,21,999,99,1
3591,8372,2,4,1,9,9,06,1,9,1,4,0,1,0,1,0,0,1,0,1,1,4,02,01,8,8,0,9,9,3,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,896,0,896,999,0,11,999,99,1
3592,9689,4,8,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,5,1,0,9,9,1,1,1,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,285,0,285,1,1,31,999,99,1
3593,9915,4,8,3,1,9,01,1,9,8,9,9,8,9,6,6,6,6,6,1,6,9,02,00,7,7,0,9,9,3,1,1,3,0,9,9,3,9,9,9,9,0,02,2,99999,99999,99999,990,0,990,999,0,22,999,99,1
3594,7961,1,1,3,2,0,01,1,9,6,9,9,6,9,0,0,1,1,1,1,0,9,02,02,11,11,0,9,9,3,1,0,3,0,9,9,1,9,9,9,9,0,02,3,99999,99999,99999,936,468,1404,999,0,22,999,99,1
3595,17340,4,9,2,1,9,04,1,9,1,4,0,1,0,0,1,1,1,1,1,0,9,02,02,17,17,0,9,9,5,3,0,4,1,1,1,1,9,9,9,9,1,02,2,99999,99999,99999,3240,900,4140,999,0,21,999,99,1
3596,7025,2,4,2,2,9,01,1,9,1,4,0,2,0,0,0,0,1,1,1,0,9,03,03,24,20,0,9,9,3,1,0,7,1,0,9,1,9,9,9,9,2,02,3,99999,99999,99999,3408,824,4232,999,0,21,999,99,1
3597,7767,2,4,2,1,9,02,1,9,1,4,0,6,9,0,0,0,1,1,1,1,4,01,01,6,0,0,9,9,1,1,0,1,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,392,0,392,999,0,21,999,99,1
3598,28124,2,3,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,7,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,02,2,99999,99999,99999,3600,0,3600,999,0,31,999,99,1
3599,59919,3,5,4,9,9,07,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,03,02,1,1,0,9,9,2,2,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,951,0,951,16,1,31,999,99,1
3600,17535,4,9,2,2,9,02,1,9,1,4,1,1,0,0,0,1,1,0,1,1,6,05,04,10,3,0,9,9,3,2,1,4,1,0,9,1,9,9,9,9,1,98,3,99999,99999,99999,2877,240,3117,999,2,21,999,99,1
3601,43318,3,5,2,1,9,02,1,9,1,4,0,2,0,0,0,0,0,0,1,0,9,01,01,11,0,0,9,9,3,1,0,2,0,9,9,2,9,9,9,9,1,02,1,99999,99999,99999,988,0,988,999,0,21,999,99,1
3602,12427,3,6,2,1,9,01,1,9,0,9,9,0,9,0,1,0,0,0,1,6,9,02,01,8,0,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,814,0,814,999,0,21,999,99,1
3603,19513,4,9,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,10,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,476,0,476,1,1,41,12,2,1
3604,15398,1,2,3,3,9,03,1,9,1,6,6,0,9,0,1,0,0,0,1,0,9,02,02,10,10,0,9,9,2,1,1,3,1,0,9,1,9,9,9,9,2,01,3,99999,99999,99999,1388,183,1571,13,1,22,999,99,1
3605,20766,2,3,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,9,9,0,9,9,4,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1443,0,1443,31,1,31,999,99,1
3606,7503,2,4,2,1,9,03,1,9,1,4,0,1,0,0,1,0,1,1,1,1,4,02,02,14,14,0,9,9,3,1,1,2,0,9,9,1,9,9,9,9,0,02,2,99999,99999,99999,1136,1136,2272,999,0,21,999,99,1
3607,14642,1,2,2,2,9,04,1,9,1,4,0,1,1,0,0,1,1,1,1,1,2,03,03,19,19,0,9,9,4,2,1,4,1,0,9,1,9,9,9,9,0,02,3,99999,99999,99999,2053,1074,3127,999,0,21,999,99,1
3608,15710,4,9,3,1,9,01,1,9,1,6,6,1,0,0,0,1,1,1,0,9,9,02,02,19,0,0,9,9,2,1,0,3,0,9,9,4,9,9,9,9,9,01,1,99999,99999,99999,961,0,961,1,1,22,999,99,1
3609,11672,1,1,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,5,5,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,882,0,882,13,1,41,24,3,1
3610,29959,3,5,2,2,9,01,1,9,0,9,9,1,1,0,6,6,1,6,1,0,9,03,00,15,15,0,9,9,2,1,0,5,0,9,9,1,9,9,9,9,0,02,3,99999,99999,99999,3850,2500,6350,999,0,21,999,99,1
3611,13358,1,2,2,2,9,01,1,9,6,9,9,0,9,0,0,0,0,0,1,0,9,02,02,22,22,0,9,9,4,1,1,4,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,3726,207,3933,999,0,21,999,99,1
3612,27259,2,3,2,1,9,04,1,9,1,4,1,1,0,0,1,0,1,1,1,0,9,02,02,18,14,0,9,9,3,1,0,5,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2080,0,2080,999,0,21,999,99,1
3613,14519,4,8,2,1,9,04,1,9,1,2,0,6,9,0,0,1,1,1,0,9,9,02,00,7,0,0,9,9,3,2,1,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1344,0,1344,999,0,21,999,99,1
3614,7767,2,4,2,2,0,01,1,9,1,4,6,0,9,0,0,1,0,1,1,0,9,02,01,19,10,0,9,9,4,1,0,4,0,9,9,5,1,1,0,0,0,03,3,99999,99999,99999,1202,280,1482,999,2,21,999,99,1
3615,6822,2,4,2,1,9,08,1,9,1,4,1,1,1,0,1,0,1,1,1,1,1,05,05,14,14,0,9,9,4,3,1,5,1,0,9,1,9,9,9,9,2,02,2,99999,99999,99999,2904,1440,4344,999,0,21,999,99,1
3616,16533,3,7,2,1,9,07,1,9,1,4,0,1,0,1,0,0,0,1,0,9,9,03,02,6,6,0,9,9,3,2,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1353,483,1836,999,0,21,999,99,1
3617,9915,4,8,2,1,9,02,1,9,6,9,9,6,9,0,0,0,0,0,0,9,9,02,00,16,0,0,9,9,2,1,0,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,762,392,1154,999,0,21,999,99,1
3618,12956,3,6,2,2,9,01,1,9,0,9,9,0,9,0,1,0,0,0,1,0,9,04,01,28,0,0,9,9,5,2,0,4,0,9,9,5,1,1,0,0,0,95,2,99999,99999,99999,2511,800,3311,999,4,21,999,99,1
3619,12657,3,6,2,1,9,01,1,9,1,4,0,0,9,0,0,0,0,0,1,0,9,03,02,12,0,0,9,9,3,1,0,3,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1264,0,1264,999,0,21,999,99,1
3620,21066,3,5,2,1,9,04,1,9,1,4,0,0,9,6,0,0,1,1,0,9,9,02,02,9,9,0,9,9,3,2,0,3,1,8,9,4,9,9,9,9,9,02,1,99999,99999,99999,1164,364,1528,999,0,21,999,99,1
3621,17635,3,7,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,9,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,648,0,648,999,0,31,999,99,1
3622,9658,2,4,5,9,0,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,3,3,0,9,9,2,2,0,3,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1165,0,1165,22,1,41,45,3,1
3623,15184,1,2,2,1,9,05,1,9,6,9,9,6,9,6,6,6,6,6,0,9,9,02,02,20,20,0,9,9,4,2,1,0,1,0,9,4,9,9,9,9,9,00,0,99999,99999,99999,2062,527,2589,999,4,21,999,99,1
3624,14642,1,2,3,2,9,05,1,9,6,9,9,6,9,0,6,6,1,1,1,0,9,02,02,6,6,0,9,9,3,1,0,2,0,9,9,1,9,9,9,9,2,01,2,99999,99999,99999,1598,103,1701,18,5,22,999,99,1
3625,19963,2,3,2,1,9,05,1,9,1,4,0,1,0,0,0,0,0,1,1,0,9,03,02,21,21,0,9,9,3,2,1,3,1,0,9,1,9,9,9,9,1,03,3,99999,99999,99999,3288,688,3976,999,2,21,999,99,1
3626,26964,3,5,2,2,9,07,1,9,1,4,0,1,0,1,1,1,0,1,1,1,4,02,02,13,13,1,1,3,3,2,0,3,0,9,9,2,9,9,9,9,2,21,0,2300,0,99999,2300,0,2300,999,2,21,999,99,1
3627,8571,2,4,2,1,9,03,1,9,6,9,9,6,9,0,6,6,0,0,0,9,9,01,01,12,7,0,9,9,2,1,0,1,0,9,9,4,9,9,9,9,9,98,1,99999,99999,99999,629,0,629,999,2,21,999,99,1
3628,16114,2,4,2,1,9,05,1,9,1,4,0,1,0,6,1,1,1,1,1,1,4,04,04,12,12,0,9,9,3,2,0,4,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,1968,504,2472,999,0,21,999,99,1
3629,19417,2,3,2,1,9,04,1,9,1,4,1,1,0,0,0,0,0,0,0,9,9,03,02,9,9,0,9,9,3,1,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1064,364,1428,999,0,21,999,99,1
3630,16610,1,2,2,1,9,04,1,9,1,4,0,6,9,0,0,0,0,0,1,0,9,03,03,30,30,0,9,9,4,2,1,4,1,1,0,1,9,9,9,9,2,02,2,99999,99999,99999,3408,420,3828,999,0,21,999,99,1
3631,17419,3,5,2,1,9,04,1,9,1,4,0,0,9,1,0,0,1,1,0,9,9,02,00,14,0,0,9,9,3,1,0,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1496,0,1496,999,0,21,999,99,1
3632,9915,4,8,2,1,0,08,1,9,1,4,0,6,9,0,0,1,1,0,0,9,9,03,03,7,1,0,9,9,3,2,0,2,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1465,0,1465,999,0,21,999,99,1
3633,13358,1,2,2,1,9,03,1,9,1,4,1,0,9,1,6,0,0,0,1,6,9,05,05,25,25,8,9,9,3,3,1,4,1,1,0,1,9,9,9,9,2,02,2,99999,99999,99999,3425,600,4025,999,0,21,999,99,1
3634,30500,4,9,2,1,9,03,1,9,1,3,0,2,0,0,1,1,1,1,1,6,9,01,01,9,7,0,9,9,2,1,0,2,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,950,560,1510,999,0,21,999,99,1
3635,7961,1,1,2,8,9,01,1,9,1,4,1,1,1,0,0,0,1,0,1,6,9,02,01,32,24,0,9,9,3,1,0,3,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2025,389,2414,999,0,21,999,99,1
3636,17419,3,5,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,5,5,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,766,0,766,10,1,41,24,3,1
3637,8942,4,8,4,9,0,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,8,6,0,9,9,2,2,0,3,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,770,0,770,14,1,31,999,99,1
3638,27122,3,6,2,2,9,10,1,9,1,4,0,1,0,1,1,0,1,1,1,1,4,05,05,27,27,0,9,9,4,2,1,5,1,0,9,1,9,9,9,9,2,03,3,99999,99999,99999,4525,744,5269,999,2,21,999,99,1
3639,21544,1,1,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,12,11,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,736,0,736,11,1,31,999,99,1
3640,18693,3,7,2,1,9,03,1,9,1,4,0,1,0,1,0,0,1,1,1,0,9,02,02,10,10,0,9,9,2,1,0,3,1,1,0,2,9,9,9,9,0,02,1,99999,99999,99999,954,240,1194,999,0,21,999,99,1
3641,19307,3,7,2,1,9,04,1,9,0,9,9,2,0,0,0,0,0,0,1,0,9,05,02,11,0,0,9,9,2,1,0,3,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1128,0,1128,999,0,21,999,99,1
3642,16029,1,2,2,1,9,05,1,9,1,4,6,1,0,1,0,0,1,1,1,0,9,04,02,13,13,1,1,1,3,2,1,4,1,1,0,1,9,9,9,9,1,02,2,99999,99999,99999,3954,882,4836,999,0,21,999,99,1
3643,8617,1,1,2,2,1,01,1,9,0,9,9,0,9,0,1,1,0,0,1,0,9,03,02,17,17,0,9,9,3,1,0,3,1,0,9,1,9,9,9,9,0,98,3,99999,99999,99999,1392,696,2088,999,2,21,999,99,1
3644,10416,4,8,2,1,9,04,1,9,1,4,0,0,9,0,0,1,1,1,0,9,9,05,00,13,0,0,9,9,3,2,1,4,1,0,9,4,9,9,9,9,9,05,0,1945,630,99999,1945,630,2575,999,2,21,999,99,1
3645,13413,4,8,2,1,9,03,1,9,1,4,0,1,0,0,1,0,1,1,0,9,9,02,01,5,5,0,9,9,2,1,0,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,336,0,336,999,0,21,999,99,1
3646,16471,3,6,2,1,9,01,1,9,1,4,0,1,1,1,0,0,1,1,1,0,9,04,02,26,0,0,9,9,2,2,0,3,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2808,0,2808,999,0,21,999,99,1
3647,14168,4,9,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,03,00,11,0,0,9,9,2,2,0,1,9,9,9,9,9,9,9,9,9,00,0,99999,99999,99999,1464,0,1464,999,4,41,12,3,1
3648,17194,3,7,1,9,9,06,1,9,1,4,0,1,0,1,1,1,1,1,1,1,4,02,01,10,0,0,9,9,3,2,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1092,0,1092,999,0,11,999,99,1
3649,47088,3,5,4,9,0,07,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,4,0,0,9,9,2,2,1,3,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,894,0,894,18,1,31,999,99,1
3650,17535,4,9,4,9,1,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,4,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,783,0,783,10,1,31,999,99,1
3651,8544,2,4,2,1,9,03,1,9,1,4,1,1,0,0,0,0,1,1,1,0,9,02,02,20,18,0,9,9,3,1,0,2,0,9,9,5,1,1,0,0,2,02,2,99999,99999,99999,1680,0,1680,999,0,21,999,99,1
3652,30810,3,7,2,1,9,04,1,9,1,4,0,1,0,0,0,0,0,0,0,9,9,04,01,15,0,0,9,9,3,2,1,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1253,1000,2253,999,0,21,999,99,1
3653,12099,4,8,2,1,9,04,1,9,1,4,0,1,0,0,0,0,0,1,1,1,4,02,00,19,0,0,9,9,3,1,0,3,1,0,9,2,9,9,9,9,2,02,1,99999,99999,99999,1274,154,1428,999,0,21,999,99,1
3654,21963,1,2,2,4,9,05,1,9,1,4,0,1,0,1,1,1,1,1,1,1,4,03,03,19,19,0,9,9,5,3,0,7,1,0,9,2,9,9,9,9,0,02,2,99999,99999,99999,4800,480,5280,999,0,21,999,99,1
3655,18731,2,3,2,1,9,04,1,9,1,4,1,1,0,0,0,0,0,0,1,0,9,03,03,7,7,1,1,3,3,1,1,2,1,1,1,2,9,9,9,9,0,02,1,99999,99999,99999,840,528,1368,999,0,21,999,99,1
3656,17194,3,7,2,1,9,02,1,9,1,4,1,2,0,1,1,1,1,1,1,0,9,02,02,12,9,0,9,9,2,1,0,2,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,965,253,1218,999,0,21,999,99,1
3657,18173,2,3,2,2,9,01,1,9,1,3,0,2,1,0,1,0,1,1,1,0,9,04,03,18,18,0,9,9,3,1,1,3,0,9,9,5,1,1,0,0,1,03,3,99999,99999,99999,3040,0,3040,999,2,21,999,99,1
3658,7767,2,4,2,1,9,01,1,9,1,4,0,2,0,0,0,0,0,1,1,0,9,03,02,12,12,0,9,9,3,1,1,3,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,3118,475,3593,999,0,21,999,99,1
3659,18114,2,3,2,2,9,04,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,03,14,9,0,9,9,3,1,0,2,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2352,0,2352,999,0,21,999,99,1
3660,14474,1,2,2,2,9,01,1,9,1,4,1,2,0,0,0,0,0,0,1,0,9,03,02,16,16,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,1,01,3,99999,99999,99999,2447,0,2447,75,1,21,999,99,1
3661,13726,3,6,2,1,9,06,0,1,0,9,9,0,9,0,0,0,0,0,1,0,9,02,00,9,0,0,9,9,3,0,0,2,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,640,0,640,999,0,21,999,99,1
3662,8473,1,1,2,2,0,02,1,9,1,4,0,1,0,0,0,0,0,1,1,0,9,03,01,17,17,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,0,21,3,99999,99999,99999,1434,1217,2651,999,2,21,999,99,1
3663,13358,1,2,3,2,9,01,1,9,1,4,0,2,0,0,0,0,1,1,1,0,9,02,02,11,10,1,1,3,2,1,1,3,0,9,9,1,9,9,9,9,0,01,3,99999,99999,99999,492,385,877,1,1,22,999,99,1
3664,20946,4,9,5,9,0,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,5,0,0,9,9,1,1,0,3,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,528,0,528,999,0,41,7,3,1
3665,7295,2,4,2,1,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,02,02,14,14,0,9,9,3,1,0,2,1,0,9,1,9,9,9,9,1,02,3,99999,99999,99999,2622,294,2916,999,0,21,999,99,1
3666,16537,2,3,2,2,9,05,1,9,1,4,0,1,0,0,0,0,0,1,1,0,9,03,03,20,20,0,9,9,3,2,0,4,1,0,9,1,9,9,9,9,1,02,3,99999,99999,99999,3456,624,4080,999,0,21,999,99,1
3667,21773,3,5,2,1,9,03,1,9,1,4,0,0,9,0,1,0,1,0,1,0,9,02,00,20,0,0,9,9,2,1,0,4,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1406,0,1406,999,0,21,999,99,1
3668,13831,4,9,2,1,9,03,1,9,1,2,0,6,9,0,6,1,1,1,1,6,9,02,00,16,0,0,9,9,3,1,0,2,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,1230,396,1626,999,0,21,999,99,1
3669,24399,3,7,2,1,9,04,1,9,1,4,0,1,0,0,0,0,1,1,0,9,9,04,04,11,2,0,9,9,2,2,0,4,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1710,188,1898,999,0,22,999,99,1
3670,19307,3,7,2,1,9,04,1,9,1,4,0,1,0,1,0,0,1,1,1,1,4,03,02,21,21,0,9,9,3,1,1,4,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,2236,440,2676,999,0,21,999,99,1
3671,19071,3,5,2,1,9,04,1,9,1,4,0,2,0,1,1,0,1,1,1,0,9,03,01,15,15,0,9,9,3,2,0,3,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1769,0,1769,999,0,21,999,99,1
3672,10870,4,8,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,5,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,576,0,576,999,0,31,999,99,1
3673,16610,1,2,2,2,9,01,1,9,0,9,9,2,0,0,0,0,1,1,1,0,9,02,02,19,19,0,9,9,3,1,0,3,0,9,9,1,9,9,9,9,0,02,3,99999,99999,99999,1177,442,1619,999,0,21,999,99,1
3674,26964,3,5,2,1,9,05,1,9,1,4,0,1,0,1,1,1,1,1,1,1,4,04,04,10,10,0,9,9,3,2,1,3,0,9,9,1,9,9,9,9,1,04,0,1800,0,99999,1800,0,1800,999,2,21,999,99,1
3675,18293,4,9,4,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,4,0,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,770,0,770,14,1,31,999,99,1
3676,13714,3,6,2,1,9,03,1,9,1,1,0,2,0,0,1,1,1,1,1,0,9,02,01,8,1,0,9,9,1,1,0,5,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1625,0,1625,999,0,21,999,99,1
3677,19637,4,9,5,9,0,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,3,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,743,0,743,9,1,41,44,3,1
3678,23007,1,2,5,9,9,07,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,10,10,8,9,9,2,2,0,3,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,776,0,776,10,1,41,301,18,1
3679,14481,3,6,2,1,9,01,1,9,1,4,6,0,9,0,0,0,1,1,1,0,9,02,02,13,13,0,9,9,2,1,0,2,0,9,9,1,9,9,9,9,0,02,2,99999,99999,99999,636,951,1587,999,0,21,999,99,1
3680,8726,1,1,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,13,13,0,9,9,3,1,0,1,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,990,0,990,999,0,31,999,99,1
3681,21066,3,5,2,1,9,04,1,9,1,4,0,0,9,0,0,0,0,0,1,1,6,02,02,14,14,0,9,9,2,1,2,5,1,0,9,1,9,9,9,9,2,03,2,99999,99999,99999,1715,300,2015,999,2,21,999,99,1
3682,26332,3,5,2,1,9,06,1,9,6,9,9,6,9,1,6,0,0,0,0,9,9,03,00,10,0,0,9,9,4,1,1,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1320,0,1320,999,0,21,999,99,1
3683,9574,2,4,4,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,4,4,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,21,1,99999,99999,99999,595,0,595,999,2,31,999,99,1
3684,9679,4,8,2,1,9,03,1,9,6,9,9,0,9,0,0,0,1,1,0,9,9,02,00,40,0,0,9,9,4,2,0,4,0,9,9,4,9,9,9,9,9,00,0,99999,99999,99999,2361,0,2361,999,4,21,999,99,1
3685,15179,4,9,2,1,9,01,1,9,1,4,1,1,0,0,1,0,1,1,1,1,4,02,02,8,8,0,9,9,2,1,0,2,0,9,9,1,9,9,9,9,1,05,2,99999,99999,99999,1125,0,1125,999,2,21,999,99,1
3686,35877,3,5,2,1,9,04,1,9,6,9,9,6,9,0,0,0,0,0,0,9,9,03,00,12,0,0,9,9,3,1,1,2,0,9,9,4,9,9,9,9,9,05,1,99999,99999,99999,1800,0,1800,999,2,21,999,99,1
3687,34238,3,5,2,1,9,03,1,9,1,4,0,6,9,0,0,0,0,0,1,0,9,03,03,22,0,0,9,9,3,1,1,4,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,2385,0,2385,999,0,21,999,99,1
3688,7484,2,4,1,9,9,04,1,9,1,4,0,1,0,1,1,1,0,1,1,1,4,02,00,11,0,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,520,0,520,999,0,11,999,99,1
3689,16946,1,1,1,9,9,10,1,9,1,4,1,1,1,1,1,6,0,0,1,1,4,02,01,15,15,0,9,9,2,1,0,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1050,0,1050,999,0,11,999,99,1
3690,21195,2,3,2,2,9,04,1,9,1,2,1,1,0,0,0,0,0,1,0,9,9,03,03,14,14,0,9,9,3,2,0,3,0,9,9,4,9,9,9,9,9,00,0,99999,99999,99999,1815,264,2079,999,7,21,999,99,1
3691,19513,4,9,2,1,9,03,1,9,1,4,0,0,9,0,0,0,0,1,0,9,9,02,00,8,0,0,9,9,3,1,1,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,649,460,1109,999,0,21,999,99,1
3692,17535,4,9,1,9,9,05,1,9,1,3,0,1,0,6,1,1,0,0,1,1,0,02,01,7,1,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,816,0,816,999,0,11,999,99,1
3693,14561,2,4,1,9,9,06,1,9,1,4,0,1,0,0,1,0,1,1,1,1,4,02,00,10,10,0,9,9,2,1,1,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,924,80,1004,999,0,11,999,99,1
3694,14635,4,9,2,1,9,04,1,9,6,9,9,6,9,6,6,1,6,6,1,0,9,02,00,12,0,0,9,9,2,1,0,2,0,9,9,3,9,9,9,9,0,01,1,99999,99999,99999,1005,0,1005,17,1,21,999,99,1
3695,26452,3,7,2,1,9,01,1,9,1,4,0,0,9,1,0,1,1,1,1,0,9,03,00,19,0,0,9,9,3,1,1,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,2500,48,2548,999,0,21,999,99,1
3696,22470,3,5,5,9,9,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,12,0,0,9,9,2,1,1,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,904,0,904,14,1,41,8,2,1
3697,40963,3,5,3,1,9,03,1,9,1,4,0,1,0,0,1,1,1,1,1,6,9,02,02,11,11,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,1,02,1,99999,99999,99999,896,0,896,999,0,22,999,99,1
3698,22470,3,5,2,2,9,06,1,9,0,9,9,2,0,0,6,0,0,1,1,1,4,02,02,12,12,0,9,9,3,3,1,5,1,1,0,1,9,9,9,9,2,02,3,99999,99999,99999,1733,619,2352,999,6,21,999,99,1
3699,22691,2,3,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,912,0,912,14,1,41,24,3,1
