DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,URBRUR,ZURBRUR,STORIES,ZSTORIES,CELLAR,ZCELLAR,CRAWL,ZCRAWL,CONCRETE,ZCONCRET,BASEHEAT,ZBASEHEA,NUMFLRS,PRIORUSE,ORIGTYP,COMMUSE,COMMAMT,MHWIDTH,NCOMBATH,ZNCOMBAT,NHAFBATH,BEDROOMS,OTHROOMS,ZOTHROOM,TOTROOMS,ZTOTROOM,PRKGPLCE,GARAGE1C,GARAGE2C,GARAGE3C,CARPORT,SQFTEST,HOWSURE,KOWNRENT,HUPROJ,ZHUPROJ,KCOPCOND,ZKCOPCON,YEARMADE,ZYEARMAD,OCCUPY,OCCUPYY,OCCUPYM,FLOORS,UNITS,SQFTREG
4482, 15622,9,4,8,0, 754, 5182,3,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,2,2,0,0,0,0, 3,1,1,2, 6,99,999, 828
4483, 19418,9,3,7,0,1889, 3087,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,1,1,9,0,0,0, 5,0,0,9,99,99,999, 813
4484, 10094,9,1,1,0, 702, 5826,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,0,0,0,0,0, 4,2,1,9,0,0,0, 3,0,0,9,99,99,999,1445
4485, 18467,9,3,7,3,2811, 1872,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 4,2,1,9,0,0,0, 6,0,0,9,99,99,999,1405
4486, 20603,9,4,9,2,1787, 1356,2,2,0,1,0,0,0,1,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 2,2,2,0,0,0,0, 3,0,1,2,12,99,999,1271
4487, 15529,9,3,5,4,4648,  116,2,3,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 5,0, 8,0,0,0,0,0,0,96,4,1,9,0,0,0, 3,0,0,9,99,99,999,1957
4488,  6961,9,4,9,2, 196, 6737,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,1,1,9,0,0,0, 8,0,0,9,99,99,999, 750
4489, 11442,9,2,4,0, 781, 6904,2,4,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 6,0, 9,0,0,0,0,0,0, 3,3,3,0,0,0,0, 1,0,0,9,99,99,999,1852
4490, 31689,9,4,9,2,1010, 1165,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,2,2,0,0,0,0, 5,0,0,9,99, 2, 13, 584
4491,  9724,9,4,8,0,4598, 1038,5,1,0,9,0,9,0,9,0,9,0,9,0,98,1,99,0,9,9, 2,0, 0, 2, 3,0, 5,0,9,0,0,0,0, 2,3,2,0,0,1,0, 7,0,1,1,11, 2, 10,1297
4492,  7077,9,3,6,0,2341, 1697,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 2,2,1,9,0,1,0, 1,0,0,9,99,99,999,1183
4493, 12955,9,2,3,0, 423, 7630,1,2,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 1,0, 3,0,1,0,0,0,1, 1,3,1,9,0,0,0, 5,0,0,9,99,99,999, 689
4494,  9497,9,4,9,2,1507, 1089,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,2, 2,0,9,9, 1,0, 0, 2, 1,0, 3,0,9,0,0,0,0, 3,2,2,0,0,0,0, 8,0,1,3, 4,99,999, 810
4495, 29740,9,2,3,0, 978, 5818,2,2,0,1,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 4, 3,0, 7,0,1,1,0,0,0, 5,2,1,9,0,0,0, 1,0,0,9,99,99,999,2512
4496, 12063,9,3,5,4,3902,  343,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,0,0,0,1, 3,1,1,9,0,0,0, 7,0,1,1,96,99,999,1409
4497,  5605,9,2,4,0, 513, 7432,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,1,1,0,0,0, 3,1,1,9,0,0,0, 1,0,0,9,99,99,999,1769
4498, 42258,9,1,2,0, 706, 5376,3,2,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 2, 3,0, 5,0,1,1,0,0,0,96,4,1,9,0,1,0, 7,0,0,9,99,99,999,1376
4499,  6455,9,3,6,0, 935, 4712,5,1,0,9,0,9,0,9,0,9,0,9,0, 1,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,2,2,1,0,0,0, 3,0,0,9,99, 1,  5, 989
4500, 15256,9,2,4,0, 666, 7993,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 5,0, 8,0,1,0,1,0,0, 4,1,1,9,0,0,0, 1,0,0,9,99,99,999,2676
4501,  9768,9,1,1,0, 778, 5669,5,2,0,9,0,9,0,9,0,9,0,9,0, 4,2, 2,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,2,2,0,0,0,0, 1,1,0,9,99,99,999, 584
4502,  9898,9,3,5,0, 999, 3684,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 3,3,1,9,0,0,0, 6,0,0,9,99,99,999,1112
4503, 11666,9,1,2,0, 508, 6272,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 1, 3,0, 4,0,0,0,0,0,0, 2,1,1,9,0,0,0, 4,0,0,9,99,99,999, 738
4504, 19212,9,1,2,1, 967, 4801,5,1,0,9,0,9,0,9,0,9,0,9,0, 6,1,99,0,9,9, 2,0, 0, 4, 2,0, 6,0,9,0,0,0,0,96,4,2,0,0,0,0, 1,1,0,9,99, 6, 48,1598
4505, 18132,9,3,7,3,2688, 2013,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 3,1,1,9,0,1,0, 5,0,0,9,99,99,999,1027
4506, 21922,9,1,2,1, 648, 5968,3,4,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 2, 2,0, 4,0,1,1,0,0,0, 3,1,1,9,0,1,0, 7,0,0,9,99,99,999,1480
4507, 27699,9,4,9,2,1179, 1008,2,1,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 3,0, 1, 4, 3,0, 7,0,1,0,1,0,0, 5,1,1,9,0,0,0, 2,0,0,9,99,99,999,2883
4508, 15978,9,3,7,3,2765, 1792,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,1,0,0,0,1, 3,1,1,9,0,0,0, 5,0,1,3, 2,99,999, 999
4509,  6725,9,3,6,0,1217, 4434,5,2,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 0, 3, 2,0, 5,0,9,0,0,0,0, 2,3,2,0,0,0,0, 5,0,1,2, 6, 2,  8,1289
4510, 15795,9,1,1,0, 468, 5944,2,2,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 1, 2,0, 3,0,0,0,0,0,0, 2,1,1,9,0,0,0, 4,0,0,9,99,99,999, 794
4511, 33546,9,1,2,0, 759, 5299,2,4,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 4,0, 7,0,0,0,0,0,0,96,4,3,0,0,0,0, 2,0,1,1, 4,99,999,2189
4512, 12707,9,3,5,4,3521,  320,1,1,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,2, 2,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 3,1,1,9,0,0,0,14,0,1,1, 1,99,999,1317
4513, 21076,9,2,3,0, 952, 6060,5,3,0,9,0,9,0,9,0,9,0,9,0, 5,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,1,2,1,0,0,0, 7,0,0,9,99, 5,149, 623
4514, 33740,1,3,5,4,3348,  411,5,1,0,9,0,9,0,9,0,9,0,9,0,98,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,4,2,0,0,0,0, 5,1,1,1, 6, 1, 10, 621
4515, 16308,9,3,5,0, 988, 4439,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 3, 4,0, 7,0,1,0,1,0,0,96,1,1,9,0,0,0, 6,0,0,9,99,99,999,3074
4516, 13900,9,1,2,1,1068, 4641,2,3,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 4, 4,0, 8,0,1,0,1,0,0,96,2,1,9,0,0,0, 4,0,0,9,99,99,999,3656
4517, 32438,9,3,5,0, 995, 4773,2,1,0,4,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,0,0,0,0,0, 6,3,1,9,0,0,0, 7,0,0,9,99,99,999,1574
4518, 30642,9,1,2,1,1050, 4675,3,3,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 3,2,1,9,0,0,0, 7,0,1,3, 4,99,999,1321
4519, 12741,9,3,6,0,2521, 1587,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 4,1,1,9,0,0,0,14,0,1,1, 7,99,999,1835
4520, 19833,9,2,3,0, 360, 6740,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,0,1,0, 3,1,1,9,0,0,0, 1,0,0,9,99,99,999,2475
4521, 10890,9,2,4,0, 489, 8973,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 4,0, 7,0,0,0,0,0,0, 4,2,2,0,0,1,0, 1,0,0,9,99,99,999,2408
4522,  9898,9,3,5,0, 974, 3701,2,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,0,0,0,1, 5,2,2,1,0,0,0, 1,0,1,3, 2,99,999,1599
4523, 15366,9,2,3,0, 448, 6354,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 4, 4,0, 8,0,1,0,1,0,0, 4,2,1,9,0,0,0, 1,0,0,9,99,99,999,2892
4524, 23800,9,2,3,0, 447, 7695,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 4, 5,0, 9,0,1,0,0,1,0, 7,1,1,9,0,0,0, 5,0,0,9,99,99,999,4450
4525, 12765,9,3,7,3,2460, 2529,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,3,2,0,0,0,0, 7,0,0,9,99, 2, 12, 644
4526, 18121,9,3,5,0, 947, 4493,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 3, 4,0, 7,0,0,0,0,0,0, 3,2,1,9,0,0,0, 7,0,0,9,99,99,999,2938
4527,  9563,9,1,1,0, 448, 5992,2,2,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 4,1,1,9,0,0,0, 6,0,0,9,99,99,999,2497
4528, 14341,9,2,3,0, 626, 6383,2,1,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 1, 4, 5,0, 9,0,0,0,0,0,0, 2,4,1,9,0,0,0, 1,0,0,9,99,99,999,2525
4529, 12055,9,2,4,0,1464, 4875,3,3,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 2, 2, 3,0, 5,0,0,0,0,0,0, 2,2,1,9,0,1,0, 1,0,0,9,99,99,999,2154
4530, 15132,9,3,6,0,1675, 2857,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 3,2,1,9,0,0,0, 4,0,0,9,99,99,999,1379
4531, 16816,9,2,4,0, 883, 6141,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 4,0, 6,0,1,0,1,0,0,96,2,1,9,0,0,0, 5,0,0,9,99,99,999,1314
4532, 16482,9,4,9,2, 659, 1013,3,1,0,3,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 3,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0, 7,0,1,1, 7, 3,  6,1598
4533,  8196,9,1,1,0, 290, 7604,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 1, 2,0, 3,0,0,0,0,0,0, 3,2,1,9,0,1,0, 4,0,0,9,99,99,999, 751
4534, 17237,9,2,4,0, 500, 8196,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 4, 5,0, 9,0,1,0,0,1,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,2481
4535, 10395,9,1,1,0, 665, 6033,5,2,0,9,0,9,0,9,0,9,0,9,0,12,1,99,0,9,9, 1,0, 0, 0, 1,0, 1,0,9,0,0,0,0,96,1,2,1,0,0,1, 5,0,0,9,99,12,124, 367
4536, 17686,9,1,1,0, 642, 6030,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,2,2,0,0,0,0, 1,0,1,3, 2,99,999, 787
4537, 10285,9,3,6,0,1326, 4350,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 3,1,2,0,0,0,0, 1,0,1,2, 6,99,999, 944
4538, 24791,9,2,3,0, 850, 6268,1,1,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,4,2,0,0,0,0, 1,1,0,9,99,99,999, 701
4539, 12808,9,1,2,1, 972, 4774,2,1,0,3,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 1, 2,0, 3,0,0,0,0,0,0, 1,2,2,0,0,1,0, 1,0,1,1, 3,99,999, 684
4540, 25842,9,4,8,0, 691, 6097,5,1,0,9,0,9,0,9,0,9,0,9,0, 4,1,99,0,9,9, 2,0, 0, 2, 3,0, 5,0,9,0,0,0,0, 3,1,1,9,0,1,0, 4,0,0,9,99, 4, 45,1283
4541, 10259,9,3,7,0,1811, 3559,5,1,0,9,0,9,0,9,0,9,0,9,0, 1,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,2,2,1,0,0,0, 4,0,1,3, 1, 1,  5, 662
4542, 15256,9,2,4,0,1103, 4496,2,2,0,2,0,1,0,1,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 5, 2,0, 7,0,1,0,0,1,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,2006
4543,  8094,9,1,1,0, 668, 5746,2,3,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 3,0, 1, 5, 4,0, 9,0,1,0,1,0,0, 7,1,1,9,0,0,0,14,0,1,1, 9,99,999,3007
4544, 38052,9,3,5,0,1634, 2573,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0,96,4,2,0,0,0,0,14,0,1,2,12, 2,  8,1107
4545, 11769,9,2,4,0, 824, 5683,2,4,0,1,0,1,0,1,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 5, 2,0, 7,0,1,1,0,0,0, 4,2,1,9,0,0,0, 4,0,0,9,99,99,999,1703
4546, 18517,9,1,1,0, 231, 8503,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,2, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0,96,1,1,9,0,0,0, 8,0,0,9,99,99,999,1208
4547, 13185,9,3,7,3,2898, 2080,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,2,2,0,0,0,0, 3,0,0,9,99,99,999,1097
4548, 20538,9,2,3,0, 611, 6598,2,4,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 4, 5,0, 9,0,1,1,0,0,0, 3,1,1,9,0,0,0, 1,0,0,9,99,99,999,2911
4549, 21538,9,3,6,0,1727, 2653,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 4,3,1,9,0,0,0, 2,0,0,9,99,99,999,1872
4550, 23482,9,1,2,0, 653, 5452,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 4, 5,0, 9,0,1,0,1,0,0, 4,2,1,9,0,0,0, 8,0,0,9,99,99,999,4092
4551, 19418,9,3,7,0,1952, 3197,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,0,0,1, 4,1,1,9,0,0,0, 5,0,0,9,99,99,999,1454
4552,  8400,9,1,1,0, 426, 6046,2,2,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 2,0, 0, 3, 5,0, 8,0,1,0,1,0,0, 4,2,1,9,0,0,0, 5,0,0,9,99,99,999,2390
4553,  6669,9,3,6,0,1759, 2653,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 4,0, 8,0,1,0,1,0,0, 6,2,1,9,0,0,0, 8,0,0,9,99,99,999,2069
4554, 22407,9,2,3,0, 679, 6706,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,1,0,0,0, 4,2,1,9,0,0,0, 3,0,0,9,99,99,999,2103
4555,  7844,9,3,6,0,1631, 3029,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 1, 2,0, 3,0,0,0,0,0,0, 1,1,1,9,0,0,0, 3,0,0,9,99,99,999, 564
4556, 15978,9,3,7,3,2863, 1780,2,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 3,0, 0, 5, 5,0,10,0,1,0,1,0,0, 7,1,1,9,0,0,0,12,0,0,9,99,99,999,3175
4557, 16863,9,1,1,0, 678, 5917,3,2,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 1, 3, 2,0, 5,0,0,0,0,0,0, 4,2,2,0,0,0,0,11,0,1,2, 9,99,999,1440
4558, 25213,9,3,5,0,1043, 4240,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 2, 5,0, 7,0,0,0,0,0,0, 3,3,1,9,0,0,0, 3,0,0,9,99,99,999,2359
4559, 10674,9,3,6,0,1210, 3686,2,1,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 4,0, 7,0,1,0,1,0,0, 3,2,1,9,0,0,0, 4,0,0,9,99,99,999,2958
4560, 17537,9,1,2,1, 686, 5555,2,4,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 2, 3, 3,0, 6,0,1,1,0,0,0,96,1,1,9,0,0,0, 2,0,0,9,99,99,999,2103
4561, 16406,9,2,3,0, 809, 5453,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 0, 1,0, 1,0,9,0,0,0,0, 1,1,2,1,0,0,0, 4,0,1,2, 6, 4, 18, 430
4562, 11333,9,2,3,0, 325, 7491,1,1,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,2, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 3,1,1,9,0,0,0, 5,0,1,1,11,99,999, 888
4563,  9288,9,4,8,0,4490, 1062,4,1,0,9,0,9,0,9,0,9,0,9,0, 1,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,1,2,0,0,0,0, 6,1,0,9,99,99,999, 666
4564, 17579,9,2,4,0,1539, 4823,2,3,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,1,0,0,0, 4,2,1,9,0,0,0, 4,0,0,9,99,99,999,2689
4565, 20198,9,3,7,3, 847, 5320,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 4,1,1,9,0,0,0, 4,0,0,9,99,99,999,1196
4566,  7067,9,1,1,0, 618, 6162,5,2,0,9,0,9,0,9,0,9,0,9,0, 4,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 1,2,2,1,0,0,0, 2,0,0,9,99, 3,  6,1000
4567, 19795,9,3,5,0, 706, 5408,1,3,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 1,1,1,9,0,0,0, 7,0,1,1, 1,99,999,1043
4568, 12022,9,4,9,0, 389, 6195,2,1,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,1,0,0,0, 3,1,1,9,0,0,0, 2,0,0,9,99,99,999,2191
4569, 16564,9,3,5,4,3522,  320,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,1,0,0,0, 5,3,2,0,0,0,0, 8,0,1,2,10,99,999,1462
4570,  6918,9,3,6,0,1450, 3316,2,1,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 3,0, 0, 4, 6,0,10,0,0,0,0,0,0, 7,1,1,9,0,0,0, 1,0,0,9,99,99,999,2699
4571, 15460,9,4,9,0, 184, 7692,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 1, 2,0, 3,0,0,0,0,0,0, 2,4,1,9,0,0,0, 2,0,0,9,99,99,999, 817
4572, 18279,9,3,7,3,1334, 5212,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,2,1,9,0,1,0, 2,0,0,9,99,99,999, 792
4573, 28313,9,2,3,0, 935, 6028,2,4,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,0,0,0,0,0,96,4,1,9,0,0,0, 1,0,0,9,99,99,999,1131
4574, 20290,9,4,9,0,  73, 5205,3,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,1,2,0,0,1,0, 8,0,1,2,12,99,999,1472
4575, 16447,9,1,2,1,1000, 4774,2,4,0,2,0,1,0,1,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,0,0,0,0,0,96,3,1,9,0,0,0, 1,0,0,9,99,99,999,1426
4576, 38052,9,3,5,0,1673, 2501,5,3,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,2,2,0,0,0,0,13,0,1,2, 7, 2,  8,1107
4577, 10872,9,1,2,0, 374, 6572,2,2,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,0,0,0,1, 1,2,1,9,0,0,0, 5,0,0,9,99,99,999,1154
4578, 23344,9,3,6,0,1640, 2995,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,1,0,0,0,1, 2,2,2,0,0,0,0, 5,0,0,9,99,99,999,1212
4579, 15419,9,3,5,4,3469,  368,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 4,1,1,9,0,0,0, 4,0,0,9,99,99,999,1968
4580, 16284,9,3,6,0,1762, 2514,2,3,0,2,1,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 4,0, 0, 4, 5,0, 9,0,1,0,1,0,0, 7,1,1,9,0,0,0, 5,0,1,2, 4,99,999,3400
4581, 12187,9,3,6,0,1025, 4403,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,2,2,0,0,0,0, 7,0,1,1,11, 2, 20, 766
4582, 17120,9,1,2,0, 309, 6693,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 2,1,3,0,0,0,0, 6,0,0,9,99,99,999, 804
4583, 13878,9,1,2,0, 531, 6015,2,4,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 2, 7,0, 9,0,1,0,1,0,0, 4,1,1,9,0,0,0, 8,0,0,9,99,99,999,2848
4584, 20385,9,3,5,0,1470, 2758,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,2,2,0,0,0,0, 2,1,1,3, 5, 2,  8, 933
4585, 11491,9,1,2,0,1189, 4792,4,2,0,9,0,9,0,9,0,9,0,9,0, 3,2, 2,0,9,9, 2,0, 0, 4, 3,0, 7,0,9,0,0,0,0, 3,1,2,0,0,0,0, 1,0,1,3, 3,99,999,1906
4586, 10872,9,3,5,0,1731, 2393,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,0,0,0,0,0, 3,1,1,9,0,0,0, 2,0,0,9,99,99,999,1731
4587, 13878,9,1,2,0, 494, 6088,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 3, 4,0, 7,0,1,1,0,0,0, 4,1,1,9,0,0,0, 7,0,0,9,99,99,999,2898
4588, 13789,9,2,4,0,1245, 5312,2,1,0,4,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 5,0, 8,0,1,0,1,0,0, 4,1,1,9,0,0,0, 5,0,0,9,99,99,999,2666
4589, 18936,9,1,2,1, 381, 6703,2,3,0,2,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 5,2,1,9,0,0,0, 4,0,0,9,99,99,999,3039
4590,  9050,9,4,8,0, 341, 6838,1,1,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,2,1,9,0,0,0, 4,0,0,9,99,99,999, 677
