DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUELCOK,BTUELDWH,BTUELCDR
1924, 17128,9,1,2,0, 843, 5256,2,  0,     0, 7644, 26081,1013,104035,   0,     0,   0,     0,   974, 81607,     0,     0,     0,    0, 22428,     0,    0,    0, 15915,     0,   0,    0,0, 2174,   0, 7018, 2004, 868,2125,  1917
1925, 12915,9,4,8,0, 145, 7643,3,  0,     0,13493, 46038,   0,     0,   0,     0,   0,     0, 22223,     0,     0,     0,     0, 5252,     0,     0,    0,    0, 14456,     0,   0,    0,0,    0,   0, 4107, 1439, 838, 520,  3266
1926, 28027,9,3,5,0, 961, 4806,2,  0,     0,15781, 53845,   0,     0, 718, 99579,   0,     0,     0,     0, 99579,     0,     0,11959,     0,     0,    0,    0, 29317,     0,   0,    0,0, 7052,   0, 5517,    0,1226, 440,  3012
1927, 19463,9,3,5,0,1415, 3958,3,  0,     0,28151, 96051,   0,     0,   0,     0,   0,     0, 39120,     0,     0,     0,     0,13578,     0,     0,    0,    0, 30568,     0,   0,    0,0, 6158,   0, 6627,    0,2872, 629,  4310
1928, 12108,9,4,9,2,1147,  877,2,  0,     0, 4519, 15419, 190, 19513,   0,     0,   0,     0,     0, 15623,     0,     0,     0,    0,     0,     0,    0,    0, 10730,  3890,   0,    0,0,    0,   0, 4689,    0,   0,   0,     0
1929,  9288,9,4,8,0,5162,  915,3,  0,     0,11662, 39790,   0,     0,   0,     0,   0,     0,  2226,     0,     0,     0,     0, 8642,     0,     0,    0,    0, 14292,     0,   0,    0,0, 8429,   0, 6201,    0,2102,   0,     0
1930, 10829,9,1,1,0, 684, 5956,4,  0,     0, 3989, 13610, 490, 50323, 824,114346,   0,     0,     0,     0,114346,     0,     0,    0, 40121,     0,    0,    0, 10430, 10202,   0,    0,0,    0,   0, 3180, 1553,   0,   0,     0
1931,  7698,9,3,5,0,1730, 2393,2,  0,     0, 9433, 32185, 478, 49091,   0,     0,   0,     0,     0, 27484,     0,     0,     0,    0, 16812,     0,    0,    0, 19213,  4795,   0,    0,0, 6030,   0, 6942, 8574,   0,   0,     0
1932, 31164,9,2,3,0, 545, 6288,2,  0,     0, 7338, 25037, 703, 72198,   0,     0,   0,     0,     0, 51698,     0,     0,     0,    0, 16346,     0,    0,    0, 18729,  4154,   0,    0,0, 1867,   0, 4441,    0,   0,   0,  4626
1933, 16474,9,4,9,2,1308, 2498,2,  0,     0, 8369, 28555, 626, 64290,   0,     0,   0,     0,  7752,     0,     0,     0,     0,    0, 64290,     0,    0,    0, 15303,     0,   0,    0,0, 1989,   0, 3511,    0, 846,   0,  1649
1934, 24724,9,4,9,2,1886,  684,2,  0,     0, 2964, 10113, 317, 32556,   0,     0,   0,     0,     0,  8851,     0,     0,     0,    0, 16025,     0,    0,    0,  7875,  7680,   0,    0,0,    0,   0, 2238,    0, 578, 208,     0
1935,  6961,9,4,9,2, 233, 6495,1,  0,     0, 5923, 20211,   0,     0,   0,     0,1116,101880,     0,     0,     0, 50218,     0,    0,     0,     0,44121,    0, 17793,     0,   0, 7541,0,    0,   0, 2418,    0,   0,   0,  6113
1936, 13849,9,3,6,0,1496, 4220,5,  0,     0, 1624,  5541, 216, 22197,   0,     0,   0,     0,     0, 11331,     0,     0,     0,    0,  8239,     0,    0,    0,  2690,  2627,   0,    0,0,  961,   0, 1890,    0, 345,   0,     0
1937, 22086,9,3,5,4,3656,  301,4,  0,     0, 8730, 29786,   0,     0,   0,     0,   0,     0,  1382,     0,     0,     0,     0, 8591,     0,     0,    0,    0, 18057,     0,   0,    0,0,    0,   0, 1756,    0,2458, 357,  3050
1938, 27800,9,1,2,1, 994, 4775,5,  0,     0, 8722, 29760, 343, 35255,   0,     0,   0,     0, 12107,     0,     0,     0,     0,    0, 27804,     0,    0,    0, 12642,  7451,   0,    0,0, 2404,   0, 2607,    0,   0, 466,     0
1939, 22086,1,3,5,4,3499,  357,2,  0,     0,16121, 55005,   0,     0,   0,     0,   0,     0,   967,     0,     0,     0,     0, 9443,     0,     0,    0,    0, 27092,     0,   0,    0,0,13282,   0, 4221, 3805,2651,   0,  3286
1940, 16288,9,3,7,0,2548, 1640,2,  0,     0,11682, 39859, 515, 52891,   0,     0,   0,     0,  1261, 29738,     0,     0,     0,    0, 14522,     0,    0,    0, 21624,  8631,   0,    0,0, 9546,   0, 7428, 5302,   0, 494,     0
1941, 26445,9,2,3,0, 358, 6747,2,  0,     0, 3475, 11856, 930, 95485,   0,     0,   0,     0,     0, 69306,     0,     0,     0,    0, 17087,     0,    0,    0,  8549,  9092,   0,    0,0,  822,   0, 2485,    0,   0, 285,     0
1942, 12114,9,4,8,0,3137, 1598,2,  0,     0,10449, 35652, 699, 71787,   0,     0,   0,     0,     0, 35295,     0,     0,     0,    0, 28600,     0,    0,    0, 26588,  7892,   0,    0,0, 5399,   0, 3665,    0,2162,   0,     0
1943, 25505,9,2,3,0, 418, 7838,2,  0,     0, 6625, 22605, 333, 34199,   0,     0,   0,     0,     0, 34199,     0,     0,     0, 6481,     0,     0,    0,    0, 12450,     0,   0,    0,0,    0,   0, 3674,    0, 874,   0,     0
1944, 14855,9,1,2,1, 338, 6869,3,  0,     0, 6215, 21206,1395,143266,   0,     0,   0,     0,     0,122974,     0,     0,     0,    0, 16207,     0,    0,    0, 15955,  4085,   0,    0,0,    0,   0, 5251,    0,   0,   0,     0
1945, 15091,9,1,2,1, 538, 6706,1,596, 80460, 6995, 23867,   0,     0,   0,     0,  62,  5662,  2400,     0,     0,     0, 80460, 6855,     0,     0,    0,    0, 12898,     0,   0, 5662,0,    0,   0, 1714,    0,   0,   0,  2472
1946, 16548,9,1,2,1, 517, 6766,2,  0,     0,14015, 47819,1628,167196,   0,     0,   0,     0,  1098, 95940,     0,     0,     0,    0, 28664,     0,    0,    0, 37889, 42592,   0,    0,0, 2053,   0, 6779, 6029,   0,2399,  5025
1947, 20385,9,3,5,0,1337, 3625,3,  0,     0,14395, 49116,   0,     0,   0,     0,   0,     0, 13260,     0,     0,     0,     0,11321,     0,     0,    0,    0, 16806,     0,   0,    0,0, 5029,   0, 2700,    0,2477,   0,  3394
1948, 12451,9,3,6,0,2595, 1542,1,  0,     0,18257, 62293,   0,     0,   0,     0,   0,     0,  7217,     0,     0,     0,     0,12330,     0,     0,    0,    0, 23850,     0,   0,    0,0,16191,   0, 2705,    0,3428, 525,  3297
1949, 15256,9,2,4,0, 652, 8032,2,  0,     0, 9639, 32888, 882, 90581,   0,     0,   0,     0,  1650, 60078,     0,     0,     0,    0, 20683,     0,    0,    0, 23930,  9820,   0,    0,0, 1377,   0, 5931,    0,   0,   0,     0
1950, 15445,9,1,2,1, 397, 7113,2,  0,     0,19640, 67012, 873, 89657,   0,     0,   0,     0,  1562, 89657,     0,     0,     0,15569,     0,     0,    0,    0, 32285,     0,   0,    0,0, 2859,   0,14737,    0,1391,4232,  3075
1951,  9149,9,1,2,1,1054, 4668,4,  0,     0, 3071, 10478,1139,117008,   0,     0,   0,     0,     0, 74258,     0,     0,     0,    0, 29574,     0,    0,    0,  5056, 13176,   0,    0,0, 1533,   0, 3889,    0,   0,   0,     0
1952, 16816,9,2,4,0,1227, 5251,5,  0,     0, 2765,  9434, 231, 23724,   0,     0,   0,     0,     0, 11379,     0,     0,     0,    0, 10316,     0,    0,    0,  4738,  2029,   0,    0,0, 2241,   0, 2455,    0,   0, 238,     0
1953, 17374,9,1,2,1,1037, 4701,2,  0,     0, 9942, 33922,   0,     0, 971,134668,   0,     0,     0,     0, 98177,     0,     0,    0,     0, 36491,    0,    0, 25804,     0,   0,    0,0, 1782,   0, 6336,    0,2554,2803,  3445
1954, 17321,9,3,5,0,1998, 2747,2,  0,     0,10315, 35195, 584, 59977,   0,     0,   0,     0,     0, 37610,     0,     0,     0,    0, 22367,     0,    0,    0, 22690,     0,   0,    0,0, 6266,   0, 6239,    0,2734,   0,     0
1955, 11333,9,2,3,0, 469, 7015,2,  0,     0, 4207, 14354,1562,160417,   0,     0,   0,     0,     0,117092,     0,     0,     0,    0, 29249,     0,    0,    0, 12010, 14076,   0,    0,0,  674,   0, 1670,    0,   0,   0,     0
1956, 10156,9,3,6,0,1233, 3690,2,  5,   675,27901, 95198,   0,     0,   0,     0,   0,     0, 37316,     0,     0,     0,   675,18994,     0,     0,    0,    0, 27290,     0,   0,    0,0, 3449,   0, 8149,    0,3412,   0,  8703
1957, 16694,9,1,1,0, 614, 6242,2,  0,     0, 4013, 13692,1141,117181,   0,     0,   0,     0,   617, 97573,     0,     0,     0,    0, 19608,     0,    0,    0,  8937,     0,   0,    0,0,    0,   0, 4138,    0, 389, 242,  1657
1958, 31188,9,2,3,0, 735, 6492,3,  0,     0, 4146, 14146,1718,176398,   0,     0,   0,     0,     0,141322,     0,     0,     0,    0, 27683,     0,    0,    0, 10715,  7393,   0,    0,0,    0,   0, 3431,    0,   0,   0,  1504
1959, 17033,9,4,9,2,1349, 2435,2,  0,     0,11274, 38466, 525, 53903,   0,     0,   0,     0,     0, 21530,     0,     0,     0,    0, 32373,     0,    0,    0, 27888,     0,   0,    0,0, 4145,   0, 6433, 2089,2941, 394,  3365
1960, 22007,9,1,2,1, 429, 7021,2,  0,     0, 9653, 32936, 149, 15302, 874,121215,   0,     0,     0,     0, 95945,     0,     0,    0,     0, 25270,    0,    0, 30130, 15302,   0,    0,0,    0,   0, 2806, 3939,1128,2799,     0
1961, 15902,9,1,2,1, 969, 4835,4,  0,     0,10216, 34857,   0,     0, 928,128734,   6,   548,     0,     0,106051,     0,     0,    0,     0, 22683,    0,    0, 25010,     0,   0,  548,0,    0,   0, 9847,    0,   0,   0,  6797
1962,  8965,9,3,6,0,1696, 3108,1,  0,     0, 5669, 19343, 256, 26291,   0,     0,   0,     0,     0, 17943,     0,     0,     0,    0,  6300,     0,    0,    0,  9022,  2048,   0,    0,0, 5090,   0, 5231,    0,   0,   0,     0
1963, 34001,9,2,3,0, 766, 5513,2,  0,     0,17050, 58175,   0,     0,   0,     0,   0,     0, 20885,     0,     0,     0,     0,14328,     0,     0,    0,    0, 16247,     0,   0,    0,0, 2830,   0, 3885,    0,1495, 536,     0
1964,  9585,9,1,2,0, 530, 6307,3,  0,     0,11542, 39381,1646,169044,   0,     0,   0,     0,  7306,115746,     0,     0,     0,    0, 42277,     0,    0,    0, 25644, 11021,   0,    0,0, 1781,   0, 4650,    0,   0,   0,     0
1965,  5534,9,1,1,0, 753, 5652,4,  0,     0, 4553, 15535,1319,135461,   0,     0,   0,     0,     0,106500,     0,     0,     0,    0, 22807,     0,    0,    0, 12086,  6154,   0,    0,0,  748,   0, 2701,    0,   0,   0,     0
1966, 23662,9,2,4,0,1468, 4726,2,  0,     0, 4312, 14713,2217,227686,   0,     0,   0,     0,     0,205886,     0,     0,     0,    0, 21800,     0,    0,    0, 10240,     0,   0,    0,0, 2702,   0, 1771,    0, 545,   0,     0
1967, 22423,9,4,9,2,  86, 5984,1,  0,     0, 2999, 10233, 693, 71218,   0,     0,   0,     0,     0, 46474,     0,     0,     0,    0, 19590,     0,    0,    0,  8012,  5154,   0,    0,0,    0,   0, 2221,    0,   0,   0,     0
1968, 13859,9,4,8,0,  47, 8151,3,  0,     0, 1284,  4381, 607, 62339,   0,     0,   0,     0,     0, 55931,     0,     0,     0,    0,  6408,     0,    0,    0,  2764,     0,   0,    0,0,    0,   0, 1617,    0, 330, 205,     0
1969, 12105,9,3,6,0,1466, 3303,1,  0,     0,24822, 84693,   0,     0,   0,     0,   0,     0, 19813,     0,     0,     0,     0,16661,     0,     0,    0,    0, 36295,     0,   0,    0,0, 8195,   0, 3729, 7486,1257,3120,  5263
1970, 10434,9,1,1,0, 561, 6275,2,  0,     0, 3623, 12362, 103, 10578,1212,168092,   0,     0,     0,     0,168092,     0,     0,    0,  8073,     0,    0,    0,  7178,  2505,   0,    0,0,  779,   0, 4405,    0,   0, 291,  1992
1971, 12022,9,4,9,0, 260, 6625,2,  0,     0,21401, 73020,   0,     0,   0,     0,   0,     0, 31449,     0,     0,     0,     0,14193,     0,     0,    0,    0, 24588,     0,   0,    0,0,  509,   0, 2281, 1849,1323, 411,  2817
1972, 17426,9,2,4,0, 710, 7579,2,  0,     0, 7625, 26017,1038,106603,   0,     0,   0,     0,   784, 64784,     0,     0,     0,    0, 31236,     0,    0,    0, 17142, 10583,   0,    0,0, 5876,   0, 2215,  825,1499,1710,     0
1973, 16677,9,4,9,2,1787,  931,2,  0,     0, 7100, 24225, 637, 65420,   0,     0,   0,     0,     0, 17143,     0,     0,     0,    0, 29399,     0,    0,    0, 12795, 18878,   0,    0,0, 6499,   0, 4931,    0, 737, 229,  1435
1974, 16482,9,4,9,2, 515, 1304,2,  0,     0, 4651, 15869, 615, 63161,   0,     0,   0,     0,   530, 45399,     0,     0,     0, 5254,     0,     0,    0,    0,  8410, 17762,   0,    0,0,    0,   0, 1675,    0,   0,   0,  1773
1975, 18279,9,3,7,3,3116, 1749,2,  0,     0, 8139, 27770, 732, 75176,   0,     0,   0,     0,  1700, 50785,     0,     0,     0,    0, 19141,     0,    0,    0,  7603,  5250,   0,    0,0, 5893,   0,12574,    0,1073,   0,     0
1976, 32463,9,4,9,0, 483, 3860,1,  0,     0,22186, 75699,   0,     0,   0,     0,   0,     0, 16687,     0,     0,     0,     0,19554,     0,     0,    0,    0, 31016,     0,   0,    0,0, 4792,   0, 3650, 3601,1926, 452,  7194
1977,  8796,9,3,5,4,2814,  978,2,  0,     0, 9052, 30885, 546, 56074,   0,     0,   0,     0,  1500, 27403,     0,     0,     0,    0, 22116,     0,    0,    0, 13497,  6555,   0,    0,0,10597,   0, 5291,    0,   0,   0,     0
1978, 12105,9,3,6,0,1079, 4249,2,  0,     0,20695, 70611,   0,     0,   0,     0,   0,     0, 18048,     0,     0,     0,     0,15643,     0,     0,    0,    0, 29131,     0,   0,    0,0, 5284,   0, 2505,    0,1569,   0,  3338
1979, 17727,9,4,9,2,1930, 1030,3,  0,     0, 8066, 27520, 369, 37901,   0,     0,   0,     0,     0, 18977,     0,     0,     0,    0, 15056,     0,    0,    0, 21199,  3868,   0,    0,0,    0,   0, 6321,    0,   0, 499,  4271
1980, 10264,9,3,5,0,1693, 2464,5,  0,     0, 3873, 13215, 699, 71810,   0,     0,   0,     0,     0, 27543,     0,     0,     0,    0, 34237,     0,    0,    0,  6734, 10030,   0,    0,0, 3927,   0, 2554,    0,   0,   0,     0
1981,  5878,9,3,6,0,1452, 3315,2,  0,     0,12192, 41598, 653, 67063,   0,     0,   0,     0,     0, 50129,     0,     0,     0,    0, 16934,     0,    0,    0, 27705,     0,   0,    0,0, 4672,   0, 9221, 5003,2996,   0,  4457
1982, 16482,9,4,9,2, 281, 2148,5,  0,     0, 4379, 14941, 316, 32485,   0,     0,   0,     0,  4139,     0,     0,     0,     0,    0, 24379,     0,    0,    0,  7296,  8106,   0,    0,0,    0,   0, 3506,    0,   0, 459,     0
1983, 12335,9,1,2,1, 971, 4831,2,  0,     0,11890, 40569,   0,     0,1072,148632, 361, 32970,     0,     0,148632,     0,     0,    0,     0,     0,32970,    0, 36435,     0,   0,    0,0,    0,   0, 4134, 3744,2035,   0,  6216
1984, 12114,9,4,8,0,2335, 2889,2,  0,     0, 7089, 24188,1397,143472,   0,     0,   0,     0,   840, 87377,     0,     0,     0,    0, 38851,     0,    0,    0, 20011, 17244,   0,    0,0,    0,   0, 3337, 3292,   0,   0,  2064
1985, 26821,9,4,8,0,4369, 1097,3,  0,     0, 9744, 33247,   0,     0,   0,     0,   0,     0,  4370,     0,     0,     0,     0, 2831,     0,     0,    0,    0,  9158,     0,   0,    0,0,12481,   0, 4407,    0, 520,   0,  2214
1986, 26445,9,2,3,0, 945, 5985,5,  0,     0, 3940, 13443, 585, 60080,   0,     0,   0,     0,     0, 27454,     0,     0,     0,    0, 25832,     0,    0,    0,  8697,  6794,   0,    0,0, 1841,   0, 2905,    0,   0,   0,     0
1987, 20385,9,3,5,0,1501, 3122,4,  0,     0,10802, 36857,   0,     0,   0,     0,   0,     0, 13652,     0,     0,     0,     0, 6212,     0,     0,    0,    0, 13155,     0,   0,    0,0, 1420,   0, 2418, 3814,1057,   0,     0
1988, 19583,9,3,7,3,1738, 4037,2,  0,     0, 3311, 11297,1110,113997,   0,     0,   0,     0,     0, 83080,     0,     0,     0,    0, 24495,     0,    0,    0,  8279,  6422,   0,    0,0,    0,   0, 3018,    0,   0,   0,  2433
1989, 18739,9,2,3,0, 922, 6151,4,  0,     0, 6854, 23387,   0,     0,   0,     0,   0,     0, 12159,     0,     0,     0,     0, 3543,     0,     0,    0,    0,  3118,     0,   0,    0,0, 1579,   0, 2988,    0, 580,   0,     0
1990, 22709,9,4,9,2, 549, 1235,5,  0,     0, 3341, 11399, 215, 22081,   0,     0,   0,     0,     0,  7817,     0,     0,     0,    0, 11152,     0,    0,    0,  8787,  3112,   0,    0,0,    0,   0, 2612,    0,   0,   0,     0
1991, 32616,9,3,5,0,1714, 2425,2,  0,     0,13152, 44875,   0,     0,   0,     0,   0,     0,  8951,     0,     0,     0,     0, 9492,     0,     0,    0,    0, 18247,     0,   0,    0,0, 5266,   0, 2919,    0, 987,   0,  2619
1992, 17321,9,3,5,0, 915, 4914,2,  0,     0,15452, 52722,2563,263220,   0,     0,   0,     0,     0,189927,     0,     0,     0,    0, 58273,     0,    0,    0, 43665, 15020,   0,    0,0, 3309,   0, 5748,    0,   0,   0,  6726
1993, 23294,9,3,5,4,3558,  410,2,  0,     0,14631, 49921,   0,     0,   0,     0,   0,     0,  3565,     0,     0,     0,     0, 7607,     0,     0,    0,    0, 21452,     0,   0,    0,0,13123,   0, 4174,    0,1003, 441,  3018
1994, 28333,9,2,3,0, 807, 6401,5,  0,     0, 3929, 13404, 759, 77976,   0,     0,   0,     0,   797, 42281,     0,     0,     0,    0, 35695,     0,    0,    0,  9303,     0,   0,    0,0,  996,   0, 2308,    0, 871,   0,     0
1995,  5085,9,2,4,0, 568, 7283,2,  0,     0, 5780, 19721, 200, 20540, 519, 71980,   0,     0,     0,     0, 71980,     0,     0,    0, 17922,     0,    0,    0, 16313,  2618,   0,    0,0,    0,   0, 3408, 2861, 822, 255,     0
1996, 12458,9,2,4,0, 653, 8031,2,  0,     0, 3131, 10683,   0,     0,   0,     0, 883, 80644,     0,     0,     0, 64107,     0,    0,     0,     0,13158,    0,  8939,     0,   0, 3379,0,    0,   0, 1744, 4181, 711,   0,     0
1997, 26445,9,2,3,0, 523, 6889,2,  0,     0,12494, 42630, 915, 93933,   0,     0,   0,     0,     0, 65465,     0,     0,     0,    0, 20899,     0,    0,    0, 38072,  7569,   0,    0,0,    0,   0, 4558, 5431,5230,   0,     0
1998, 22388,9,3,5,0,1577, 3082,5,  0,     0, 8325, 28404,   0,     0,   0,     0,   0,     0, 14258,     0,     0,     0,     0, 6325,     0,     0,    0,    0,  4458,     0,   0,    0,0,    0,   0, 3363,    0,   0,   0,     0
1999, 15445,9,1,2,1, 525, 6741,2,  0,     0,10021, 34192,1133,116359,   0,     0,   0,     0,     0, 75267,     0,     0,     0,    0, 41092,     0,    0,    0, 28131,     0,   0,    0,0, 1176,   0, 4885,    0,2047,2571,  7559
2000, 27758,9,3,7,3,1758, 3886,2,  0,     0, 6658, 22719,   0,     0,   0,     0,   0,     0,  9190,     0,     0,     0,     0, 4744,     0,     0,    0,    0,  3498,     0,   0,    0,0, 1825,   0, 3462,    0,   0,   0,     0
2001,  9404,9,3,6,0,2349, 1692,2,  0,     0,11690, 39886, 238, 24416,   0,     0,   0,     0,     0,  9598,     0,     0,     0,    0, 14818,     0,    0,    0, 25662,     0,   0,    0,0, 9734,   0, 4490,    0,2069,2929,  3618
2002, 22206,9,3,5,4,3717,  307,5,  0,     0, 8121, 27709,   0,     0,   0,     0,   0,     0,   850,     0,     0,     0,     0, 3006,     0,     0,    0,    0,  8618,     0,   0,    0,0,10350,   0, 4885,    0, 602,   0,  2563
2003, 35033,9,3,5,0,1042, 4836,5,  0,     0, 6991, 23853, 388, 39834,   0,     0,   0,     0,     0, 14650,     0,     0,     0,    0, 14914,     0,    0,    0, 15695, 10270,   0,    0,0, 3241,   0, 4917,    0,   0,3110,     0
2004, 13558,9,3,7,3,2446, 2674,3,  0,     0, 3387, 11556, 354, 36356,   0,     0,   0,     0,     0, 21083,     0,     0,     0,    0, 12047,     0,    0,    0,  4391,  3226,   0,    0,0, 2852,   0, 4313, 2181,   0,   0,     0
2005, 11769,9,2,4,0, 853, 5626,2,  0,     0,12869, 43909,   0,     0,   0,     0, 500, 45665,     0,     0,     0,     0,     0,    0,     0,     0,38928,    0, 32927,     0,   0, 6737,0, 5470,   0, 5512, 3152,   0, 648,  5542
2007, 11140,9,4,8,0, 722, 5685,2,  0,     0,21341, 72815,   0,     0,   0,     0,   0,     0,     0,     0,     0,     0,     0,10713,     0,     0,    0,    0, 50969,     0,   0,    0,0, 3759,   0, 7374,22479,1728, 759,  5201
2008, 24423,9,3,5,4,3047,  891,2,  0,     0, 3344, 11410,  24,  2425,   0,     0,   0,     0,     0,     0,     0,     0,     0,    0,     0,     0,    0,    0,  8074,  2425,   0,    0,0,    0,   0, 3336,    0,   0,   0,     0
2009, 34939,9,3,5,4,3864,  351,3,  0,     0,10501, 35829,   0,     0,   0,     0,   0,     0,  1152,     0,     0,     0,     0, 5770,     0,     0,    0,    0, 18294,     0,   0,    0,0, 6824,   0, 3789,    0, 680, 298,  2552
2010, 27453,9,3,7,0,2581, 1631,2,  0,     0,15314, 52251, 231, 23724,   0,     0,   0,     0,  3692,     0,     0,     0,     0,    0, 17740,     0,    0,    0, 28750,  5984,   0,    0,0,13117,   0, 6692, 9423,1013,   0,  2791
2011, 11672,9,3,6,0,1686, 3117,1,  0,     0, 8211, 28016,   0,     0,   0,     0, 475, 43382,     0,     0,     0, 26948,     0,    0,     0,     0,14071,    0, 14771,     0,   0, 2363,0, 8413,   0, 4832, 2058,   0, 338,  2889
2012,  9684,9,3,6,0,1154, 4254,2,  0,     0,21021, 71724,   0,     0,   0,     0,   0,     0, 19907,     0,     0,     0,     0,13349,     0,     0,    0,    0, 27747,     0,   0,    0,0, 5797,   0, 4924, 3911,1556,   0,  4131
2013, 13342,9,1,1,0, 610, 6068,2,  0,     0, 7995, 27279,1379,141623,   0,     0,   0,     0,     0,119278,     0,     0,     0,    0, 22345,     0,    0,    0, 20627,     0,   0,    0,0,    0,   0, 6652,    0,2864,   0,  3754
2014, 12985,9,1,2,1, 118, 8440,2,  0,     0, 6916, 23597, 843, 86576,   0,     0,   0,     0,  1002, 66904,     0,     0,     0,    0, 19672,     0,    0,    0, 17953,     0,   0,    0,0, 2018,   0, 2624,    0, 894,2187,  2689
2015, 13963,9,2,4,0, 538, 8351,2,  0,     0, 9457, 32267, 733, 75279,   0,     0, 103,  9398,     0, 75279,     0,  9398,     0, 3904,     0,     0,    0,    0, 18206,     0,   0,    0,0, 2207,   0, 7950, 2675, 599,2074,  2550
2016, 11096,9,3,7,0,2043, 3092,2,  0,     0, 4874, 16630, 561, 57615,   0,     0,   0,     0,     0, 38513,     0,     0,     0,    0, 15454,     0,    0,    0, 11846,  3648,   0,    0,0, 2528,   0, 2256, 2326,   0,   0,  1326
2017, 16564,9,3,5,4,4508,  236,3,  0,     0,11018, 37593,   0,     0,   0,     0,   0,     0,  1291,     0,     0,     0,     0, 7042,     0,     0,    0,    0, 13938,     0,   0,    0,0, 8496,   0, 6826,    0, 725,   0,  5064
2018, 24791,9,2,3,0, 389, 7197,3,  0,     0, 3781, 12900,1191,122362,   0,     0,   0,     0,     0, 99623,     0,     0,     0,    0, 18616,     0,    0,    0,  8086,  4123,   0,    0,0,    0,   0, 4814,    0, 857,   0,     0
2019, 45379,9,2,3,0,1022, 5438,2,  0,     0, 3409, 11632, 987,101365,   0,     0,   0,     0,     0, 85034,     0,     0,     0,    0, 16331,     0,    0,    0,  8449,     0,   0,    0,0,  988,   0, 2195, 1720, 356,   0,  1893
2020, 15256,9,2,4,0, 913, 5921,2,  0,     0,14743, 50303,1382,141931,   0,     0,   0,     0,     0,104327,     0,     0,     0,    0, 37604,     0,    0,    0, 33231,     0,   0,    0,0, 6646,   0,10426, 4169,1103,2699,  4140
2021, 10154,9,1,1,0, 581, 5669,2,  0,     0, 3329, 11359,   0,     0, 527, 73090,   0,     0,     0,     0, 73090,     0,     0, 2787,     0,     0,    0,    0,  6626,     0,   0,    0,0,    0,   0, 1946,  725, 698,   0,     0
2022, 11980,9,1,2,0, 750, 5371,3,  0,     0,19704, 67231, 848, 87099,   0,     0,   0,     0,  1568, 87099,     0,     0,     0,24734,     0,     0,    0,    0, 34130,     0,   0,    0,0, 2297,   0, 4502,    0,2614,   0,  3851
2023, 24710,9,2,3,0, 489, 6829,2,  0,     0, 5391, 18395,1291,132588,   0,     0,   0,     0,     0,100366,     0,     0,     0,    0, 28467,     0,    0,    0, 13917,  3755,   0,    0,0, 1207,   0, 3271,    0,2061, 287,     0
2024, 12662,9,4,9,2,1156, 1030,2,  0,     0, 5176, 17661, 389, 39950,   0,     0,   0,     0,     0, 11206,     0,     0,     0,  763, 20887,     0,    0,    0, 12914,  7857,   0,    0,0,    0,   0, 3984,    0,   0,   0,     0
2025, 24791,9,2,3,0, 612, 6310,2,  0,     0,16075, 54848,1054,108246,   0,     0,   0,     0,  1122,108246,     0,     0,     0,17214,     0,     0,    0,    0, 31595,     0,   0,    0,0, 2197,   0, 2720, 4410,2149,   0,  5134
2026, 15366,9,2,3,0, 506, 6220,4,  0,     0, 3310, 11294,1029,105678,   0,     0,   0,     0,     0, 74468,     0,     0,     0,    0, 24603,     0,    0,    0,  8550,  6607,   0,    0,0, 1092,   0, 1652,    0,   0,   0,     0
2027, 17001,9,2,3,0, 658, 6213,2,  0,     0,26571, 90660,   0,     0,   0,     0,   0,     0, 33105,     0,     0,     0,     0,17440,     0,     0,    0,    0, 32934,     0,   0,    0,0, 3594,   0, 3587,    0,2824,2858,  4383
2028, 37711,1,4,9,2,1731, 1011,2,  0,     0, 3050, 10407, 472, 48474,   0,     0,   0,     0,     0, 27289,     0,     0,     0,    0, 16247,     0,    0,    0,  6844,  4938,   0,    0,0,    0,   0, 3563,    0,   0, 327,     0
2029, 12114,9,4,8,0, 600, 7284,2,  0,     0, 8444, 28811, 834, 85652,   0,     0,   0,     0,     0, 85652,     0,     0,     0, 7447,     0,     0,    0,    0, 18229,     0,   0,    0,0,    0,   0, 3135, 4876,1044, 374,  2566
2030, 13744,9,1,1,0, 769, 5419,2,  0,     0, 7891, 26924,   0,     0, 646, 89594,   0,     0,     0,     0, 89594,     0,     0, 6795,     0,     0,    0,    0, 16402,     0,   0,    0,0,  999,   0, 2728,    0, 728,1782,  2734
2031,  8359,9,1,1,0, 274, 7950,2,  0,     0, 5781, 19725,   0,     0, 487, 67542,   0,     0,     0,     0,     0,     0,     0,    0,     0, 67542,    0,    0, 16785,     0,   0,    0,0,  486,   0, 2454, 2612,1003, 440,  3766
2032, 10997,9,3,5,0,1226, 2946,2,  0,     0,12154, 41469, 696, 71479,   0,     0,   0,     0,  1299, 51295,     0,     0,     0,    0, 20184,     0,    0,    0, 29013,     0,   0,    0,0, 5902,   0, 5255, 6489,2586, 509,  3489
