Eastern Europe,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Korea,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
India,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
USA,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Canada,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Western Europe,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Japan,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Australia_NZ,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Former Soviet Union,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
China,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Middle East,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Africa,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Latin America,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Southeast Asia,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Eastern Europe,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
Korea,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
India,elect_td_bld,electricity_td_bld,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
primary input,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1000,,,,,minicam-energy-input,,,,,,,,,,
,,,,,efficiency,,,,,,,,,,
Region,supplysector,subsector,intermittent-technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
China,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
India,elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
backup-electricity input,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,
,,,,,efficiency,,,,,,,,,,
region,supplysector,subsector,intermittent-technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
China,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
India,elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
tech lifetime,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,
,,,,lifetime,,,,,,,,,,,
region,supplysector,subsector,intermittent-technology,1990,2005,2020,2035,2050,2065,2080,2095,,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,-1,-1,15,15,15,15,15,15,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
non-energy input cost,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1002,,,,minicam-non-energy-input,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,
region,supplysector,subsector,intermittent-technology,1990,2005,2020,2035,2050,2065,2080,2095,,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,63.14,63.14,39.52,27.72,21.02,16.78,15.43,14.54,,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,77.82,77.82,48.71,34.17,25.91,20.68,19.02,17.92,,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,75.66,75.66,47.36,33.22,25.19,20.10,18.49,17.42,,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,67.95,67.95,42.53,29.84,22.62,18.05,16.60,15.64,,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,54.26,54.26,33.96,23.82,18.06,14.42,13.26,12.49,,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,78.89,78.89,49.38,34.64,26.27,20.96,19.28,18.16,,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,64.14,64.14,40.14,28.16,21.35,17.04,15.67,14.77,,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,47.63,47.63,29.81,20.91,15.86,12.66,11.64,10.97,,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,47.21,47.21,29.55,20.73,15.72,12.54,11.54,10.87,,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,51.76,51.76,32.39,22.72,17.23,13.75,12.65,11.92,,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,51.86,51.86,32.46,22.77,17.27,13.78,12.67,11.94,,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,78.09,78.09,48.88,34.29,26.00,20.75,19.08,17.98,,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,63.47,63.47,39.73,27.87,21.13,16.86,15.51,14.61,,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,52.56,52.56,32.90,23.08,17.50,13.96,12.84,12.10,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
electric-sector,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,
,,,,electric-sector-name,,,,,,,,,,,
region,supplysector,subsector,intermittent-technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
capacity-limit,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1006,,,,capacity-limit-backup-calculator,,,,,,,,,,,
,,,,capacity-limit,,,,,,,,,,,
Region,supplysector,subsector,intermittent-technology,1990,2005,2020,2035,2050,2065,2080,2095,,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
add backup cap cost,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,
,,,,backup-capital-cost,,,,,,,,,,,
Region,supplysector,subsector,intermittent-technology,1990,2005,2020,2035,2050,2065,2080,2095,,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,30,30,30,30,30,30,30,30,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
set tech sharewts,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,
,,,,sharewt,,,,,,,,,,,
Region,supplysector,subsector,intermittent-technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,0,0,0,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
trial market name,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,
,,,,trial-market-name,,,,,,,,,,,
Region,supplysector,subsector,intermittent-technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,renewable,,,
,,,,,,,,,,,,,,,
backup capacity factor,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,
,,,,backup-capacity-factor,,,,,,,,,,,
Region,supplysector,subsector,intermittent-technology,1990,2005,2020,2035,2050,2065,2080,2095,,,,
USA,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Canada,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Western Europe,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Japan,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Former Soviet Union,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
China,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Africa,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Latin America,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Eastern Europe,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
Korea,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
India,elect_td_bld,rooftop_pv,rooftop_pv,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,
