INPUT_TABLE
Variable ID
TechCoef

region,supplysector,subsector,technology,year,minicam.energy.input,coefficient
Africa,Beef,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,Beef,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,Beef,Mixed,FeedCrops,1975,FeedCrops,1
Africa,Beef,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Africa,Beef,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,Beef,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,Beef,Pastoral,FeedCrops,1975,FeedCrops,1
Africa,Beef,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Africa,Dairy,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,Dairy,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,Dairy,Mixed,FeedCrops,1975,FeedCrops,1
Africa,Dairy,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Africa,Dairy,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,Dairy,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,Dairy,Pastoral,FeedCrops,1975,FeedCrops,1
Africa,Dairy,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Africa,Pork,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,Pork,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,Pork,Mixed,FeedCrops,1975,FeedCrops,1
Africa,Pork,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Africa,Poultry,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,Poultry,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,Poultry,Mixed,FeedCrops,1975,FeedCrops,1
Africa,Poultry,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Africa,SheepGoat,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,SheepGoat,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,SheepGoat,Mixed,FeedCrops,1975,FeedCrops,1
Africa,SheepGoat,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Africa,SheepGoat,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Africa,SheepGoat,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Africa,SheepGoat,Pastoral,FeedCrops,1975,FeedCrops,1
Africa,SheepGoat,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,Beef,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,Beef,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,Beef,Mixed,FeedCrops,1975,FeedCrops,1
Australia_NZ,Beef,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,Beef,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,Beef,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,Beef,Pastoral,FeedCrops,1975,FeedCrops,1
Australia_NZ,Beef,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,Dairy,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,Dairy,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,Dairy,Mixed,FeedCrops,1975,FeedCrops,1
Australia_NZ,Dairy,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,Dairy,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,Dairy,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,Dairy,Pastoral,FeedCrops,1975,FeedCrops,1
Australia_NZ,Dairy,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,Pork,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,Pork,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,Pork,Mixed,FeedCrops,1975,FeedCrops,1
Australia_NZ,Pork,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,Poultry,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,Poultry,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,Poultry,Mixed,FeedCrops,1975,FeedCrops,1
Australia_NZ,Poultry,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,SheepGoat,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,SheepGoat,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,SheepGoat,Mixed,FeedCrops,1975,FeedCrops,1
Australia_NZ,SheepGoat,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Australia_NZ,SheepGoat,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Australia_NZ,SheepGoat,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Australia_NZ,SheepGoat,Pastoral,FeedCrops,1975,FeedCrops,1
Australia_NZ,SheepGoat,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Canada,Beef,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,Beef,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,Beef,Mixed,FeedCrops,1975,FeedCrops,1
Canada,Beef,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Canada,Beef,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,Beef,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,Beef,Pastoral,FeedCrops,1975,FeedCrops,1
Canada,Beef,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Canada,Dairy,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,Dairy,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,Dairy,Mixed,FeedCrops,1975,FeedCrops,1
Canada,Dairy,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Canada,Dairy,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,Dairy,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,Dairy,Pastoral,FeedCrops,1975,FeedCrops,1
Canada,Dairy,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Canada,Pork,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,Pork,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,Pork,Mixed,FeedCrops,1975,FeedCrops,1
Canada,Pork,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Canada,Poultry,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,Poultry,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,Poultry,Mixed,FeedCrops,1975,FeedCrops,1
Canada,Poultry,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Canada,SheepGoat,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,SheepGoat,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,SheepGoat,Mixed,FeedCrops,1975,FeedCrops,1
Canada,SheepGoat,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Canada,SheepGoat,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Canada,SheepGoat,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Canada,SheepGoat,Pastoral,FeedCrops,1975,FeedCrops,1
Canada,SheepGoat,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
China,Beef,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,Beef,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,Beef,Mixed,FeedCrops,1975,FeedCrops,1
China,Beef,Mixed,Scavenging_Other,1975,Scavenging_Other,1
China,Beef,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,Beef,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,Beef,Pastoral,FeedCrops,1975,FeedCrops,1
China,Beef,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
China,Dairy,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,Dairy,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,Dairy,Mixed,FeedCrops,1975,FeedCrops,1
China,Dairy,Mixed,Scavenging_Other,1975,Scavenging_Other,1
China,Dairy,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,Dairy,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,Dairy,Pastoral,FeedCrops,1975,FeedCrops,1
China,Dairy,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
China,Pork,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,Pork,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,Pork,Mixed,FeedCrops,1975,FeedCrops,1
China,Pork,Mixed,Scavenging_Other,1975,Scavenging_Other,1
China,Poultry,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,Poultry,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,Poultry,Mixed,FeedCrops,1975,FeedCrops,1
China,Poultry,Mixed,Scavenging_Other,1975,Scavenging_Other,1
China,SheepGoat,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,SheepGoat,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,SheepGoat,Mixed,FeedCrops,1975,FeedCrops,1
China,SheepGoat,Mixed,Scavenging_Other,1975,Scavenging_Other,1
China,SheepGoat,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
China,SheepGoat,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
China,SheepGoat,Pastoral,FeedCrops,1975,FeedCrops,1
China,SheepGoat,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,Beef,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,Beef,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,Beef,Mixed,FeedCrops,1975,FeedCrops,1
Eastern Europe,Beef,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,Beef,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,Beef,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,Beef,Pastoral,FeedCrops,1975,FeedCrops,1
Eastern Europe,Beef,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,Dairy,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,Dairy,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,Dairy,Mixed,FeedCrops,1975,FeedCrops,1
Eastern Europe,Dairy,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,Dairy,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,Dairy,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,Dairy,Pastoral,FeedCrops,1975,FeedCrops,1
Eastern Europe,Dairy,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,Pork,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,Pork,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,Pork,Mixed,FeedCrops,1975,FeedCrops,1
Eastern Europe,Pork,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,Poultry,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,Poultry,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,Poultry,Mixed,FeedCrops,1975,FeedCrops,1
Eastern Europe,Poultry,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,SheepGoat,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,SheepGoat,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,SheepGoat,Mixed,FeedCrops,1975,FeedCrops,1
Eastern Europe,SheepGoat,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Eastern Europe,SheepGoat,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Eastern Europe,SheepGoat,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Eastern Europe,SheepGoat,Pastoral,FeedCrops,1975,FeedCrops,1
Eastern Europe,SheepGoat,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Former Soviet Union,Beef,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
Former Soviet Union,Beef,Mixed,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Former Soviet Union,Beef,Mixed,FeedCrops,1975,FeedCrops,1
Former Soviet Union,Beef,Mixed,Scavenging_Other,1975,Scavenging_Other,1
Former Soviet Union,Beef,Pastoral,FodderHerb_Residue,1975,FodderHerb_Residue,1
Former Soviet Union,Beef,Pastoral,Pasture_FodderGrass,1975,Pasture_FodderGrass,1
Former Soviet Union,Beef,Pastoral,FeedCrops,1975,FeedCrops,1
Former Soviet Union,Beef,Pastoral,Scavenging_Other,1975,Scavenging_Other,1
Former Soviet Union,Dairy,Mixed,FodderHerb_Residue,1975,FodderHerb_Residue,1
