INPUT_TABLE
Variable ID
LN1_HistUnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,year,allocation
Southeast Asia,root,ProtectedShrublandAEZ01,ProtectedShrublandAEZ01,1700,65.342772
Eastern Europe,root,ProtectedShrublandAEZ01,ProtectedShrublandAEZ01,1700,0
Korea,root,ProtectedShrublandAEZ01,ProtectedShrublandAEZ01,1700,0
India,root,ProtectedShrublandAEZ01,ProtectedShrublandAEZ01,1700,35.577234
USA,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Canada,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Western Europe,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Japan,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0.073485
Former Soviet Union,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
China,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Middle East,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Africa,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,6.295968
Latin America,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,27.934866
Southeast Asia,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Eastern Europe,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
Korea,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
India,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1700,0
USA,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
Canada,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
Western Europe,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
Japan,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
Australia_NZ,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,409.739148
Former Soviet Union,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
China,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
Middle East,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0.32274
Africa,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,1145.967588
Latin America,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,9.907047
Southeast Asia,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
Eastern Europe,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
Korea,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,0
India,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1700,9.689679
USA,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
Canada,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
Western Europe,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
Japan,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
Australia_NZ,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,266.730363
Former Soviet Union,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
China,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
Middle East,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0.56286
Africa,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,267.823125
Latin America,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,97.9812
Southeast Asia,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
Eastern Europe,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
Korea,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,0
India,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1700,40.721184
USA,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Canada,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Western Europe,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Japan,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Former Soviet Union,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
China,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Middle East,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Africa,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,23.202252
Latin America,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,44.944002
Southeast Asia,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Eastern Europe,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
Korea,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,0
India,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1700,97.946685
USA,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
Canada,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
Western Europe,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
Japan,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
Australia_NZ,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,329.390604
Former Soviet Union,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
China,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
Middle East,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0.769077
Africa,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,1910.830086
Latin America,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,63.070164
Southeast Asia,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0.064566
Eastern Europe,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
Korea,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,0
India,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1700,129.825819
USA,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
Canada,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
Western Europe,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
Japan,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
Australia_NZ,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,14.313528
Former Soviet Union,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
China,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
Middle East,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,1.843947
Africa,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,100.834632
Latin America,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,404.700417
Southeast Asia,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0.385191
Eastern Europe,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
Korea,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,0
India,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1700,102.569058
USA,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
Canada,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
Western Europe,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
Japan,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0.737865
Former Soviet Union,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
China,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
Middle East,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
Africa,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,157.715262
Latin America,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,162.283464
Southeast Asia,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,4.723767
Eastern Europe,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
Korea,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,0
India,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1700,689.212395
USA,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0
Canada,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0
Western Europe,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0.174465
Japan,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0
Australia_NZ,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,49.647051
Former Soviet Union,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0
China,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0.149922
Middle East,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0
Africa,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,2088.375543
Latin America,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,575.055702
Southeast Asia,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,16.735599
Eastern Europe,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0
Korea,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,0
India,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1700,56.190906
USA,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0
Canada,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0
Western Europe,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0.350091
Japan,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0
Australia_NZ,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,15.104286
Former Soviet Union,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0
China,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,1.009404
Middle East,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0
Africa,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,53.071992
Latin America,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,263.26971
Southeast Asia,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,2.446362
Eastern Europe,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0
Korea,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,0
India,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1700,31.442535
USA,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
Canada,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
Western Europe,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
Japan,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,11.218248
Former Soviet Union,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
China,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,33.122907
Middle East,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
Africa,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,1099.02888
Latin America,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,483.95898
Southeast Asia,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,420.241032
Eastern Europe,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
Korea,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,0
India,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1700,294.708636
USA,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
Canada,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
Western Europe,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
Japan,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
Australia_NZ,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,5.027058
Former Soviet Union,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
China,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,27.676404
Middle East,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
Africa,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,1017.22257
Latin America,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,1291.354857
Southeast Asia,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,75.913299
Eastern Europe,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
Korea,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,0
India,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1700,1.480185
USA,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
Canada,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
Western Europe,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
Japan,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
Australia_NZ,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,1.002123
Former Soviet Union,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
China,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,4.139343
Middle East,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
Africa,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,46.179225
Latin America,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,87.523344
Southeast Asia,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,5.561163
Eastern Europe,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
Korea,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0
India,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1700,0.665568
USA,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
Canada,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
Western Europe,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
Japan,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,4.954581
Former Soviet Union,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
China,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,214.442847
Middle East,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
Africa,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,1201.583061
Latin America,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,2148.445638
Southeast Asia,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,660.648951
Eastern Europe,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
Korea,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,0
India,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1700,90.22338
USA,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
Canada,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
Western Europe,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
Japan,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
Australia_NZ,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,7.377426
Former Soviet Union,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
China,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,42.788619
Middle East,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
Africa,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,417.561012
Latin America,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,364.747221
Southeast Asia,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,181.344807
Eastern Europe,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
Korea,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0
India,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1700,0.130194
USA,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
Canada,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
Western Europe,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
Japan,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
Australia_NZ,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0.621729
Former Soviet Union,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
China,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,3.706362
Middle East,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
Africa,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,21.061422
Latin America,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,51.657183
Southeast Asia,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,2.633967
Eastern Europe,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
Korea,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0
India,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1700,0.064422
USA,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
Canada,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
Western Europe,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
Japan,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,3.682962
Former Soviet Union,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
China,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,126.078183
Middle East,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
Africa,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,2030.785038
Latin America,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,5507.939565
Southeast Asia,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,1996.016895
Eastern Europe,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
Korea,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,0
India,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1700,59.980887
USA,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,917.817687
Canada,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,131.476491
Western Europe,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,0.470205
Japan,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,0
Australia_NZ,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,1061.867295
Former Soviet Union,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,737.581329
China,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,555.355314
Middle East,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,39.64905
Africa,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,607.759092
Latin America,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,775.625202
Southeast Asia,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,7.914015
Eastern Europe,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,0
Korea,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,0
India,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1700,0
USA,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,1150.342056
Canada,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,1.83141
Western Europe,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,0.837882
Japan,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,0
Australia_NZ,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,2608.885809
Former Soviet Union,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,800.333973
China,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,691.011927
Middle East,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,741.96765
Africa,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,632.001942
Latin America,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,595.064817
Southeast Asia,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,340.809705
Eastern Europe,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,0
Korea,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,0
India,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1700,61.044003
USA,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,161.701965
Canada,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,2.912265
Western Europe,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,0
Japan,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,2.001231
Former Soviet Union,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,1.793664
China,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,6.311655
Middle East,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,9.097119
Africa,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,1.901124
Latin America,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,98.164197
Southeast Asia,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,0
Eastern Europe,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,0
Korea,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,0
India,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1700,0
USA,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1700,553.041171
