INPUT_TABLE
Variable ID
TechInput

region,supplysector,subsector,technology,apply.to,from.year,to.year,interpolation.function,CO2,share.weight,minicam.energy.input,coefficient,input.cost
Canada,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Canada,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Canada,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Canada,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Canada,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
China,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
China,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
China,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
China,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
China,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
China,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
China,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
China,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
China,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
China,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
China,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
China,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
China,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
China,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
China,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
China,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
China,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
China,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
Eastern Europe,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Eastern Europe,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
Eastern Europe,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Eastern Europe,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Eastern Europe,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Eastern Europe,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Eastern Europe,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Eastern Europe,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Eastern Europe,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Eastern Europe,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Eastern Europe,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Eastern Europe,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
Eastern Europe,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
Eastern Europe,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Eastern Europe,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Eastern Europe,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Eastern Europe,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Eastern Europe,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
Former Soviet Union,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Former Soviet Union,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
Former Soviet Union,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Former Soviet Union,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Former Soviet Union,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Former Soviet Union,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Former Soviet Union,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Former Soviet Union,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Former Soviet Union,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Former Soviet Union,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Former Soviet Union,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Former Soviet Union,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
Former Soviet Union,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
Former Soviet Union,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Former Soviet Union,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Former Soviet Union,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Former Soviet Union,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Former Soviet Union,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
India,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
India,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
India,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
India,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
India,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
India,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
India,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
India,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
India,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
India,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
India,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
India,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
India,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
India,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
India,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
India,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
India,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
India,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
Japan,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Japan,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
Japan,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Japan,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Japan,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Japan,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Japan,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Japan,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Japan,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Japan,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Japan,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Japan,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
Japan,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
Japan,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Japan,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Japan,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Japan,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Japan,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
Korea,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Korea,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
Korea,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Korea,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Korea,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Korea,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Korea,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Korea,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Korea,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Korea,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Korea,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Korea,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
Korea,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
Korea,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Korea,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Korea,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Korea,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Korea,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
Latin America,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Latin America,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
Latin America,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Latin America,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Latin America,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Latin America,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Latin America,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Latin America,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Latin America,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Latin America,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Latin America,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Latin America,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
Latin America,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
Latin America,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Latin America,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Latin America,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Latin America,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Latin America,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
Middle East,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Middle East,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
Middle East,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Middle East,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Middle East,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Middle East,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Middle East,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Middle East,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Middle East,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Middle East,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Middle East,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Middle East,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
Middle East,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
Middle East,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Middle East,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Middle East,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Middle East,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Middle East,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
Southeast Asia,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Southeast Asia,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
Southeast Asia,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Southeast Asia,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Southeast Asia,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Southeast Asia,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Southeast Asia,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Southeast Asia,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Southeast Asia,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Southeast Asia,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Southeast Asia,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Southeast Asia,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0
Southeast Asia,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0
Southeast Asia,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0
Southeast Asia,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0
Southeast Asia,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0
Southeast Asia,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0
Southeast Asia,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0
USA,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
USA,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0
USA,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
USA,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
USA,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
