Dairy Supply,,,,,,,,,,,,,,,,,,
Units and sector type,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
region,supplysector,output-unit,input-unit,price-unit,sectorType,,,,,,,,,,,,,
India,Dairy,Mixed,OilCrop,OilCrop,1171093,2179016,1,1,1,1,1,1,1,1,1,,,
USA,Dairy,Mixed,OtherGrain,OtherGrain,8211687,4249078,1,1,1,1,1,1,1,1,1,,,
Canada,Dairy,Mixed,OtherGrain,OtherGrain,4679287,5098053,1,1,1,1,1,1,1,1,1,,,
Western Europe,Dairy,Mixed,OtherGrain,OtherGrain,26120708,29063383,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Mixed,OtherGrain,OtherGrain,2920649,2104428,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Mixed,OtherGrain,OtherGrain,177929,1538461,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Dairy,Mixed,OtherGrain,OtherGrain,55658806,19285564,1,1,1,1,1,1,1,1,1,,,
China,Dairy,Mixed,OtherGrain,OtherGrain,87305,341756,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Mixed,OtherGrain,OtherGrain,8151109,10880928,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Mixed,OtherGrain,OtherGrain,1683196,2082095,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Mixed,OtherGrain,OtherGrain,2914789,4899105,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Mixed,OtherGrain,OtherGrain,174548,193079,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Mixed,OtherGrain,OtherGrain,9902178,12581774,1,1,1,1,1,1,1,1,1,,,
Korea,Dairy,Mixed,OtherGrain,OtherGrain,26154,2160,1,1,1,1,1,1,1,1,1,,,
India,Dairy,Mixed,OtherGrain,OtherGrain,757680,1102012,1,1,1,1,1,1,1,1,1,,,
USA,Dairy,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,Dairy,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Western Europe,Dairy,Mixed,Rice,Rice,123794,133012,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Mixed,Rice,Rice,10690,45604,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,Dairy,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
China,Dairy,Mixed,Rice,Rice,57186,197679,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Mixed,Rice,Rice,141501,392544,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Mixed,Rice,Rice,169411,164488,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Mixed,Rice,Rice,61281,96079,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Mixed,Rice,Rice,1207651,2372236,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Mixed,Rice,Rice,756,6470,1,1,1,1,1,1,1,1,1,,,
Korea,Dairy,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
India,Dairy,Mixed,Rice,Rice,512117,841678,1,1,1,1,1,1,1,1,1,,,
USA,Dairy,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,Dairy,Mixed,SugarCrop,SugarCrop,5970,1251,1,1,1,1,1,1,1,1,1,,,
Western Europe,Dairy,Mixed,SugarCrop,SugarCrop,998157,523215,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,Dairy,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,Dairy,Mixed,SugarCrop,SugarCrop,937655,863532,1,1,1,1,1,1,1,1,1,,,
China,Dairy,Mixed,SugarCrop,SugarCrop,101789,326274,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Mixed,SugarCrop,SugarCrop,38339,50944,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Mixed,SugarCrop,SugarCrop,65457,100354,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Mixed,SugarCrop,SugarCrop,3420658,3777945,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Mixed,SugarCrop,SugarCrop,353856,783793,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Mixed,SugarCrop,SugarCrop,163154,115209,1,1,1,1,1,1,1,1,1,,,
Korea,Dairy,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
India,Dairy,Mixed,SugarCrop,SugarCrop,1762703,2677826,1,1,1,1,1,1,1,1,1,,,
USA,Dairy,Mixed,Wheat,Wheat,3649222,2110171,1,1,1,1,1,1,1,1,1,,,
Canada,Dairy,Mixed,Wheat,Wheat,1481713,1218671,1,1,1,1,1,1,1,1,1,,,
Western Europe,Dairy,Mixed,Wheat,Wheat,11076079,24597085,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Mixed,Wheat,Wheat,352081,274032,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Mixed,Wheat,Wheat,44297,294643,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Dairy,Mixed,Wheat,Wheat,41834106,17080236,1,1,1,1,1,1,1,1,1,,,
China,Dairy,Mixed,Wheat,Wheat,47246,110521,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Mixed,Wheat,Wheat,1212942,2261786,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Mixed,Wheat,Wheat,650911,925422,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Mixed,Wheat,Wheat,318674,248318,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Mixed,Wheat,Wheat,211553,375661,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Mixed,Wheat,Wheat,6577044,6508397,1,1,1,1,1,1,1,1,1,,,
Korea,Dairy,Mixed,Wheat,Wheat,139889,69659,1,1,1,1,1,1,1,1,1,,,
India,Dairy,Mixed,Wheat,Wheat,824799,1656639,1,1,1,1,1,1,1,1,1,,,
USA,Dairy,Mixed,Pasture,Pasture,52746440,60121303,1,1,1,1,1,1,1,1,1,,,
Canada,Dairy,Mixed,Pasture,Pasture,6431100,6484788,1,1,1,1,1,1,1,1,1,,,
Western Europe,Dairy,Mixed,Pasture,Pasture,139427618,124287547,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Mixed,Pasture,Pasture,6260467,3934962,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Mixed,Pasture,Pasture,2243703,4431870,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Dairy,Mixed,Pasture,Pasture,149530591,78834803,1,1,1,1,1,1,1,1,1,,,
China,Dairy,Mixed,Pasture,Pasture,8670860,38274352,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Mixed,Pasture,Pasture,3409157,4035077,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Mixed,Pasture,Pasture,41369660,60246595,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Mixed,Pasture,Pasture,71364760,102924898,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Mixed,Pasture,Pasture,10428765,21397820,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Mixed,Pasture,Pasture,34192647,32438888,1,1,1,1,1,1,1,1,1,,,
Korea,Dairy,Mixed,Pasture,Pasture,745823,1455783,1,1,1,1,1,1,1,1,1,,,
India,Dairy,Mixed,Pasture,Pasture,21081643,34131122,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Calibrated inputs: Pastoral,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7000,,,,,,,,,,,,,,,,,,
,,,,,,,share-weight,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1990,2005,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
Australia_NZ,Dairy,Pastoral,Corn,Corn,44550,0,1,1,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,Corn,Corn,88396,104676,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Pastoral,FodderCrop,FodderCrop,4257908,0,1,1,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,FodderCrop,FodderCrop,773464,833412,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Pastoral,MiscCrop,MiscCrop,53393,0,1,1,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,MiscCrop,MiscCrop,48543,76410,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Pastoral,OilCrop,OilCrop,13300,0,1,1,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,OilCrop,OilCrop,155,140,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Pastoral,OtherGrain,OtherGrain,562251,0,1,1,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,OtherGrain,OtherGrain,36393,32101,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Pastoral,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,Rice,Rice,3663,2536,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Pastoral,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,SugarCrop,SugarCrop,1415,1547,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Dairy,Pastoral,Wheat,Wheat,139976,0,1,1,0,0,0,0,0,0,0,,,
Africa,Dairy,Pastoral,Wheat,Wheat,14074,14268,1,1,1,1,1,1,1,1,1,,,
USA,Dairy,Pastoral,Pasture,Pasture,14615714,14457080,1,1,1,1,1,1,1,1,1,,,
Canada,Dairy,Pastoral,Pasture,Pasture,1763207,1421010,1,1,1,1,1,1,1,1,1,,,
Western Europe,Dairy,Pastoral,Pasture,Pasture,409419,489428,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Pastoral,Pasture,Pasture,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,Dairy,Pastoral,Pasture,Pasture,42540280,68476064,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Dairy,Pastoral,Pasture,Pasture,19291134,17731475,1,1,1,1,1,1,1,1,1,,,
China,Dairy,Pastoral,Pasture,Pasture,20794121,40874875,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Pastoral,Pasture,Pasture,999145,2334134,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Pastoral,Pasture,Pasture,101712558,115171598,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Pastoral,Pasture,Pasture,82312651,104199686,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Pastoral,Pasture,Pasture,2821585,4556206,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Pastoral,Pasture,Pasture,0,0,1,0,0,0,0,0,0,0,0,,,
Korea,Dairy,Pastoral,Pasture,Pasture,2151645,1826547,1,1,1,1,1,1,1,1,1,,,
India,Dairy,Pastoral,Pasture,Pasture,8006575,11692998,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Calibrated inputs: Scavenging,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7000,,,,,minicam-energy-input,,,,,,,,,,,,,
,,,,,calibrated-value,,share-weight,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1990,2005,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,Dairy,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,Dairy,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Western Europe,Dairy,Mixed,Scavenging,Scavenging,1925182,2690169,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,Dairy,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,Dairy,Mixed,Scavenging,Scavenging,2011659,1952628,1,1,1,1,1,1,1,1,1,,,
China,Dairy,Mixed,Scavenging,Scavenging,1108369,4348879,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Mixed,Scavenging,Scavenging,871564,1375443,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Mixed,Scavenging,Scavenging,4274251,6325352,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Mixed,Scavenging,Scavenging,8108738,11694723,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Mixed,Scavenging,Scavenging,37961402,67338929,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Mixed,Scavenging,Scavenging,4995129,0,1,1,0,0,0,0,0,0,0,,,
Korea,Dairy,Mixed,Scavenging,Scavenging,95336,165412,1,1,1,1,1,1,1,1,1,,,
India,Dairy,Mixed,Scavenging,Scavenging,107791980,174514918,1,1,1,1,1,1,1,1,1,,,
USA,Dairy,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,Dairy,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Western Europe,Dairy,Pastoral,Scavenging,Scavenging,22036,26342,1,1,1,1,1,1,1,1,1,,,
Japan,Dairy,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,Dairy,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,Dairy,Pastoral,Scavenging,Scavenging,1038284,954340,1,1,1,1,1,1,1,1,1,,,
China,Dairy,Pastoral,Scavenging,Scavenging,1119177,2199960,1,1,1,1,1,1,1,1,1,,,
Middle East,Dairy,Pastoral,Scavenging,Scavenging,53776,125627,1,1,1,1,1,1,1,1,1,,,
Africa,Dairy,Pastoral,Scavenging,Scavenging,5523865,6253584,1,1,1,1,1,1,1,1,1,,,
Latin America,Dairy,Pastoral,Scavenging,Scavenging,4430217,5608217,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Dairy,Pastoral,Scavenging,Scavenging,2856969,4599450,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Dairy,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Korea,Dairy,Pastoral,Scavenging,Scavenging,115805,98308,1,1,1,1,1,1,1,1,1,,,
India,Dairy,Pastoral,Scavenging,Scavenging,8187641,11957431,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Non-energy cost: Mixed,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7002,,,,minicam-non-energy-input,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,
USA,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
USA,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
China,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
India,Dairy,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Non-energy cost: Pastoral,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7002,,,,minicam-non-energy-input,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,
Australia_NZ,Dairy,Pastoral,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Pastoral,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Dairy,Pastoral,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Dairy,Pastoral,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
