INPUT_TABLE
Variable ID
GDPControl_Ag

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,generic.ghg,gdp.mid.control,gdp.control.range,final.emiss.coef
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,N2O_AWB,10,7.5,7.25973e-07
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,N2O_AWB,10,7.5,3.64834e-06
Southeast Asia,Corn,CornAEZ05,CornAEZ05,1990,NOx_AWB,10,7.5,5.28809e-05
Southeast Asia,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,1990,NOx_AWB,10,7.5,-1
Southeast Asia,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,1990,NOx_AWB,10,7.5,-1
Southeast Asia,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,1990,NOx_AWB,10,7.5,-1
Southeast Asia,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,1990,NOx_AWB,10,7.5,1.19155e-05
Southeast Asia,OilCrop,OilCropAEZ05,OilCropAEZ05,1990,NOx_AWB,10,7.5,0.000100973
Southeast Asia,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,1990,NOx_AWB,10,7.5,8.92775e-05
Southeast Asia,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,1990,NOx_AWB,10,7.5,6.56159e-05
Southeast Asia,Rice,RiceAEZ05,RiceAEZ05,1990,NOx_AWB,10,7.5,8.27112e-05
Southeast Asia,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,1990,NOx_AWB,10,7.5,7.52378e-05
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,NOx_AWB,10,7.5,2.46877e-05
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,NOx_AWB,10,7.5,0.000124067
Southeast Asia,Corn,CornAEZ05,CornAEZ05,1990,CO_AWB,10,7.5,0.0011733
Southeast Asia,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,1990,CO_AWB,10,7.5,-1
Southeast Asia,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,1990,CO_AWB,10,7.5,-1
Southeast Asia,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,1990,CO_AWB,10,7.5,-1
Southeast Asia,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,1990,CO_AWB,10,7.5,0.000264376
Southeast Asia,OilCrop,OilCropAEZ05,OilCropAEZ05,1990,CO_AWB,10,7.5,0.002240354
Southeast Asia,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,1990,CO_AWB,10,7.5,0.001980853
Southeast Asia,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,1990,CO_AWB,10,7.5,0.001455859
Southeast Asia,Rice,RiceAEZ05,RiceAEZ05,1990,CO_AWB,10,7.5,0.001835163
Southeast Asia,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,1990,CO_AWB,10,7.5,0.001669346
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,CO_AWB,10,7.5,0.000547761
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,CO_AWB,10,7.5,0.002752746
Southeast Asia,Corn,CornAEZ05,CornAEZ05,1990,NMVOC_AWB,10,7.5,0.000140862
Southeast Asia,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,1990,NMVOC_AWB,10,7.5,-1
Southeast Asia,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,1990,NMVOC_AWB,10,7.5,-1
Southeast Asia,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,1990,NMVOC_AWB,10,7.5,-1
Southeast Asia,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,1990,NMVOC_AWB,10,7.5,3.17399e-05
Southeast Asia,OilCrop,OilCropAEZ05,OilCropAEZ05,1990,NMVOC_AWB,10,7.5,0.000268968
Southeast Asia,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,1990,NMVOC_AWB,10,7.5,0.000237813
Southeast Asia,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,1990,NMVOC_AWB,10,7.5,0.000174784
Southeast Asia,Rice,RiceAEZ05,RiceAEZ05,1990,NMVOC_AWB,10,7.5,0.000220322
Southeast Asia,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,1990,NMVOC_AWB,10,7.5,0.000200415
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,NMVOC_AWB,10,7.5,6.57619e-05
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,NMVOC_AWB,10,7.5,0.000330483
Southeast Asia,Corn,CornAEZ05,CornAEZ05,1990,NH3_AWB,10,7.5,0.000119401
Southeast Asia,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,1990,NH3_AWB,10,7.5,-1
Southeast Asia,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,1990,NH3_AWB,10,7.5,-1
Southeast Asia,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,1990,NH3_AWB,10,7.5,-1
Southeast Asia,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,1990,NH3_AWB,10,7.5,2.69042e-05
Southeast Asia,OilCrop,OilCropAEZ05,OilCropAEZ05,1990,NH3_AWB,10,7.5,0.000227989
Southeast Asia,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,1990,NH3_AWB,10,7.5,0.000201581
Southeast Asia,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,1990,NH3_AWB,10,7.5,0.000148155
Southeast Asia,Rice,RiceAEZ05,RiceAEZ05,1990,NH3_AWB,10,7.5,0.000186755
Southeast Asia,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,1990,NH3_AWB,10,7.5,0.000169881
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,NH3_AWB,10,7.5,5.57428e-05
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,NH3_AWB,10,7.5,0.000280133
Southeast Asia,Corn,CornAEZ05,CornAEZ05,1990,BC_AWB,10,7.5,8.8048e-06
Southeast Asia,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,1990,BC_AWB,10,7.5,-1
Southeast Asia,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,1990,BC_AWB,10,7.5,-1
Southeast Asia,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,1990,BC_AWB,10,7.5,-1
Southeast Asia,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,1990,BC_AWB,10,7.5,1.98396e-06
Southeast Asia,OilCrop,OilCropAEZ05,OilCropAEZ05,1990,BC_AWB,10,7.5,1.68123e-05
Southeast Asia,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,1990,BC_AWB,10,7.5,1.48649e-05
Southeast Asia,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,1990,BC_AWB,10,7.5,1.09252e-05
Southeast Asia,Rice,RiceAEZ05,RiceAEZ05,1990,BC_AWB,10,7.5,1.37716e-05
Southeast Asia,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,1990,BC_AWB,10,7.5,1.25273e-05
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,BC_AWB,10,7.5,4.11056e-06
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,BC_AWB,10,7.5,2.06574e-05
Southeast Asia,Corn,CornAEZ05,CornAEZ05,1990,OC_AWB,10,7.5,4.21792e-05
Southeast Asia,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,1990,OC_AWB,10,7.5,-1
Southeast Asia,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,1990,OC_AWB,10,7.5,-1
Southeast Asia,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,1990,OC_AWB,10,7.5,-1
Southeast Asia,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,1990,OC_AWB,10,7.5,9.50413e-06
Southeast Asia,OilCrop,OilCropAEZ05,OilCropAEZ05,1990,OC_AWB,10,7.5,8.0539e-05
Southeast Asia,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,1990,OC_AWB,10,7.5,7.12101e-05
Southeast Asia,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,1990,OC_AWB,10,7.5,5.2337e-05
Southeast Asia,Rice,RiceAEZ05,RiceAEZ05,1990,OC_AWB,10,7.5,6.59727e-05
Southeast Asia,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,1990,OC_AWB,10,7.5,6.00117e-05
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,OC_AWB,10,7.5,1.96916e-05
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,OC_AWB,10,7.5,9.89591e-05
Southeast Asia,Corn,CornAEZ05,CornAEZ05,1990,SO2_2_AWB,10,7.5,1.23835e-05
Southeast Asia,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,1990,SO2_2_AWB,10,7.5,-1
Southeast Asia,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,1990,SO2_2_AWB,10,7.5,-1
Southeast Asia,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,1990,SO2_2_AWB,10,7.5,-1
Southeast Asia,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,1990,SO2_2_AWB,10,7.5,2.79034e-06
Southeast Asia,OilCrop,OilCropAEZ05,OilCropAEZ05,1990,SO2_2_AWB,10,7.5,2.36457e-05
Southeast Asia,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,1990,SO2_2_AWB,10,7.5,2.09068e-05
Southeast Asia,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,1990,SO2_2_AWB,10,7.5,1.53658e-05
Southeast Asia,Rice,RiceAEZ05,RiceAEZ05,1990,SO2_2_AWB,10,7.5,1.93691e-05
Southeast Asia,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,1990,SO2_2_AWB,10,7.5,1.7619e-05
Southeast Asia,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,1990,SO2_2_AWB,10,7.5,5.78131e-06
Southeast Asia,Wheat,WheatAEZ05,WheatAEZ05,1990,SO2_2_AWB,10,7.5,2.90537e-05
Africa,Corn,CornAEZ06,CornAEZ06,1990,CH4_AWB,10,7.5,9.13962e-05
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,CH4_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,CH4_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,CH4_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,CH4_AWB,10,7.5,2.49443e-05
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,CH4_AWB,10,7.5,0.000192256
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,CH4_AWB,10,7.5,0.000148863
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,CH4_AWB,10,7.5,0.000149595
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,CH4_AWB,10,7.5,0.000143698
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,CH4_AWB,10,7.5,8.68733e-05
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,CH4_AWB,10,7.5,4.0864e-05
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,CH4_AWB,10,7.5,0.000219645
Africa,Corn,CornAEZ06,CornAEZ06,1990,N2O_AWB,10,7.5,2.23422e-06
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,N2O_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,N2O_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,N2O_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,N2O_AWB,10,7.5,6.09774e-07
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,N2O_AWB,10,7.5,4.69979e-06
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,N2O_AWB,10,7.5,3.63902e-06
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,N2O_AWB,10,7.5,3.65691e-06
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,N2O_AWB,10,7.5,3.51276e-06
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,N2O_AWB,10,7.5,2.12365e-06
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,N2O_AWB,10,7.5,9.98937e-07
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,N2O_AWB,10,7.5,5.3693e-06
Africa,Corn,CornAEZ06,CornAEZ06,1990,NOx_AWB,10,7.5,8.16036e-05
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,NOx_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,NOx_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,NOx_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,NOx_AWB,10,7.5,2.22717e-05
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,NOx_AWB,10,7.5,0.000171657
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,NOx_AWB,10,7.5,0.000132913
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,NOx_AWB,10,7.5,0.000133567
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,NOx_AWB,10,7.5,0.000128302
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,NOx_AWB,10,7.5,7.75653e-05
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,NOx_AWB,10,7.5,3.64857e-05
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,NOx_AWB,10,7.5,0.000196111
Africa,Corn,CornAEZ06,CornAEZ06,1990,CO_AWB,10,7.5,0.001808338
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,CO_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,CO_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,CO_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,CO_AWB,10,7.5,0.000493541
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,CO_AWB,10,7.5,0.00380393
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,CO_AWB,10,7.5,0.00294536
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,CO_AWB,10,7.5,0.002959837
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,CO_AWB,10,7.5,0.002843166
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,CO_AWB,10,7.5,0.001718849
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,CO_AWB,10,7.5,0.000808523
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,CO_AWB,10,7.5,0.004345824
Africa,Corn,CornAEZ06,CornAEZ06,1990,NMVOC_AWB,10,7.5,0.000217882
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,NMVOC_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,NMVOC_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,NMVOC_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,NMVOC_AWB,10,7.5,5.94654e-05
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,NMVOC_AWB,10,7.5,0.000458325
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,NMVOC_AWB,10,7.5,0.000354878
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,NMVOC_AWB,10,7.5,0.000356623
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,NMVOC_AWB,10,7.5,0.000342565
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,NMVOC_AWB,10,7.5,0.000207099
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,NMVOC_AWB,10,7.5,9.74167e-05
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,NMVOC_AWB,10,7.5,0.000523616
Africa,Corn,CornAEZ06,CornAEZ06,1990,NH3_AWB,10,7.5,1.95861e-05
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,NH3_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,NH3_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,NH3_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,NH3_AWB,10,7.5,5.34554e-06
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,NH3_AWB,10,7.5,4.12003e-05
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,NH3_AWB,10,7.5,3.19012e-05
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,NH3_AWB,10,7.5,3.2058e-05
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,NH3_AWB,10,7.5,3.07943e-05
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,NH3_AWB,10,7.5,1.86168e-05
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,NH3_AWB,10,7.5,8.7571e-06
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,NH3_AWB,10,7.5,4.70696e-05
Africa,Corn,CornAEZ06,CornAEZ06,1990,BC_AWB,10,7.5,1.356e-05
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,BC_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,BC_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,BC_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,BC_AWB,10,7.5,3.70087e-06
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,BC_AWB,10,7.5,2.85242e-05
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,BC_AWB,10,7.5,2.20861e-05
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,BC_AWB,10,7.5,2.21947e-05
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,BC_AWB,10,7.5,2.13198e-05
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,BC_AWB,10,7.5,1.2889e-05
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,BC_AWB,10,7.5,6.0628e-06
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,BC_AWB,10,7.5,3.25876e-05
Africa,Corn,CornAEZ06,CornAEZ06,1990,OC_AWB,10,7.5,6.48927e-05
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,OC_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,OC_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,OC_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,OC_AWB,10,7.5,1.77109e-05
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,OC_AWB,10,7.5,0.000136505
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,OC_AWB,10,7.5,0.000105695
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,OC_AWB,10,7.5,0.000106215
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,OC_AWB,10,7.5,0.000102028
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,OC_AWB,10,7.5,6.16814e-05
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,OC_AWB,10,7.5,2.90141e-05
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,OC_AWB,10,7.5,0.000155951
Africa,Corn,CornAEZ06,CornAEZ06,1990,SO2_3_AWB,10,7.5,1.90254e-05
Africa,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,SO2_3_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,SO2_3_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,SO2_3_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,SO2_3_AWB,10,7.5,5.19252e-06
Africa,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,SO2_3_AWB,10,7.5,4.00209e-05
Africa,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,SO2_3_AWB,10,7.5,3.0988e-05
Africa,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,SO2_3_AWB,10,7.5,3.11403e-05
Africa,Rice,RiceAEZ06,RiceAEZ06,1990,SO2_3_AWB,10,7.5,2.99128e-05
Africa,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,SO2_3_AWB,10,7.5,1.80839e-05
Africa,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,SO2_3_AWB,10,7.5,8.50642e-06
Africa,Wheat,WheatAEZ06,WheatAEZ06,1990,SO2_3_AWB,10,7.5,4.57222e-05
Australia_NZ,Corn,CornAEZ06,CornAEZ06,1990,CH4_AWB,15,11.25,0.000105848
Australia_NZ,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,CH4_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,CH4_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,CH4_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,CH4_AWB,15,11.25,3.33089e-05
Australia_NZ,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,CH4_AWB,15,11.25,0.000250038
Australia_NZ,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,CH4_AWB,15,11.25,0.000164737
Australia_NZ,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,CH4_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ06,RiceAEZ06,1990,CH4_AWB,15,11.25,0.000165557
Australia_NZ,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,CH4_AWB,15,11.25,2.9389e-05
Australia_NZ,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,CH4_AWB,15,11.25,4.94521e-05
Australia_NZ,Wheat,WheatAEZ06,WheatAEZ06,1990,CH4_AWB,15,11.25,0.000248336
Australia_NZ,Corn,CornAEZ06,CornAEZ06,1990,N2O_AWB,15,11.25,5.29199e-06
Australia_NZ,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,N2O_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,N2O_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,N2O_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,N2O_AWB,15,11.25,1.66532e-06
Australia_NZ,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,N2O_AWB,15,11.25,1.2501e-05
Australia_NZ,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,N2O_AWB,15,11.25,8.23621e-06
Australia_NZ,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,N2O_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ06,RiceAEZ06,1990,N2O_AWB,15,11.25,8.27722e-06
Australia_NZ,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,N2O_AWB,15,11.25,1.46934e-06
Australia_NZ,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,N2O_AWB,15,11.25,2.47242e-06
Australia_NZ,Wheat,WheatAEZ06,WheatAEZ06,1990,N2O_AWB,15,11.25,1.24158e-05
Australia_NZ,Corn,CornAEZ06,CornAEZ06,1990,NOx_AWB,15,11.25,0.000196575
Australia_NZ,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,NOx_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,NOx_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,NOx_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,NOx_AWB,15,11.25,6.18593e-05
Australia_NZ,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,NOx_AWB,15,11.25,0.000464356
Australia_NZ,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,NOx_AWB,15,11.25,0.00030594
Australia_NZ,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,NOx_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ06,RiceAEZ06,1990,NOx_AWB,15,11.25,0.000307463
Australia_NZ,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,NOx_AWB,15,11.25,5.45796e-05
Australia_NZ,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,NOx_AWB,15,11.25,9.18396e-05
Australia_NZ,Wheat,WheatAEZ06,WheatAEZ06,1990,NOx_AWB,15,11.25,0.000461194
Australia_NZ,Corn,CornAEZ06,CornAEZ06,1990,CO_AWB,15,11.25,0.004075133
Australia_NZ,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,1990,CO_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,1990,CO_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,1990,CO_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,1990,CO_AWB,15,11.25,0.001282388
Australia_NZ,OilCrop,OilCropAEZ06,OilCropAEZ06,1990,CO_AWB,15,11.25,0.009626435
Australia_NZ,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,1990,CO_AWB,15,11.25,0.006342343
Australia_NZ,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,1990,CO_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ06,RiceAEZ06,1990,CO_AWB,15,11.25,0.006373925
Australia_NZ,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,1990,CO_AWB,15,11.25,0.001131473
Australia_NZ,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,1990,CO_AWB,15,11.25,0.0019039
Australia_NZ,Wheat,WheatAEZ06,WheatAEZ06,1990,CO_AWB,15,11.25,0.009560888
Australia_NZ,Corn,CornAEZ06,CornAEZ06,1990,NMVOC_AWB,15,11.25,0.000226818
