INPUT_TABLE
Variable ID
AgProduction

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,calOutputValue,share.weight.year,subs.share.weight,tech.share.weight
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,0.113633,1990,1,1
Latin America,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,0.32922,1990,1,1
Southeast Asia,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,0.056694,1990,1,1
Eastern Europe,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,0,1990,0,0
Korea,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,0,1990,0,0
India,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,1.14634,1990,1,1
USA,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Canada,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Western Europe,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Japan,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Former Soviet Union,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
China,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Middle East,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,2.740139,1990,1,1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,37.813228,1990,1,1
Latin America,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0.669035,1990,1,1
Southeast Asia,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Eastern Europe,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
Korea,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
India,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,0,1990,0,0
USA,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
Canada,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
Western Europe,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
Japan,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0.00766,1990,1,1
Former Soviet Union,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
China,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
Middle East,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,4.515998,1990,1,1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,16.269587,1990,1,1
Latin America,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,1.372276,1990,1,1
Southeast Asia,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0.940021,1990,1,1
Eastern Europe,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
Korea,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0,1990,0,0
India,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,0.571952,1990,1,1
USA,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
Canada,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
Western Europe,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
Japan,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,3.9e-05,1990,1,1
Former Soviet Union,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
China,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
Middle East,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0.026078,1990,1,1
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0.856381,1990,1,1
Latin America,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0.053396,1990,1,1
Southeast Asia,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0.496224,1990,1,1
Eastern Europe,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
Korea,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0,1990,0,0
India,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,0.227873,1990,1,1
USA,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
Canada,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
Western Europe,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
Japan,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0.002558,1990,1,1
Former Soviet Union,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
China,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
Middle East,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0.928232,1990,1,1
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,1.79589,1990,1,1
Latin America,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0.042979,1990,1,1
Southeast Asia,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0.079943,1990,1,1
Eastern Europe,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
Korea,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0,1990,0,0
India,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,0.195205,1990,1,1
USA,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Canada,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Western Europe,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Japan,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Former Soviet Union,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
China,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Middle East,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0.004474,1990,1,1
Latin America,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0.012084,1990,1,1
Southeast Asia,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Eastern Europe,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
Korea,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
India,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,0,1990,0,0
USA,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
Canada,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
Western Europe,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
Japan,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
Former Soviet Union,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
China,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
Middle East,Rice,RiceAEZ01,RiceAEZ01,1990,0.000657,1990,1,1
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,4.835557,1990,1,1
Latin America,Rice,RiceAEZ01,RiceAEZ01,1990,0.25115,1990,1,1
Southeast Asia,Rice,RiceAEZ01,RiceAEZ01,1990,1.111624,1990,1,1
Eastern Europe,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
Korea,Rice,RiceAEZ01,RiceAEZ01,1990,0,1990,0,0
India,Rice,RiceAEZ01,RiceAEZ01,1990,0.063285,1990,1,1
USA,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
Canada,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
Western Europe,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
Japan,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
China,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
Middle East,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0.162187,1990,1,1
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,1.886649,1990,1,1
Latin America,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0.433703,1990,1,1
Southeast Asia,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0.000814,1990,1,1
Eastern Europe,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
Korea,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0,1990,0,0
India,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,0.032166,1990,1,1
USA,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
Canada,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
Western Europe,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
Japan,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0.092119,1990,1,1
Former Soviet Union,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
China,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
Middle East,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0.013256,1990,1,1
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,17.461839,1990,1,1
Latin America,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0.96603,1990,1,1
Southeast Asia,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,6.050577,1990,1,1
Eastern Europe,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
Korea,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0,1990,0,0
India,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,0.315074,1990,1,1
USA,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
Canada,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
Western Europe,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
Japan,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,0.009076,1990,1,1
Former Soviet Union,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
China,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
Middle East,Wheat,WheatAEZ01,WheatAEZ01,1990,0.389055,1990,1,1
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,4.002177,1990,1,1
Latin America,Wheat,WheatAEZ01,WheatAEZ01,1990,1.326882,1990,1,1
Southeast Asia,Wheat,WheatAEZ01,WheatAEZ01,1990,1.05675,1990,1,1
Eastern Europe,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
Korea,Wheat,WheatAEZ01,WheatAEZ01,1990,0,1990,0,0
India,Wheat,WheatAEZ01,WheatAEZ01,1990,0.115309,1990,1,1
USA,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
Canada,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
Western Europe,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
Japan,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
Australia_NZ,Corn,CornAEZ02,CornAEZ02,1990,0.000406,1990,1,1
Former Soviet Union,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
China,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
Middle East,Corn,CornAEZ02,CornAEZ02,1990,0.001009,1990,1,1
Africa,Corn,CornAEZ02,CornAEZ02,1990,2.343516,1990,1,1
Latin America,Corn,CornAEZ02,CornAEZ02,1990,0.164962,1990,1,1
Southeast Asia,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
Eastern Europe,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
Korea,Corn,CornAEZ02,CornAEZ02,1990,0,1990,0,0
India,Corn,CornAEZ02,CornAEZ02,1990,0.528964,1990,1,1
USA,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Canada,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Western Europe,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Japan,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Australia_NZ,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
China,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Middle East,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0.00061,1990,1,1
Africa,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0.115191,1990,1,1
Latin America,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0.040207,1990,1,1
Southeast Asia,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Eastern Europe,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
Korea,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0,1990,0,0
India,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1990,0.721926,1990,1,1
USA,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
Canada,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
Western Europe,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
Japan,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
Australia_NZ,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0.090388,1990,1,1
Former Soviet Union,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
China,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
Middle East,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0.03509,1990,1,1
Africa,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0.285651,1990,1,1
Latin America,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0.013093,1990,1,1
Southeast Asia,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
Eastern Europe,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
Korea,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,0,1990,0,0
India,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1990,5.650224,1990,1,1
USA,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
Canada,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
Western Europe,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
Japan,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
Australia_NZ,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0.001844,1990,1,1
Former Soviet Union,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
China,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
Middle East,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0.00071,1990,1,1
Africa,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,3.387051,1990,1,1
Latin America,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0.090068,1990,1,1
Southeast Asia,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
Eastern Europe,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
Korea,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
India,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1990,0,1990,0,0
USA,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
Canada,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
Western Europe,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
Japan,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
Australia_NZ,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0.057574,1990,1,1
Former Soviet Union,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
China,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
Middle East,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0.050244,1990,1,1
Africa,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,6.242357,1990,1,1
Latin America,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,2.428931,1990,1,1
Southeast Asia,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
Eastern Europe,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
Korea,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,0,1990,0,0
India,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1990,4.392809,1990,1,1
USA,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
Canada,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
Western Europe,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
Japan,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
Australia_NZ,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0.000301,1990,1,1
Former Soviet Union,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
China,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
Middle East,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0.004575,1990,1,1
Africa,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,1.856226,1990,1,1
Latin America,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0.045689,1990,1,1
Southeast Asia,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
Eastern Europe,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
Korea,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,0,1990,0,0
India,OilCrop,OilCropAEZ02,OilCropAEZ02,1990,4.114393,1990,1,1
USA,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
Canada,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
Western Europe,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
Japan,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
Australia_NZ,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0.016884,1990,1,1
Former Soviet Union,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
China,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
Middle East,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0.001546,1990,1,1
Africa,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,9.975746,1990,1,1
Latin America,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0.181307,1990,1,1
Southeast Asia,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
Eastern Europe,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
Korea,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,0,1990,0,0
India,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1990,1.547382,1990,1,1
USA,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Canada,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Western Europe,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Japan,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Australia_NZ,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Former Soviet Union,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
China,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Middle East,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Africa,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0.022918,1990,1,1
Latin America,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0.134238,1990,1,1
Southeast Asia,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Eastern Europe,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
Korea,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0,1990,0,0
India,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1990,0.221396,1990,1,1
USA,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Canada,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Western Europe,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Japan,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Australia_NZ,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Former Soviet Union,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
China,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Middle East,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Africa,Rice,RiceAEZ02,RiceAEZ02,1990,0.866988,1990,1,1
Latin America,Rice,RiceAEZ02,RiceAEZ02,1990,0.137928,1990,1,1
Southeast Asia,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Eastern Europe,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
Korea,Rice,RiceAEZ02,RiceAEZ02,1990,0,1990,0,0
India,Rice,RiceAEZ02,RiceAEZ02,1990,1.704808,1990,1,1
USA,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,1990,0,1990,0,0
Canada,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,1990,0,1990,0,0
Western Europe,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,1990,0,1990,0,0
Japan,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,1990,0,1990,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,1990,0,1990,0,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,1990,0,1990,0,0
