INPUT_TABLE
Variable ID
TechCoef

region,supplysector,subsector,technology,year,minicam.energy.input,coefficient
Japan,N fertilizer,gas,gas,2035,wholesale gas,0.03865583
Japan,N fertilizer,gas,gas CCS,2035,wholesale gas,0.04193627
Japan,N fertilizer,refined liquids,refined liquids,2035,refined liquids industrial,0.04701385
Japan,Exports_fertilizer,N fertilizer,N fertilizer,2035,N fertilizer,1
Korea,N fertilizer,coal,coal,2035,delivered coal,0.05641662
Korea,N fertilizer,coal,coal CCS,2035,delivered coal,0.03804771
Korea,N fertilizer,gas,gas,2035,wholesale gas,0.03865583
Korea,N fertilizer,gas,gas CCS,2035,wholesale gas,0.04193627
Korea,N fertilizer,refined liquids,refined liquids,2035,refined liquids industrial,0.04701385
Korea,Exports_fertilizer,N fertilizer,N fertilizer,2035,N fertilizer,1
Latin America,N fertilizer,coal,coal,2035,delivered coal,0.05641662
Latin America,N fertilizer,coal,coal CCS,2035,delivered coal,0.03804771
Latin America,N fertilizer,gas,gas,2035,wholesale gas,0.03761108
Latin America,N fertilizer,gas,gas CCS,2035,wholesale gas,0.04193627
Latin America,N fertilizer,refined liquids,refined liquids,2035,refined liquids industrial,0.04701385
Latin America,Exports_fertilizer,N fertilizer,N fertilizer,2035,N fertilizer,1
Middle East,N fertilizer,coal,coal,2035,delivered coal,0.05641662
Middle East,N fertilizer,coal,coal CCS,2035,delivered coal,0.03804771
Middle East,N fertilizer,gas,gas,2035,wholesale gas,0.03761108
Middle East,N fertilizer,gas,gas CCS,2035,wholesale gas,0.04193627
Middle East,N fertilizer,refined liquids,refined liquids,2035,refined liquids industrial,0.04701385
Middle East,Exports_fertilizer,N fertilizer,N fertilizer,2035,N fertilizer,1
Southeast Asia,N fertilizer,coal,coal,2035,delivered coal,0.05641662
Southeast Asia,N fertilizer,coal,coal CCS,2035,delivered coal,0.03804771
Southeast Asia,N fertilizer,gas,gas,2035,wholesale gas,0.03865583
Southeast Asia,N fertilizer,gas,gas CCS,2035,wholesale gas,0.04193627
Southeast Asia,N fertilizer,refined liquids,refined liquids,2035,refined liquids industrial,0.04701385
Southeast Asia,Exports_fertilizer,N fertilizer,N fertilizer,2035,N fertilizer,1
USA,N fertilizer,coal,coal,2035,delivered coal,0.05641662
USA,N fertilizer,coal,coal CCS,2035,delivered coal,0.03804771
USA,N fertilizer,gas,gas,2035,wholesale gas,0.03959611
USA,N fertilizer,gas,gas CCS,2035,wholesale gas,0.04193627
USA,N fertilizer,refined liquids,refined liquids,2035,refined liquids industrial,0.04701385
USA,Exports_fertilizer,N fertilizer,N fertilizer,2035,N fertilizer,1
Western Europe,N fertilizer,coal,coal,2035,delivered coal,0.05641662
Western Europe,N fertilizer,coal,coal CCS,2035,delivered coal,0.03804771
Western Europe,N fertilizer,gas,gas,2035,wholesale gas,0.03656633
Western Europe,N fertilizer,gas,gas CCS,2035,wholesale gas,0.04193627
Western Europe,N fertilizer,refined liquids,refined liquids,2035,refined liquids industrial,0.03761108
Western Europe,Exports_fertilizer,N fertilizer,N fertilizer,2035,N fertilizer,1
Africa,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Africa,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Africa,N fertilizer,gas,gas,2050,wholesale gas,0.03488687
Africa,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Africa,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Africa,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Australia_NZ,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Australia_NZ,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Australia_NZ,N fertilizer,gas,gas,2050,wholesale gas,0.03488687
Australia_NZ,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Australia_NZ,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Australia_NZ,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Canada,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Canada,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Canada,N fertilizer,gas,gas,2050,wholesale gas,0.03672812
Canada,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Canada,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Canada,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
China,N fertilizer,coal,coal,2050,delivered coal,0.05233031
China,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
China,N fertilizer,gas,gas,2050,wholesale gas,0.03294871
China,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
China,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04070135
China,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Eastern Europe,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Eastern Europe,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Eastern Europe,N fertilizer,gas,gas,2050,wholesale gas,0.04225188
Eastern Europe,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Eastern Europe,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04225188
Eastern Europe,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Former Soviet Union,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Former Soviet Union,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Former Soviet Union,N fertilizer,gas,gas,2050,wholesale gas,0.03866628
Former Soviet Union,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Former Soviet Union,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Former Soviet Union,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
India,N fertilizer,coal,coal,2050,delivered coal,0.05233031
India,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
India,N fertilizer,gas,gas,2050,wholesale gas,0.03537141
India,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
India,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04845399
India,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Japan,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Japan,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Japan,N fertilizer,gas,gas,2050,wholesale gas,0.03585595
Japan,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Japan,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Japan,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Korea,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Korea,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Korea,N fertilizer,gas,gas,2050,wholesale gas,0.03585595
Korea,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Korea,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Korea,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Latin America,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Latin America,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Latin America,N fertilizer,gas,gas,2050,wholesale gas,0.03488687
Latin America,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Latin America,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Latin America,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Middle East,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Middle East,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Middle East,N fertilizer,gas,gas,2050,wholesale gas,0.03488687
Middle East,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Middle East,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Middle East,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Southeast Asia,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Southeast Asia,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Southeast Asia,N fertilizer,gas,gas,2050,wholesale gas,0.03585595
Southeast Asia,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Southeast Asia,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
Southeast Asia,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
USA,N fertilizer,coal,coal,2050,delivered coal,0.05233031
USA,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
USA,N fertilizer,gas,gas,2050,wholesale gas,0.03672812
USA,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
USA,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.04360859
USA,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Western Europe,N fertilizer,coal,coal,2050,delivered coal,0.05233031
Western Europe,N fertilizer,coal,coal CCS,2050,delivered coal,0.03529188
Western Europe,N fertilizer,gas,gas,2050,wholesale gas,0.03391779
Western Europe,N fertilizer,gas,gas CCS,2050,wholesale gas,0.03889878
Western Europe,N fertilizer,refined liquids,refined liquids,2050,refined liquids industrial,0.03488687
Western Europe,Exports_fertilizer,N fertilizer,N fertilizer,2050,N fertilizer,1
Africa,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Africa,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Africa,N fertilizer,gas,gas,2065,wholesale gas,0.03360126
Africa,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Africa,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Africa,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Australia_NZ,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Australia_NZ,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Australia_NZ,N fertilizer,gas,gas,2065,wholesale gas,0.03360126
Australia_NZ,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Australia_NZ,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Australia_NZ,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Canada,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Canada,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Canada,N fertilizer,gas,gas,2065,wholesale gas,0.03537466
Canada,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Canada,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Canada,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
China,N fertilizer,coal,coal,2065,delivered coal,0.05040189
China,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
China,N fertilizer,gas,gas,2065,wholesale gas,0.03173452
China,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
China,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.03920147
China,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Eastern Europe,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Eastern Europe,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Eastern Europe,N fertilizer,gas,gas,2065,wholesale gas,0.04069486
Eastern Europe,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Eastern Europe,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04069486
Eastern Europe,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Former Soviet Union,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Former Soviet Union,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Former Soviet Union,N fertilizer,gas,gas,2065,wholesale gas,0.0372414
Former Soviet Union,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Former Soviet Union,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Former Soviet Union,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
India,N fertilizer,coal,coal,2065,delivered coal,0.05040189
India,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
India,N fertilizer,gas,gas,2065,wholesale gas,0.03406795
India,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
India,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04666842
India,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Japan,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Japan,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Japan,N fertilizer,gas,gas,2065,wholesale gas,0.03453463
Japan,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Japan,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Japan,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Korea,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Korea,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Korea,N fertilizer,gas,gas,2065,wholesale gas,0.03453463
Korea,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Korea,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Korea,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Latin America,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Latin America,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Latin America,N fertilizer,gas,gas,2065,wholesale gas,0.03360126
Latin America,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Latin America,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Latin America,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Middle East,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Middle East,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Middle East,N fertilizer,gas,gas,2065,wholesale gas,0.03360126
Middle East,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Middle East,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Middle East,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Southeast Asia,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Southeast Asia,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Southeast Asia,N fertilizer,gas,gas,2065,wholesale gas,0.03453463
Southeast Asia,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Southeast Asia,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
Southeast Asia,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
USA,N fertilizer,coal,coal,2065,delivered coal,0.05040189
USA,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
USA,N fertilizer,gas,gas,2065,wholesale gas,0.03537466
USA,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
USA,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.04200158
USA,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Western Europe,N fertilizer,coal,coal,2065,delivered coal,0.05040189
Western Europe,N fertilizer,coal,coal CCS,2065,delivered coal,0.03399134
Western Europe,N fertilizer,gas,gas,2065,wholesale gas,0.03266789
Western Europe,N fertilizer,gas,gas CCS,2065,wholesale gas,0.03746533
Western Europe,N fertilizer,refined liquids,refined liquids,2065,refined liquids industrial,0.03360126
Western Europe,Exports_fertilizer,N fertilizer,N fertilizer,2065,N fertilizer,1
Africa,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Africa,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Africa,N fertilizer,gas,gas,2080,wholesale gas,0.03236303
Africa,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Africa,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Africa,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Australia_NZ,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Australia_NZ,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Australia_NZ,N fertilizer,gas,gas,2080,wholesale gas,0.03236303
Australia_NZ,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Australia_NZ,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Australia_NZ,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Canada,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Canada,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Canada,N fertilizer,gas,gas,2080,wholesale gas,0.03407108
Canada,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Canada,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Canada,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
China,N fertilizer,coal,coal,2080,delivered coal,0.04854454
China,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
China,N fertilizer,gas,gas,2080,wholesale gas,0.03056508
China,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
China,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.03775687
China,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Eastern Europe,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Eastern Europe,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Eastern Europe,N fertilizer,gas,gas,2080,wholesale gas,0.03919522
Eastern Europe,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Eastern Europe,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.03919522
Eastern Europe,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Former Soviet Union,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Former Soviet Union,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Former Soviet Union,N fertilizer,gas,gas,2080,wholesale gas,0.03586902
Former Soviet Union,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Former Soviet Union,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Former Soviet Union,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
India,N fertilizer,coal,coal,2080,delivered coal,0.04854454
India,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
India,N fertilizer,gas,gas,2080,wholesale gas,0.03281251
India,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
India,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04494865
India,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Japan,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Japan,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Japan,N fertilizer,gas,gas,2080,wholesale gas,0.033262
Japan,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Japan,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Japan,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Korea,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Korea,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Korea,N fertilizer,gas,gas,2080,wholesale gas,0.033262
Korea,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Korea,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Korea,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Latin America,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Latin America,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Latin America,N fertilizer,gas,gas,2080,wholesale gas,0.03236303
Latin America,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Latin America,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Latin America,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Middle East,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Middle East,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Middle East,N fertilizer,gas,gas,2080,wholesale gas,0.03236303
Middle East,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Middle East,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Middle East,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Southeast Asia,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Southeast Asia,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Southeast Asia,N fertilizer,gas,gas,2080,wholesale gas,0.033262
Southeast Asia,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Southeast Asia,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
Southeast Asia,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
USA,N fertilizer,coal,coal,2080,delivered coal,0.04854454
USA,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
USA,N fertilizer,gas,gas,2080,wholesale gas,0.03407108
USA,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
USA,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.04045379
USA,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Western Europe,N fertilizer,coal,coal,2080,delivered coal,0.04854454
Western Europe,N fertilizer,coal,coal CCS,2080,delivered coal,0.03273873
Western Europe,N fertilizer,gas,gas,2080,wholesale gas,0.03146406
Western Europe,N fertilizer,gas,gas CCS,2080,wholesale gas,0.0360847
Western Europe,N fertilizer,refined liquids,refined liquids,2080,refined liquids industrial,0.03236303
Western Europe,Exports_fertilizer,N fertilizer,N fertilizer,2080,N fertilizer,1
Africa,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Africa,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Africa,N fertilizer,gas,gas,2095,wholesale gas,0.03117042
Africa,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Africa,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Africa,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Australia_NZ,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Australia_NZ,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Australia_NZ,N fertilizer,gas,gas,2095,wholesale gas,0.03117042
Australia_NZ,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Australia_NZ,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Australia_NZ,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Canada,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Canada,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Canada,N fertilizer,gas,gas,2095,wholesale gas,0.03281553
Canada,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Canada,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Canada,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
China,N fertilizer,coal,coal,2095,delivered coal,0.04675564
China,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
China,N fertilizer,gas,gas,2095,wholesale gas,0.02943873
China,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
China,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.0363655
China,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Eastern Europe,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Eastern Europe,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Eastern Europe,N fertilizer,gas,gas,2095,wholesale gas,0.03775085
Eastern Europe,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Eastern Europe,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03775085
Eastern Europe,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Former Soviet Union,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Former Soviet Union,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Former Soviet Union,N fertilizer,gas,gas,2095,wholesale gas,0.03454722
Former Soviet Union,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Former Soviet Union,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Former Soviet Union,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
India,N fertilizer,coal,coal,2095,delivered coal,0.04675564
India,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
India,N fertilizer,gas,gas,2095,wholesale gas,0.03160335
India,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
India,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.04329226
India,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Japan,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Japan,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Japan,N fertilizer,gas,gas,2095,wholesale gas,0.03203627
Japan,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Japan,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Japan,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Korea,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Korea,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Korea,N fertilizer,gas,gas,2095,wholesale gas,0.03203627
Korea,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Korea,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Korea,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Latin America,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Latin America,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Latin America,N fertilizer,gas,gas,2095,wholesale gas,0.03117042
Latin America,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Latin America,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Latin America,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Middle East,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Middle East,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Middle East,N fertilizer,gas,gas,2095,wholesale gas,0.03117042
Middle East,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Middle East,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Middle East,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Southeast Asia,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Southeast Asia,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Southeast Asia,N fertilizer,gas,gas,2095,wholesale gas,0.03203627
Southeast Asia,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
Southeast Asia,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
Southeast Asia,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
USA,N fertilizer,coal,coal,2095,delivered coal,0.04675564
USA,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
USA,N fertilizer,gas,gas,2095,wholesale gas,0.03281553
USA,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
USA,N fertilizer,refined liquids,refined liquids,2095,refined liquids industrial,0.03896303
USA,Exports_fertilizer,N fertilizer,N fertilizer,2095,N fertilizer,1
Western Europe,N fertilizer,coal,coal,2095,delivered coal,0.04675564
Western Europe,N fertilizer,coal,coal CCS,2095,delivered coal,0.03153229
Western Europe,N fertilizer,gas,gas,2095,wholesale gas,0.03030458
Western Europe,N fertilizer,gas,gas CCS,2095,wholesale gas,0.03475495
