Pork Supply,,,,,,,,,,,,,,,,,,
Units and sector type,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
region,supplysector,output-unit,input-unit,price-unit,sectorType,,,,,,,,,,,,,
Australia_NZ,Pork,Mixed,SugarCrop,0.17089,0.17089,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,SugarCrop,,,,,
Former Soviet Union,Pork,Mixed,SugarCrop,0.16644,0.16644,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,SugarCrop,,,,,
China,Pork,Mixed,SugarCrop,0.18502,0.18502,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,SugarCrop,,,,,
Middle East,Pork,Mixed,SugarCrop,0.14949,0.14949,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,SugarCrop,,,,,
Africa,Pork,Mixed,SugarCrop,0.19396,0.19396,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,SugarCrop,,,,,
Latin America,Pork,Mixed,SugarCrop,0.18659,0.18659,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,SugarCrop,,,,,
Southeast Asia,Pork,Mixed,SugarCrop,0.19916,0.19916,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,SugarCrop,,,,,
Eastern Europe,Pork,Mixed,SugarCrop,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,SugarCrop,,,,,
Korea,Pork,Mixed,SugarCrop,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,SugarCrop,,,,,
India,Pork,Mixed,SugarCrop,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,SugarCrop,,,,,
USA,Pork,Mixed,Wheat,0.15041,0.15041,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,Wheat,,,,,
Canada,Pork,Mixed,Wheat,0.15322,0.15322,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,Wheat,,,,,
Western Europe,Pork,Mixed,Wheat,0.18426,0.18426,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,Wheat,,,,,
Japan,Pork,Mixed,Wheat,0.16971,0.16971,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,Wheat,,,,,
Australia_NZ,Pork,Mixed,Wheat,0.17089,0.17089,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,Wheat,,,,,
Former Soviet Union,Pork,Mixed,Wheat,0.16644,0.16644,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,Wheat,,,,,
China,Pork,Mixed,Wheat,0.18502,0.18502,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,Wheat,,,,,
Middle East,Pork,Mixed,Wheat,0.14949,0.14949,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,Wheat,,,,,
Africa,Pork,Mixed,Wheat,0.19396,0.19396,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,Wheat,,,,,
Latin America,Pork,Mixed,Wheat,0.18659,0.18659,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,Wheat,,,,,
Southeast Asia,Pork,Mixed,Wheat,0.19916,0.19916,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,Wheat,,,,,
Eastern Europe,Pork,Mixed,Wheat,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,Wheat,,,,,
Korea,Pork,Mixed,Wheat,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,Wheat,,,,,
India,Pork,Mixed,Wheat,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,Wheat,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Calibrated inputs: mixed,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7000,,,,,minicam-energy-input,,,,,,,,,,,,,
,,,,,calibrated-value,,share-weight,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1990,2005,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,Pork,Mixed,Corn,Corn,111678529,156270547,1,1,1,1,1,1,1,1,1,,,
Canada,Pork,Mixed,Corn,Corn,6577324,13968394,1,1,1,1,1,1,1,1,1,,,
Western Europe,Pork,Mixed,Corn,Corn,37678322,63208607,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,Corn,Corn,14303677,11985378,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Pork,Mixed,Corn,Corn,271356,159692,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Pork,Mixed,Corn,Corn,6508314,3722590,1,1,1,1,1,1,1,1,1,,,
China,Pork,Mixed,Corn,Corn,90199923,173422600,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,Corn,Corn,35108,93551,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,Corn,Corn,2899334,3540960,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,Corn,Corn,15458359,37172772,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,Corn,Corn,8882260,19841325,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,Corn,Corn,28534305,30161372,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,Corn,Corn,11836861,17939173,1,1,1,1,1,1,1,1,1,,,
India,Pork,Mixed,Corn,Corn,634886,2391567,1,1,1,1,1,1,1,1,1,,,
USA,Pork,Mixed,FodderCrop,FodderCrop,14697006,19958786,1,1,1,1,1,1,1,1,1,,,
Canada,Pork,Mixed,FodderCrop,FodderCrop,2515458,5562555,1,1,1,1,1,1,1,1,1,,,
Western Europe,Pork,Mixed,FodderCrop,FodderCrop,67835831,80414607,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,FodderCrop,FodderCrop,8752525,7055278,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Pork,Mixed,FodderCrop,FodderCrop,2128175,2606985,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Pork,Mixed,FodderCrop,FodderCrop,38713836,15982639,1,1,1,1,1,1,1,1,1,,,
China,Pork,Mixed,FodderCrop,FodderCrop,272441395,530619727,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,FodderCrop,FodderCrop,86253,133544,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,FodderCrop,FodderCrop,3605955,5155911,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,FodderCrop,FodderCrop,13422365,34160352,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,FodderCrop,FodderCrop,30995819,61109669,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,FodderCrop,FodderCrop,23131588,17411396,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,FodderCrop,FodderCrop,1352146,1672275,1,1,1,1,1,1,1,1,1,,,
India,Pork,Mixed,FodderCrop,FodderCrop,2465837,3239812,1,1,1,1,1,1,1,1,1,,,
USA,Pork,Mixed,MiscCrop,MiscCrop,85920,171499,1,1,1,1,1,1,1,1,1,,,
Canada,Pork,Mixed,MiscCrop,MiscCrop,23557,679336,1,1,1,1,1,1,1,1,1,,,
Western Europe,Pork,Mixed,MiscCrop,MiscCrop,27160719,10223130,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,MiscCrop,MiscCrop,104941,123789,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Pork,Mixed,MiscCrop,MiscCrop,325218,231505,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Pork,Mixed,MiscCrop,MiscCrop,7658725,2462491,1,1,1,1,1,1,1,1,1,,,
China,Pork,Mixed,MiscCrop,MiscCrop,25349966,43124123,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,MiscCrop,MiscCrop,1555,428,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,MiscCrop,MiscCrop,1592179,2584793,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,MiscCrop,MiscCrop,4879509,7562428,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,MiscCrop,MiscCrop,735985,1095562,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,MiscCrop,MiscCrop,5663495,1935062,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,MiscCrop,MiscCrop,2129836,753719,1,1,1,1,1,1,1,1,1,,,
India,Pork,Mixed,MiscCrop,MiscCrop,1014638,800823,1,1,1,1,1,1,1,1,1,,,
USA,Pork,Mixed,OilCrop,OilCrop,1489013,3134226,1,1,1,1,1,1,1,1,1,,,
Canada,Pork,Mixed,OilCrop,OilCrop,905373,5235750,1,1,1,1,1,1,1,1,1,,,
Western Europe,Pork,Mixed,OilCrop,OilCrop,4737190,9806075,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,OilCrop,OilCrop,248033,222761,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Pork,Mixed,OilCrop,OilCrop,81012,57499,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Pork,Mixed,OilCrop,OilCrop,878012,730299,1,1,1,1,1,1,1,1,1,,,
China,Pork,Mixed,OilCrop,OilCrop,4684067,9561400,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,OilCrop,OilCrop,484,2199,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,OilCrop,OilCrop,5083,4724,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,OilCrop,OilCrop,529800,1909878,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,OilCrop,OilCrop,869098,1081137,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,OilCrop,OilCrop,125122,121294,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,OilCrop,OilCrop,37935,56864,1,1,1,1,1,1,1,1,1,,,
India,Pork,Mixed,OilCrop,OilCrop,759972,614326,1,1,1,1,1,1,1,1,1,,,
USA,Pork,Mixed,OtherGrain,OtherGrain,15811240,8743072,1,1,1,1,1,1,1,1,1,,,
Canada,Pork,Mixed,OtherGrain,OtherGrain,11620077,22792063,1,1,1,1,1,1,1,1,1,,,
Western Europe,Pork,Mixed,OtherGrain,OtherGrain,98459951,91654599,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,OtherGrain,OtherGrain,5646763,2729745,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Pork,Mixed,OtherGrain,OtherGrain,3424675,4145855,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Pork,Mixed,OtherGrain,OtherGrain,42529674,11469319,1,1,1,1,1,1,1,1,1,,,
China,Pork,Mixed,OtherGrain,OtherGrain,9058589,6866040,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,OtherGrain,OtherGrain,133687,145901,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,OtherGrain,OtherGrain,1193675,1085904,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,OtherGrain,OtherGrain,7172679,11545502,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,OtherGrain,OtherGrain,442004,424936,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,OtherGrain,OtherGrain,32178408,24393461,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,OtherGrain,OtherGrain,569921,102534,1,1,1,1,1,1,1,1,1,,,
India,Pork,Mixed,OtherGrain,OtherGrain,491691,310688,1,1,1,1,1,1,1,1,1,,,
USA,Pork,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,Pork,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Western Europe,Pork,Mixed,Rice,Rice,466631,419467,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,Rice,Rice,20667,59154,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Pork,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,Pork,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
China,Pork,Mixed,Rice,Rice,5933457,3971461,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,Rice,Rice,2321,5264,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,Rice,Rice,120141,85788,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,Rice,Rice,150799,226424,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,Rice,Rice,3058112,5220909,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,Rice,Rice,2455,12544,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
India,Pork,Mixed,Rice,Rice,332335,237293,1,1,1,1,1,1,1,1,1,,,
USA,Pork,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,Pork,Mixed,SugarCrop,SugarCrop,14825,5593,1,1,1,1,1,1,1,1,1,,,
Western Europe,Pork,Mixed,SugarCrop,SugarCrop,3762473,1650017,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,Pork,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,Pork,Mixed,SugarCrop,SugarCrop,716475,513551,1,1,1,1,1,1,1,1,1,,,
China,Pork,Mixed,SugarCrop,SugarCrop,10561449,6554995,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,SugarCrop,SugarCrop,629,683,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,SugarCrop,SugarCrop,46420,52339,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,SugarCrop,SugarCrop,8417516,8903314,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,SugarCrop,SugarCrop,896063,1725002,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,SugarCrop,SugarCrop,530190,223367,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
India,Pork,Mixed,SugarCrop,SugarCrop,1143893,754955,1,1,1,1,1,1,1,1,1,,,
USA,Pork,Mixed,Wheat,Wheat,7026416,4341972,1,1,1,1,1,1,1,1,1,,,
Canada,Pork,Mixed,Wheat,Wheat,3679538,5448358,1,1,1,1,1,1,1,1,1,,,
Western Europe,Pork,Mixed,Wheat,Wheat,41750406,77569634,1,1,1,1,1,1,1,1,1,,,
Japan,Pork,Mixed,Wheat,Wheat,680711,355459,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,Pork,Mixed,Wheat,Wheat,852597,794006,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,Pork,Mixed,Wheat,Wheat,31966028,10157788,1,1,1,1,1,1,1,1,1,,,
China,Pork,Mixed,Wheat,Wheat,4902190,2220415,1,1,1,1,1,1,1,1,1,,,
Middle East,Pork,Mixed,Wheat,Wheat,19894,30328,1,1,1,1,1,1,1,1,1,,,
Africa,Pork,Mixed,Wheat,Wheat,461608,482648,1,1,1,1,1,1,1,1,1,,,
Latin America,Pork,Mixed,Wheat,Wheat,784188,585200,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,Pork,Mixed,Wheat,Wheat,535711,826769,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,Pork,Mixed,Wheat,Wheat,21372953,12618437,1,1,1,1,1,1,1,1,1,,,
Korea,Pork,Mixed,Wheat,Wheat,3048352,3306244,1,1,1,1,1,1,1,1,1,,,
India,Pork,Mixed,Wheat,Wheat,535247,467054,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Non-energy cost: Mixed,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7002,,,,minicam-non-energy-input,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,
USA,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
USA,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
USA,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
USA,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Canada,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Japan,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
China,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Africa,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Korea,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
India,Pork,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Technology Logit Exponent,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7003,,,,,,,,,,,,,,,,,,
,,,,logit-exponent,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,
USA,Pork,Mixed,Corn,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,
Canada,Pork,Mixed,Corn,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,
Western Europe,Pork,Mixed,Corn,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,
Japan,Pork,Mixed,Corn,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,
Australia_NZ,Pork,Mixed,Corn,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,
Former Soviet Union,Pork,Mixed,Corn,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,
China,Pork,Mixed,Corn,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,
