INPUT_TABLE
Variable ID
LN3_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,UnmanagedLandLeaf3,year,allocation
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,1975,0
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,1975,0
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,1975,0.020217
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,1975,1.699258
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,1975,0
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,1975,0
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,ShrublandAEZ13,1975,0.622602
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,13.956669
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,5.039441
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0.055152
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,14.327048
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0.545919
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0.825753
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0.004919
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,UnmanagedForestAEZ13,1975,0.006122
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0.490518
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0.789762
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,1.200863
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,61.822162
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,4.255242
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,6.716175
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0.647058
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1975,0.073497
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0.417908
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0.078646
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0.012909
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,1.317873
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0.683508
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0.299943
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,1.28815
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,ShrublandAEZ14,1975,0.499175
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,48.068421
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,184.617608
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,13.252116
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,441.227678
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,1.815367
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,4.843903
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0.11172
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,UnmanagedForestAEZ14,1975,0.005008
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,3.247528
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,2.374171
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0.628497
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0.063909
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0.207386
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,46.214498
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,7.456101
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,3.569952
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0.155433
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0.003902
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1975,0.226755
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.033014
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.05006
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.029063
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.279056
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.595307
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.673199
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.19763
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,ShrublandAEZ15,1975,0.185896
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,39.322797
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,278.661173
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,44.784743
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0.281065
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0.12634
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,473.677237
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,14.979889
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,2.920137
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0.388525
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0.585268
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,UnmanagedForestAEZ15,1975,0.100888
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0.033718
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0.139675
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0.843802
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0.180681
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,6.226338
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,2.509217
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0.34862
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1975,0.089536
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0.009047
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,1.250499
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0.537007
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0.107413
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,1975,0.216814
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,2.076324
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,4.760078
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,2.915652
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0.313826
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,1.592425
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,1.356945
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,3.794511
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0.810242
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0.618305
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,1975,0.069795
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0.261862
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0.249882
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0.143583
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1975,0
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0.073251
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0.017092
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,1975,0
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0.234611
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0.065879
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,1.436201
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,1975,0
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0.003635
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1975,0
