INPUT_TABLE
Variable ID
MAC_5pt_Ag

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,generic.ghg,X0,X55,X110,X165,X220
Africa,Corn,CornAEZ01,CornAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,Rice,RiceAEZ01,RiceAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,Wheat,WheatAEZ01,WheatAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Africa,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2020,N2O_AGR,0.111,0.1279,0.1393,0.1447,0.145
Australia_NZ,Corn,CornAEZ01,CornAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,biomass,biomassAEZ01,biomassAEZ01,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
India,Corn,CornAEZ01,CornAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,OilCrop,OilCropAEZ01,OilCropAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Rice,RiceAEZ01,RiceAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Wheat,WheatAEZ01,WheatAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
Latin America,Corn,CornAEZ01,CornAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,OilCrop,OilCropAEZ01,OilCropAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,Rice,RiceAEZ01,RiceAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,Wheat,WheatAEZ01,WheatAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Latin America,biomass,eucalyptusAEZ01,eucalyptusAEZ01,2020,N2O_AGR,0.1514,0.1626,0.1811,0.2198,0.2491
Middle East,Corn,CornAEZ01,CornAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,OilCrop,OilCropAEZ01,OilCropAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,Rice,RiceAEZ01,RiceAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,Wheat,WheatAEZ01,WheatAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Middle East,biomass,biomassAEZ01,biomassAEZ01,2020,N2O_AGR,0.051,0.0527,0.0734,0.0786,0.0871
Southeast Asia,Corn,CornAEZ01,CornAEZ01,2020,N2O_AGR,0.0814,0.0833,0.096,0.1346,0.1443
Southeast Asia,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2020,N2O_AGR,0.0814,0.0833,0.096,0.1346,0.1443
Southeast Asia,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2020,N2O_AGR,0.0814,0.0833,0.096,0.1346,0.1443
Southeast Asia,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2020,N2O_AGR,0.0814,0.0833,0.096,0.1346,0.1443
