INPUT_TABLE
Variable ID
AgCost

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,NonLandVariableCost,AEZ,GCAM_commodity
Eastern Europe,biomass,willowAEZ08,willowAEZ08,2095,0.671,AEZ08,willow
Korea,biomass,biomassAEZ08,biomassAEZ08,2095,0.75,AEZ08,biomass
India,biomass,biomassAEZ08,biomassAEZ08,2095,0.75,AEZ08,biomass
USA,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
Canada,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
Western Europe,biomass,miscanthusAEZ09,miscanthusAEZ09,2095,1.106,AEZ09,miscanthus
Japan,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
Australia_NZ,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
Former Soviet Union,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
China,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
Middle East,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
Africa,biomass,eucalyptusAEZ09,eucalyptusAEZ09,2095,0.74,AEZ09,eucalyptus
Latin America,biomass,eucalyptusAEZ09,eucalyptusAEZ09,2095,0.74,AEZ09,eucalyptus
Southeast Asia,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
Eastern Europe,biomass,willowAEZ09,willowAEZ09,2095,0.671,AEZ09,willow
Korea,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
India,biomass,biomassAEZ09,biomassAEZ09,2095,0.75,AEZ09,biomass
USA,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
Canada,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
Western Europe,biomass,miscanthusAEZ10,miscanthusAEZ10,2095,1.106,AEZ10,miscanthus
Japan,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
Australia_NZ,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
Former Soviet Union,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
China,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
Middle East,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
Africa,biomass,eucalyptusAEZ10,eucalyptusAEZ10,2095,0.74,AEZ10,eucalyptus
Latin America,biomass,eucalyptusAEZ10,eucalyptusAEZ10,2095,0.74,AEZ10,eucalyptus
Southeast Asia,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
Eastern Europe,biomass,willowAEZ10,willowAEZ10,2095,0.671,AEZ10,willow
Korea,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
India,biomass,biomassAEZ10,biomassAEZ10,2095,0.75,AEZ10,biomass
USA,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
Canada,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
Western Europe,biomass,miscanthusAEZ11,miscanthusAEZ11,2095,1.106,AEZ11,miscanthus
Japan,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
Australia_NZ,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
Former Soviet Union,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
China,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
Middle East,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
Africa,biomass,eucalyptusAEZ11,eucalyptusAEZ11,2095,0.74,AEZ11,eucalyptus
Latin America,biomass,eucalyptusAEZ11,eucalyptusAEZ11,2095,0.74,AEZ11,eucalyptus
Southeast Asia,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
Eastern Europe,biomass,willowAEZ11,willowAEZ11,2095,0.671,AEZ11,willow
Korea,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
India,biomass,biomassAEZ11,biomassAEZ11,2095,0.75,AEZ11,biomass
USA,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
Canada,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
Western Europe,biomass,miscanthusAEZ12,miscanthusAEZ12,2095,1.106,AEZ12,miscanthus
Japan,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
Australia_NZ,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
Former Soviet Union,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
China,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
Middle East,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
Africa,biomass,eucalyptusAEZ12,eucalyptusAEZ12,2095,0.74,AEZ12,eucalyptus
Latin America,biomass,eucalyptusAEZ12,eucalyptusAEZ12,2095,0.74,AEZ12,eucalyptus
Southeast Asia,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
Eastern Europe,biomass,willowAEZ12,willowAEZ12,2095,0.671,AEZ12,willow
Korea,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
India,biomass,biomassAEZ12,biomassAEZ12,2095,0.75,AEZ12,biomass
USA,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Canada,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Western Europe,biomass,willowAEZ13,willowAEZ13,2095,5.368,AEZ13,willow
Japan,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Australia_NZ,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Former Soviet Union,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
China,biomass,willowAEZ13,willowAEZ13,2095,5.368,AEZ13,willow
Middle East,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Africa,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Latin America,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Southeast Asia,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Eastern Europe,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
Korea,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
India,biomass,biomassAEZ13,biomassAEZ13,2095,6,AEZ13,biomass
USA,biomass,willowAEZ14,willowAEZ14,2095,5.368,AEZ14,willow
Canada,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Western Europe,biomass,willowAEZ14,willowAEZ14,2095,5.368,AEZ14,willow
Japan,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Australia_NZ,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Former Soviet Union,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
China,biomass,willowAEZ14,willowAEZ14,2095,5.368,AEZ14,willow
Middle East,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Africa,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Latin America,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Southeast Asia,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Eastern Europe,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
Korea,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
India,biomass,biomassAEZ14,biomassAEZ14,2095,6,AEZ14,biomass
USA,biomass,willowAEZ15,willowAEZ15,2095,5.368,AEZ15,willow
Canada,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
Western Europe,biomass,willowAEZ15,willowAEZ15,2095,5.368,AEZ15,willow
Japan,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
Australia_NZ,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
Former Soviet Union,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
China,biomass,willowAEZ15,willowAEZ15,2095,5.368,AEZ15,willow
Middle East,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
Africa,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
Latin America,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
Southeast Asia,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
Eastern Europe,biomass,willowAEZ15,willowAEZ15,2095,5.368,AEZ15,willow
Korea,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
India,biomass,biomassAEZ15,biomassAEZ15,2095,6,AEZ15,biomass
USA,biomass,willowAEZ16,willowAEZ16,2095,5.368,AEZ16,willow
Canada,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
Western Europe,biomass,willowAEZ16,willowAEZ16,2095,5.368,AEZ16,willow
Japan,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
Australia_NZ,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
Former Soviet Union,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
China,biomass,willowAEZ16,willowAEZ16,2095,5.368,AEZ16,willow
Middle East,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
Africa,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
Latin America,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
Southeast Asia,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
Eastern Europe,biomass,willowAEZ16,willowAEZ16,2095,5.368,AEZ16,willow
Korea,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
India,biomass,biomassAEZ16,biomassAEZ16,2095,6,AEZ16,biomass
USA,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Canada,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Western Europe,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Japan,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Australia_NZ,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Former Soviet Union,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
China,biomass,willowAEZ17,willowAEZ17,2095,5.368,AEZ17,willow
Middle East,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Africa,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Latin America,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Southeast Asia,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Eastern Europe,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
Korea,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
India,biomass,biomassAEZ17,biomassAEZ17,2095,6,AEZ17,biomass
USA,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Canada,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Western Europe,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Japan,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Australia_NZ,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Former Soviet Union,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
China,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Middle East,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Africa,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Latin America,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Southeast Asia,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Eastern Europe,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
Korea,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
India,biomass,biomassAEZ18,biomassAEZ18,2095,6,AEZ18,biomass
