INPUT_TABLE
Variable ID
MAC_12pt

region,supplysector,subsector,technology,year,generic.ghg,X0,X10,X20,X30,X40,X50,X75,X100,X125,X150,X175,X200,final.reduction
Africa,Dairy,Mixed,Scavenging_Other,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Dairy,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Dairy,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Dairy,Pastoral,FeedCrops,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Dairy,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Pork,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Pork,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Pork,Mixed,FeedCrops,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Pork,Mixed,Scavenging_Other,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Poultry,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Poultry,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Poultry,Mixed,FeedCrops,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,Poultry,Mixed,Scavenging_Other,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Mixed,FeedCrops,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Mixed,Scavenging_Other,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Pastoral,FeedCrops,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Africa,SheepGoat,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0111,0.082,0.0898,0.0989,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.1126,0.1126,0.1126
Australia_NZ,Beef,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Beef,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Beef,Mixed,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Beef,Mixed,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Beef,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Beef,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Beef,Pastoral,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Beef,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Mixed,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Mixed,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Pastoral,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Dairy,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Pork,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Pork,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Pork,Mixed,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Pork,Mixed,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Poultry,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Poultry,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Poultry,Mixed,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,Poultry,Mixed,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Mixed,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Mixed,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Pastoral,FeedCrops,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Australia_NZ,SheepGoat,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0182,0.1348,0.1478,0.1627,0.1693,0.1795,0.1795,0.1795,0.1795,0.1795,0.1795,0.1878,0.2134
Canada,Beef,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Beef,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Beef,Mixed,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Beef,Mixed,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Beef,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Beef,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Beef,Pastoral,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Beef,Pastoral,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Mixed,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Mixed,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Pastoral,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Dairy,Pastoral,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Pork,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Pork,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Pork,Mixed,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Pork,Mixed,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Poultry,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Poultry,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Poultry,Mixed,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,Poultry,Mixed,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Mixed,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Mixed,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Pastoral,FeedCrops,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
Canada,SheepGoat,Pastoral,Scavenging_Other,2020,CH4_AGR,0.1197,0.1197,0.1197,0.1371,0.1371,0.1371,0.1371,0.1371,0.1917,0.1917,0.1917,0.1917,0.2004
China,Beef,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Beef,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Beef,Mixed,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Beef,Mixed,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Beef,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Beef,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Beef,Pastoral,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Beef,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Mixed,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Mixed,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Pastoral,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Dairy,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Pork,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Pork,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Pork,Mixed,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Pork,Mixed,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Poultry,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Poultry,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Poultry,Mixed,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,Poultry,Mixed,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Mixed,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Mixed,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Pastoral,FeedCrops,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
China,SheepGoat,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0085,0.0632,0.0693,0.0763,0.0794,0.0794,0.0794,0.0794,0.0794,0.1032,0.1032,0.1032,0.1032
Eastern Europe,Beef,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Beef,Mixed,Pasture_FodderGrass,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Beef,Mixed,FeedCrops,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Beef,Mixed,Scavenging_Other,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Beef,Pastoral,FodderHerb_Residue,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Beef,Pastoral,Pasture_FodderGrass,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Beef,Pastoral,FeedCrops,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Beef,Pastoral,Scavenging_Other,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
Eastern Europe,Dairy,Mixed,FodderHerb_Residue,2020,CH4_AGR,0.0153,0.0471,0.0506,0.0547,0.0679,0.0679,0.0679,0.0679,0.0777,0.0777,0.0777,0.0777,0.0777
