INPUT_TABLE
Variable ID
Subsector

region,supplysector,subsector,logit.exponent,share.weight.year,share.weight,apply.to,from.year,to.year,interpolation.function
Africa,FoodDemand_Crops,Corn,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,MiscCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,OilCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,OtherGrain,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,PalmFruit,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,Rice,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,Root_Tuber,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,SugarCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Crops,Wheat,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Meat,Beef,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Meat,Dairy,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Meat,Pork,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Meat,Poultry,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Meat,SheepGoat,-6,1975,1,share-weight,2005,9999,fixed
Africa,FoodDemand_Meat,OtherMeat_Fish,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,Corn,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,FiberCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,FodderHerb,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,MiscCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,OilCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,OtherGrain,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,PalmFruit,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,Rice,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,Root_Tuber,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,SugarCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Crops,Wheat,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Meat,Beef,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Meat,Dairy,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Meat,Pork,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Meat,Poultry,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Meat,SheepGoat,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Meat,OtherMeat_Fish,-6,1975,1,share-weight,2005,9999,fixed
Africa,NonFoodDemand_Forest,NonFoodDemand_Forest,-6,1975,1,share-weight,2005,9999,fixed
Africa,Exports_Meat,Beef,-6,1975,1,share-weight,2005,9999,fixed
Africa,Exports_Meat,Dairy,-6,1975,1,share-weight,2005,9999,fixed
Africa,Exports_Meat,Pork,-6,1975,1,share-weight,2005,9999,fixed
Africa,Exports_Meat,Poultry,-6,1975,1,share-weight,2005,9999,fixed
Africa,Exports_Meat,SheepGoat,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,Corn,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,MiscCrop,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,OilCrop,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,OtherGrain,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,PalmFruit,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,Rice,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,Root_Tuber,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,SugarCrop,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Crops,Wheat,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Meat,Beef,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Meat,Dairy,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FoodDemand_Meat,Pork,-6,1975,1,share-weight,2005,9999,fixed
