INPUT_TABLE
Variable ID
Subsector

region,supplysector,subsector,logit.exponent,share.weight.year,share.weight,apply.to,from.year,to.year,interpolation.function
Africa,FodderHerb_Residue,FodderHerb,-6,1975,1,share-weight,2005,9999,fixed
Africa,FodderHerb_Residue,Residue,-6,1975,1,share-weight,2005,9999,fixed
Africa,Pasture_FodderGrass,Pasture,-6,1975,1,share-weight,2005,9999,fixed
Africa,Pasture_FodderGrass,FodderGrass,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,Corn,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,MiscCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,OilCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,OtherGrain,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,PalmFruit,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,Rice,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,Root_Tuber,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,SugarCrop,-6,1975,1,share-weight,2005,9999,fixed
Africa,FeedCrops,Wheat,-6,1975,1,share-weight,2005,9999,fixed
Africa,Scavenging_Other,Scavenging_Other,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FodderHerb_Residue,FodderHerb,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FodderHerb_Residue,Residue,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,Pasture_FodderGrass,Pasture,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,Pasture_FodderGrass,FodderGrass,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,Corn,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,MiscCrop,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,OilCrop,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,OtherGrain,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,PalmFruit,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,Rice,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,Root_Tuber,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,SugarCrop,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,FeedCrops,Wheat,-6,1975,1,share-weight,2005,9999,fixed
Australia_NZ,Scavenging_Other,Scavenging_Other,-6,1975,1,share-weight,2005,9999,fixed
Canada,FodderHerb_Residue,FodderHerb,-6,1975,1,share-weight,2005,9999,fixed
Canada,FodderHerb_Residue,Residue,-6,1975,1,share-weight,2005,9999,fixed
Canada,Pasture_FodderGrass,Pasture,-6,1975,1,share-weight,2005,9999,fixed
Canada,Pasture_FodderGrass,FodderGrass,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,Corn,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,MiscCrop,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,OilCrop,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,OtherGrain,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,PalmFruit,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,Rice,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,Root_Tuber,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,SugarCrop,-6,1975,1,share-weight,2005,9999,fixed
Canada,FeedCrops,Wheat,-6,1975,1,share-weight,2005,9999,fixed
Canada,Scavenging_Other,Scavenging_Other,-6,1975,1,share-weight,2005,9999,fixed
