Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0,0.02,0.1,0.25,,,,,,10,,,,,,
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0,0.02,0.1,0.25,,,,,,10,,,,,,
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0,0.02,0.1,0.25,,,,,,10,,,,,,
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0,0.02,0.1,0.25,,,,,,10,,,,,,
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0,0.02,0.1,0.25,,,,,,10,,,,,,
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0,0.02,0.1,0.25,,,,,,10,,,,,,
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0,0.02,0.1,0.25,,,,,,10,,,,,,
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0,0.02,0.1,0.25,,,,,,10,,,,,,
Southeast Asia,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,AllForestLandAEZ1,0.875,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,AllForestLandAEZ2,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,AllForestLandAEZ3,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,AllForestLandAEZ4,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,AllForestLandAEZ5,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,AllForestLandAEZ6,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,AllForestLandAEZ7,0.875,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,AllForestLandAEZ8,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,AllForestLandAEZ9,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0,0.02,0.1,0.25,,,,,,11,,,,,,
Eastern Europe,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,AllForestLandAEZ1,0.875,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,AllForestLandAEZ2,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,AllForestLandAEZ3,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,AllForestLandAEZ4,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,AllForestLandAEZ5,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,AllForestLandAEZ6,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,AllForestLandAEZ7,0.875,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,AllForestLandAEZ8,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,AllForestLandAEZ9,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0,0.02,0.1,0.25,,,,,,12,,,,,,
Korea,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,AllForestLandAEZ1,0.875,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,AllForestLandAEZ2,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,AllForestLandAEZ3,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,AllForestLandAEZ4,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,AllForestLandAEZ5,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,AllForestLandAEZ6,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,AllForestLandAEZ7,0.875,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,AllForestLandAEZ8,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,AllForestLandAEZ9,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0,0.02,0.1,0.25,,,,,,13,,,,,,
India,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,AllForestLandAEZ1,0.875,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,AllForestLandAEZ2,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,AllForestLandAEZ3,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,AllForestLandAEZ4,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,AllForestLandAEZ5,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,AllForestLandAEZ6,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,AllForestLandAEZ7,0.875,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,AllForestLandAEZ8,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,AllForestLandAEZ9,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,1.75,0,0.02,0.1,0.25,,,,,,14,,,,,,
,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,,,,,,
,,,,,,default-share,,,,,,,,,,,,,,,
Region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,logit-exponent,1975-2015,2020,2025,2030,,,,,,Region,AEZ,,,,,
USA,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ1,,,,,
USA,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ2,,,,,
USA,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ3,,,,,
USA,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ4,,,,,
USA,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ5,,,,,
USA,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ6,,,,,
USA,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ7,,,,,
USA,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ8,,,,,
USA,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ9,,,,,
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ10,,,,,
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ11,,,,,
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ12,,,,,
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ13,,,,,
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ14,,,,,
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ15,,,,,
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ16,,,,,
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ17,,,,,
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0,0.02,0.1,0.25,,,,,,1,AEZ18,,,,,
Canada,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ1,,,,,
Canada,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ2,,,,,
Canada,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ3,,,,,
Canada,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ4,,,,,
Canada,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ5,,,,,
Canada,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ6,,,,,
Canada,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ7,,,,,
Canada,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ8,,,,,
Canada,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ9,,,,,
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ10,,,,,
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ11,,,,,
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ12,,,,,
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ13,,,,,
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ14,,,,,
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ15,,,,,
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ16,,,,,
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ17,,,,,
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0,0.02,0.1,0.25,,,,,,2,AEZ18,,,,,
Western Europe,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ1,,,,,
Western Europe,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ2,,,,,
Western Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ3,,,,,
Western Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ4,,,,,
Western Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ5,,,,,
Western Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ6,,,,,
Western Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ7,,,,,
Western Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ8,,,,,
Western Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ9,,,,,
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ10,,,,,
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ11,,,,,
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ12,,,,,
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ13,,,,,
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ14,,,,,
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ15,,,,,
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ16,,,,,
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ17,,,,,
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0,0.02,0.1,0.25,,,,,,3,AEZ18,,,,,
Japan,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ1,,,,,
Japan,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ2,,,,,
Japan,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ3,,,,,
Japan,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ4,,,,,
Japan,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ5,,,,,
Japan,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ6,,,,,
Japan,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ7,,,,,
Japan,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ8,,,,,
Japan,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ9,,,,,
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ10,,,,,
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ11,,,,,
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ12,,,,,
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ13,,,,,
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ14,,,,,
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ15,,,,,
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ16,,,,,
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ17,,,,,
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,0.05,0,0.02,0.1,0.25,,,,,,4,AEZ18,,,,,
Australia_NZ,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ1,,,,,
Australia_NZ,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ2,,,,,
Australia_NZ,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ3,,,,,
Australia_NZ,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ4,,,,,
Australia_NZ,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ5,,,,,
Australia_NZ,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ6,,,,,
Australia_NZ,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ7,,,,,
Australia_NZ,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ8,,,,,
Australia_NZ,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ9,,,,,
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ10,,,,,
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ11,,,,,
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0,0.02,0.1,0.25,,,,,,5,AEZ12,,,,,
