INPUT_TABLE
Variable ID
LN1_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,year,allocation
Former Soviet Union,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,0
China,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,0
Middle East,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,0
Africa,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,2.524869
Latin America,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,17.878707
Southeast Asia,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,0
Eastern Europe,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,0
Korea,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,0
India,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,1975,0
USA,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
Canada,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
Western Europe,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
Japan,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
Australia_NZ,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,190.359792
Former Soviet Union,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
China,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
Middle East,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0.167184
Africa,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,468.492534
Latin America,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,5.662071
Southeast Asia,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
Eastern Europe,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
Korea,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,0
India,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,3.096198
USA,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
Canada,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
Western Europe,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
Japan,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
Australia_NZ,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,117.776799
Former Soviet Union,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
China,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
Middle East,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0.430506
Africa,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,129.001176
Latin America,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,55.39824
Southeast Asia,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
Eastern Europe,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
Korea,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,0
India,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,1975,20.212974
USA,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Canada,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Western Europe,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Japan,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Former Soviet Union,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
China,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Middle East,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Africa,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,10.963152
Latin America,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,26.849421
Southeast Asia,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Eastern Europe,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
Korea,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,0
India,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,1975,27.83187
USA,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
Canada,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
Western Europe,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
Japan,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
Australia_NZ,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,136.139679
Former Soviet Union,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
China,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
Middle East,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0.210285
Africa,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,933.70401
Latin America,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,45.678042
Southeast Asia,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0.032175
Eastern Europe,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
Korea,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,0
India,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,1975,103.900815
USA,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
Canada,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
Western Europe,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
Japan,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
Australia_NZ,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,5.920488
Former Soviet Union,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
China,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
Middle East,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,1.261494
Africa,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,59.651757
Latin America,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,263.050272
Southeast Asia,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0.155043
Eastern Europe,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
Korea,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,0
India,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,1975,32.745645
USA,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
Canada,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
Western Europe,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
Japan,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0.531549
Former Soviet Union,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
China,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
Middle East,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
Africa,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,102.49785
Latin America,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,100.927035
Southeast Asia,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,2.761281
Eastern Europe,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
Korea,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,0
India,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,1975,196.858701
USA,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0
Canada,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0
Western Europe,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0.164079
Japan,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0
Australia_NZ,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,19.91673
Former Soviet Union,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0
China,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0.142362
Middle East,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0
Africa,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,1088.702775
Latin America,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,368.527437
Southeast Asia,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,13.582422
Eastern Europe,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0
Korea,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,0
India,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,1975,44.539965
USA,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0
Canada,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0
Western Europe,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0.268686
Japan,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0
Australia_NZ,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,5.979429
Former Soviet Union,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0
China,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0.836244
Middle East,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0
Africa,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,30.190788
Latin America,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,164.867049
Southeast Asia,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,1.444239
Eastern Europe,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0
Korea,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,0
India,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,1975,6.546132
USA,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
Canada,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
Western Europe,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
Japan,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,6.025446
Former Soviet Union,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
China,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,26.36244
Middle East,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
Africa,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,802.05354
Latin America,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,339.003585
Southeast Asia,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,240.169329
Eastern Europe,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
Korea,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,0
India,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,1975,99.131328
USA,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
Canada,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
Western Europe,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
Japan,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
Australia_NZ,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,3.43692
Former Soviet Union,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
China,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,17.524737
Middle East,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
Africa,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,672.386499
Latin America,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,717.624747
Southeast Asia,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,58.658886
Eastern Europe,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
Korea,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0
India,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,1975,0.472671
USA,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
Canada,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
Western Europe,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
Japan,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
Australia_NZ,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0.459837
Former Soviet Union,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
China,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,3.287727
Middle East,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
Africa,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,25.867143
Latin America,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,40.107618
Southeast Asia,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,3.869874
Eastern Europe,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
Korea,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0
India,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,1975,0.370503
USA,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
Canada,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
Western Europe,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
Japan,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,4.270518
Former Soviet Union,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
China,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,148.803759
Middle East,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
Africa,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,875.081997
Latin America,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,1583.045685
Southeast Asia,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,469.524186
Eastern Europe,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
Korea,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,0
India,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,1975,39.412125
USA,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
Canada,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
Western Europe,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
Japan,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
Australia_NZ,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,2.708433
Former Soviet Union,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
China,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,24.588477
Middle East,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
Africa,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,260.571897
Latin America,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,169.310097
Southeast Asia,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,149.238468
Eastern Europe,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
Korea,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0
India,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1975,0.040842
USA,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Canada,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Western Europe,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Japan,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Australia_NZ,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0.248544
Former Soviet Union,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
China,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,3.394773
Middle East,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Africa,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,13.233294
Latin America,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,31.531293
Southeast Asia,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,1.515735
Eastern Europe,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Korea,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
India,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0.009639
USA,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
Canada,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
Western Europe,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
Japan,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,2.332953
Former Soviet Union,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
China,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,84.058371
Middle East,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
Africa,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,1707.196482
Latin America,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,4877.410635
Southeast Asia,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,1653.64335
Eastern Europe,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
Korea,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,0
India,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,1975,34.338744
USA,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,153.133596
Canada,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,37.091421
Western Europe,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,0.278784
Japan,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,0
Australia_NZ,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,373.667859
Former Soviet Union,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,203.091831
China,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,114.152274
Middle East,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,16.567173
Africa,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,203.647446
Latin America,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,331.196265
Southeast Asia,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,1.451844
Eastern Europe,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,0
Korea,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,0
India,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1975,0
USA,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,580.988412
Canada,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,0.661293
Western Europe,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,0.629424
Japan,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,0
Australia_NZ,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,835.834275
Former Soviet Union,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,246.042927
China,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,232.404885
Middle East,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,401.299065
Africa,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,222.816879
Latin America,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,278.797788
Southeast Asia,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,203.463522
Eastern Europe,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,0
Korea,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,0
India,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,44.277966
USA,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,98.127495
Canada,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0.692307
Western Europe,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0
Japan,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0
Australia_NZ,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0.905436
Former Soviet Union,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0.780714
China,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,2.754009
Middle East,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,3.930624
Africa,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0.856782
Latin America,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,56.194227
Southeast Asia,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0
Eastern Europe,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0
Korea,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0
India,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,1975,0
USA,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1975,130.935951
Canada,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1975,20.204235
