INPUT_TABLE
Variable ID
AgResBio

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,residue.biomass.production,mass.conversion,harvest.index,eros.ctrl,mass.to.energy,water.content
India,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2020,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2020,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ03,JatrophaAEZ03,2020,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ04,JatrophaAEZ04,2020,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ05,JatrophaAEZ05,2020,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ06,JatrophaAEZ06,2020,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2035,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2035,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2035,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2035,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ03,JatrophaAEZ03,2035,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ04,JatrophaAEZ04,2035,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ05,JatrophaAEZ05,2035,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ06,JatrophaAEZ06,2035,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2050,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2050,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2050,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2050,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ03,JatrophaAEZ03,2050,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ04,JatrophaAEZ04,2050,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ05,JatrophaAEZ05,2050,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ06,JatrophaAEZ06,2050,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2065,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2065,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2065,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2065,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ03,JatrophaAEZ03,2065,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ04,JatrophaAEZ04,2065,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ05,JatrophaAEZ05,2065,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ06,JatrophaAEZ06,2065,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2080,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2080,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2080,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2080,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ03,JatrophaAEZ03,2080,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ04,JatrophaAEZ04,2080,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ05,JatrophaAEZ05,2080,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ06,JatrophaAEZ06,2080,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2095,biomass,1,0.5,0,2.2,0.1
Africa,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2095,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ01,JatrophaAEZ01,2095,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ02,JatrophaAEZ02,2095,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ03,JatrophaAEZ03,2095,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ04,JatrophaAEZ04,2095,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ05,JatrophaAEZ05,2095,biomass,1,0.5,0,2.2,0.1
India,biomassOil,JatrophaAEZ06,JatrophaAEZ06,2095,biomass,1,0.5,0,2.2,0.1
