INPUT_TABLE
Variable ID
LN2_MgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandLeaf2,year,allocation
Middle East,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,24.12943
Latin America,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,139.37856
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,5.323
Eastern Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
Korea,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0.33233
USA,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
Canada,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
Western Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
Japan,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0.12944
Former Soviet Union,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,1.55089
Middle East,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,15.22533
Latin America,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,84.56741
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,27.07005
Eastern Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
Korea,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,2005,0.24477
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,45.71208
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,6.39477
Western Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,0.04755
Japan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,0
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,74.99721
Former Soviet Union,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,26.55189
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,68.21068
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,7.22707
Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,47.48294
Latin America,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,102.00256
Southeast Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,26.9988
Eastern Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,0
Korea,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,0
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,2005,2.16436
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,14.22395
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,2.63049
Western Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,7.9905
Japan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,0
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,6.06909
Former Soviet Union,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,9.07088
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,27.09221
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,1.6489
Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,20.25734
Latin America,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,35.09775
Southeast Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,49.37009
Eastern Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,0.3288
Korea,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,0
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,2005,1.36736
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,2.4993
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,4.69914
Western Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,9.91491
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,0.07204
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,2.96361
Former Soviet Union,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,3.87775
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,7.685
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,0.31008
Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,18.9575
Latin America,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,21.40644
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,1.54665
Eastern Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,2.49738
Korea,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,0
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,2005,1.69643
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,7.8525
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,4.25723
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,19.14515
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,1.24389
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,1.72416
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,5.06133
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,4.71477
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,0.013
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,7.46946
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,14.16005
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,1.22433
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,10.05677
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,0.1171
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,2005,1.88504
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,8.05577
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,0.02354
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,15.42057
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,0.7697
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,2.33056
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,0.04989
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,12.13414
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,0
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,1.31898
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,11.35268
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,3.19653
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,2.40764
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,0.17713
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,2005,1.06466
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,4.22018
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,3.94127
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0.18547
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,3.15143
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0.02866
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,19.08102
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0.05749
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,74.63219
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,2.12252
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0.13315
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2005,0.15204
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,1.97522
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,2.63029
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0.08121
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,15.1077
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,50.38549
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,14.78138
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,10.13186
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,2005,0.26635
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,0.43974
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,1.10835
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,2.0104
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,0
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,0
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,3.90605
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,49.08814
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,0
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,0
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,8.52065
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,5.0903
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,0
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,0
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,2005,1.09922
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0.13075
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,9.11403
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,2.06567
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0.03939
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0.19036
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,4.13972
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,18.8139
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,4.19105
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0.78805
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0.09438
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2005,0.69413
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0.054
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0.68496
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,1.79015
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0.9433
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0.07449
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,4.72819
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,2.38245
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0.73857
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0.08169
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,2005,0.70553
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0.18318
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0.19755
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0.2411
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,2005,0
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0.10922
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,2005,0
