INPUT_TABLE
Variable ID
LN2_HistMgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandLeaf2,year,allocation
Eastern Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
Korea,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0.37215
USA,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
Canada,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
Western Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
Japan,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
Former Soviet Union,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0.1997
Middle East,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,3.13357
Latin America,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,5.92735
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,5.20043
Eastern Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
Korea,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1800,0.234
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,1.09846
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,0
Western Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,0.02209
Japan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,0
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,0
Former Soviet Union,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,11.65611
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,8.25007
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,0.92456
Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,5.47253
Latin America,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,6.13136
Southeast Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,3.37569
Eastern Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,0
Korea,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,0
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1800,1.22187
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,0.3377
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,0
Western Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,3.8077
Japan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,0
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,0
Former Soviet Union,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,4.21636
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,4.17525
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,0.63718
Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,2.76083
Latin America,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,2.7879
Southeast Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,5.56883
Eastern Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,0.27717
Korea,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,0
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1800,1.09671
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0.05999
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0.00069
Western Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,16.58792
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0.06084
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0
Former Soviet Union,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,1.69436
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,1.10975
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0.0893
Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,2.54697
Latin America,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,1.98022
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0.23849
Eastern Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,2.06532
Korea,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1800,0.72762
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.18523
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.00107
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,44.46904
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,1.09998
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,2.27577
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.74439
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.00235
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.88422
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.90962
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.29082
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,10.10702
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,0.00686
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1800,1.04346
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.18291
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,26.12658
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.73391
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.02269
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,1.81822
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.16482
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.57715
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.85689
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,2.17363
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.0136
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1800,0.47689
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0.09151
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,5.9249
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0.22399
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0.01363
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,2.59814
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0.01214
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,1.82285
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0.46258
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0.12402
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1800,0.2232
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0.04605
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0.1463
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,5.38312
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,6.93499
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0.6623
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,1.3358
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1800,0.38635
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0.00945
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,1.3707
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,2.16722
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,6.09709
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0.50779
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0.74976
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1800,0.62885
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0.00134
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,3.53725
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0.03324
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,1.75251
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,2.69157
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0.33177
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0.28042
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0.10542
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1800,0.37114
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0.00055
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,1.97741
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0.03704
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0.77354
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0.21129
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0.15141
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0.0939
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1800,0.23246
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0.02981
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0.01798
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1800,0
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0.00805
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1800,0
USA,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
Canada,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
Western Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
Japan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0.67839
Former Soviet Union,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
China,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,1.0906
Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,14.90694
Latin America,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0.7938
Southeast Asia,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0.34776
Eastern Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
Korea,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1850,0.54083
USA,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
Canada,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
Western Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
Japan,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0.51257
Former Soviet Union,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
China,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,1e-04
Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,9.9341
Latin America,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0.56113
Southeast Asia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
Eastern Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
Korea,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,0
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1850,1.30708
USA,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
Canada,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
Western Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
Japan,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0.27259
Former Soviet Union,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
China,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0.00029
Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,11.06373
Latin America,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,1.74302
Southeast Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0.02325
Eastern Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
Korea,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,0
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1850,5.21109
USA,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0
Canada,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0
Western Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0.01458
Japan,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0.05458
Former Soviet Union,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0.00492
Middle East,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0
Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,12.3227
Latin America,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,3.38059
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,1.09612
Eastern Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0
Korea,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,0
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1850,1.64463
USA,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
Canada,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
Western Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
Japan,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0.00281
Former Soviet Union,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0.03534
Middle East,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,5.76626
Latin America,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,9.0979
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,1.46899
Eastern Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
Korea,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1850,0.40972
USA,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
Canada,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
Western Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
Japan,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0.00442
Former Soviet Union,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0.24271
Middle East,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,3.93538
Latin America,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,9.35451
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,7.47842
Eastern Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
Korea,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1850,0.29266
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,3.34161
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,0.25891
Western Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,0.0257
Japan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,0
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,3.37432
Former Soviet Union,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,15.03902
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,11.33097
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,1.37059
Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,7.94162
Latin America,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,9.75255
Southeast Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,4.96011
Eastern Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,0
Korea,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,0
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1850,1.62322
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,1.04193
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,0.10809
