INPUT_TABLE
Variable ID
LN1_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
India,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,4.7,6.9,4.7,6.9,28,0,0,Shrubland,AEZ09,Shrubland
USA,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,13.6,12.8,13.6,12.8,50,0,0,UnmanagedForest,AEZ09,Forest
Canada,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,11.8,11.9,11.8,11.9,50,0,0,UnmanagedForest,AEZ09,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,13.9,11.6,13.9,11.6,49,0,0,UnmanagedForest,AEZ09,Forest
Japan,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,13.1,13.1,13.1,13.1,50,0,0,UnmanagedForest,AEZ09,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,15.8,7.6,15.8,7.6,49,0,0,UnmanagedForest,AEZ09,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,14.1,13,14.1,13,50,0,0,UnmanagedForest,AEZ09,Forest
China,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,11.5,12,11.5,12,50,0,0,UnmanagedForest,AEZ09,Forest
Middle East,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,14.8,7.9,14.8,7.9,50,0,0,UnmanagedForest,AEZ09,Forest
Africa,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,14.4,9.6,14.4,9.6,37,0,0,UnmanagedForest,AEZ09,Forest
Latin America,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,15.1,10.7,15.1,10.7,41,0,0,UnmanagedForest,AEZ09,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,12.5,10.3,12.5,10.3,41,0,0,UnmanagedForest,AEZ09,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,12.7,12.7,12.7,12.7,50,0,0,UnmanagedForest,AEZ09,Forest
Korea,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,0,0,0,0,0,0,0,UnmanagedForest,AEZ09,Forest
India,root,ProtectedUnmanagedForestAEZ09,ProtectedUnmanagedForestAEZ09,13.9,9.8,13.9,9.8,36,0,0,UnmanagedForest,AEZ09,Forest
USA,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,1.9,10.7,1.9,10.7,23,0,0,Grassland,AEZ10,Grassland
Canada,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.4,9.7,2.4,9.7,28,0,0,Grassland,AEZ10,Grassland
Western Europe,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.5,9.6,2.5,9.6,28,0,0,Grassland,AEZ10,Grassland
Japan,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.4,9.7,2.4,9.7,28,0,0,Grassland,AEZ10,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
China,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,1.1,12.2,1.1,12.2,15,0,0,Grassland,AEZ10,Grassland
Middle East,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
Africa,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
Latin America,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,1.2,12,1.2,12,16,0,0,Grassland,AEZ10,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.1,10.2,2.1,10.2,25,0,0,Grassland,AEZ10,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ10,Grassland
Korea,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ10,Grassland
India,root,ProtectedGrasslandAEZ10,ProtectedGrasslandAEZ10,0.9,12.6,0.9,12.6,12,0,0,Grassland,AEZ10,Grassland
USA,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,4.6,6.9,4.6,6.9,28,0,0,Shrubland,AEZ10,Shrubland
Canada,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
Western Europe,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Japan,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ10,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
China,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Middle East,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,3.1,6.9,3.1,6.9,45,0,0,Shrubland,AEZ10,Shrubland
Africa,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,5.1,6.9,5.1,6.9,23,0,0,Shrubland,AEZ10,Shrubland
Latin America,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ10,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
Korea,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
India,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,3.7,6.9,3.7,6.9,38,0,0,Shrubland,AEZ10,Shrubland
USA,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,12.8,12.5,12.8,12.5,50,0,0,UnmanagedForest,AEZ10,Forest
Canada,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,12.5,12.4,12.5,12.4,50,0,0,UnmanagedForest,AEZ10,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,13.5,12.8,13.5,12.8,50,0,0,UnmanagedForest,AEZ10,Forest
Japan,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,12.8,12.7,12.8,12.7,50,0,0,UnmanagedForest,AEZ10,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,16.2,8.5,16.2,8.5,47,0,0,UnmanagedForest,AEZ10,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,13.7,12.7,13.7,12.7,50,0,0,UnmanagedForest,AEZ10,Forest
China,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,11.3,11.7,11.3,11.7,50,0,0,UnmanagedForest,AEZ10,Forest
Middle East,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,11.9,12.3,11.9,12.3,50,0,0,UnmanagedForest,AEZ10,Forest
Africa,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,15.6,9.7,15.6,9.7,37,0,0,UnmanagedForest,AEZ10,Forest
Latin America,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,15.2,10.6,15.2,10.6,43,0,0,UnmanagedForest,AEZ10,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,13.3,10.3,13.3,10.3,41,0,0,UnmanagedForest,AEZ10,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,13.5,13.2,13.5,13.2,50,0,0,UnmanagedForest,AEZ10,Forest
Korea,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,11.4,11.7,11.4,11.7,50,0,0,UnmanagedForest,AEZ10,Forest
India,root,ProtectedUnmanagedForestAEZ10,ProtectedUnmanagedForestAEZ10,14.8,11,14.8,11,48,0,0,UnmanagedForest,AEZ10,Forest
USA,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,2.2,10.3,2.2,10.3,26,0,0,Grassland,AEZ11,Grassland
Canada,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,0,0,0,0,0,0,0,Grassland,AEZ11,Grassland
Western Europe,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ11,Grassland
Japan,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,1.8,11.6,1.8,11.6,21,0,0,Grassland,AEZ11,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,2,11,2,11,23,0,0,Grassland,AEZ11,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ11,Grassland
China,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,1.5,12.7,1.5,12.7,17,0,0,Grassland,AEZ11,Grassland
Middle East,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,0,0,0,0,0,0,0,Grassland,AEZ11,Grassland
Africa,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,2.2,10.5,2.2,10.5,25,0,0,Grassland,AEZ11,Grassland
Latin America,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,1.4,12.9,1.4,12.9,16,0,0,Grassland,AEZ11,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,1.8,11.7,1.8,11.7,20,0,0,Grassland,AEZ11,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ11,Grassland
Korea,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,0,0,0,0,0,0,0,Grassland,AEZ11,Grassland
India,root,ProtectedGrasslandAEZ11,ProtectedGrasslandAEZ11,1.3,13.2,1.3,13.2,15,0,0,Grassland,AEZ11,Grassland
USA,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ11,Shrubland
Canada,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
Western Europe,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ11,Shrubland
Japan,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,5.5,6.9,5.5,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ11,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
China,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Middle East,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
Africa,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,4.6,6.9,4.6,6.9,29,0,0,Shrubland,AEZ11,Shrubland
Latin America,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,4,6.9,4,6.9,35,0,0,Shrubland,AEZ11,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ11,Shrubland
Korea,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,0,0,0,0,0,0,0,Shrubland,AEZ11,Shrubland
India,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,4.8,6.9,4.8,6.9,27,0,0,Shrubland,AEZ11,Shrubland
USA,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,13.1,13,13.1,13,50,0,0,UnmanagedForest,AEZ11,Forest
Canada,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,14.4,14.9,14.4,14.9,50,0,0,UnmanagedForest,AEZ11,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,12.7,12.7,12.7,12.7,50,0,0,UnmanagedForest,AEZ11,Forest
Japan,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,11.6,11.3,11.6,11.3,50,0,0,UnmanagedForest,AEZ11,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,15.1,7.9,15.1,7.9,49,0,0,UnmanagedForest,AEZ11,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,13.2,13.2,13.2,13.2,50,0,0,UnmanagedForest,AEZ11,Forest
China,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,13,11.5,13,11.5,49,0,0,UnmanagedForest,AEZ11,Forest
Middle East,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,0,0,0,0,0,0,0,UnmanagedForest,AEZ11,Forest
Africa,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,17.8,8.9,17.8,8.9,43,0,0,UnmanagedForest,AEZ11,Forest
Latin America,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,16.7,10.2,16.7,10.2,43,0,0,UnmanagedForest,AEZ11,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,15.8,10.3,15.8,10.3,42,0,0,UnmanagedForest,AEZ11,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,13.1,13.1,13.1,13.1,50,0,0,UnmanagedForest,AEZ11,Forest
Korea,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,11,11.5,11,11.5,50,0,0,UnmanagedForest,AEZ11,Forest
India,root,ProtectedUnmanagedForestAEZ11,ProtectedUnmanagedForestAEZ11,14.3,10.8,14.3,10.8,46,0,0,UnmanagedForest,AEZ11,Forest
USA,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,1.6,13.5,1.6,13.5,17,0,0,Grassland,AEZ12,Grassland
Canada,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
Western Europe,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ12,Grassland
Japan,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,2,11.5,2,11.5,23,0,0,Grassland,AEZ12,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
China,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,2.4,10.1,2.4,10.1,27,0,0,Grassland,AEZ12,Grassland
Middle East,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
Africa,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,2.4,10.1,2.4,10.1,27,0,0,Grassland,AEZ12,Grassland
Latin America,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,1.5,14,1.5,14,16,0,0,Grassland,AEZ12,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,1.9,12.3,1.9,12.3,21,0,0,Grassland,AEZ12,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ12,Grassland
Korea,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,0,0,0,0,0,0,0,Grassland,AEZ12,Grassland
India,root,ProtectedGrasslandAEZ12,ProtectedGrasslandAEZ12,1.4,14.4,1.4,14.4,15,0,0,Grassland,AEZ12,Grassland
USA,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Canada,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Western Europe,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ12,Shrubland
Japan,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ12,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ12,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
China,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,4.9,6.9,4.9,6.9,24,0,0,Shrubland,AEZ12,Shrubland
Middle East,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Africa,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,3.9,6.9,3.9,6.9,36,0,0,Shrubland,AEZ12,Shrubland
Latin America,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,4.9,6.9,4.9,6.9,24,0,0,Shrubland,AEZ12,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,4.1,6.9,4.1,6.9,34,0,0,Shrubland,AEZ12,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
Korea,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,0,0,0,0,0,0,0,Shrubland,AEZ12,Shrubland
India,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,5.3,6.9,5.3,6.9,20,0,0,Shrubland,AEZ12,Shrubland
USA,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,15.1,13.2,15.1,13.2,50,0,0,UnmanagedForest,AEZ12,Forest
Canada,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,0,0,0,0,0,0,0,UnmanagedForest,AEZ12,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,13.1,12.7,13.1,12.7,50,0,0,UnmanagedForest,AEZ12,Forest
Japan,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,10.9,11,10.9,11,50,0,0,UnmanagedForest,AEZ12,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,14.9,7.5,14.9,7.5,50,0,0,UnmanagedForest,AEZ12,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,12.8,12.9,12.8,12.9,50,0,0,UnmanagedForest,AEZ12,Forest
China,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,14.5,10.3,14.5,10.3,49,0,0,UnmanagedForest,AEZ12,Forest
Middle East,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,0,0,0,0,0,0,0,UnmanagedForest,AEZ12,Forest
Africa,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,16.8,9.8,16.8,9.8,37,0,0,UnmanagedForest,AEZ12,Forest
Latin America,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,17.9,9.8,17.9,9.8,41,0,0,UnmanagedForest,AEZ12,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,15.3,10.1,15.3,10.1,40,0,0,UnmanagedForest,AEZ12,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,11.7,12,11.7,12,50,0,0,UnmanagedForest,AEZ12,Forest
Korea,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,0,0,0,0,0,0,0,UnmanagedForest,AEZ12,Forest
India,root,ProtectedUnmanagedForestAEZ12,ProtectedUnmanagedForestAEZ12,15.2,10.1,15.2,10.1,40,0,0,UnmanagedForest,AEZ12,Forest
USA,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Canada,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0.9,10.8,0.9,10.8,13,0,0,Grassland,AEZ13,Grassland
Western Europe,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Japan,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0.7,10.9,0.7,10.9,11,0,0,Grassland,AEZ13,Grassland
China,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Middle East,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Africa,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Latin America,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
Korea,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0,0,0,0,0,0,0,Grassland,AEZ13,Grassland
India,root,ProtectedGrasslandAEZ13,ProtectedGrasslandAEZ13,0.6,11,0.6,11,10,0,0,Grassland,AEZ13,Grassland
USA,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,3.3,6.9,3.3,6.9,43,0,0,Shrubland,AEZ13,Shrubland
Canada,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
Western Europe,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Japan,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ13,Shrubland
China,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
Middle East,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Africa,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Latin America,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,3.3,6.9,3.3,6.9,43,0,0,Shrubland,AEZ13,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
Korea,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,0,0,0,0,0,0,0,Shrubland,AEZ13,Shrubland
India,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ13,Shrubland
USA,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,8.1,20.1,8.1,20.1,50,0,0,UnmanagedForest,AEZ13,Forest
Canada,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,7.2,20.6,7.2,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,8.1,20.6,8.1,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
Japan,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,5.2,20.6,5.2,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
China,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,5.8,20.5,5.8,20.5,50,0,0,UnmanagedForest,AEZ13,Forest
Middle East,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
