Food Supply,,This sheet removes the cal land used and caloutput values where output is 0,,,,
"Unit tags, sector type",,,,,,
INPUT_TABLE,,unit tags,,,,
Variable ID,,,,,,
20,,,,,,

region,FoodSupplySector,output-unit,input-unit,price-unit,sectorType,
ALL,Corn,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,Wheat,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,Rice,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,OtherGrain,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,OilCrop,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,MiscCrop,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,SugarCrop,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,FodderCrop,Gcal,000Ha,1975$/Gcal,Agriculture,
ALL,FiberCrop,kg,000Ha,1975$/kg,Agriculture,


Market,,,,
INPUT_TABLE,,,,
Variable ID,,,,
21,,,,
,,,1975,from model output
region,FoodSupplySector,market,price,
USA,Corn,global,9.945,
Canada,Corn,global,9.945,
Western Europe,Corn,global,9.945,
Japan,Corn,global,9.945,
Australia_NZ,Corn,global,9.945,
Former Soviet Union,Corn,global,9.945,
China,Corn,global,9.945,
Middle East,Corn,global,9.945,
Africa,Corn,global,9.945
Latin America,Corn,global,9.945
Southeast Asia,Corn,global,9.945
Eastern Europe,Corn,global,9.945
Korea,Corn,global,9.945
India,Corn,global,9.945
USA,FiberCrop,global,0.226
Canada,FiberCrop,global,0.226
Western Europe,FiberCrop,global,0.226
Japan,FiberCrop,global,0.226
Australia_NZ,FiberCrop,global,0.226
Former Soviet Union,FiberCrop,global,0.226
China,FiberCrop,global,0.226
Middle East,FiberCrop,global,0.226
Africa,FiberCrop,global,0.226
Latin America,FiberCrop,global,0.226
Southeast Asia,FiberCrop,global,0.226
Eastern Europe,FiberCrop,global,0.226
Korea,FiberCrop,global,0.226
India,FiberCrop,global,0.226
USA,FodderCrop,global,8.588
Canada,FodderCrop,global,8.588
Western Europe,FodderCrop,global,8.588
Japan,FodderCrop,global,8.588
Australia_NZ,FodderCrop,global,8.588
Former Soviet Union,FodderCrop,global,8.588
China,FodderCrop,global,8.588
Middle East,FodderCrop,global,8.588
Africa,FodderCrop,global,8.588
Latin America,FodderCrop,global,8.588
Southeast Asia,FodderCrop,global,8.588
Eastern Europe,FodderCrop,global,8.588
Korea,FodderCrop,global,8.588
India,FodderCrop,global,8.588
USA,MiscCrop,global,18.534
Canada,MiscCrop,global,18.534
Western Europe,MiscCrop,global,18.534
Japan,MiscCrop,global,18.534
Australia_NZ,MiscCrop,global,18.534
Former Soviet Union,MiscCrop,global,18.534
China,MiscCrop,global,18.534
Middle East,MiscCrop,global,18.534
Africa,MiscCrop,global,18.534
Latin America,MiscCrop,global,18.534
Southeast Asia,MiscCrop,global,18.534
Eastern Europe,MiscCrop,global,18.534
