Latin America,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,0.7,11.27330791,0.7,11.27330791,10,0,0,,,,,,10,10AllPastureLand,AEZ9,10CropLand
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,0.7,11.94183435,0.7,11.94183435,10,0,0,,,,,,10,10AllPastureLand,AEZ10,10CropLand
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,0.85,12.87362139,0.85,12.87362139,10,0,0,,,,,,10,10AllPastureLand,AEZ11,10CropLand
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1,13.98886415,1,13.98886415,10,0,0,,,,,,10,10AllPastureLand,AEZ12,10CropLand
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,,,,,,10,10AllPastureLand,AEZ13,10CropLand
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0.7,12.48559323,0.7,12.48559323,10,0,0,,,,,,10,10AllPastureLand,AEZ14,10CropLand
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,0.7,13.87522752,0.7,13.87522752,10,0,0,,,,,,10,10AllPastureLand,AEZ15,10CropLand
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,0.7,15.43454957,0.7,15.43454957,10,0,0,,,,,,10,10AllPastureLand,AEZ16,10CropLand
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0.85,17,0.85,17,10,0,0,,,,,,10,10AllPastureLand,AEZ17,10CropLand
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,,,,,,10,10AllPastureLand,AEZ18,10CropLand
Southeast Asia,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0.4,0,0.4,0,10,0,0,,,,,,11,11AllPastureLand,AEZ1,11CropLand
Southeast Asia,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0.7,0,0.7,0,10,0,0,,,,,,11,11AllPastureLand,AEZ2,11CropLand
Southeast Asia,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0.7,9.5,0.7,9.5,10,0,0,,,,,,11,11AllPastureLand,AEZ3,11CropLand
Southeast Asia,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0.7,9.530722098,0.7,9.530722098,10,0,0,,,,,,11,11AllPastureLand,AEZ4,11CropLand
Southeast Asia,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0.85,9.522141793,0.85,9.522141793,10,0,0,,,,,,11,11AllPastureLand,AEZ5,11CropLand
Southeast Asia,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,1,11.12991097,1,11.12991097,10,0,0,,,,,,11,11AllPastureLand,AEZ6,11CropLand
Southeast Asia,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,0.6,8.649682738,0.6,8.649682738,10,0,0,,,,,,11,11AllPastureLand,AEZ7,11CropLand
Southeast Asia,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,0.7,9.870954738,0.7,9.870954738,10,0,0,,,,,,11,11AllPastureLand,AEZ8,11CropLand
Southeast Asia,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,0.7,11.35568837,0.7,11.35568837,10,0,0,,,,,,11,11AllPastureLand,AEZ9,11CropLand
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,0.7,9.807822044,0.7,9.807822044,10,0,0,,,,,,11,11AllPastureLand,AEZ10,11CropLand
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,0.85,10.9965013,0.85,10.9965013,10,0,0,,,,,,11,11AllPastureLand,AEZ11,11CropLand
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1,11.74091321,1,11.74091321,10,0,0,,,,,,11,11AllPastureLand,AEZ12,11CropLand
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0.6,10.99202105,0.6,10.99202105,10,0,0,,,,,,11,11AllPastureLand,AEZ13,11CropLand
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0.7,12.45570006,0.7,12.45570006,10,0,0,,,,,,11,11AllPastureLand,AEZ14,11CropLand
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,,,,,,11,11AllPastureLand,AEZ15,11CropLand
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,,,,,,11,11AllPastureLand,AEZ16,11CropLand
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0.85,0,0.85,0,10,0,0,,,,,,11,11AllPastureLand,AEZ17,11CropLand
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,1,0,1,0,10,0,0,,,,,,11,11AllPastureLand,AEZ18,11CropLand
Eastern Europe,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0.4,0,0.4,0,10,0,0,,,,,,12,12AllPastureLand,AEZ1,12CropLand
Eastern Europe,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0.7,0,0.7,0,10,0,0,,,,,,12,12AllPastureLand,AEZ2,12CropLand
Eastern Europe,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0.7,0,0.7,0,10,0,0,,,,,,12,12AllPastureLand,AEZ3,12CropLand
Eastern Europe,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0.7,0,0.7,0,10,0,0,,,,,,12,12AllPastureLand,AEZ4,12CropLand
Eastern Europe,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0.85,0,0.85,0,10,0,0,,,,,,12,12AllPastureLand,AEZ5,12CropLand
Eastern Europe,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,1,0,1,0,10,0,0,,,,,,12,12AllPastureLand,AEZ6,12CropLand
Eastern Europe,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,0.6,0,0.6,0,10,0,0,,,,,,12,12AllPastureLand,AEZ7,12CropLand
Eastern Europe,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,0.7,9.781513857,0.7,9.781513857,10,0,0,,,,,,12,12AllPastureLand,AEZ8,12CropLand
Eastern Europe,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,0.7,9.913162541,0.7,9.913162541,10,0,0,,,,,,12,12AllPastureLand,AEZ9,12CropLand
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,0.7,9.51164125,0.7,9.51164125,10,0,0,,,,,,12,12AllPastureLand,AEZ10,12CropLand
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,0.85,9.5,0.85,9.5,10,0,0,,,,,,12,12AllPastureLand,AEZ11,12CropLand
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1,9.5,1,9.5,10,0,0,,,,,,12,12AllPastureLand,AEZ12,12CropLand
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0.6,0,0.6,0,10,0,0,,,,,,12,12AllPastureLand,AEZ13,12CropLand
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0.7,0,0.7,0,10,0,0,,,,,,12,12AllPastureLand,AEZ14,12CropLand
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,,,,,,12,12AllPastureLand,AEZ15,12CropLand
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,0.7,0,0.7,0,10,0,0,,,,,,12,12AllPastureLand,AEZ16,12CropLand
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0.85,0,0.85,0,10,0,0,,,,,,12,12AllPastureLand,AEZ17,12CropLand
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,1,0,1,0,10,0,0,,,,,,12,12AllPastureLand,AEZ18,12CropLand
Korea,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0.4,0,0.4,0,10,0,0,,,,,,13,13AllPastureLand,AEZ1,13CropLand
Korea,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ2,13CropLand
Korea,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ3,13CropLand
Korea,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ4,13CropLand
Korea,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0.85,0,0.85,0,10,0,0,,,,,,13,13AllPastureLand,AEZ5,13CropLand
Korea,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,1,0,1,0,10,0,0,,,,,,13,13AllPastureLand,AEZ6,13CropLand
Korea,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,0.6,0,0.6,0,10,0,0,,,,,,13,13AllPastureLand,AEZ7,13CropLand
Korea,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ8,13CropLand
Korea,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ9,13CropLand
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,0.7,9.5,0.7,9.5,10,0,0,,,,,,13,13AllPastureLand,AEZ10,13CropLand
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,0.85,0,0.85,0,10,0,0,,,,,,13,13AllPastureLand,AEZ11,13CropLand
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1,0,1,0,10,0,0,,,,,,13,13AllPastureLand,AEZ12,13CropLand
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0.6,0,0.6,0,10,0,0,,,,,,13,13AllPastureLand,AEZ13,13CropLand
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ14,13CropLand
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ15,13CropLand
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,0.7,0,0.7,0,10,0,0,,,,,,13,13AllPastureLand,AEZ16,13CropLand
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0.85,0,0.85,0,10,0,0,,,,,,13,13AllPastureLand,AEZ17,13CropLand
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,1,0,1,0,10,0,0,,,,,,13,13AllPastureLand,AEZ18,13CropLand
India,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0.4,0,0.4,0,10,0,0,,,,,,14,14AllPastureLand,AEZ1,14CropLand
India,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0.7,9.5,0.7,9.5,10,0,0,,,,,,14,14AllPastureLand,AEZ2,14CropLand
India,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0.7,9.499450328,0.7,9.499450328,10,0,0,,,,,,14,14AllPastureLand,AEZ3,14CropLand
India,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0.7,9.5,0.7,9.5,10,0,0,,,,,,14,14AllPastureLand,AEZ4,14CropLand
India,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0.85,9.842696212,0.85,9.842696212,10,0,0,,,,,,14,14AllPastureLand,AEZ5,14CropLand
India,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,1,13.5,1,13.5,10,0,0,,,,,,14,14AllPastureLand,AEZ6,14CropLand
India,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,0.6,0,0.6,0,10,0,0,,,,,,14,14AllPastureLand,AEZ7,14CropLand
India,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,0.7,9.518640969,0.7,9.518640969,10,0,0,,,,,,14,14AllPastureLand,AEZ8,14CropLand
India,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,0.7,9.630919016,0.7,9.630919016,10,0,0,,,,,,14,14AllPastureLand,AEZ9,14CropLand
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,0.7,12.53869683,0.7,12.53869683,10,0,0,,,,,,14,14AllPastureLand,AEZ10,14CropLand
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,0.85,13.64353257,0.85,13.64353257,10,0,0,,,,,,14,14AllPastureLand,AEZ11,14CropLand
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,1,12.21312047,1,12.21312047,10,0,0,,,,,,14,14AllPastureLand,AEZ12,14CropLand
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,,,,,,14,14AllPastureLand,AEZ13,14CropLand
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,,,,,,14,14AllPastureLand,AEZ14,14CropLand
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,0.7,13.96114283,0.7,13.96114283,10,0,0,,,,,,14,14AllPastureLand,AEZ15,14CropLand
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,0.7,15.26735155,0.7,15.26735155,10,0,0,,,,,,14,14AllPastureLand,AEZ16,14CropLand
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0.85,0,0.85,0,10,0,0,,,,,,14,14AllPastureLand,AEZ17,14CropLand
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,1,0,1,0,10,0,0,,,,,,14,14AllPastureLand,AEZ18,14CropLand
,,,,,,,,,,,,,,,,,,,,
Historical and present carbon densities: managed pasture,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,,
1006,,,,,Managed has 1/2 the above ground C and 3/4 the below ground C as unmanaged,,,,,,,,,,,,,,,
,,,,,land-use-history,,land-carbon-densities,,,,,,,,,,,,,
Region,Land Allocator Root,LandNode1,LandNode2,LandLeaf,above-ground-carbon,below-ground-carbon,above-ground-carbon,below-ground-carbon,mature-age,minAboveGroundCDensity,minBelowGroundCDensity,,,,,,region ID,lookup1,lookup2,lookup3
USA,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,0.2,0,0.2,0,10,0,0,,,,,,1,1AllPastureLand,AEZ1,1CropLand
USA,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0.35,0,0.35,0,10,0,0,,,,,,1,1AllPastureLand,AEZ2,1CropLand
USA,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0.35,0,0.35,0,10,0,0,,,,,,1,1AllPastureLand,AEZ3,1CropLand
USA,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0.35,0,0.35,0,10,0,0,,,,,,1,1AllPastureLand,AEZ4,1CropLand
USA,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0.425,0,0.425,0,10,0,0,,,,,,1,1AllPastureLand,AEZ5,1CropLand
USA,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0.5,0,0.5,0,10,0,0,,,,,,1,1AllPastureLand,AEZ6,1CropLand
USA,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,0.3,6.413299123,0.3,6.413299123,10,0,0,,,,,,1,1AllPastureLand,AEZ7,1CropLand
USA,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,0.35,7.484225138,0.35,7.484225138,10,0,0,,,,,,1,1AllPastureLand,AEZ8,1CropLand
USA,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,0.35,8.317106121,0.35,8.317106121,10,0,0,,,,,,1,1AllPastureLand,AEZ9,1CropLand
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,0.35,8.024990289,0.35,8.024990289,10,0,0,,,,,,1,1AllPastureLand,AEZ10,1CropLand
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,0.425,7.728840663,0.425,7.728840663,10,0,0,,,,,,1,1AllPastureLand,AEZ11,1CropLand
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,0.5,10.01969306,0.5,10.01969306,10,0,0,,,,,,1,1AllPastureLand,AEZ12,1CropLand
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,0.3,8.242440874,0.3,8.242440874,10,0,0,,,,,,1,1AllPastureLand,AEZ13,1CropLand
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,0.35,9.375,0.35,9.375,10,0,0,,,,,,1,1AllPastureLand,AEZ14,1CropLand
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0.35,10.5,0.35,10.5,10,0,0,,,,,,1,1AllPastureLand,AEZ15,1CropLand
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0.35,0,0.35,0,10,0,0,,,,,,1,1AllPastureLand,AEZ16,1CropLand
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0.425,0,0.425,0,10,0,0,,,,,,1,1AllPastureLand,AEZ17,1CropLand
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0.5,0,0.5,0,10,0,0,,,,,,1,1AllPastureLand,AEZ18,1CropLand
Canada,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,0.2,0,0.2,0,10,0,0,,,,,,2,2AllPastureLand,AEZ1,2CropLand
Canada,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0.35,0,0.35,0,10,0,0,,,,,,2,2AllPastureLand,AEZ2,2CropLand
Canada,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0.35,0,0.35,0,10,0,0,,,,,,2,2AllPastureLand,AEZ3,2CropLand
Canada,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0.35,0,0.35,0,10,0,0,,,,,,2,2AllPastureLand,AEZ4,2CropLand
Canada,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0.425,0,0.425,0,10,0,0,,,,,,2,2AllPastureLand,AEZ5,2CropLand
Canada,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0.5,0,0.5,0,10,0,0,,,,,,2,2AllPastureLand,AEZ6,2CropLand
Canada,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,0.3,6.408575888,0.3,6.408575888,10,0,0,,,,,,2,2AllPastureLand,AEZ7,2CropLand
Canada,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,0.35,7.387230928,0.35,7.387230928,10,0,0,,,,,,2,2AllPastureLand,AEZ8,2CropLand
Canada,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,0.35,7.538896746,0.35,7.538896746,10,0,0,,,,,,2,2AllPastureLand,AEZ9,2CropLand
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,0.35,7.253004644,0.35,7.253004644,10,0,0,,,,,,2,2AllPastureLand,AEZ10,2CropLand
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,0.425,0,0.425,0,10,0,0,,,,,,2,2AllPastureLand,AEZ11,2CropLand
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,0.5,0,0.5,0,10,0,0,,,,,,2,2AllPastureLand,AEZ12,2CropLand
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,0.3,8.117202288,0.3,8.117202288,10,0,0,,,,,,2,2AllPastureLand,AEZ13,2CropLand
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,0.35,8.076799358,0.35,8.076799358,10,0,0,,,,,,2,2AllPastureLand,AEZ14,2CropLand
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0.35,7.520490235,0.35,7.520490235,10,0,0,,,,,,2,2AllPastureLand,AEZ15,2CropLand
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0.35,7.125,0.35,7.125,10,0,0,,,,,,2,2AllPastureLand,AEZ16,2CropLand
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0.425,0,0.425,0,10,0,0,,,,,,2,2AllPastureLand,AEZ17,2CropLand
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0.5,0,0.5,0,10,0,0,,,,,,2,2AllPastureLand,AEZ18,2CropLand
Western Europe,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,0.2,0,0.2,0,10,0,0,,,,,,3,3AllPastureLand,AEZ1,3CropLand
Western Europe,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0.35,0,0.35,0,10,0,0,,,,,,3,3AllPastureLand,AEZ2,3CropLand
Western Europe,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0.35,0,0.35,0,10,0,0,,,,,,3,3AllPastureLand,AEZ3,3CropLand
Western Europe,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0.35,0,0.35,0,10,0,0,,,,,,3,3AllPastureLand,AEZ4,3CropLand
Western Europe,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0.425,0,0.425,0,10,0,0,,,,,,3,3AllPastureLand,AEZ5,3CropLand
Western Europe,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0.5,0,0.5,0,10,0,0,,,,,,3,3AllPastureLand,AEZ6,3CropLand
Western Europe,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,0.3,6.375,0.3,6.375,10,0,0,,,,,,3,3AllPastureLand,AEZ7,3CropLand
Western Europe,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,0.35,7.346326501,0.35,7.346326501,10,0,0,,,,,,3,3AllPastureLand,AEZ8,3CropLand
Western Europe,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,0.35,7.601469136,0.35,7.601469136,10,0,0,,,,,,3,3AllPastureLand,AEZ9,3CropLand
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,0.35,7.202820656,0.35,7.202820656,10,0,0,,,,,,3,3AllPastureLand,AEZ10,3CropLand
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,0.425,7.152721441,0.425,7.152721441,10,0,0,,,,,,3,3AllPastureLand,AEZ11,3CropLand
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,0.5,7.125,0.5,7.125,10,0,0,,,,,,3,3AllPastureLand,AEZ12,3CropLand
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,0.3,0,0.3,0,10,0,0,,,,,,3,3AllPastureLand,AEZ13,3CropLand
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,0.35,9.057742135,0.35,9.057742135,10,0,0,,,,,,3,3AllPastureLand,AEZ14,3CropLand
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0.35,9.950226307,0.35,9.950226307,10,0,0,,,,,,3,3AllPastureLand,AEZ15,3CropLand
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0.35,11.2895134,0.35,11.2895134,10,0,0,,,,,,3,3AllPastureLand,AEZ16,3CropLand
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0.425,0,0.425,0,10,0,0,,,,,,3,3AllPastureLand,AEZ17,3CropLand
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0.5,0,0.5,0,10,0,0,,,,,,3,3AllPastureLand,AEZ18,3CropLand
Japan,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,0.2,0,0.2,0,10,0,0,,,,,,4,4AllPastureLand,AEZ1,4CropLand
Japan,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0.35,0,0.35,0,10,0,0,,,,,,4,4AllPastureLand,AEZ2,4CropLand
Japan,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0.35,0,0.35,0,10,0,0,,,,,,4,4AllPastureLand,AEZ3,4CropLand
Japan,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0.35,0,0.35,0,10,0,0,,,,,,4,4AllPastureLand,AEZ4,4CropLand
Japan,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0.425,0,0.425,0,10,0,0,,,,,,4,4AllPastureLand,AEZ5,4CropLand
Japan,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0.5,0,0.5,0,10,0,0,,,,,,4,4AllPastureLand,AEZ6,4CropLand
Japan,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,0.3,0,0.3,0,10,0,0,,,,,,4,4AllPastureLand,AEZ7,4CropLand
Japan,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,0.35,0,0.35,0,10,0,0,,,,,,4,4AllPastureLand,AEZ8,4CropLand
Japan,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,0.35,7.125,0.35,7.125,10,0,0,,,,,,4,4AllPastureLand,AEZ9,4CropLand
