Note that this sheet is not linked; formulas only preserved in column H,,,,,,,
INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
7050,,,,,,,
,,,,,,,
region,AgSupplySector,AgSupplySubsector,,,regionID,lookup2,exists?
Japan,Root_Tuber,Root_TuberAEZ13,,,4,AEZ13,0
Japan,Root_Tuber,Root_TuberAEZ14,,,4,AEZ14,0
Japan,Root_Tuber,Root_TuberAEZ16,,,4,AEZ16,0
Japan,Root_Tuber,Root_TuberAEZ17,,,4,AEZ17,0
Japan,Root_Tuber,Root_TuberAEZ18,,,4,AEZ18,0
Japan,SugarCrop,SugarCropAEZ1,,,4,AEZ1,0
Japan,SugarCrop,SugarCropAEZ2,,,4,AEZ2,0
Japan,SugarCrop,SugarCropAEZ3,,,4,AEZ3,0
Japan,SugarCrop,SugarCropAEZ4,,,4,AEZ4,0
Japan,SugarCrop,SugarCropAEZ5,,,4,AEZ5,0
Japan,SugarCrop,SugarCropAEZ6,,,4,AEZ6,0
Japan,SugarCrop,SugarCropAEZ7,,,4,AEZ7,0
Japan,SugarCrop,SugarCropAEZ8,,,4,AEZ8,0
Japan,SugarCrop,SugarCropAEZ13,,,4,AEZ13,0
Japan,SugarCrop,SugarCropAEZ14,,,4,AEZ14,0
Japan,SugarCrop,SugarCropAEZ16,,,4,AEZ16,0
Japan,SugarCrop,SugarCropAEZ17,,,4,AEZ17,0
Japan,SugarCrop,SugarCropAEZ18,,,4,AEZ18,0
Japan,Wheat,WheatAEZ1,,,4,AEZ1,0
Japan,Wheat,WheatAEZ2,,,4,AEZ2,0
Japan,Wheat,WheatAEZ3,,,4,AEZ3,0
Japan,Wheat,WheatAEZ4,,,4,AEZ4,0
Japan,Wheat,WheatAEZ5,,,4,AEZ5,0
Japan,Wheat,WheatAEZ6,,,4,AEZ6,0
Japan,Wheat,WheatAEZ7,,,4,AEZ7,0
Japan,Wheat,WheatAEZ8,,,4,AEZ8,0
Japan,Wheat,WheatAEZ13,,,4,AEZ13,0
Japan,Wheat,WheatAEZ14,,,4,AEZ14,0
Japan,Wheat,WheatAEZ16,,,4,AEZ16,0
Japan,Wheat,WheatAEZ17,,,4,AEZ17,0
Japan,Wheat,WheatAEZ18,,,4,AEZ18,0
Australia_NZ,Corn,CornAEZ13,,,5,AEZ13,0
Australia_NZ,Corn,CornAEZ14,,,5,AEZ14,0
Australia_NZ,Corn,CornAEZ18,,,5,AEZ18,0
Australia_NZ,FiberCrop,FiberCropAEZ13,,,5,AEZ13,0
Australia_NZ,FiberCrop,FiberCropAEZ14,,,5,AEZ14,0
Australia_NZ,FiberCrop,FiberCropAEZ18,,,5,AEZ18,0
Australia_NZ,FodderGrass,FodderGrassAEZ13,,,5,AEZ13,0
Australia_NZ,FodderGrass,FodderGrassAEZ14,,,5,AEZ14,0
Australia_NZ,FodderGrass,FodderGrassAEZ18,,,5,AEZ18,0
Australia_NZ,FodderHerb,FodderHerbAEZ13,,,5,AEZ13,0
Australia_NZ,FodderHerb,FodderHerbAEZ14,,,5,AEZ14,0
Australia_NZ,FodderHerb,FodderHerbAEZ18,,,5,AEZ18,0
Australia_NZ,MiscCrop,MiscCropAEZ13,,,5,AEZ13,0
Australia_NZ,MiscCrop,MiscCropAEZ14,,,5,AEZ14,0
Australia_NZ,MiscCrop,MiscCropAEZ18,,,5,AEZ18,0
Australia_NZ,OilCrop,OilCropAEZ13,,,5,AEZ13,0
Australia_NZ,OilCrop,OilCropAEZ14,,,5,AEZ14,0
Australia_NZ,OilCrop,OilCropAEZ18,,,5,AEZ18,0
Australia_NZ,OtherGrain,OtherGrainAEZ13,,,5,AEZ13,0
Australia_NZ,OtherGrain,OtherGrainAEZ14,,,5,AEZ14,0
Australia_NZ,OtherGrain,OtherGrainAEZ18,,,5,AEZ18,0
Australia_NZ,PalmFruit,PalmFruitAEZ13,,,5,AEZ13,0
Australia_NZ,PalmFruit,PalmFruitAEZ14,,,5,AEZ14,0
Australia_NZ,PalmFruit,PalmFruitAEZ18,,,5,AEZ18,0
Australia_NZ,Rice,RiceAEZ13,,,5,AEZ13,0
Australia_NZ,Rice,RiceAEZ14,,,5,AEZ14,0
Australia_NZ,Rice,RiceAEZ18,,,5,AEZ18,0
Australia_NZ,Root_Tuber,Root_TuberAEZ13,,,5,AEZ13,0
Australia_NZ,Root_Tuber,Root_TuberAEZ14,,,5,AEZ14,0
Australia_NZ,Root_Tuber,Root_TuberAEZ18,,,5,AEZ18,0
Australia_NZ,SugarCrop,SugarCropAEZ13,,,5,AEZ13,0
Australia_NZ,SugarCrop,SugarCropAEZ14,,,5,AEZ14,0
Australia_NZ,SugarCrop,SugarCropAEZ18,,,5,AEZ18,0
Australia_NZ,Wheat,WheatAEZ13,,,5,AEZ13,0
Australia_NZ,Wheat,WheatAEZ14,,,5,AEZ14,0
Australia_NZ,Wheat,WheatAEZ18,,,5,AEZ18,0
Former Soviet Union,Corn,CornAEZ1,,,6,AEZ1,0
Former Soviet Union,Corn,CornAEZ2,,,6,AEZ2,0
Former Soviet Union,Corn,CornAEZ3,,,6,AEZ3,0
Former Soviet Union,Corn,CornAEZ4,,,6,AEZ4,0
Former Soviet Union,Corn,CornAEZ5,,,6,AEZ5,0
Former Soviet Union,Corn,CornAEZ6,,,6,AEZ6,0
Former Soviet Union,Corn,CornAEZ17,,,6,AEZ17,0
Former Soviet Union,Corn,CornAEZ18,,,6,AEZ18,0
Former Soviet Union,FiberCrop,FiberCropAEZ1,,,6,AEZ1,0
Former Soviet Union,FiberCrop,FiberCropAEZ2,,,6,AEZ2,0
Former Soviet Union,FiberCrop,FiberCropAEZ3,,,6,AEZ3,0
Former Soviet Union,FiberCrop,FiberCropAEZ4,,,6,AEZ4,0
Former Soviet Union,FiberCrop,FiberCropAEZ5,,,6,AEZ5,0
Former Soviet Union,FiberCrop,FiberCropAEZ6,,,6,AEZ6,0
Former Soviet Union,FiberCrop,FiberCropAEZ17,,,6,AEZ17,0
Former Soviet Union,FiberCrop,FiberCropAEZ18,,,6,AEZ18,0
Former Soviet Union,FodderGrass,FodderGrassAEZ1,,,6,AEZ1,0
Former Soviet Union,FodderGrass,FodderGrassAEZ2,,,6,AEZ2,0
Former Soviet Union,FodderGrass,FodderGrassAEZ3,,,6,AEZ3,0
Former Soviet Union,FodderGrass,FodderGrassAEZ4,,,6,AEZ4,0
Former Soviet Union,FodderGrass,FodderGrassAEZ5,,,6,AEZ5,0
Former Soviet Union,FodderGrass,FodderGrassAEZ6,,,6,AEZ6,0
Former Soviet Union,FodderGrass,FodderGrassAEZ17,,,6,AEZ17,0
Former Soviet Union,FodderGrass,FodderGrassAEZ18,,,6,AEZ18,0
Former Soviet Union,FodderHerb,FodderHerbAEZ1,,,6,AEZ1,0
Former Soviet Union,FodderHerb,FodderHerbAEZ2,,,6,AEZ2,0
Former Soviet Union,FodderHerb,FodderHerbAEZ3,,,6,AEZ3,0
Former Soviet Union,FodderHerb,FodderHerbAEZ4,,,6,AEZ4,0
Former Soviet Union,FodderHerb,FodderHerbAEZ5,,,6,AEZ5,0
Former Soviet Union,FodderHerb,FodderHerbAEZ6,,,6,AEZ6,0
Former Soviet Union,FodderHerb,FodderHerbAEZ17,,,6,AEZ17,0
Former Soviet Union,FodderHerb,FodderHerbAEZ18,,,6,AEZ18,0
Former Soviet Union,MiscCrop,MiscCropAEZ1,,,6,AEZ1,0
Former Soviet Union,MiscCrop,MiscCropAEZ2,,,6,AEZ2,0
Former Soviet Union,MiscCrop,MiscCropAEZ3,,,6,AEZ3,0
Former Soviet Union,MiscCrop,MiscCropAEZ4,,,6,AEZ4,0
Former Soviet Union,MiscCrop,MiscCropAEZ5,,,6,AEZ5,0
Former Soviet Union,MiscCrop,MiscCropAEZ6,,,6,AEZ6,0
Former Soviet Union,MiscCrop,MiscCropAEZ17,,,6,AEZ17,0
Former Soviet Union,MiscCrop,MiscCropAEZ18,,,6,AEZ18,0
Former Soviet Union,OilCrop,OilCropAEZ1,,,6,AEZ1,0
Former Soviet Union,OilCrop,OilCropAEZ2,,,6,AEZ2,0
Former Soviet Union,OilCrop,OilCropAEZ3,,,6,AEZ3,0
Former Soviet Union,OilCrop,OilCropAEZ4,,,6,AEZ4,0
Former Soviet Union,OilCrop,OilCropAEZ5,,,6,AEZ5,0
Former Soviet Union,OilCrop,OilCropAEZ6,,,6,AEZ6,0
Former Soviet Union,OilCrop,OilCropAEZ17,,,6,AEZ17,0
Former Soviet Union,OilCrop,OilCropAEZ18,,,6,AEZ18,0
Former Soviet Union,OtherGrain,OtherGrainAEZ1,,,6,AEZ1,0
Former Soviet Union,OtherGrain,OtherGrainAEZ2,,,6,AEZ2,0
Former Soviet Union,OtherGrain,OtherGrainAEZ3,,,6,AEZ3,0
Former Soviet Union,OtherGrain,OtherGrainAEZ4,,,6,AEZ4,0
Former Soviet Union,OtherGrain,OtherGrainAEZ5,,,6,AEZ5,0
Former Soviet Union,OtherGrain,OtherGrainAEZ6,,,6,AEZ6,0
Former Soviet Union,OtherGrain,OtherGrainAEZ17,,,6,AEZ17,0
Former Soviet Union,OtherGrain,OtherGrainAEZ18,,,6,AEZ18,0
Former Soviet Union,PalmFruit,PalmFruitAEZ1,,,6,AEZ1,0
Former Soviet Union,PalmFruit,PalmFruitAEZ2,,,6,AEZ2,0
Former Soviet Union,PalmFruit,PalmFruitAEZ3,,,6,AEZ3,0
Former Soviet Union,PalmFruit,PalmFruitAEZ4,,,6,AEZ4,0
Former Soviet Union,PalmFruit,PalmFruitAEZ5,,,6,AEZ5,0
Former Soviet Union,PalmFruit,PalmFruitAEZ6,,,6,AEZ6,0
Former Soviet Union,PalmFruit,PalmFruitAEZ17,,,6,AEZ17,0
Former Soviet Union,PalmFruit,PalmFruitAEZ18,,,6,AEZ18,0
Former Soviet Union,Rice,RiceAEZ1,,,6,AEZ1,0
Former Soviet Union,Rice,RiceAEZ2,,,6,AEZ2,0
Former Soviet Union,Rice,RiceAEZ3,,,6,AEZ3,0
Former Soviet Union,Rice,RiceAEZ4,,,6,AEZ4,0
Former Soviet Union,Rice,RiceAEZ5,,,6,AEZ5,0
Former Soviet Union,Rice,RiceAEZ6,,,6,AEZ6,0
Former Soviet Union,Rice,RiceAEZ17,,,6,AEZ17,0
Former Soviet Union,Rice,RiceAEZ18,,,6,AEZ18,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ1,,,6,AEZ1,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ2,,,6,AEZ2,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ3,,,6,AEZ3,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ4,,,6,AEZ4,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ5,,,6,AEZ5,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ6,,,6,AEZ6,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ17,,,6,AEZ17,0
Former Soviet Union,Root_Tuber,Root_TuberAEZ18,,,6,AEZ18,0
Former Soviet Union,SugarCrop,SugarCropAEZ1,,,6,AEZ1,0
Former Soviet Union,SugarCrop,SugarCropAEZ2,,,6,AEZ2,0
Former Soviet Union,SugarCrop,SugarCropAEZ3,,,6,AEZ3,0
Former Soviet Union,SugarCrop,SugarCropAEZ4,,,6,AEZ4,0
Former Soviet Union,SugarCrop,SugarCropAEZ5,,,6,AEZ5,0
Former Soviet Union,SugarCrop,SugarCropAEZ6,,,6,AEZ6,0
Former Soviet Union,SugarCrop,SugarCropAEZ17,,,6,AEZ17,0
Former Soviet Union,SugarCrop,SugarCropAEZ18,,,6,AEZ18,0
Former Soviet Union,Wheat,WheatAEZ1,,,6,AEZ1,0
Former Soviet Union,Wheat,WheatAEZ2,,,6,AEZ2,0
Former Soviet Union,Wheat,WheatAEZ3,,,6,AEZ3,0
Former Soviet Union,Wheat,WheatAEZ4,,,6,AEZ4,0
Former Soviet Union,Wheat,WheatAEZ5,,,6,AEZ5,0
Former Soviet Union,Wheat,WheatAEZ6,,,6,AEZ6,0
Former Soviet Union,Wheat,WheatAEZ17,,,6,AEZ17,0
Former Soviet Union,Wheat,WheatAEZ18,,,6,AEZ18,0
China,Corn,CornAEZ1,,,7,AEZ1,0
China,Corn,CornAEZ2,,,7,AEZ2,0
China,Corn,CornAEZ3,,,7,AEZ3,0
China,Corn,CornAEZ18,,,7,AEZ18,0
China,FiberCrop,FiberCropAEZ1,,,7,AEZ1,0
China,FiberCrop,FiberCropAEZ2,,,7,AEZ2,0
China,FiberCrop,FiberCropAEZ3,,,7,AEZ3,0
China,FiberCrop,FiberCropAEZ18,,,7,AEZ18,0
China,FodderGrass,FodderGrassAEZ1,,,7,AEZ1,0
China,FodderGrass,FodderGrassAEZ2,,,7,AEZ2,0
China,FodderGrass,FodderGrassAEZ3,,,7,AEZ3,0
China,FodderGrass,FodderGrassAEZ18,,,7,AEZ18,0
China,FodderHerb,FodderHerbAEZ1,,,7,AEZ1,0
China,FodderHerb,FodderHerbAEZ2,,,7,AEZ2,0
China,FodderHerb,FodderHerbAEZ3,,,7,AEZ3,0
China,FodderHerb,FodderHerbAEZ18,,,7,AEZ18,0
China,MiscCrop,MiscCropAEZ1,,,7,AEZ1,0
China,MiscCrop,MiscCropAEZ2,,,7,AEZ2,0
China,MiscCrop,MiscCropAEZ3,,,7,AEZ3,0
China,MiscCrop,MiscCropAEZ18,,,7,AEZ18,0
China,OilCrop,OilCropAEZ1,,,7,AEZ1,0
China,OilCrop,OilCropAEZ2,,,7,AEZ2,0
China,OilCrop,OilCropAEZ3,,,7,AEZ3,0
China,OilCrop,OilCropAEZ18,,,7,AEZ18,0
China,OtherGrain,OtherGrainAEZ1,,,7,AEZ1,0
China,OtherGrain,OtherGrainAEZ2,,,7,AEZ2,0
China,OtherGrain,OtherGrainAEZ3,,,7,AEZ3,0
China,OtherGrain,OtherGrainAEZ18,,,7,AEZ18,0
China,PalmFruit,PalmFruitAEZ1,,,7,AEZ1,0
China,PalmFruit,PalmFruitAEZ2,,,7,AEZ2,0
China,PalmFruit,PalmFruitAEZ3,,,7,AEZ3,0
China,PalmFruit,PalmFruitAEZ18,,,7,AEZ18,0
China,Rice,RiceAEZ1,,,7,AEZ1,0
China,Rice,RiceAEZ2,,,7,AEZ2,0
China,Rice,RiceAEZ3,,,7,AEZ3,0
China,Rice,RiceAEZ18,,,7,AEZ18,0
China,Root_Tuber,Root_TuberAEZ1,,,7,AEZ1,0
China,Root_Tuber,Root_TuberAEZ2,,,7,AEZ2,0
China,Root_Tuber,Root_TuberAEZ3,,,7,AEZ3,0
China,Root_Tuber,Root_TuberAEZ18,,,7,AEZ18,0
China,SugarCrop,SugarCropAEZ1,,,7,AEZ1,0
China,SugarCrop,SugarCropAEZ2,,,7,AEZ2,0
China,SugarCrop,SugarCropAEZ3,,,7,AEZ3,0
China,SugarCrop,SugarCropAEZ18,,,7,AEZ18,0
China,Wheat,WheatAEZ1,,,7,AEZ1,0
China,Wheat,WheatAEZ2,,,7,AEZ2,0
China,Wheat,WheatAEZ3,,,7,AEZ3,0
China,Wheat,WheatAEZ18,,,7,AEZ18,0
Middle East,Corn,CornAEZ4,,,8,AEZ4,0
Middle East,Corn,CornAEZ5,,,8,AEZ5,0
Middle East,Corn,CornAEZ6,,,8,AEZ6,0
Middle East,Corn,CornAEZ11,,,8,AEZ11,0
Middle East,Corn,CornAEZ12,,,8,AEZ12,0
Middle East,Corn,CornAEZ13,,,8,AEZ13,0
Middle East,Corn,CornAEZ14,,,8,AEZ14,0
Middle East,Corn,CornAEZ15,,,8,AEZ15,0
Middle East,Corn,CornAEZ16,,,8,AEZ16,0
Middle East,Corn,CornAEZ17,,,8,AEZ17,0
Middle East,Corn,CornAEZ18,,,8,AEZ18,0
Middle East,FiberCrop,FiberCropAEZ4,,,8,AEZ4,0
Middle East,FiberCrop,FiberCropAEZ5,,,8,AEZ5,0
Middle East,FiberCrop,FiberCropAEZ6,,,8,AEZ6,0
Middle East,FiberCrop,FiberCropAEZ11,,,8,AEZ11,0
Middle East,FiberCrop,FiberCropAEZ12,,,8,AEZ12,0
Middle East,FiberCrop,FiberCropAEZ13,,,8,AEZ13,0
Middle East,FiberCrop,FiberCropAEZ14,,,8,AEZ14,0
Middle East,FiberCrop,FiberCropAEZ15,,,8,AEZ15,0
Middle East,FiberCrop,FiberCropAEZ16,,,8,AEZ16,0
Middle East,FiberCrop,FiberCropAEZ17,,,8,AEZ17,0
Middle East,FiberCrop,FiberCropAEZ18,,,8,AEZ18,0
Middle East,FodderGrass,FodderGrassAEZ4,,,8,AEZ4,0
Middle East,FodderGrass,FodderGrassAEZ5,,,8,AEZ5,0
Middle East,FodderGrass,FodderGrassAEZ6,,,8,AEZ6,0
Middle East,FodderGrass,FodderGrassAEZ11,,,8,AEZ11,0
Middle East,FodderGrass,FodderGrassAEZ12,,,8,AEZ12,0
Middle East,FodderGrass,FodderGrassAEZ13,,,8,AEZ13,0
Middle East,FodderGrass,FodderGrassAEZ14,,,8,AEZ14,0
Middle East,FodderGrass,FodderGrassAEZ15,,,8,AEZ15,0
Middle East,FodderGrass,FodderGrassAEZ16,,,8,AEZ16,0
Middle East,FodderGrass,FodderGrassAEZ17,,,8,AEZ17,0
Middle East,FodderGrass,FodderGrassAEZ18,,,8,AEZ18,0
Middle East,FodderHerb,FodderHerbAEZ4,,,8,AEZ4,0
Middle East,FodderHerb,FodderHerbAEZ5,,,8,AEZ5,0
Middle East,FodderHerb,FodderHerbAEZ6,,,8,AEZ6,0
Middle East,FodderHerb,FodderHerbAEZ11,,,8,AEZ11,0
Middle East,FodderHerb,FodderHerbAEZ12,,,8,AEZ12,0
Middle East,FodderHerb,FodderHerbAEZ13,,,8,AEZ13,0
Middle East,FodderHerb,FodderHerbAEZ14,,,8,AEZ14,0
Middle East,FodderHerb,FodderHerbAEZ15,,,8,AEZ15,0
Middle East,FodderHerb,FodderHerbAEZ16,,,8,AEZ16,0
Middle East,FodderHerb,FodderHerbAEZ17,,,8,AEZ17,0
Middle East,FodderHerb,FodderHerbAEZ18,,,8,AEZ18,0
Middle East,MiscCrop,MiscCropAEZ4,,,8,AEZ4,0
Middle East,MiscCrop,MiscCropAEZ5,,,8,AEZ5,0
Middle East,MiscCrop,MiscCropAEZ6,,,8,AEZ6,0
Middle East,MiscCrop,MiscCropAEZ11,,,8,AEZ11,0
Middle East,MiscCrop,MiscCropAEZ12,,,8,AEZ12,0
Middle East,MiscCrop,MiscCropAEZ13,,,8,AEZ13,0
Middle East,MiscCrop,MiscCropAEZ14,,,8,AEZ14,0
Middle East,MiscCrop,MiscCropAEZ15,,,8,AEZ15,0
Middle East,MiscCrop,MiscCropAEZ16,,,8,AEZ16,0
Middle East,MiscCrop,MiscCropAEZ17,,,8,AEZ17,0
Middle East,MiscCrop,MiscCropAEZ18,,,8,AEZ18,0
Middle East,OilCrop,OilCropAEZ4,,,8,AEZ4,0
Middle East,OilCrop,OilCropAEZ5,,,8,AEZ5,0
Middle East,OilCrop,OilCropAEZ6,,,8,AEZ6,0
Middle East,OilCrop,OilCropAEZ11,,,8,AEZ11,0
Middle East,OilCrop,OilCropAEZ12,,,8,AEZ12,0
Middle East,OilCrop,OilCropAEZ13,,,8,AEZ13,0
Middle East,OilCrop,OilCropAEZ14,,,8,AEZ14,0
Middle East,OilCrop,OilCropAEZ15,,,8,AEZ15,0
Middle East,OilCrop,OilCropAEZ16,,,8,AEZ16,0
Middle East,OilCrop,OilCropAEZ17,,,8,AEZ17,0
Middle East,OilCrop,OilCropAEZ18,,,8,AEZ18,0
Middle East,OtherGrain,OtherGrainAEZ4,,,8,AEZ4,0
Middle East,OtherGrain,OtherGrainAEZ5,,,8,AEZ5,0
Middle East,OtherGrain,OtherGrainAEZ6,,,8,AEZ6,0
Middle East,OtherGrain,OtherGrainAEZ11,,,8,AEZ11,0
Middle East,OtherGrain,OtherGrainAEZ12,,,8,AEZ12,0
Middle East,OtherGrain,OtherGrainAEZ13,,,8,AEZ13,0
Middle East,OtherGrain,OtherGrainAEZ14,,,8,AEZ14,0
Middle East,OtherGrain,OtherGrainAEZ15,,,8,AEZ15,0
Middle East,OtherGrain,OtherGrainAEZ16,,,8,AEZ16,0
Middle East,OtherGrain,OtherGrainAEZ17,,,8,AEZ17,0
Middle East,OtherGrain,OtherGrainAEZ18,,,8,AEZ18,0
Middle East,PalmFruit,PalmFruitAEZ4,,,8,AEZ4,0
Middle East,PalmFruit,PalmFruitAEZ5,,,8,AEZ5,0
Middle East,PalmFruit,PalmFruitAEZ6,,,8,AEZ6,0
Middle East,PalmFruit,PalmFruitAEZ11,,,8,AEZ11,0
Middle East,PalmFruit,PalmFruitAEZ12,,,8,AEZ12,0
Middle East,PalmFruit,PalmFruitAEZ13,,,8,AEZ13,0
Middle East,PalmFruit,PalmFruitAEZ14,,,8,AEZ14,0
Middle East,PalmFruit,PalmFruitAEZ15,,,8,AEZ15,0
Middle East,PalmFruit,PalmFruitAEZ16,,,8,AEZ16,0
Middle East,PalmFruit,PalmFruitAEZ17,,,8,AEZ17,0
Middle East,PalmFruit,PalmFruitAEZ18,,,8,AEZ18,0
Middle East,Rice,RiceAEZ4,,,8,AEZ4,0
Middle East,Rice,RiceAEZ5,,,8,AEZ5,0
Middle East,Rice,RiceAEZ6,,,8,AEZ6,0
Middle East,Rice,RiceAEZ11,,,8,AEZ11,0
Middle East,Rice,RiceAEZ12,,,8,AEZ12,0
Middle East,Rice,RiceAEZ13,,,8,AEZ13,0
Middle East,Rice,RiceAEZ14,,,8,AEZ14,0
Middle East,Rice,RiceAEZ15,,,8,AEZ15,0
Middle East,Rice,RiceAEZ16,,,8,AEZ16,0
Middle East,Rice,RiceAEZ17,,,8,AEZ17,0
Middle East,Rice,RiceAEZ18,,,8,AEZ18,0
Middle East,Root_Tuber,Root_TuberAEZ4,,,8,AEZ4,0
Middle East,Root_Tuber,Root_TuberAEZ5,,,8,AEZ5,0
Middle East,Root_Tuber,Root_TuberAEZ6,,,8,AEZ6,0
Middle East,Root_Tuber,Root_TuberAEZ11,,,8,AEZ11,0
Middle East,Root_Tuber,Root_TuberAEZ12,,,8,AEZ12,0
Middle East,Root_Tuber,Root_TuberAEZ13,,,8,AEZ13,0
Middle East,Root_Tuber,Root_TuberAEZ14,,,8,AEZ14,0
Middle East,Root_Tuber,Root_TuberAEZ15,,,8,AEZ15,0
Middle East,Root_Tuber,Root_TuberAEZ16,,,8,AEZ16,0
Middle East,Root_Tuber,Root_TuberAEZ17,,,8,AEZ17,0
Middle East,Root_Tuber,Root_TuberAEZ18,,,8,AEZ18,0
Middle East,SugarCrop,SugarCropAEZ4,,,8,AEZ4,0
Middle East,SugarCrop,SugarCropAEZ5,,,8,AEZ5,0
Middle East,SugarCrop,SugarCropAEZ6,,,8,AEZ6,0
Middle East,SugarCrop,SugarCropAEZ11,,,8,AEZ11,0
Middle East,SugarCrop,SugarCropAEZ12,,,8,AEZ12,0
Middle East,SugarCrop,SugarCropAEZ13,,,8,AEZ13,0
Middle East,SugarCrop,SugarCropAEZ14,,,8,AEZ14,0
Middle East,SugarCrop,SugarCropAEZ15,,,8,AEZ15,0
Middle East,SugarCrop,SugarCropAEZ16,,,8,AEZ16,0
Middle East,SugarCrop,SugarCropAEZ17,,,8,AEZ17,0
Middle East,SugarCrop,SugarCropAEZ18,,,8,AEZ18,0
Middle East,Wheat,WheatAEZ4,,,8,AEZ4,0
Middle East,Wheat,WheatAEZ5,,,8,AEZ5,0
Middle East,Wheat,WheatAEZ6,,,8,AEZ6,0
Middle East,Wheat,WheatAEZ11,,,8,AEZ11,0
Middle East,Wheat,WheatAEZ12,,,8,AEZ12,0
Middle East,Wheat,WheatAEZ13,,,8,AEZ13,0
Middle East,Wheat,WheatAEZ14,,,8,AEZ14,0
Middle East,Wheat,WheatAEZ15,,,8,AEZ15,0
Middle East,Wheat,WheatAEZ16,,,8,AEZ16,0
Middle East,Wheat,WheatAEZ17,,,8,AEZ17,0
Middle East,Wheat,WheatAEZ18,,,8,AEZ18,0
Africa,Corn,CornAEZ13,,,9,AEZ13,0
Africa,Corn,CornAEZ14,,,9,AEZ14,0
Africa,Corn,CornAEZ15,,,9,AEZ15,0
Africa,Corn,CornAEZ16,,,9,AEZ16,0
Africa,Corn,CornAEZ17,,,9,AEZ17,0
Africa,Corn,CornAEZ18,,,9,AEZ18,0
Africa,FiberCrop,FiberCropAEZ13,,,9,AEZ13,0
Africa,FiberCrop,FiberCropAEZ14,,,9,AEZ14,0
Africa,FiberCrop,FiberCropAEZ15,,,9,AEZ15,0
Africa,FiberCrop,FiberCropAEZ16,,,9,AEZ16,0
Africa,FiberCrop,FiberCropAEZ17,,,9,AEZ17,0
Africa,FiberCrop,FiberCropAEZ18,,,9,AEZ18,0
Africa,FodderGrass,FodderGrassAEZ13,,,9,AEZ13,0
Africa,FodderGrass,FodderGrassAEZ14,,,9,AEZ14,0
Africa,FodderGrass,FodderGrassAEZ15,,,9,AEZ15,0
Africa,FodderGrass,FodderGrassAEZ16,,,9,AEZ16,0
Africa,FodderGrass,FodderGrassAEZ17,,,9,AEZ17,0
Africa,FodderGrass,FodderGrassAEZ18,,,9,AEZ18,0
Africa,FodderHerb,FodderHerbAEZ13,,,9,AEZ13,0
Africa,FodderHerb,FodderHerbAEZ14,,,9,AEZ14,0
Africa,FodderHerb,FodderHerbAEZ15,,,9,AEZ15,0
Africa,FodderHerb,FodderHerbAEZ16,,,9,AEZ16,0
Africa,FodderHerb,FodderHerbAEZ17,,,9,AEZ17,0
Africa,FodderHerb,FodderHerbAEZ18,,,9,AEZ18,0
Africa,MiscCrop,MiscCropAEZ13,,,9,AEZ13,0
Africa,MiscCrop,MiscCropAEZ14,,,9,AEZ14,0
Africa,MiscCrop,MiscCropAEZ15,,,9,AEZ15,0
Africa,MiscCrop,MiscCropAEZ16,,,9,AEZ16,0
Africa,MiscCrop,MiscCropAEZ17,,,9,AEZ17,0
Africa,MiscCrop,MiscCropAEZ18,,,9,AEZ18,0
Africa,OilCrop,OilCropAEZ13,,,9,AEZ13,0
Africa,OilCrop,OilCropAEZ14,,,9,AEZ14,0
Africa,OilCrop,OilCropAEZ15,,,9,AEZ15,0
Africa,OilCrop,OilCropAEZ16,,,9,AEZ16,0
Africa,OilCrop,OilCropAEZ17,,,9,AEZ17,0
Africa,OilCrop,OilCropAEZ18,,,9,AEZ18,0
Africa,OtherGrain,OtherGrainAEZ13,,,9,AEZ13,0
Africa,OtherGrain,OtherGrainAEZ14,,,9,AEZ14,0
Africa,OtherGrain,OtherGrainAEZ15,,,9,AEZ15,0
Africa,OtherGrain,OtherGrainAEZ16,,,9,AEZ16,0
Africa,OtherGrain,OtherGrainAEZ17,,,9,AEZ17,0
Africa,OtherGrain,OtherGrainAEZ18,,,9,AEZ18,0
Africa,PalmFruit,PalmFruitAEZ13,,,9,AEZ13,0
Africa,PalmFruit,PalmFruitAEZ14,,,9,AEZ14,0
Africa,PalmFruit,PalmFruitAEZ15,,,9,AEZ15,0
Africa,PalmFruit,PalmFruitAEZ16,,,9,AEZ16,0
Africa,PalmFruit,PalmFruitAEZ17,,,9,AEZ17,0
Africa,PalmFruit,PalmFruitAEZ18,,,9,AEZ18,0
Africa,Rice,RiceAEZ13,,,9,AEZ13,0
Africa,Rice,RiceAEZ14,,,9,AEZ14,0
Africa,Rice,RiceAEZ15,,,9,AEZ15,0
Africa,Rice,RiceAEZ16,,,9,AEZ16,0
Africa,Rice,RiceAEZ17,,,9,AEZ17,0
Africa,Rice,RiceAEZ18,,,9,AEZ18,0
Africa,Root_Tuber,Root_TuberAEZ13,,,9,AEZ13,0
Africa,Root_Tuber,Root_TuberAEZ14,,,9,AEZ14,0
Africa,Root_Tuber,Root_TuberAEZ15,,,9,AEZ15,0
