INPUT_TABLE
Variable ID
MAC_5pt

region,supplysector,subsector,technology,year,generic.ghg,X0,X55,X110,X165,X220
Australia_NZ,Pork,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Pork,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Pork,Mixed,FeedCrops,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Pork,Mixed,Scavenging_Other,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Poultry,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Poultry,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Poultry,Mixed,FeedCrops,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,Poultry,Mixed,Scavenging_Other,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Mixed,FeedCrops,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Mixed,Scavenging_Other,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Pastoral,FeedCrops,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
Australia_NZ,SheepGoat,Pastoral,Scavenging_Other,2020,N2O_AGR,0.2118,0.2118,0.2488,0.3471,0.3471
China,Beef,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Beef,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Beef,Mixed,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Beef,Mixed,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Beef,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Beef,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Beef,Pastoral,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Beef,Pastoral,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Mixed,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Mixed,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Pastoral,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Dairy,Pastoral,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Pork,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Pork,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Pork,Mixed,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Pork,Mixed,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Poultry,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Poultry,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Poultry,Mixed,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,Poultry,Mixed,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Mixed,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Mixed,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Pastoral,FeedCrops,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
China,SheepGoat,Pastoral,Scavenging_Other,2020,N2O_AGR,0.0641,0.0641,0.0674,0.101,0.1271
Eastern Europe,Beef,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Beef,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Beef,Mixed,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Beef,Mixed,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Beef,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Beef,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Beef,Pastoral,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Beef,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Mixed,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Mixed,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Pastoral,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Dairy,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Pork,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Pork,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Pork,Mixed,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Pork,Mixed,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Poultry,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Poultry,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Poultry,Mixed,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,Poultry,Mixed,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Mixed,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Mixed,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Pastoral,FeedCrops,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Eastern Europe,SheepGoat,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1456,0.1884,0.2095,0.215,0.2407
Former Soviet Union,Beef,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Beef,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Beef,Mixed,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Beef,Mixed,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Beef,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Beef,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Beef,Pastoral,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Beef,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Mixed,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Mixed,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Pastoral,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Dairy,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Pork,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Pork,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Pork,Mixed,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Pork,Mixed,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Poultry,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Poultry,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Poultry,Mixed,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,Poultry,Mixed,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Mixed,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Mixed,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Pastoral,FeedCrops,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
Former Soviet Union,SheepGoat,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1066,0.1185,0.1185,0.1185,0.1185
India,Beef,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Beef,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Beef,Mixed,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Beef,Mixed,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Beef,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Beef,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Beef,Pastoral,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Beef,Pastoral,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Mixed,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Mixed,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Pastoral,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Dairy,Pastoral,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Pork,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Pork,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Pork,Mixed,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Pork,Mixed,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Poultry,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Poultry,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Poultry,Mixed,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,Poultry,Mixed,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Mixed,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Mixed,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Pastoral,FeedCrops,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
India,SheepGoat,Pastoral,Scavenging_Other,2020,N2O_AGR,0.0618,0.1137,0.1141,0.1202,0.1238
Japan,Beef,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Beef,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Beef,Mixed,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Beef,Mixed,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Beef,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Beef,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Beef,Pastoral,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Beef,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Mixed,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Mixed,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Pastoral,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Dairy,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Pork,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Pork,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Pork,Mixed,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Pork,Mixed,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Poultry,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Poultry,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Poultry,Mixed,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,Poultry,Mixed,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Mixed,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Mixed,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Pastoral,FodderHerb_Residue,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Pastoral,Pasture_FodderGrass,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Pastoral,FeedCrops,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Japan,SheepGoat,Pastoral,Scavenging_Other,2020,N2O_AGR,0.1183,0.1183,0.1183,0.1183,0.1247
Korea,Beef,Mixed,FodderHerb_Residue,2020,N2O_AGR,0.1386,0.1614,0.1614,0.1614,0.165
Korea,Beef,Mixed,Pasture_FodderGrass,2020,N2O_AGR,0.1386,0.1614,0.1614,0.1614,0.165
Korea,Beef,Mixed,FeedCrops,2020,N2O_AGR,0.1386,0.1614,0.1614,0.1614,0.165
