INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,interpolation-rule,,,,all periods,,minicam-non-energy-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,apply-to,from-year,to-year,interpolation-function,CO2,share-weight,input-cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonfood demands are modeled in Mt and do not have an IO coefficient from Mt to Pcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,interpolation-rule,,,,all periods,,,,minicam-non-energy-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,apply-to,from-year,to-year,interpolation-function,CO2,share-weight,minicam-energy-input,coefficient,input-cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,FiberCrop,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,Beef,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,Dairy,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,Pork,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,Poultry,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,SheepGoat,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,OtherMeat_Fish,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,share-weight,2005,9999,fixed,CO2,1,Forest,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Exports_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,0,Beef,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Exports_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,0,Dairy,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Exports_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,0,Pork,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Exports_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,0,Poultry,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Exports_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,0,SheepGoat,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production by technology - food from crops (Pcal/yr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,CalDataOutput,,subsector,,technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,calOutputValue,,share-weight,,share-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1990,2005,1990,2005,1990,2005,,,,,,regionID,lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,Corn,Corn,16.28842963,19.59232883,1,1,1,1,,,,,,1,1Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,MiscCrop,MiscCrop,25.79794715,33.92531392,1,1,1,1,,,,,,1,1MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,OilCrop,OilCrop,53.19154049,76.01362733,1,1,1,1,,,,,,1,1OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,OtherGrain,OtherGrain,6.853634236,6.485818886,1,1,1,1,,,,,,1,1OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,PalmFruit,PalmFruit,2.00099876,1.144591017,1,1,1,1,,,,,,1,1PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,Rice,Rice,7.163361363,10.33717898,1,1,1,1,,,,,,1,1Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,Root_Tuber,Root_Tuber,10.09756477,12.82280858,1,1,1,1,,,,,,1,1Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,SugarCrop,SugarCrop,28.87664449,37.18914311,1,1,1,1,,,,,,1,1SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FoodDemand_Crops,Wheat,Wheat,68.21056863,84.05027149,1,1,1,1,,,,,,1,1Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,Corn,Corn,0.562855104,2.675420747,1,1,1,1,,,,,,2,2Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,MiscCrop,MiscCrop,2.903279917,4.001505801,1,1,1,1,,,,,,2,2MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,OilCrop,OilCrop,4.673471901,7.172982615,1,1,1,1,,,,,,2,2OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,OtherGrain,OtherGrain,0.403694153,0.235479458,1,1,1,1,,,,,,2,2OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,PalmFruit,PalmFruit,0.202790463,0.161372848,1,1,1,1,,,,,,2,2PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,Rice,Rice,0.575922469,1.112071072,1,1,1,1,,,,,,2,2Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,Root_Tuber,Root_Tuber,1.440259669,1.706675981,1,1,1,1,,,,,,2,2Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,SugarCrop,SugarCrop,3.956382175,4.869923174,1,1,1,1,,,,,,2,2SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,FoodDemand_Crops,Wheat,Wheat,7.117960579,9.515346468,1,1,1,1,,,,,,2,2Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,Corn,Corn,12.64184415,17.34747887,1,1,1,1,,,,,,3,3Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,MiscCrop,MiscCrop,49.49992783,56.27987949,1,1,1,1,,,,,,3,3MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,OilCrop,OilCrop,62.29722993,74.93880088,1,1,1,1,,,,,,3,3OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,OtherGrain,OtherGrain,10.4485857,9.452987051,1,1,1,1,,,,,,3,3OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,PalmFruit,PalmFruit,9.735817606,11.68613503,1,1,1,1,,,,,,3,3PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,Rice,Rice,7.749580843,11.81320969,1,1,1,1,,,,,,3,3Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,Root_Tuber,Root_Tuber,23.36857948,22.18755517,1,1,1,1,,,,,,3,3Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,SugarCrop,SugarCrop,56.53778776,61.10367687,1,1,1,1,,,,,,3,3SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FoodDemand_Crops,Wheat,Wheat,157.1262606,179.5246111,1,1,1,1,,,,,,3,3Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,Corn,Corn,9.3005997,7.035221338,1,1,1,1,,,,,,4,4Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,MiscCrop,MiscCrop,8.132210222,9.035256256,1,1,1,1,,,,,,4,4MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,OilCrop,OilCrop,16.44126608,19.33570998,1,1,1,1,,,,,,4,4OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,OtherGrain,OtherGrain,0.665631063,0.80419844,1,1,1,1,,,,,,4,4OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,PalmFruit,PalmFruit,0.564325023,1.427403287,1,1,1,1,,,,,,4,4PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,Rice,Rice,33.92303405,30.82003367,1,1,1,1,,,,,,4,4Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,Root_Tuber,Root_Tuber,3.458236101,3.116517998,1,1,1,1,,,,,,4,4Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,SugarCrop,SugarCrop,10.15966139,8.710923901,1,1,1,1,,,,,,4,4SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,FoodDemand_Crops,Wheat,Wheat,17.77640139,18.92802229,1,1,1,1,,,,,,4,4Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,Corn,Corn,0.314182288,0.450349393,1,1,1,1,,,,,,5,5Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,MiscCrop,MiscCrop,1.791178408,2.411710905,1,1,1,1,,,,,,5,5MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,OilCrop,OilCrop,2.059332041,3.170857077,1,1,1,1,,,,,,5,5OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,OtherGrain,OtherGrain,0.423978947,0.360894066,1,1,1,1,,,,,,5,5OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,PalmFruit,PalmFruit,0.889762212,1.231825573,1,1,1,1,,,,,,5,5PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,Rice,Rice,0.536319493,1.016014933,1,1,1,1,,,,,,5,5Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,Root_Tuber,Root_Tuber,0.806052193,0.952155895,1,1,1,1,,,,,,5,5Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,SugarCrop,SugarCrop,3.486454007,3.807675191,1,1,1,1,,,,,,5,5SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,FoodDemand_Crops,Wheat,Wheat,4.888897205,5.628833049,1,1,1,1,,,,,,5,5Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,Corn,Corn,1.208832152,5.717519392,1,1,1,1,,,,,,6,6Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,MiscCrop,MiscCrop,14.43568508,17.69508502,1,1,1,1,,,,,,6,6MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,OilCrop,OilCrop,24.43784547,28.31913544,1,1,1,1,,,,,,6,6OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,OtherGrain,OtherGrain,15.9880307,13.62753338,1,1,1,1,,,,,,6,6OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,PalmFruit,PalmFruit,0.00000184,0.162797432,1,1,1,1,,,,,,6,6PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,Rice,Rice,7.379623138,5.87867705,1,1,1,1,,,,,,6,6Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,Root_Tuber,Root_Tuber,18.59320783,21.89725096,1,1,1,1,,,,,,6,6Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,SugarCrop,SugarCrop,45.89275032,38.05819476,1,1,1,1,,,,,,6,6SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,FoodDemand_Crops,Wheat,Wheat,136.7859624,129.9454847,1,1,1,1,,,,,,6,6Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,Corn,Corn,25.4730964,40.47687863,1,1,1,1,,,,,,7,7Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,MiscCrop,MiscCrop,50.71147643,132.4073959,1,1,1,1,,,,,,7,7MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,OilCrop,OilCrop,75.19635713,111.6933961,1,1,1,1,,,,,,7,7OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,OtherGrain,OtherGrain,31.93290408,10.36216321,1,1,1,1,,,,,,7,7OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,PalmFruit,PalmFruit,9.93283456,21.18886244,1,1,1,1,,,,,,7,7PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,Rice,Rice,438.8649584,504.5904179,1,1,1,1,,,,,,7,7Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,Root_Tuber,Root_Tuber,67.412976,79.83076164,1,1,1,1,,,,,,7,7Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,SugarCrop,SugarCrop,34.15482702,38.29110693,1,1,1,1,,,,,,7,7SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,FoodDemand_Crops,Wheat,Wheat,307.9959514,310.7438203,1,1,1,1,,,,,,7,7Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,Corn,Corn,2.134695724,5.088371461,1,1,1,1,,,,,,8,8Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,MiscCrop,MiscCrop,12.41232404,21.21049327,1,1,1,1,,,,,,8,8MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,OilCrop,OilCrop,9.086524315,14.4310583,1,1,1,1,,,,,,8,8OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,OtherGrain,OtherGrain,2.52951435,3.44717584,1,1,1,1,,,,,,8,8OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,PalmFruit,PalmFruit,2.191397256,3.9947355,1,1,1,1,,,,,,8,8PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,Rice,Rice,10.98613533,16.91912999,1,1,1,1,,,,,,8,8Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,Root_Tuber,Root_Tuber,1.907433486,3.906713914,1,1,1,1,,,,,,8,8Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,SugarCrop,SugarCrop,11.60642187,18.06999293,1,1,1,1,,,,,,8,8SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,FoodDemand_Crops,Wheat,Wheat,56.79584274,73.01260569,1,1,1,1,,,,,,8,8Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,Corn,Corn,91.49454298,134.2258538,1,1,1,1,,,,,,9,9Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,MiscCrop,MiscCrop,46.81862491,76.45281362,1,1,1,1,,,,,,9,9MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,OilCrop,OilCrop,36.78055509,56.88746985,1,1,1,1,,,,,,9,9OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,OtherGrain,OtherGrain,78.66703482,113.9765297,1,1,1,1,,,,,,9,9OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,PalmFruit,PalmFruit,16.44499682,28.5373162,1,1,1,1,,,,,,9,9PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,Rice,Rice,42.02031362,73.21359421,1,1,1,1,,,,,,9,9Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,Root_Tuber,Root_Tuber,80.23853109,118.9713837,1,1,1,1,,,,,,9,9Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,SugarCrop,SugarCrop,32.92134417,49.53724256,1,1,1,1,,,,,,9,9SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,FoodDemand_Crops,Wheat,Wheat,94.17866299,138.5918596,1,1,1,1,,,,,,9,9Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,Corn,Corn,72.7115818,94.40530006,1,1,1,1,,,,,,10,10Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,MiscCrop,MiscCrop,41.31647634,57.65795778,1,1,1,1,,,,,,10,10MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,OilCrop,OilCrop,41.01444553,53.96119974,1,1,1,1,,,,,,10,10OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,OtherGrain,OtherGrain,3.37849928,7.172807188,1,1,1,1,,,,,,10,10OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,PalmFruit,PalmFruit,7.27720594,17.36163076,1,1,1,1,,,,,,10,10PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,Rice,Rice,47.25576779,61.58278302,1,1,1,1,,,,,,10,10Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,Root_Tuber,Root_Tuber,20.76343266,25.2117743,1,1,1,1,,,,,,10,10Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,SugarCrop,SugarCrop,67.30550485,80.69631217,1,1,1,1,,,,,,10,10SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,FoodDemand_Crops,Wheat,Wheat,72.99045446,93.82804823,1,1,1,1,,,,,,10,10Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,Corn,Corn,30.2418835,39.41946011,1,1,1,1,,,,,,11,11Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,MiscCrop,MiscCrop,29.13455283,46.23107941,1,1,1,1,,,,,,11,11MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,OilCrop,OilCrop,23.22924564,31.65828548,1,1,1,1,,,,,,11,11OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,OtherGrain,OtherGrain,3.120366253,3.991367734,1,1,1,1,,,,,,11,11OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,PalmFruit,PalmFruit,33.09566854,50.04788418,1,1,1,1,,,,,,11,11PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,Rice,Rice,282.929836,364.9956173,1,1,1,1,,,,,,11,11Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,Root_Tuber,Root_Tuber,18.28460982,23.37421676,1,1,1,1,,,,,,11,11Root_Tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,SugarCrop,SugarCrop,33.23535103,54.90711233,1,1,1,1,,,,,,11,11SugarCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,FoodDemand_Crops,Wheat,Wheat,73.23857285,105.7728987,1,1,1,1,,,,,,11,11Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,FoodDemand_Crops,Corn,Corn,4.133716232,5.961835135,1,1,1,1,,,,,,12,12Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,FoodDemand_Crops,MiscCrop,MiscCrop,6.922153911,10.2124808,1,1,1,1,,,,,,12,12MiscCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,FoodDemand_Crops,OilCrop,OilCrop,9.00377542,13.30628375,1,1,1,1,,,,,,12,12OilCrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,FoodDemand_Crops,OtherGrain,OtherGrain,6.729032934,5.956669839,1,1,1,1,,,,,,12,12OtherGrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,FoodDemand_Crops,PalmFruit,PalmFruit,0.147652435,1.704049206,1,1,1,1,,,,,,12,12PalmFruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
