INPUT_TABLE
Variable ID
LN3_MgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,GCAM_commodity,AEZ,Cdensity_LT,HarvestIndex,WaterContent,Root_Shoot,Yield
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.558,11.4,0.558,11.4,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.14815085185568
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,willowAEZ09,0.717,9.9,0.717,9.9,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.47569194627067
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.717,11.5,0.717,11.5,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.47569194627067
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.57,9.5,0.57,9.5,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.17388760396535
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.981,10.7,0.981,10.7,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,2.02025841545019
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.85,9.7,0.85,9.7,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.7499943251766
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,miscanthusAEZ10,0.981,9.6,0.981,9.6,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,2.02025841545019
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.981,10.1,0.981,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,2.02025841545019
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.533,9.7,0.533,9.7,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.09817403590187
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.612,10.1,0.612,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.26067658994958
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.981,12.2,0.981,12.2,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,2.02025841545019
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.695,10.1,0.695,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.43083275192837
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,eucalyptusAEZ10,0.417,10.1,0.417,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,0.858830604658006
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,eucalyptusAEZ10,0.883,12,0.883,12,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.81778757246862
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.764,10.2,0.764,10.2,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.57184663542391
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,willowAEZ10,0.981,9.5,0.981,9.5,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,2.02025841545019
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.981,9.5,0.981,9.5,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,2.02025841545019
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.781,12.6,0.781,12.6,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.60708087937797
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.981,10.3,0.981,10.3,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,2.02025841545019
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.85,14.5,0.85,14.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.7499943251766
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,miscanthusAEZ11,0.981,9.5,0.981,9.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,2.02025841545019
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.981,11.6,0.981,11.6,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,2.02025841545019
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.533,11,0.533,11,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.09817403590187
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.612,9.5,0.612,9.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.26067658994958
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.981,12.7,0.981,12.7,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,2.02025841545019
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.695,14.5,0.695,14.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.43083275192837
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,eucalyptusAEZ11,0.417,10.5,0.417,10.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,0.858830604658006
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,eucalyptusAEZ11,0.883,12.9,0.883,12.9,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.81778757246862
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.764,11.7,0.764,11.7,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.57184663542391
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,willowAEZ11,0.981,9.5,0.981,9.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,2.02025841545019
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.981,14.5,0.981,14.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,2.02025841545019
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.781,13.2,0.781,13.2,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.60708087937797
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.913,13.5,0.913,13.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.8803473
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.791,16,0.791,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.62880009764883
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,miscanthusAEZ12,0.913,9.5,0.913,9.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.8803473
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.913,16,0.913,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.8803473
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.497,11.5,0.497,11.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.02212101558208
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.57,16,0.57,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.1733696065593
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.913,10.1,0.913,10.1,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.8803473
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.647,16,0.647,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.33174176197679
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,eucalyptusAEZ12,0.388,10.1,0.388,10.1,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.799353090810509
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,eucalyptusAEZ12,0.822,14,0.822,14,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.69189838672359
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.711,12.3,0.711,12.3,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.46298986027232
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,willowAEZ12,0.913,9.5,0.913,9.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.8803473
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.913,16,0.913,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.8803473
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.727,14.4,0.727,14.4,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.49578398946879
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.37,11,0.37,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.761024040671771
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.32,10.8,0.32,10.8,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.659216535030143
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,willowAEZ13,0.37,11,0.37,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.761024040671771
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.37,11,0.37,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.761024040671771
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.201,11,0.201,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.413678188775982
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.231,10.9,0.231,10.9,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.474892313342968
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,willowAEZ13,0.37,11,0.37,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.761024040671771
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.262,11,0.262,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.538989524345274
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.157,11,0.157,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.323518383594393
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.333,11,0.333,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.684754006172389
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.288,11,0.288,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.592108944409508
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.37,11,0.37,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.761024040671771
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.37,11,0.37,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.761024040671771
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.294,11,0.294,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.605381556714377
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,willowAEZ14,0.473,12.5,0.473,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.973488287895554
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.41,10.5,0.41,10.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.843257954732234
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,willowAEZ14,0.473,12.2,0.473,12.2,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.973488287895554
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.473,12.5,0.473,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.973488287895554
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.257,12.5,0.257,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.529169711085323
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.295,11.1,0.295,11.1,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.607473720071869
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,willowAEZ14,0.473,12.2,0.473,12.2,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.973488287895554
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.335,12.5,0.335,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.68946572145784
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.201,12.5,0.201,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.413838907204612
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.426,12.5,0.426,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.875925029267097
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.368,12.5,0.368,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.757415129792811
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.473,12.5,0.473,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.973488287895554
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.473,12.5,0.473,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.973488287895554
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.376,12.5,0.376,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.774393217130451
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.631,14,0.631,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.29821676866911
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.546,9.9,0.546,9.9,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.12454523671111
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.631,13.6,0.631,13.6,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.29821676866911
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.631,9.5,0.631,9.5,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.29821676866911
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.343,14,0.343,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.70568593474076
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.394,10.8,0.394,10.8,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.810109972281171
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.631,12.6,0.631,12.6,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.29821676866911
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.447,14,0.447,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.919452213394423
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.268,14,0.268,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.55188399854521
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.567,13.9,0.567,13.9,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.16810913416303
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.491,14,0.491,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.01006764494964
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.631,14,0.631,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.29821676866911
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.631,14,0.631,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.29821676866911
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.502,14,0.502,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,1.03270914763202
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.952,15.5,0.952,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.9604971430537
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.825,9.5,0.825,9.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.69822773593268
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.952,15.1,0.952,15.1,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.9604971430537
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.952,15.5,0.952,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.9604971430537
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.518,15.5,0.518,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.06568894528358
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.594,13.1,0.594,13.1,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.22338451061969
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.952,15.5,0.952,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.9604971430537
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.675,15.5,0.675,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.38850728247958
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.405,15.5,0.405,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.833425533051874
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.857,15.4,0.857,15.4,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.76401559090109
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.741,15.5,0.741,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.52534983371445
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.952,15.5,0.952,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.9604971430537
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.952,15.5,0.952,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.9604971430537
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.758,15.5,0.758,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.55954181335493
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.716,17,0.716,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.47309122410071
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.62,17,0.62,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.27602551382974
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.716,17,0.716,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.47309122410071
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.716,17,0.716,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.47309122410071
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.389,12.5,0.389,12.5,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.800744361439434
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.447,17,0.447,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.919234691404623
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,willowAEZ17,0.716,17,0.716,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.47309122410071
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.507,17,0.507,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.04330572460546
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.304,17,0.304,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.626224752752183
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.644,17,0.644,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.32545762453174
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.557,17,0.557,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.1461273798279
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.716,17,0.716,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.47309122410071
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.716,17,0.716,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.47309122410071
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.569,17,0.569,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,1.17181877413647
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
