SheepGoat Supply,,,,,,,,,,,,,,,,,,
Units and sector type,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
region,supplysector,output-unit,input-unit,price-unit,sectorType,,,,,,,,,,,,,
Japan,SheepGoat,Mixed,OilCrop,0.02212,0.02212,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,OilCrop,,,,,
Australia_NZ,SheepGoat,Mixed,OilCrop,0.01897,0.01897,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,OilCrop,,,,,
Former Soviet Union,SheepGoat,Mixed,OilCrop,0.01604,0.01604,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,OilCrop,,,,,
China,SheepGoat,Mixed,OilCrop,0.03115,0.03115,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,OilCrop,,,,,
Middle East,SheepGoat,Mixed,OilCrop,0.03312,0.03312,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,OilCrop,,,,,
Africa,SheepGoat,Mixed,OilCrop,0.02860,0.02860,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,OilCrop,,,,,
Latin America,SheepGoat,Mixed,OilCrop,0.01131,0.01131,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,OilCrop,,,,,
Southeast Asia,SheepGoat,Mixed,OilCrop,0.03082,0.03082,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,OilCrop,,,,,
Eastern Europe,SheepGoat,Mixed,OilCrop,0.01283,0.01283,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,OilCrop,,,,,
Korea,SheepGoat,Mixed,OilCrop,0.03077,0.03077,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,OilCrop,,,,,
India,SheepGoat,Mixed,OilCrop,0.03081,0.03081,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,OilCrop,,,,,
USA,SheepGoat,Mixed,OtherGrain,0.01865,0.01865,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,OtherGrain,,,,,
Canada,SheepGoat,Mixed,OtherGrain,0.01778,0.01778,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,OtherGrain,,,,,
Western Europe,SheepGoat,Mixed,OtherGrain,0.02662,0.02662,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,OtherGrain,,,,,
Japan,SheepGoat,Mixed,OtherGrain,0.02212,0.02212,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,OtherGrain,,,,,
Australia_NZ,SheepGoat,Mixed,OtherGrain,0.01897,0.01897,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,OtherGrain,,,,,
Former Soviet Union,SheepGoat,Mixed,OtherGrain,0.01604,0.01604,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,OtherGrain,,,,,
China,SheepGoat,Mixed,OtherGrain,0.03115,0.03115,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,OtherGrain,,,,,
Middle East,SheepGoat,Mixed,OtherGrain,0.03312,0.03312,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,OtherGrain,,,,,
Africa,SheepGoat,Mixed,OtherGrain,0.02860,0.02860,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,OtherGrain,,,,,
Latin America,SheepGoat,Mixed,OtherGrain,0.01131,0.01131,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,OtherGrain,,,,,
Southeast Asia,SheepGoat,Mixed,OtherGrain,0.03082,0.03082,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,OtherGrain,,,,,
Eastern Europe,SheepGoat,Mixed,OtherGrain,0.01283,0.01283,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,OtherGrain,,,,,
Korea,SheepGoat,Mixed,OtherGrain,0.03077,0.03077,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,OtherGrain,,,,,
India,SheepGoat,Mixed,OtherGrain,0.03081,0.03081,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,OtherGrain,,,,,
USA,SheepGoat,Mixed,Rice,0.01865,0.01865,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,Rice,,,,,
Canada,SheepGoat,Mixed,Rice,0.01778,0.01778,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,Rice,,,,,
Western Europe,SheepGoat,Mixed,Rice,0.02662,0.02662,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,Rice,,,,,
Japan,SheepGoat,Mixed,Rice,0.02212,0.02212,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Rice,,,,,
Australia_NZ,SheepGoat,Mixed,Rice,0.01897,0.01897,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,Rice,,,,,
Former Soviet Union,SheepGoat,Mixed,Rice,0.01604,0.01604,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,Rice,,,,,
China,SheepGoat,Mixed,Rice,0.03115,0.03115,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,Rice,,,,,
Middle East,SheepGoat,Mixed,Rice,0.03312,0.03312,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,Rice,,,,,
Africa,SheepGoat,Mixed,Rice,0.02860,0.02860,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,Rice,,,,,
Latin America,SheepGoat,Mixed,Rice,0.01131,0.01131,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,Rice,,,,,
Southeast Asia,SheepGoat,Mixed,Rice,0.03082,0.03082,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,Rice,,,,,
Eastern Europe,SheepGoat,Mixed,Rice,0.01283,0.01283,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,Rice,,,,,
Korea,SheepGoat,Mixed,Rice,0.03077,0.03077,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,Rice,,,,,
India,SheepGoat,Mixed,Rice,0.03081,0.03081,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,Rice,,,,,
USA,SheepGoat,Mixed,SugarCrop,0.01865,0.01865,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,SugarCrop,,,,,
Canada,SheepGoat,Mixed,SugarCrop,0.01778,0.01778,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,SugarCrop,,,,,
Western Europe,SheepGoat,Mixed,SugarCrop,0.02662,0.02662,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,SugarCrop,,,,,
Japan,SheepGoat,Mixed,SugarCrop,0.02212,0.02212,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,SugarCrop,,,,,
Australia_NZ,SheepGoat,Mixed,SugarCrop,0.01897,0.01897,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,SugarCrop,,,,,
Former Soviet Union,SheepGoat,Mixed,SugarCrop,0.01604,0.01604,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,SugarCrop,,,,,
China,SheepGoat,Mixed,SugarCrop,0.03115,0.03115,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,SugarCrop,,,,,
Middle East,SheepGoat,Mixed,SugarCrop,0.03312,0.03312,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,SugarCrop,,,,,
Africa,SheepGoat,Mixed,SugarCrop,0.02860,0.02860,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,SugarCrop,,,,,
Latin America,SheepGoat,Mixed,SugarCrop,0.01131,0.01131,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,SugarCrop,,,,,
Southeast Asia,SheepGoat,Mixed,SugarCrop,0.03082,0.03082,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,SugarCrop,,,,,
Eastern Europe,SheepGoat,Mixed,SugarCrop,0.01283,0.01283,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,SugarCrop,,,,,
Korea,SheepGoat,Mixed,SugarCrop,0.03077,0.03077,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,SugarCrop,,,,,
India,SheepGoat,Mixed,SugarCrop,0.03081,0.03081,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,SugarCrop,,,,,
USA,SheepGoat,Mixed,Wheat,0.01865,0.01865,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,Wheat,,,,,
Canada,SheepGoat,Mixed,Wheat,0.01778,0.01778,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,Wheat,,,,,
Western Europe,SheepGoat,Mixed,Wheat,0.02662,0.02662,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,Wheat,,,,,
Japan,SheepGoat,Mixed,Wheat,0.02212,0.02212,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Wheat,,,,,
Australia_NZ,SheepGoat,Mixed,Wheat,0.01897,0.01897,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,Wheat,,,,,
Former Soviet Union,SheepGoat,Mixed,Wheat,0.01604,0.01604,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,Wheat,,,,,
China,SheepGoat,Mixed,Wheat,0.03115,0.03115,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,Wheat,,,,,
Middle East,SheepGoat,Mixed,Wheat,0.03312,0.03312,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,Wheat,,,,,
Africa,SheepGoat,Mixed,Wheat,0.02860,0.02860,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,Wheat,,,,,
Latin America,SheepGoat,Mixed,Wheat,0.01131,0.01131,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,Wheat,,,,,
Southeast Asia,SheepGoat,Mixed,Wheat,0.03082,0.03082,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,Wheat,,,,,
Eastern Europe,SheepGoat,Mixed,Wheat,0.01283,0.01283,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,Wheat,,,,,
Korea,SheepGoat,Mixed,Wheat,0.03077,0.03077,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,Wheat,,,,,
India,SheepGoat,Mixed,Wheat,0.03081,0.03081,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,Wheat,,,,,
USA,SheepGoat,Mixed,Pasture,0.01865,0.01865,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,Pasture,,,,,
Canada,SheepGoat,Mixed,Pasture,0.01778,0.01778,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,Pasture,,,,,
Western Europe,SheepGoat,Mixed,Pasture,0.02662,0.02662,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,Pasture,,,,,
Japan,SheepGoat,Mixed,Pasture,0.02212,0.02212,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Pasture,,,,,
Australia_NZ,SheepGoat,Mixed,Pasture,0.01897,0.01897,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,Pasture,,,,,
Former Soviet Union,SheepGoat,Mixed,Pasture,0.01604,0.01604,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,Pasture,,,,,
China,SheepGoat,Mixed,Pasture,0.03115,0.03115,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,Pasture,,,,,
Middle East,SheepGoat,Mixed,Pasture,0.03312,0.03312,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,Pasture,,,,,
Africa,SheepGoat,Mixed,Pasture,0.02860,0.02860,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,Pasture,,,,,
Latin America,SheepGoat,Mixed,Pasture,0.01131,0.01131,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,Pasture,,,,,
Southeast Asia,SheepGoat,Mixed,Pasture,0.03082,0.03082,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,Pasture,,,,,
Eastern Europe,SheepGoat,Mixed,Pasture,0.01283,0.01283,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,Pasture,,,,,
Korea,SheepGoat,Mixed,Pasture,0.03077,0.03077,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,Pasture,,,,,
India,SheepGoat,Mixed,Pasture,0.03081,0.03081,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,Pasture,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Efficiency: Pastoral,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7001,,,,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,minicam-energy-input,,,,,,
,,,,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency,efficiency,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,minicam-energy-input,,,,,
USA,SheepGoat,Pastoral,Pasture,0.01530,0.01530,0.01640,0.01640,0.01640,0.01640,0.01640,0.01640,0.01640,Pasture,,,,,
Canada,SheepGoat,Pastoral,Pasture,0.01596,0.01596,0.01644,0.01644,0.01644,0.01644,0.01644,0.01644,0.01644,Pasture,,,,,
Western Europe,SheepGoat,Pastoral,Pasture,0.04161,0.04161,0.04313,0.04313,0.04313,0.04313,0.04313,0.04313,0.04313,Pasture,,,,,
Japan,SheepGoat,Pastoral,Pasture,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,Pasture,,,,,
Australia_NZ,SheepGoat,Pastoral,Pasture,0.01761,0.01761,0.01682,0.01682,0.01682,0.01682,0.01682,0.01682,0.01682,Pasture,,,,,
Former Soviet Union,SheepGoat,Pastoral,Pasture,0.02964,0.02964,0.04164,0.04164,0.04164,0.04164,0.04164,0.04164,0.04164,Pasture,,,,,
China,SheepGoat,Pastoral,Pasture,0.01779,0.01779,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Pasture,,,,,
Middle East,SheepGoat,Pastoral,Pasture,0.03804,0.03804,0.04430,0.04430,0.04430,0.04430,0.04430,0.04430,0.04430,Pasture,,,,,
Africa,SheepGoat,Pastoral,Pasture,0.02267,0.02267,0.02330,0.02330,0.02330,0.02330,0.02330,0.02330,0.02330,Pasture,,,,,
Latin America,SheepGoat,Pastoral,Pasture,0.00692,0.00692,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,Pasture,,,,,
Southeast Asia,SheepGoat,Pastoral,Pasture,0.01793,0.01793,0.02099,0.02099,0.02099,0.02099,0.02099,0.02099,0.02099,Pasture,,,,,
Eastern Europe,SheepGoat,Pastoral,Pasture,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,Pasture,,,,,
Korea,SheepGoat,Pastoral,Pasture,0.01127,0.01127,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Pasture,,,,,
India,SheepGoat,Pastoral,Pasture,0.01788,0.01788,0.02093,0.02093,0.02093,0.02093,0.02093,0.02093,0.02093,Pasture,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Efficiency: Scavenging,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7001,,,,minicam-energy-input,,,,,,,,,,,,,,
,,,,efficiency,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,minicam-energy-input,,,,,
USA,SheepGoat,Mixed,Scavenging,0.01865,0.01865,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,0.02078,Scavenging,,,,,
Canada,SheepGoat,Mixed,Scavenging,0.01778,0.01778,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,0.02094,Scavenging,,,,,
Western Europe,SheepGoat,Mixed,Scavenging,0.02662,0.02662,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,0.02433,Scavenging,,,,,
Japan,SheepGoat,Mixed,Scavenging,0.02212,0.02212,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Scavenging,,,,,
Australia_NZ,SheepGoat,Mixed,Scavenging,0.01897,0.01897,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,0.02106,Scavenging,,,,,
Former Soviet Union,SheepGoat,Mixed,Scavenging,0.01604,0.01604,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,0.02442,Scavenging,,,,,
China,SheepGoat,Mixed,Scavenging,0.03115,0.03115,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,0.03798,Scavenging,,,,,
Middle East,SheepGoat,Mixed,Scavenging,0.03312,0.03312,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,0.03860,Scavenging,,,,,
Africa,SheepGoat,Mixed,Scavenging,0.02860,0.02860,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,0.03100,Scavenging,,,,,
Latin America,SheepGoat,Mixed,Scavenging,0.01131,0.01131,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,0.01159,Scavenging,,,,,
Southeast Asia,SheepGoat,Mixed,Scavenging,0.03082,0.03082,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,Scavenging,,,,,
Eastern Europe,SheepGoat,Mixed,Scavenging,0.01283,0.01283,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,Scavenging,,,,,
Korea,SheepGoat,Mixed,Scavenging,0.03077,0.03077,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,0.03756,Scavenging,,,,,
India,SheepGoat,Mixed,Scavenging,0.03081,0.03081,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,0.03879,Scavenging,,,,,
USA,SheepGoat,Pastoral,Scavenging,0.01530,0.01530,0.01640,0.01640,0.01640,0.01640,0.01640,0.01640,0.01640,Scavenging,,,,,
Canada,SheepGoat,Pastoral,Scavenging,0.01596,0.01596,0.01644,0.01644,0.01644,0.01644,0.01644,0.01644,0.01644,Scavenging,,,,,
Western Europe,SheepGoat,Pastoral,Scavenging,0.04161,0.04161,0.04313,0.04313,0.04313,0.04313,0.04313,0.04313,0.04313,Scavenging,,,,,
Japan,SheepGoat,Pastoral,Scavenging,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,Scavenging,,,,,
Australia_NZ,SheepGoat,Pastoral,Scavenging,0.01761,0.01761,0.01682,0.01682,0.01682,0.01682,0.01682,0.01682,0.01682,Scavenging,,,,,
Former Soviet Union,SheepGoat,Pastoral,Scavenging,0.02964,0.02964,0.04164,0.04164,0.04164,0.04164,0.04164,0.04164,0.04164,Scavenging,,,,,
China,SheepGoat,Pastoral,Scavenging,0.01779,0.01779,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Scavenging,,,,,
Middle East,SheepGoat,Pastoral,Scavenging,0.03804,0.03804,0.04430,0.04430,0.04430,0.04430,0.04430,0.04430,0.04430,Scavenging,,,,,
Africa,SheepGoat,Pastoral,Scavenging,0.02267,0.02267,0.02330,0.02330,0.02330,0.02330,0.02330,0.02330,0.02330,Scavenging,,,,,
Latin America,SheepGoat,Pastoral,Scavenging,0.00692,0.00692,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,Scavenging,,,,,
Southeast Asia,SheepGoat,Pastoral,Scavenging,0.01793,0.01793,0.02099,0.02099,0.02099,0.02099,0.02099,0.02099,0.02099,Scavenging,,,,,
Eastern Europe,SheepGoat,Pastoral,Scavenging,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,Scavenging,,,,,
Korea,SheepGoat,Pastoral,Scavenging,0.01127,0.01127,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,0.02114,Scavenging,,,,,
India,SheepGoat,Pastoral,Scavenging,0.01788,0.01788,0.02093,0.02093,0.02093,0.02093,0.02093,0.02093,0.02093,Scavenging,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Calibrated inputs: mixed,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7000,,,,,minicam-energy-input,,,,,,,,,,,,,
,,,,,calibrated-value,,share-weight,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1990,2005,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,SheepGoat,Mixed,Corn,Corn,405852,225313,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Mixed,Corn,Corn,8301,16333,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,Corn,Corn,515904,919461,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,Corn,Corn,2126,1287,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,Corn,Corn,16875,36103,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,Corn,Corn,614005,203350,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,Corn,Corn,43133,405593,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,Corn,Corn,1315693,3736393,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,Corn,Corn,916840,933602,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,Corn,Corn,64215,147585,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,Corn,Corn,104277,191515,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,Corn,Corn,500220,454808,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,Corn,Corn,1701,1561,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,Corn,Corn,12574,64274,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,FodderCrop,FodderCrop,259381,119199,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Mixed,FodderCrop,FodderCrop,12695,17165,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,FodderCrop,FodderCrop,7968647,7358585,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,FodderCrop,FodderCrop,2303,1192,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,FodderCrop,FodderCrop,1612817,1021033,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,FodderCrop,FodderCrop,6502148,4373918,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,FodderCrop,FodderCrop,530403,1496634,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,FodderCrop,FodderCrop,3157353,4488249,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,FodderCrop,FodderCrop,4239615,4122404,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,FodderCrop,FodderCrop,886684,825173,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,FodderCrop,FodderCrop,1374310,1241597,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,FodderCrop,FodderCrop,2166028,713830,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,FodderCrop,FodderCrop,1503,5519,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,FodderCrop,FodderCrop,1024924,941932,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,MiscCrop,MiscCrop,312,247,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Mixed,MiscCrop,MiscCrop,30,794,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,MiscCrop,MiscCrop,371893,148710,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,MiscCrop,MiscCrop,16,13,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,MiscCrop,MiscCrop,20224,52338,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,MiscCrop,MiscCrop,722537,134516,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,MiscCrop,MiscCrop,12122,100857,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,MiscCrop,MiscCrop,58260,17104,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,MiscCrop,MiscCrop,503486,681501,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,MiscCrop,MiscCrop,20270,30025,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,MiscCrop,MiscCrop,8640,10575,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,MiscCrop,MiscCrop,99284,29179,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,MiscCrop,MiscCrop,306,66,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,MiscCrop,MiscCrop,20096,21522,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,OilCrop,OilCrop,5411,4519,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Mixed,OilCrop,OilCrop,1143,6122,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,OilCrop,OilCrop,64863,142644,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,OilCrop,OilCrop,37,24,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,OilCrop,OilCrop,5038,12999,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,OilCrop,OilCrop,82833,39893,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,OilCrop,OilCrop,2240,22362,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,OilCrop,OilCrop,18154,87815,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,OilCrop,OilCrop,1608,1246,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,OilCrop,OilCrop,2201,7583,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,OilCrop,OilCrop,10203,10435,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,OilCrop,OilCrop,2193,1829,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,OilCrop,OilCrop,5,5,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,OilCrop,OilCrop,15052,16510,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,OtherGrain,OtherGrain,57460,12606,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Mixed,OtherGrain,OtherGrain,14665,26651,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,OtherGrain,OtherGrain,1348146,1333250,1,1,1,1,1,1,1,1,1,,,
