INPUT_TABLE
Variable ID
ghgCoef_Ag

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,generic.ghg,uncontrolled.emiss.coef
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NOx_AGR,0.000110754
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NOx_AGR,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NOx_AGR,0.00023303
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NMVOC_AGR,0
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NMVOC_AGR,0
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NMVOC_AGR,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NMVOC_AGR,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NMVOC_AGR,0
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NMVOC_AGR,0
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NMVOC_AGR,0
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NMVOC_AGR,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NMVOC_AGR,0
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NMVOC_AGR,0
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NMVOC_AGR,0
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NMVOC_AGR,0
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NH3_AGR,0.003213147
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NH3_AGR,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NH3_AGR,0.00244846
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NH3_AGR,0.004123184
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,CH4_AWB,0.00026462
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CH4_AWB,0
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CH4_AWB,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CH4_AWB,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CH4_AWB,8.32722e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CH4_AWB,0.000625095
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CH4_AWB,0.000411842
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CH4_AWB,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,CH4_AWB,0.000413893
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CH4_AWB,7.34726e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CH4_AWB,0.00012363
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,CH4_AWB,0.000620839
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,N2O_AWB,1.323e-05
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,N2O_AWB,0
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,N2O_AWB,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,N2O_AWB,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,N2O_AWB,4.16329e-06
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,N2O_AWB,3.12524e-05
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,N2O_AWB,2.05905e-05
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,N2O_AWB,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,N2O_AWB,2.06931e-05
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,N2O_AWB,3.67335e-06
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,N2O_AWB,6.18104e-06
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,N2O_AWB,3.10396e-05
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NOx_AWB,0.000491437
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NOx_AWB,0
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NOx_AWB,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NOx_AWB,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NOx_AWB,0.000154648
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NOx_AWB,0.001160891
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NOx_AWB,0.000764849
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NOx_AWB,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NOx_AWB,0.000768657
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NOx_AWB,0.000136449
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NOx_AWB,0.000229599
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NOx_AWB,0.001152986
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,CO_AWB,0.010187832
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CO_AWB,0
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CO_AWB,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CO_AWB,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CO_AWB,0.003205969
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CO_AWB,0.024066086
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CO_AWB,0.015855857
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CO_AWB,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,CO_AWB,0.015934814
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CO_AWB,0.002828684
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CO_AWB,0.00475975
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,CO_AWB,0.023902221
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NMVOC_AWB,0.000567044
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NMVOC_AWB,0
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NMVOC_AWB,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NMVOC_AWB,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NMVOC_AWB,0.000178441
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NMVOC_AWB,0.001339493
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NMVOC_AWB,0.000882521
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NMVOC_AWB,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NMVOC_AWB,0.000886915
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NMVOC_AWB,0.000157442
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NMVOC_AWB,0.000264923
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NMVOC_AWB,0.001330373
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NH3_AWB,0.000283522
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NH3_AWB,0
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NH3_AWB,0
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NH3_AWB,0
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NH3_AWB,8.92204e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NH3_AWB,0.000669746
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NH3_AWB,0.00044126
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NH3_AWB,0
