INPUT_TABLE
Variable ID
ghgCoef_Ag

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,generic.ghg,uncontrolled.emiss.coef
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,CH4_AGR,0.05354825
Africa,Corn,CornAEZ01,CornAEZ01,1990,N2O_AGR,0.00080162
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,N2O_AGR,0.00080162
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,N2O_AGR,0.000628411
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,N2O_AGR,0.00080162
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,N2O_AGR,0.00080162
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,N2O_AGR,0.00080162
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,N2O_AGR,0.00080162
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,N2O_AGR,0.00080162
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,N2O_AGR,0.003005015
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,N2O_AGR,0.00080162
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,N2O_AGR,0.00080162
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,N2O_AGR,0.00080162
Africa,biomassOil,JatrophaAEZ01,JatrophaAEZ01,1990,N2O_AGR,0.009445905
Africa,Corn,CornAEZ01,CornAEZ01,1990,NOx_AGR,0.000109281
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NOx_AGR,0.000111109
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NOx_AGR,7.81911e-05
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NOx_AGR,0.000111987
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NOx_AGR,0.000108836
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NOx_AGR,0.000108768
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NOx_AGR,0.000111854
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NOx_AGR,0.000104848
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NOx_AGR,0.000531563
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NOx_AGR,0.000101096
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NOx_AGR,0.000110065
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NOx_AGR,0.000111939
Africa,Corn,CornAEZ01,CornAEZ01,1990,NMVOC_AGR,0
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NMVOC_AGR,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NMVOC_AGR,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NMVOC_AGR,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NMVOC_AGR,0
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NMVOC_AGR,0
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NMVOC_AGR,0
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NMVOC_AGR,0
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NMVOC_AGR,0
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NMVOC_AGR,0
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NMVOC_AGR,0
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NMVOC_AGR,0
Africa,Corn,CornAEZ01,CornAEZ01,1990,NH3_AGR,0.002304012
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NH3_AGR,0.00234255
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NH3_AGR,0.00436255
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NH3_AGR,0.002361047
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NH3_AGR,0.002294634
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NH3_AGR,0.002293195
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NH3_AGR,0.002358253
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NH3_AGR,0.002210543
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NH3_AGR,0.010190341
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NH3_AGR,0.002131439
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NH3_AGR,0.002320544
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NH3_AGR,0.002360048
Africa,Corn,CornAEZ01,CornAEZ01,1990,CH4_AWB,0.00022849
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CH4_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CH4_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CH4_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CH4_AWB,6.23608e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CH4_AWB,0.000480641
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CH4_AWB,0.000372157
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CH4_AWB,0.000373987
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,CH4_AWB,0.000359245
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CH4_AWB,0.000217183
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CH4_AWB,0.00010216
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,CH4_AWB,0.000549112
Africa,Corn,CornAEZ01,CornAEZ01,1990,N2O_AWB,5.58554e-06
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,N2O_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,N2O_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,N2O_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,N2O_AWB,1.52444e-06
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,N2O_AWB,1.17495e-05
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,N2O_AWB,9.09755e-06
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,N2O_AWB,9.14226e-06
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,N2O_AWB,8.78189e-06
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,N2O_AWB,5.30913e-06
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,N2O_AWB,2.49734e-06
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,N2O_AWB,1.34233e-05
Africa,Corn,CornAEZ01,CornAEZ01,1990,NOx_AWB,0.000204009
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NOx_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NOx_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NOx_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NOx_AWB,5.56792e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NOx_AWB,0.000429143
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NOx_AWB,0.000332283
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NOx_AWB,0.000333916
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NOx_AWB,0.000320754
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NOx_AWB,0.000193913
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NOx_AWB,9.12141e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NOx_AWB,0.000490278
Africa,Corn,CornAEZ01,CornAEZ01,1990,CO_AWB,0.004520845
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CO_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CO_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CO_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CO_AWB,0.001233852
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CO_AWB,0.009509825
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CO_AWB,0.007363399
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CO_AWB,0.007399593
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,CO_AWB,0.007107915
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CO_AWB,0.004297123
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CO_AWB,0.002021307
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,CO_AWB,0.010864561
Africa,Corn,CornAEZ01,CornAEZ01,1990,NMVOC_AWB,0.000544704
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NMVOC_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NMVOC_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NMVOC_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NMVOC_AWB,0.000148663
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NMVOC_AWB,0.001145813
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NMVOC_AWB,0.000887196
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NMVOC_AWB,0.000891557
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NMVOC_AWB,0.000856413
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NMVOC_AWB,0.000517749
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NMVOC_AWB,0.000243542
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NMVOC_AWB,0.001309041
Africa,Corn,CornAEZ01,CornAEZ01,1990,NH3_AWB,4.89652e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NH3_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NH3_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NH3_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NH3_AWB,1.33638e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NH3_AWB,0.000103001
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NH3_AWB,7.97529e-05
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NH3_AWB,8.01449e-05
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NH3_AWB,7.69858e-05
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NH3_AWB,4.65421e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NH3_AWB,2.18928e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NH3_AWB,0.000117674
Africa,Corn,CornAEZ01,CornAEZ01,1990,BC_AWB,3.39001e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,BC_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,BC_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,BC_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,BC_AWB,9.25218e-06
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,BC_AWB,7.13105e-05
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,BC_AWB,5.52153e-05
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,BC_AWB,5.54867e-05
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,BC_AWB,5.32995e-05
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,BC_AWB,3.22225e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,BC_AWB,1.5157e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,BC_AWB,8.14691e-05
Africa,Corn,CornAEZ01,CornAEZ01,1990,OC_AWB,0.000162232
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,OC_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,OC_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,OC_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,OC_AWB,4.42771e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,OC_AWB,0.000341263
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,OC_AWB,0.000264238
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,OC_AWB,0.000265536
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,OC_AWB,0.00025507
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,OC_AWB,0.000154203
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,OC_AWB,7.25352e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,OC_AWB,0.000389878
Africa,Corn,CornAEZ01,CornAEZ01,1990,SO2_3_AWB,4.75635e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,SO2_3_AWB,0
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,SO2_3_AWB,0
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,SO2_3_AWB,0
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,SO2_3_AWB,1.29813e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,SO2_3_AWB,0.000100052
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,SO2_3_AWB,7.74699e-05
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,SO2_3_AWB,7.78507e-05
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,SO2_3_AWB,7.47819e-05
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,SO2_3_AWB,4.52098e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,SO2_3_AWB,2.1266e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,SO2_3_AWB,0.000114305
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,CH4_AGR,0.066671566
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,N2O_AGR,0.000946572
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,N2O_AGR,0
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,N2O_AGR,0.001581815
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,N2O_AGR,0.002272389
Australia_NZ,biomass,biomassAEZ01,biomassAEZ01,1990,N2O_AGR,0.02357597
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NOx_AGR,0.000365957
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NOx_AGR,0.000365957
