INPUT_TABLE
Variable ID
CalorieContent

region,supplysector,subsector,technology,year,minicam.energy.input,efficiency
Latin America,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,1990,OtherMeat_Fish,2.0113313
Middle East,FoodDemand_Meat,Beef,Beef,1990,Beef,1.5
Middle East,FoodDemand_Meat,Dairy,Dairy,1990,Dairy,0.48
Middle East,FoodDemand_Meat,Pork,Pork,1990,Pork,3.26
Middle East,FoodDemand_Meat,Poultry,Poultry,1990,Poultry,1.2703594
Middle East,FoodDemand_Meat,SheepGoat,SheepGoat,1990,SheepGoat,2.63
Middle East,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,1990,OtherMeat_Fish,1.2028308
Southeast Asia,FoodDemand_Meat,Beef,Beef,1990,Beef,1.5
Southeast Asia,FoodDemand_Meat,Dairy,Dairy,1990,Dairy,0.48
Southeast Asia,FoodDemand_Meat,Pork,Pork,1990,Pork,3.26
Southeast Asia,FoodDemand_Meat,Poultry,Poultry,1990,Poultry,1.2973804
Southeast Asia,FoodDemand_Meat,SheepGoat,SheepGoat,1990,SheepGoat,2.63
Southeast Asia,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,1990,OtherMeat_Fish,0.9390992
USA,FoodDemand_Meat,Beef,Beef,1990,Beef,1.5
USA,FoodDemand_Meat,Dairy,Dairy,1990,Dairy,0.48
USA,FoodDemand_Meat,Pork,Pork,1990,Pork,3.26
USA,FoodDemand_Meat,Poultry,Poultry,1990,Poultry,1.2636148
USA,FoodDemand_Meat,SheepGoat,SheepGoat,1990,SheepGoat,2.63
USA,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,1990,OtherMeat_Fish,1.6354559
Western Europe,FoodDemand_Meat,Beef,Beef,1990,Beef,1.5
Western Europe,FoodDemand_Meat,Dairy,Dairy,1990,Dairy,0.48
Western Europe,FoodDemand_Meat,Pork,Pork,1990,Pork,3.26
Western Europe,FoodDemand_Meat,Poultry,Poultry,1990,Poultry,1.2941372
Western Europe,FoodDemand_Meat,SheepGoat,SheepGoat,1990,SheepGoat,2.63
Western Europe,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,1990,OtherMeat_Fish,1.9566836
Africa,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Africa,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Africa,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Africa,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2751208
Africa,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Africa,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.0612211
Australia_NZ,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Australia_NZ,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Australia_NZ,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Australia_NZ,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2451832
Australia_NZ,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Australia_NZ,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.5541982
Canada,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Canada,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Canada,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Canada,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2594925
Canada,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Canada,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,2.4725853
China,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
China,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
China,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
China,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.3222592
China,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
China,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.1130292
Eastern Europe,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Eastern Europe,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Eastern Europe,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Eastern Europe,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2833739
Eastern Europe,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Eastern Europe,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,3.7225181
Former Soviet Union,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Former Soviet Union,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Former Soviet Union,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Former Soviet Union,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2969847
Former Soviet Union,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Former Soviet Union,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.5631486
India,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
India,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
India,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
India,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.3536385
India,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
India,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,0.7760541
Japan,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Japan,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Japan,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Japan,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.3115725
Japan,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Japan,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,0.7219041
Korea,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Korea,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Korea,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Korea,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2981854
Korea,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Korea,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,0.8184377
Latin America,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Latin America,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Latin America,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Latin America,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2643539
Latin America,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Latin America,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.9702592
Middle East,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Middle East,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Middle East,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Middle East,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2578091
Middle East,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Middle East,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.0830824
Southeast Asia,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Southeast Asia,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Southeast Asia,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Southeast Asia,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2864292
Southeast Asia,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Southeast Asia,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.0147828
USA,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
USA,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
USA,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
USA,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2575977
USA,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
USA,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.558472
Western Europe,FoodDemand_Meat,Beef,Beef,2005,Beef,1.5
Western Europe,FoodDemand_Meat,Dairy,Dairy,2005,Dairy,0.48
Western Europe,FoodDemand_Meat,Pork,Pork,2005,Pork,3.26
Western Europe,FoodDemand_Meat,Poultry,Poultry,2005,Poultry,1.2847503
Western Europe,FoodDemand_Meat,SheepGoat,SheepGoat,2005,SheepGoat,2.63
Western Europe,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2005,OtherMeat_Fish,1.7936331
Africa,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Africa,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Africa,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Africa,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2751208
Africa,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Africa,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.0612211
Australia_NZ,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Australia_NZ,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Australia_NZ,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Australia_NZ,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2451832
Australia_NZ,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Australia_NZ,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.5541982
Canada,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Canada,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Canada,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Canada,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2594925
Canada,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Canada,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,2.4725853
China,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
China,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
China,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
China,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.3222592
China,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
China,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.1130292
Eastern Europe,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Eastern Europe,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Eastern Europe,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Eastern Europe,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2833739
Eastern Europe,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Eastern Europe,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,3.7225181
Former Soviet Union,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Former Soviet Union,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Former Soviet Union,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Former Soviet Union,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2969847
Former Soviet Union,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Former Soviet Union,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.5631486
India,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
India,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
India,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
India,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.3536385
India,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
India,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,0.7760541
Japan,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Japan,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Japan,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Japan,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.3115725
Japan,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Japan,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,0.7219041
Korea,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Korea,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Korea,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Korea,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2981854
Korea,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Korea,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,0.8184377
Latin America,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Latin America,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Latin America,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Latin America,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2643539
Latin America,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Latin America,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.9702592
Middle East,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Middle East,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Middle East,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Middle East,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2578091
Middle East,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Middle East,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.0830824
Southeast Asia,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Southeast Asia,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Southeast Asia,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Southeast Asia,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2864292
Southeast Asia,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Southeast Asia,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.0147828
USA,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
USA,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
USA,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
USA,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2575977
USA,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
USA,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.558472
Western Europe,FoodDemand_Meat,Beef,Beef,2020,Beef,1.5
Western Europe,FoodDemand_Meat,Dairy,Dairy,2020,Dairy,0.48
Western Europe,FoodDemand_Meat,Pork,Pork,2020,Pork,3.26
Western Europe,FoodDemand_Meat,Poultry,Poultry,2020,Poultry,1.2847503
Western Europe,FoodDemand_Meat,SheepGoat,SheepGoat,2020,SheepGoat,2.63
Western Europe,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2020,OtherMeat_Fish,1.7936331
Africa,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Africa,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Africa,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Africa,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2751208
Africa,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Africa,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.0612211
Australia_NZ,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Australia_NZ,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Australia_NZ,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Australia_NZ,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2451832
Australia_NZ,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Australia_NZ,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.5541982
Canada,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Canada,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Canada,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Canada,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2594925
Canada,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Canada,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,2.4725853
China,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
China,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
China,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
China,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.3222592
China,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
China,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.1130292
Eastern Europe,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Eastern Europe,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Eastern Europe,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Eastern Europe,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2833739
Eastern Europe,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Eastern Europe,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,3.7225181
Former Soviet Union,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Former Soviet Union,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Former Soviet Union,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Former Soviet Union,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2969847
Former Soviet Union,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Former Soviet Union,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.5631486
India,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
India,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
India,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
India,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.3536385
India,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
India,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,0.7760541
Japan,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Japan,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Japan,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Japan,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.3115725
Japan,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Japan,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,0.7219041
Korea,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Korea,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Korea,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Korea,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2981854
Korea,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Korea,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,0.8184377
Latin America,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Latin America,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Latin America,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Latin America,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2643539
Latin America,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Latin America,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.9702592
Middle East,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Middle East,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Middle East,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Middle East,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2578091
Middle East,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Middle East,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.0830824
Southeast Asia,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Southeast Asia,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
Southeast Asia,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
Southeast Asia,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2864292
Southeast Asia,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
Southeast Asia,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.0147828
USA,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
USA,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
USA,FoodDemand_Meat,Pork,Pork,2035,Pork,3.26
USA,FoodDemand_Meat,Poultry,Poultry,2035,Poultry,1.2575977
USA,FoodDemand_Meat,SheepGoat,SheepGoat,2035,SheepGoat,2.63
USA,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,2035,OtherMeat_Fish,1.558472
Western Europe,FoodDemand_Meat,Beef,Beef,2035,Beef,1.5
Western Europe,FoodDemand_Meat,Dairy,Dairy,2035,Dairy,0.48
