Black Carbon input adjustements for transportation,,,,,,,,,,,



INPUT_TABLE,,,,,,,,,,,
Variable ID,,Transport oil emissions correction,,,,,,,,,
803,,Correction for mode shifts (particularly shift to aircraft) using methodology of Shaffer,,,,,,,,,
Source Inputs,,,,,,,,,,,
gas,src,,,,,,,,,,
7,13,,,,,,,,,,
Region,1990,2005,2020,2035,2050,2065,2080,2095,,,
1, -   , 0.1165 , 0.2627 , 0.2849 , 0.3244 , 0.3603 , 0.3874 , 0.4227 ,US,Formula:,0.431818182
2, -   , 0.0150 , 0.1802 , 0.2110 , 0.2719 , 0.3291 , 0.3773 , 0.4332 ,CANADA,,
3, -   , 0.1420 , 0.2620 , 0.2918 , 0.3532 , 0.4009 , 0.4366 , 0.4763 ,WEUR,,
4, -   , 0.0163 , 0.0351 , 0.0516 , 0.0845 , 0.1678 , 0.2343 , 0.3080 ,JAPAN,,
5, -   , 0.1430 , 0.1830 , 0.2411 , 0.3066 , 0.3594 , 0.3975 , 0.4418 ,AUS&NZ,,
6, -   , (0.1327), (0.0059), 0.0260 , 0.0641 , 0.1289 , 0.1561 , 0.1692 ,FSU
7, -   , 0.3710 , 0.4241 , 0.5301 , 0.5747 , 0.6007 , 0.6293 , 0.6532 ,ACENP
8, -   , 0.1800 , 0.0055 , (0.3574), (0.3304), (0.3176), (0.1985), (0.1855),MIDEAST
9, -   , 0.0171 , 0.0532 , 0.0724 , 0.0971 , 0.1182 , 0.1296 , 0.1350 ,AFRICA
10, -   , 0.0136 , 0.0546 , 0.0452 , 0.0849 , 0.2896 , 0.3599 , 0.3780 ,L AMER
11, -   , 0.1701 , 0.3911 , 0.4012 , 0.5098 , 0.6003 , 0.6434 , 0.6693 ,S&E ASIA
12, -   , (0.2226), (0.7422), (0.7043), (0.0448), 0.1777 , 0.2200 , 0.2196 ,EEUR
13, -   , 0.3080 , 0.6068 , 0.6521 , 0.6941 , 0.6661 , 0.6254 , 0.5852 ,KOR
14, -   , 0.1813 , 0.3763 , 0.4085 , 0.5143 , 0.6079 , 0.6536 , 0.6895 ,INDIA



EoF,,,,,,,,,
