# GCAM 3.0 per-capita GDP (thousand 1990$ per capita),,,,,,,,,,,,,,,,,,,,,,
region_GCAM3,1975,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Africa,0.607332511,0.590743257,0.644522363,0.708659618,0.773890935,0.843085106,0.914009289,0.985558847,1.059120491,1.152589762,1.265155512,1.417652509,1.603618843,1.850722595,2.147900241,2.532621207,2.97068675,3.480635956,4.051764392,4.737125225,5.554017051,6.375494133
Australia_NZ,10.33455556,12.6878044,18.20119765,18.9811496,20.28816942,21.64199674,22.9566475,24.39543214,25.8455414,27.58397587,29.38797648,31.35164373,33.33878206,35.55236771,37.69626389,40.10668014,42.34481312,44.80932011,47.32689409,50.16453839,53.83071664,57.07637461
Canada,12.0518605,15.91270128,20.62253233,20.37585556,22.02557078,23.53787499,24.91597598,26.34748302,27.84067528,29.67240204,31.5887753,33.94977228,36.14444732,38.71939105,41.23324259,44.16713591,47.12521956,50.22342552,53.47625148,57.20955754,61.69521354,66.04352857
China,0.121147996,0.315844975,1.11648689,1.671158204,2.323317371,3.092844103,3.992290531,5.045298358,6.253660829,7.615280405,9.120217556,10.78916975,12.56270992,14.55851223,16.77533957,19.42287823,22.48692596,26.03288499,29.94584065,33.99503293,37.41326531,41.26471378
Eastern Europe,2.062194927,2.318864286,3.435869018,3.943256482,4.688237855,5.48512971,6.251290652,7.15687247,8.084397917,9.413225109,10.83298255,12.70718074,14.46754449,16.75068065,19.11116733,22.16853405,25.39450269,29.02597784,32.88086353,37.4308935,42.78884062,48.4233858
Former Soviet Union,1.615117139,1.620368673,1.502187507,1.737259607,2.073375499,2.440295854,2.827798507,3.273250233,3.756562708,4.347864343,5.006143243,5.781810322,6.629321635,7.606798047,8.700129078,9.953956781,11.3502304,12.9134615,14.69698909,16.69174549,19.03644998,21.54325341
India,0.176343167,0.257207936,0.47765627,0.614284538,0.795334902,1.022090254,1.304924162,1.651427433,2.072018732,2.578109597,3.174994335,3.87798896,4.716559921,5.67577692,6.784912582,8.03781159,9.475485808,11.11515844,13.00398747,15.24875305,17.88549358,20.78311725
Japan,16.42340023,27.06004308,31.6894023,31.00814993,32.75336514,34.57381633,36.63046543,38.80316832,41.12968228,43.74629228,46.55047793,49.67378268,53.01208391,56.64980756,60.62314324,64.839244,69.16821038,73.87597431,78.70333139,83.77153181,89.11341064,94.73972486
Korea,2.022195136,5.36562551,11.19363081,12.51662852,13.43963083,14.45987402,15.57442253,16.79819327,18.15131867,19.80449419,21.59235128,23.65071513,25.73316579,28.15294453,30.61099389,33.48504109,36.40849151,39.63564676,42.87396223,46.66128992,51.09540993,55.44904007
Latin America,2.552123601,2.719247222,3.490914116,3.823108159,4.118999152,4.504001429,4.904555422,5.347150461,5.780218923,6.327882985,6.903915129,7.650444562,8.41963946,9.427936962,10.61473039,12.17810812,14.02080946,16.21921213,18.69966319,21.40674241,24.15800699,27.26814408
Middle East,3.891190628,2.696680482,3.451038244,3.796496661,4.195785493,4.640549225,5.098289722,5.583195928,6.051779521,6.622610516,7.181743464,7.84116617,8.429179514,9.153157117,9.882196182,10.82911719,11.79508428,12.9534821,14.1476927,15.47803667,16.86297824,18.3510916
Southeast Asia,0.468614908,0.891222798,1.405199316,1.528225157,1.898303116,2.346962712,2.857328024,3.450476084,4.128253512,4.902829795,5.814575868,6.858032087,8.136113435,9.604594889,11.34399029,13.21246794,15.42078702,17.82221749,20.58657806,23.65377366,27.17225375,30.95396889
USA,16.15178609,22.89754218,30.37447036,29.84411136,31.98935363,34.07745969,36.08528936,38.14889962,40.24646974,42.87502792,45.42952638,48.61427248,51.47762373,54.94111314,58.48535589,62.62535096,67.02858489,71.75581463,76.59883944,82.3537589,88.51869893,95.1210102
Western Europe,9.447566799,12.99578564,16.47482926,16.34918868,17.41104952,18.61558824,19.83984876,21.12309499,22.32068925,23.72653718,25.12967682,26.80206363,28.40731889,30.36064457,32.28360429,34.69216311,37.00440025,39.5212546,41.92599142,44.73641693,47.97229311,49.90132868
