Norway,300,400,500,970,984,998,1013,1028,1044,1062,1079,1093,1108,1124,1137,1150,1163,1174,1188,1202,1214,1224,1233,1241,1254,1271,1286,1302,1319,1337,1351,1363,1377,1392,1409,1425,1440,1457,1479,1501,1521,1543,1570,1596,1614,1627,1646,1668,1690,1707,1716,1724,1729,1735,1745,1755,1767,1783,1803,1829,1852,1877,1902,1919,1923,1920,1919,1929,1944,1958,1970,1977,1984,1997,2013,2026,2038,2057,2083,2112,2142,2174,2204,2230,2255,2275,2288,2297,2309,2319,2329,2346,2367,2384,2401,2423,2447,2472,2498,2522,2551,2578,2603,2635,2668,2695,2713,2729,2747,2763,2775,2785,2795,2807,2824,2842,2858,2874,2889,2904,2919,2936,2954,2973,2990,3009,3032,3060,3091,3127,3165,3201,3234,3265.126,3295.871,3327.728,3360.888,3394.246,3427.409,3459.992,3491.938,3522.993,3552.851,3581.239,3609.8,3638.919,3666.54,3694.339,3723.153,3753.628,3786.019,3818.983,3850.977,3877.386,3903.039,3933.004,3960.613,3985.258,4007.313,4026.152,4043.205,4058.671,4072.517,4085.62,4099.702,4114.787,4128.432,4140.095,4152.419,4166.596,4186.147,4208.729,4226.142,4242.006,4261.733,4286.357,4311.964,4336.638,4359.101,4381.277,4405.672,4432.718,4463.377,4492.4,4515.195,4535.591,4555.4,4574.56,4593.041,4610.82,4627.926,4644.457,,4977.705
Sweden,550,760,1260,2585,2611,2646,2689,2727,2771,2805,2828,2847,2863,2888,2901,2923,2959,2983,3025,3059,3076,3090,3106,3139,3173,3207,3237,3275,3317,3343,3362,3397,3441,3483,3517,3540,3563,3608,3641,3673,3688,3734,3788,3860,3917,3966,4023,4070,4114,4161,4196,4173,4159,4169,4186,4227,4274,4320,4362,4407,4457,4508,4555,4572,4569,4576,4591,4624,4664,4700,4726,4742,4761,4780,4794,4805,4816,4849,4896,4941,4986,5036,5080,5117,5156,5187,5210,5241,5278,5316,5357,5404,5453,5449,5542,5583,5621,5659,5696,5735,5779,5807,5830,5876,5929,5971,5997,6021,6045,6064,6081,6097,6113,6131,6152,6176,6201,6222,6242,6259,6276,6298,6326,6356,6389,6432,6491,6560,6636,6719,6803,6884,6956,7014.005,7072.83,7124.673,7171.461,7213.49,7262.388,7314.552,7363.802,7409.144,7446.249,7480.395,7519.998,7561.588,7604.328,7661.354,7733.853,7807.797,7867.931,7912.217,7968.018,8042.803,8098.328,8122.293,8136.774,8160.56,8192.566,8222.31,8251.648,8275.778,8293.723,8310.473,8320.485,8325.26,8329.028,8342.621,8356.337,8384.069,8421.403,8469.339,8526.276,8600.815,8668.112,8718.867,8769.284,8831.493,8877.89,8892.234,8897.619,8902.684,8909.79,8923.569,8939.915,8954.175,8970.306,8986.4,9001.774,9016.596,9031.088,9045.389,,9324.384
Switzerland,650,1000,1200,1986,1998,2008,2020,2031,2042,2054,2065,2077,2088,2100,2112,2123,2135,2147,2159,2171,2183,2195,2208,2220,2235,2251,2266,2282,2298,2314,2330,2346,2363,2379,2399,2406,2412,2427,2442,2457,2471,2484,2497,2510,2524,2538,2552,2566,2579,2593,2607,2623,2639,2655,2680,2697,2715,2733,2750,2768,2786,2803,2821,2839,2853,2863,2874,2885,2896,2907,2918,2929,2940,2951,2965,3002,3040,3077,3114,3151,3188,3226,3263,3300,3341,3384,3428,3472,3461,3560,3604,3647,3691,3735,3776,3819,3864,3897,3883,3883,3888,3880,3869,3877,3876,3874,3883,3896,3910,3932,3956,3988,4022,4051,4080,4102,4122,4140,4155,4168,4180,4192,4206,4226,4254,4286,4323,4364,4412,4467,4524,4582,4640,4694,4749,4815,4878,4929,4980,5045,5126,5199,5259,5362,5512,5666,5789,5887,5943,5996,6063,6132,6212,6267,6343.293,6401.4,6441.1,6460,6403.5,6333.313,6316.424,6332.568,6350.84,6385.229,6425.45,6468.126,6501.073,6529.684,6563.77,6603.192,6649.942,6704.112,6763.653,6836.626,6920.562,6995.447,7058.211,7114.53,7157.106,7181.024,7193.761,7207.995,7232.809,7266.92,7311.237,7361.757,7408.319,7450.867,7489.37,7523.934,7554.661,7581.52,,7756.04
United Kingdom,3942,6170,8565,21239,21551,21832,22117,22407,22698,22996,23275,23560,23847,24139,24433,24684,24937,25194,25452,25715,25968,26223,26483,26745,27004,27277,27511,27785,28040,28272,28118,27683,27429,27181,26945,27076,27248,27446,27697,27978,28186,28422,28660,28888,29128,29401,29630,29842,30089,30315,30572,30845,31127,31400,31685,31874,32177,32501,32839,33200,33576,33932,34304,34623,34935,35206,35450,35724,36015,36313,36598,36881,37178,37485,37802,38134,38490,38859,39221,39599,39987,40381,40773,41155,41538,41893,42246,42611,42981,43361,43737,44124,44520,44916,45268,45426,45649,46049,46340,46514,46614,46575,46534,46821,44072,44372,44596,44915,45059,45232,45389,45578,45672,45866,46074,46335,46520,46666,46868,47081,47289,47494,47991,48226,48216,48400,48789,49016,49182,49217,49519,50014,50312,50127,50290,50430,50593,50765,50946,51184,51430,51652,51956,52372,52807,53292,53625,53991,54350,54643,54959,55214,55461,55632,55907,56079,56210,56224,56215,56206,56179,56167,56228,56314,56382.597,56339.704,56382.623,56462.228,56620.24,56796.26,56981.62,57159.603,57324.472,57493.307,57665.646,57866.349,58026.92,58212.518,58426.014,58618.663,58808.266,59035.652,59293.32,59522.468,59723.243,59912.431,60094.648,60270.708,60441.457,60609.153,60776.238,60943.912,,64303.846
Total 12 Western Europe ,48192,62580,68796,114571,115738,116904,118076,119243,120424,121530,122590,123638,124658,125667,126596,127510,128431,129377,130396,131420,132478,133549,134661,135790,136889,137973,138989,140088,141207,142213,142655,142718,143088,143615,144168,144989,145737,146520,147294,148102,148964,149909,150922,152011,153105,154238,155472,156672,157857,158802,159771,160496,161847,162386,162570,163337,164541,165857,167195,168801,170416,171840,173423,174685,175813,176963,178085,179412,180679,181992,183244,184525,185909,187219,188478,189829,191145,192727,194266,196011,197942,199877,201746,203501,205339,207338,209266,211201,213064,215052,216969,219005,221025,223009,225112,226548,227957,230052,230245,230056,229286,227568,222505,223731,222433,223981,225763,227572,229158,230702,231958,233260,234460,235975,237420,238602,239744,240932,242148,243333,244568,246102,247846,248417,247979,249048,249046,249088,247666,246921,249881,252882,255052,256376.272,258086.187,259433.685,260974.551,262493.225,264112.18,265883.863,267716.857,269638.028,271706.717,273806.84,276245.779,279157.119,281663.193,284114.791,286471.778,288595.233,290255.367,291805.853,293747.11,295722.738,297838.877,299564.777,301103.411,302168.507,302629.466,302823.579,303245.854,303706.417,304297.722,305156.912,305864.451,306238.404,306483.631,306796.374,307204.942,307824.633,308490.347,309501.124,311149.11,312802.353,314360.475,316027.077,317585.885,318819.949,319897.283,320869.285,321711.484,322463.99,323303.825,324285.126,325250.158,326117.503,326921.152,327657.975,328328.59,328937.888,329491.76,329994.388,,331613.34
Ireland,800,1000,1925,7101,7200,7267,7335,7403,7472,7542,7612,7683,7755,7827,7900,7949,7998,8047,8096,8146,8196,8247,8298,8349,8400,8422,8441,8479,8497,8490,8205,7640,7256,6878,6514,6337,6199,6083,6015,5973,5919,5891,5862,5821,5788,5776,5718,5641,5595,5523,5487,5466,5449,5419,5398,5373,5328,5299,5279,5278,5286,5282,5266,5203,5146,5101,5024,4975,4939,4906,4857,4801,4757,4718,4680,4634,4607,4589,4560,4542,4530,4518,4502,4469,4447,4435,4418,4408,4399,4398,4388,4385,4387,4385,4381,4368,4346,4334,4278,4273,4273,4280,4352,4361,3096,3002,3014,3005,2985,2971,2957,2944,2937,2927,2933,2949,2962,2971,2971,2967,2948,2937,2934,2958,2993,2963,2946,2944,2952,2957,2974,2985,2981,2963.018,2959.311,2952.156,2947.311,2936.769,2916.133,2895.253,2878.22,2851.522,2843.041,2832,2818.3,2830,2850,2864,2876,2884,2900.1,2912.5,2925.6,2950.1,2978.3,3024.4,3073.2,3124.2,3177.3,3227.8,3271.9,3314,3368.2,3401,3443.4,3480,3504,3529,3540,3540.5,3539.9,3529.6,3513.2,3508.2,3530.771,3557.761,3578.349,3595.542,3613.89,3636.179,3667.233,3707.555,3750.141,3791.69,3835.025,3879.155,3924.023,3969.558,4015.676,4062.235,4109.086,4156.119,,4988.732
Greece,1000,1500,1500,2312,2333,2355,2376,2398,2420,2443,2465,2488,2511,2534,2557,2581,2605,2629,2653,2677,2702,2727,2752,2777,2803,2829,2855,2881,2908,2934,2961,2989,3016,3044,3072,3100,3129,3158,3187,3216,3246,3273,3306,3336,3367,3398,3430,3461,3493,3525,3558,3591,3621,3657,3694,3732,3770,3809,3848,3887,3927,3967,4008,4049,4090,4132,4174,4217,4260,4303,4347,4392,4437,4482,4528,4574,4621,4668,4716,4764,4813,4862,4912,4962,4997,5032,5067,5102,5138,5174,5210,5246,5283,5320,5355,5390,5425,5463,5502,5541,5580,5620,5660,5700,5837,5890,6010,6000,5958,6042,6127,6205,6275,6351,6440,6516,6591,6688,6793,6886,6973,7061,7156,7280,7362,7339,7297,7284,7322,7418,7529,7749,7856,7566.028,7646.402,7733.25,7817.095,7893.412,7965.538,8031.013,8096.218,8173.129,8258.162,8327.405,8398.05,8448.233,8479.625,8510.429,8550.333,8613.651,8716.441,8740.765,8772.764,8792.806,8831.036,8888.628,8929.086,8962.023,9046.542,9167.19,9308.479,9429.959,9548.258,9642.505,9729.35,9786.48,9840.526,9887.169,9923.253,9951.37,9974.49,9982.723,10030.765,10129.603,10250.88,10325.429,10382.995,10429.826,10457.554,10479.42,10502.372,10520.068,10536.749,10559.11,10581.515,10603.863,10625.945,10647.529,10668.354,10688.058,10706.29,10722.816,,10583.029
Portugal,1000,1100,2000,3297,3316,3335,3354,3373,3393,3412,3432,3452,3472,3491,3512,3532,3552,3475,3595,3617,3639,3661,3683,3704,3715,3726,3738,3749,3760,3771,3783,3794,3804,3816,3827,3839,3850,3858,3867,3875,3889,3925,3963,4000,4074,4113,4131,4176,4201,4226,4251,4276,4302,4327,4353,4379,4405,4431,4458,4484,4511,4538,4571,4610,4651,4691,4732,4773,4815,4857,4899,4942,4985,5028,5068,5104,5141,5178,5215,5252,5290,5327,5366,5404,5447,5494,5541,5589,5637,5686,5735,5784,5834,5884,5935,5964,5972,5980,5988,5996,6005,6013,6021,6029,6071,6146,6223,6300,6378,6457,6538,6619,6701,6784,6869,6954,7040,7127,7216,7305,7396,7488,7581,7675,7757,7826,7896,7967,8038,8110,8183,8256,8329,8442.75,8490.25,8526.05,8578.95,8632.1,8692.6,8756,8817.65,8888.55,8961.55,9036.7,9031.2,9019.8,9081.6,9122.5,9128.85,9108.8,9103,9115.05,9097.2,9044.2,8990.45,8970.45,8975.95,9098.3,9411.09,9621.97,9662.6,9698.78,9724.56,9777.8,9850.079,9859.65,9872.243,9885.387,9897.192,9907.411,9915.289,9920.611,9923.147,9922.689,9919.009,9927.68,9967.832,10027.688,10065.543,10099.918,10156.415,10224.828,10283.381,10335.597,10386.753,10433.867,10479.955,10524.145,10566.212,10605.87,10642.836,10676.91,,10731.139
Spain,6800,8240,8770,12203,12284,12366,12449,12532,12615,12699,12784,12869,12955,13041,13128,13216,13304,13392,13482,13571,13662,13753,13845,13937,14030,14123,14217,14312,14407,14503,14600,14697,14795,14894,14974,15055,15136,15217,15299,15381,15455,15526,15584,15642,15699,15754,15809,15864,15920,15976,16032,16088,16144,16201,16258,16315,16372,16429,16487,16545,16603,16677,16768,16859,16951,17043,17136,17230,17323,17418,17513,17600,17678,17757,17836,17916,17996,18076,18157,18238,18320,18402,18484,18566,18659,18788,18919,19050,19133,19316,19450,19585,19721,19858,19994,20128,20263,20398,20535,20673,20811,20950,21091,21232,21411,21628,21847,22069,22292,22518,22747,22977,23210,23445,23675,23897,24122,24349,24579,24810,25043,25279,25517,25757,25979,26182,26387,26594,26802,27012,27223,27437,27651,28062.963,28298.01,28549.87,28804.128,29060.413,29318.745,29579.142,29841.614,30106.188,30372.877,30641.187,30903.894,31158.061,31429.834,31740.862,32084.511,32451.975,32850.275,33239.301,33566.084,33876.479,34195.056,34513.161,34836.716,35184.287,35563.535,35996.78,36439,36861.034,37200.014,37488.36,37750.8,37983.31,38184.166,38362.861,38534.853,38707.556,38880.702,39053.881,39214.523,39350.769,39461.418,39549.438,39627.587,39690.971,39749.715,39803.829,39855.442,39906.235,39953.263,40016.081,40087.104,40152.517,40217.413,40280.78,40341.462,40397.842,40448.191,40491.051,,38961.192
Total 13 small WEC,276,358,394,657,665,672,678,685,692,698,704,710,716,722,727,733,738,743,749,755,761,767,774,780,787,793,799,805,811,817,820,820,822,825,828,833,837,842,846,851,856,861,867,873,880,886,893,900,907,912,918,922,930,933,941,949,958,966,975,983,992,1000,1009,1018,1027,1036,1045,1054,1064,1073,1082,1092,1101,1111,1121,1131,1140,1150,1161,1171,1181,1191,1202,1212,1223,1234,1244,1255,1266,1277,1289,1300,1311,1323,1334,1346,1358,1362,1367,1371,1376,1380,1384,1389,1393,1398,1402,1407,1411,1416,1420,1425,1429,1434,1439,1443,1448,1453,1457,1462,1467,1471,1476,1481,1485,1490,1495,1500,1505,1510,1514,1519,1524,1528.783,1543.988,1558.853,1573.702,1591.056,1600.124,1613.124,1636.344,1660.843,1681.845,1701.447,1717.29,1728.897,1746.908,1758.806,1773.022,1786.809,1803.087,1819.286,1837.21,1853.404,1868.579,1883.162,1907.107,1928.661,1915.269,1914.382,1922.015,1938.703,1957.477,1990.038,2008.726,2020.276,2030.505,2040.477,2050.899,2064.765,2087.036,2110.791,2131.669,2160.347,2188.824,2218.957,2246.232,2267.848,2285.34,2303.091,2321.802,2341.054,2360.888,2381.078,2400.538,2418.943,2436.948,2454.575,2471.84,2488.767,2505.392,2521.766,,2801.895
Total 29 Western Europe,57268,73778,81460,133040,134336,135632,136933,138231,139544,140782,141975,143157,144312,145455,146520,147572,148630,149616,150875,152040,153242,154457,155715,156988,158224,159444,160598,161835,163093,164238,164819,165018,165525,166194,166869,167816,168689,169595,170493,171425,172410,173494,174642,175862,177125,178389,179735,181073,182378,183441,184530,185373,186844,187504,187816,188712,190046,191492,192963,194700,196449,198022,199779,201221,202532,203865,205172,206686,208141,209643,211085,212551,214110,215597,217031,218554,220043,221799,223515,225436,227546,229659,231710,233645,235665,237886,240037,242197,244238,246505,248653,250920,253174,255394,257730,259376,260975,263255,263637,263637,263058,261531,256661,258081,260241,262045,264259,266353,268182,270106,271747,273430,275012,276916,278776,280361,281907,283520,285164,286763,288395,290338,292510,293568,293555,294848,295067,295377,294285,293928,297304,300828,303393,304939.814,307024.148,308753.864,310695.737,312606.975,314605.32,316758.395,318986.903,321318.26,323824.192,326345.579,329114.513,332342.11,335251.16,338111.388,340884.494,343440.468,345628.27,347632.755,349945.968,352239.727,354702.298,356844.578,358825.47,360465.978,361743.202,362751.701,363849.848,364948.893,366096.231,367456.615,368646.806,369368.12,369915.071,370501.268,371151.139,371996.235,372887.764,374098.73,375962.414,377873.961,379711.377,381606.342,383388.88,384831.824,386069.325,387191.722,388214.748,389163.73,390188.247,391368.682,392541.093,393605.848,394605.436,395534.562,396392.134,397180.66,397903.555,398563.05,,399679.327
